input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,lines,failed,tech_,cdn_name,cdn,final_url,csp_domains_,tls_self_signed
careers.seagate.com,Why Seagate? | Seagate Deutschland,200,159956,www.seagate.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-30T00:00:00Z,2024-01-28T23:59:59Z,"CN=www.seagate.com, O=Edgecast Inc., L=Los Angeles, ST=California, C=US",www.seagate.com,Edgecast Inc.,learn.seagate.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,a127f32c84036097448efd98e8e351c7,960074483c11e7b0bd1d8a6385bb065d0130feca0cb70cec0d460db311e95166,,ctls,www.seagate.com,443,https://careers.seagate.com:443,https,ECD (frb/6737),text/html,GET,152.199.17.105,/,226808756,152.199.17.105,3782,False,Java,,,https://www.seagate.com/de/de/jobs/,http://seagate.pathfactory.com,
cdn.optimizely.com,,403,243,cdn.optimizely.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-10-30T00:00:00Z,2023-10-30T23:59:59Z,"CN=cdn.optimizely.com, O=Optimizely\, Inc., L=San Francisco, ST=California, C=US",cdn.optimizely.com,"Optimizely, Inc.",cdn.optimizely.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,363957d590c9234509e3953eacb059f7,c552547b0f39026b1278748f18789ed722dc4275729b24d0d3779816ec455499,,ctls,cdn.optimizely.com,443,https://cdn.optimizely.com:443,https,AmazonS3,application/xml,GET,104.75.88.161,/,-756846505,2a02:26f0:3500:889::13b8,2,False,HSTS,,,,,
charitychina.seagate.com,首页,200,62666,charitychina.seagate.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-08-15T00:00:00Z,2023-09-15T23:59:59Z,"CN=charitychina.seagate.com, O=SEAGATE TECHNOLOGY LLC, L=Oklahoma City, ST=Oklahoma, C=US",charitychina.seagate.com,SEAGATE TECHNOLOGY LLC,charitychina.seagate.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,ba7b0a271b562cfbc50949ece5d40b71,6286d0ebc876c2b1cb4aadac6b2835eaee1ec44e0cba937685ac3571f7efe1c3,,ctls,charitychina.seagate.com,443,https://charitychina.seagate.com:443,https,Apache/2.4.6 (CentOS) mod_jk/1.2.41 OpenSSL/1.0.2k-fips mod_fcgid/2.3.9,text/html,GET,134.204.236.102,/,-366337701,134.204.236.102,1079,False,mod_jk:1.2.41,,,,,
chat.seagate.com,ServiceNow  IT Service Management,200,28833,seagate.service-now.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-01-20T20:45:47Z,2023-10-10T20:45:45Z,"CN=*.service-now.com, O=ServiceNow\, Inc., L=San Diego, ST=California, C=US",*.service-now.com,"ServiceNow, Inc.",service-now.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",e71d4cf3c102df0bf35861d19534810c,4292bab069333bbe3441f31c7188845aa820604a7f39ceb98d66c232be143558,True,ctls,seagate.service-now.com,443,https://chat.seagate.com:443,https,snow_adc,text/html,GET,104.18.13.180,/,-1869694053,2606:4700::6812:cb4,438,False,Java,cloudflare,True,https://seagate.service-now.com/auth_redirect.do?sysparm_stack=no&sysparm_url=https%3A%2F%2Flogin.microsoftonline.com%2Fd466216a-c643-434a-9c2e-057448c17cbe%2Fsaml2%3FSAMLRequest%3DnVNNb9swDP0rhu7%252Bkl0nFeIAWYJhAbouSLIddlNlOhUgS54oJ9m%252Fn%252BykTQ5tiu4kgHzke3ykJsgbRVs269yzXsOfDtAFx0ZpZKdMSTqrmeEokWneADIn2Gb2%252FYHRKGGtNc4Io0gwQwTrpNFzo7FrwG7A7qWAn%252BuHkjw71yKLYwS%252B4w4iPOVCbQ6RME2s%252Bb7lO4gqQ4KFVyA171tdCpXZSR01UliDpnZGK6lhKK3yoqBpwUNR5FmYZzkP7wWFMLkb5flYpCPxBPEwCgm%252BGitgmLQkNVcIJFguSrJ5nNf1qOLjBCiFOktomlOepfX9uAb%252FFkXigbjiiHIPl1LEDpYaHdeuJDShmScNU7pNR4wmLKPR3aj4TYLV2aMvUldS724b%252BnQCIfu23a7C1Y%252FNdmiwlxXYR4%252F%252BnJe%252FwOLgo29NppPBBjbottdLvi2Jv2yWTD%252FgnsTXDGe%252BlvW6l4uVUVL8DWZKmcPcgi8vibMdDGtpuHtfRBqlQ0RWYT1AGTRcqllVWUAk8SvR%252BX6hGnbsD9HB0QVz07TcSux9gCMX7tWJa9hc%252BTnXUP%252BXLzdhgom%252Btw%252F3F3QwtuovAoTXubVcY2use3HuLUXTc%252FKd%252BS7p6z88%252FQc%253D%26RelayState%3Dhttps%253A%252F%252Fseagate.service-now.com%252Fsaml_redirector.do%253Fsysparm_nostack%253Dtrue%2526sysparm_uri%253D%25252Fnav_to.do%25253Furi%25253D%2525252F%25252524sn-va-web-client-app.do%2525253Fsysparm_nostack%2525253Dtrue%25252526sysparm_skip_load_history%2525253Dtrue%25252526sysparm_stack%2525253Dno%25252526sysparm_portal%2525253Dsp%25252526sysparm_page%2525253Dindex%25252526sysparm_language%2525253Den%25252526sysparm_liveagent_application%2525253Ditsm%25252526sysparm_branding_key%2525253Dseagate_service_desk,,
chatsupport.seagate.com,,500,7456,chatsupport.seagate.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2022-07-29T00:00:00Z,2023-07-28T23:59:59Z,"CN=*.na138.force.com, O=salesforce.com\, inc., L=San Francisco, ST=California, C=US",*.na138.force.com,"salesforce.com, inc.",*.d.forceusercontent.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,250489b6c0772502c99869d8a30aa650,e66902cbff58cf9b5871048b7a65ed56e135729eede56b399dbfed6c162fbb78,True,ctls,chatsupport.seagate.com,443,https://chatsupport.seagate.com:443,https,,text/html,GET,13.110.65.95,/,826999168,13.110.70.95,85,False,Salesforce,,,,,
collector.github.com,,200,334,collector.github.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-07-21T00:00:00Z,2023-07-21T23:59:59Z,"CN=*.github.com, O=GitHub\, Inc., L=San Francisco, ST=California, C=US",*.github.com,"GitHub, Inc.",github.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,cbc7344badfd31af7fc38a47d8c41a16,281ef6d631c0c3059650aa2a25fa45e0ac19e604fb7e0feb2d44fbbee2a8275d,True,ctls,collector.github.com,443,https://collector.github.com:443,https,,text/html,GET,140.82.113.21,/,-1840324437,140.82.113.21,13,False,HSTS,,,,,
comms.seagate.com,,200,118,comms.seagate.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2022-07-29T00:00:00Z,2023-07-28T23:59:59Z,"CN=*.na138.force.com, O=salesforce.com\, inc., L=San Francisco, ST=California, C=US",*.na138.force.com,"salesforce.com, inc.",*.d.forceusercontent.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,250489b6c0772502c99869d8a30aa650,e66902cbff58cf9b5871048b7a65ed56e135729eede56b399dbfed6c162fbb78,True,ctls,comms.seagate.com,443,https://comms.seagate.com:443,https,,text/html,GET,13.110.41.95,/,1433417005,13.110.67.95,3,False,Salesforce,,,,,
communications.seagate.com,,200,,communications.seagate.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-02-07T00:00:00Z,2024-02-13T23:59:59Z,"CN=*.treehousei.com, O=Impartner\, Inc., L=South Jordan, ST=Utah, C=US",*.treehousei.com,"Impartner, Inc.",treehousei.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,de8d1097f63d9d3ed913e65114de1e3a,1772325308d73b24ebdfc6e17436da604521df180263a88c93a3c09757183a80,True,ctls,communications.seagate.com,443,https://communications.seagate.com:443,https,,,GET,209.170.205.20,/,1087527963,209.170.205.20,1,False,Microsoft ASP.NET,,,,,
community.seagate.com,,503,4694,community.seagate.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2022-07-29T00:00:00Z,2023-07-28T23:59:59Z,"CN=*.na138.force.com, O=salesforce.com\, inc., L=San Francisco, ST=California, C=US",*.na138.force.com,"salesforce.com, inc.",*.d.forceusercontent.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,250489b6c0772502c99869d8a30aa650,e66902cbff58cf9b5871048b7a65ed56e135729eede56b399dbfed6c162fbb78,True,ctls,community.seagate.com,443,https://community.seagate.com:443,https,,text/html,GET,13.110.41.95,/,826999168,13.110.67.95,8,False,Salesforce,,,,url=http://www.seagate.com/support-home/,
computex.seagate.com,Führender Anbieter von Massenspeicherlösungen  | Seagate Deutschland,200,223756,www.seagate.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-30T00:00:00Z,2024-01-28T23:59:59Z,"CN=www.seagate.com, O=Edgecast Inc., L=Los Angeles, ST=California, C=US",www.seagate.com,Edgecast Inc.,learn.seagate.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,a127f32c84036097448efd98e8e351c7,960074483c11e7b0bd1d8a6385bb065d0130feca0cb70cec0d460db311e95166,,ctls,www.seagate.com,443,https://computex.seagate.com:443,https,ECD (frb/6775),text/html,GET,152.199.17.105,/,240136437,152.199.17.105,5429,False,Java,,,https://www.seagate.com/de/de/,https://*.seagate.cn,
console.ap-southeast-1.lyvecloud.seagate.com,Seagate Lyve Cloud,200,1214,console.ap-southeast-1.lyvecloud.seagate.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-10-11T00:00:00Z,2023-11-02T23:59:59Z,"CN=console.ap-southeast-1.lyvecloud.seagate.com, O=SEAGATE TECHNOLOGY LLC, L=Oklahoma City, ST=Oklahoma, C=US",console.ap-southeast-1.lyvecloud.seagate.com,SEAGATE TECHNOLOGY LLC,*.console.ap-southeast-1.lyvecloud.seagate.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,84fd7087e1b414bed88f764816509687,f86923153069303a31e287d0c0adda795836199bc7911bfca0da6432b1b87e1c,True,ctls,console.ap-southeast-1.lyvecloud.seagate.com,443,https://console.ap-southeast-1.lyvecloud.seagate.com:443,https,nginx,text/html,GET,192.55.4.18,/,240136437,192.55.4.18,1,False,Nginx,,,https://console.ap-southeast-1.lyvecloud.seagate.com/customer/dashboard,,
console.ap-southeast-1.uat.lyvecloud.seagate.com,Seagate Lyve Cloud,200,1214,console.ap-southeast-1.uat.lyvecloud.seagate.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-09-15T00:00:00Z,2023-09-15T23:59:59Z,"CN=ap-southeast-1.uat.lyvecloud.seagate.com, O=SEAGATE TECHNOLOGY LLC, L=Oklahoma City, ST=Oklahoma, C=US",ap-southeast-1.uat.lyvecloud.seagate.com,SEAGATE TECHNOLOGY LLC,*.ap-southeast-1.uat.lyvecloud.seagate.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,3b63def57b85d637a03683e679d80ec2,a4209d4d38a771583eb6d2192abb7a3581ce619094e8a81d0e608f5af890e003,True,ctls,console.ap-southeast-1.uat.lyvecloud.seagate.com,443,https://console.ap-southeast-1.uat.lyvecloud.seagate.com:443,https,nginx,text/html,GET,192.55.7.23,/,240136437,192.55.7.23,1,False,Nginx,,,https://console.ap-southeast-1.uat.lyvecloud.seagate.com/customer/dashboard,,
console.lyvecloud.seagate.com,Seagate Lyve Cloud,200,1214,console.lyvecloud.seagate.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-01-11T00:00:00Z,2024-02-08T23:59:59Z,"CN=console.lyvecloud.seagate.com, O=SEAGATE TECHNOLOGY LLC, L=Oklahoma City, ST=Oklahoma, C=US",console.lyvecloud.seagate.com,SEAGATE TECHNOLOGY LLC,console.lyvecloud.seagate.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,0e21ace83aa983d0c5fb79be95b15250,b3b2c0c15a51d6e434fd1bbc6deff671d0e7b8ab54249192cd0ed37763f95ba5,,ctls,console.lyvecloud.seagate.com,443,https://console.lyvecloud.seagate.com:443,https,nginx,text/html,GET,192.55.6.18,/,240136437,192.55.6.18,1,False,Nginx,,,https://console.lyvecloud.seagate.com/customer/dashboard,,
console.us-east-1.lyvecloud.seagate.com,Seagate Lyve Cloud,200,1214,console.us-east-1.lyvecloud.seagate.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-01-11T00:00:00Z,2024-01-18T23:59:59Z,"CN=console.us-east-1.lyvecloud.seagate.com, O=SEAGATE TECHNOLOGY LLC, L=Oklahoma City, ST=Oklahoma, C=US",console.us-east-1.lyvecloud.seagate.com,SEAGATE TECHNOLOGY LLC,console.us-east-1.lyvecloud.seagate.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,937a794eb639a5ebc936483128654ece,ac6b6f65a6fab277bc0c570f4059526363240aa6142c644d6ddf589bc734a179,,ctls,console.us-east-1.lyvecloud.seagate.com,443,https://console.us-east-1.lyvecloud.seagate.com:443,https,nginx,text/html,GET,192.55.6.22,/,240136437,192.55.6.22,1,False,Nginx,,,https://console.us-east-1.lyvecloud.seagate.com/customer/dashboard,,
console.us-east-1.uat.lyvecloud.seagate.com,Seagate Lyve Cloud,200,1214,console.us-east-1.uat.lyvecloud.seagate.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-08-30T00:00:00Z,2023-08-30T23:59:59Z,"CN=console.us-east-1.uat.lyvecloud.seagate.com, O=SEAGATE TECHNOLOGY LLC, L=Oklahoma City, ST=Oklahoma, C=US",console.us-east-1.uat.lyvecloud.seagate.com,SEAGATE TECHNOLOGY LLC,*.console.us-east-1.uat.lyvecloud.seagate.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,17029597b88978adcd28a2523060fd84,c13da7774d4869845361d05f579b80b1c74bc8f39e56cb173f5ba292760261f7,True,ctls,console.us-east-1.uat.lyvecloud.seagate.com,443,https://console.us-east-1.uat.lyvecloud.seagate.com:443,https,nginx,text/html,GET,192.55.7.45,/,240136437,192.55.7.45,1,False,Nginx,,,https://console.us-east-1.uat.lyvecloud.seagate.com/customer/dashboard,,
console.us-west-1.lyvecloud.seagate.com,Seagate Lyve Cloud,200,1214,console.us-west-1.lyvecloud.seagate.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-03-24T00:00:00Z,2024-04-19T23:59:59Z,"CN=console.us-west-1.lyvecloud.seagate.com, O=SEAGATE TECHNOLOGY LLC, L=Oklahoma City, ST=Oklahoma, C=US",console.us-west-1.lyvecloud.seagate.com,SEAGATE TECHNOLOGY LLC,console.us-west-1.lyvecloud.seagate.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,358c90159641304dc8e3d1b471c0dad6,bca7d9e3b4a3d936b3e135f3edf8350ab4d750306a34b7f913f15693ac4a5196,,ctls,console.us-west-1.lyvecloud.seagate.com,443,https://console.us-west-1.lyvecloud.seagate.com:443,https,nginx,text/html,GET,192.55.9.18,/,240136437,192.55.9.18,1,False,Nginx,,,https://console.us-west-1.lyvecloud.seagate.com/customer/dashboard,,
console.us-west-1.uat.lyvecloud.seagate.com,Seagate Lyve Cloud,200,1214,console.us-west-1.uat.lyvecloud.seagate.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-08-30T00:00:00Z,2023-08-30T23:59:59Z,"CN=console.us-west-1.uat.lyvecloud.seagate.com, O=SEAGATE TECHNOLOGY LLC, L=Oklahoma City, ST=Oklahoma, C=US",console.us-west-1.uat.lyvecloud.seagate.com,SEAGATE TECHNOLOGY LLC,*.console.us-west-1.uat.lyvecloud.seagate.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,bc6f72782bf22a18827019157c0fc98c,57ac5818ab0ca02074b37463f9f418aa6c12a018d2c9936fe5632d51593d424b,True,ctls,console.us-west-1.uat.lyvecloud.seagate.com,443,https://console.us-west-1.uat.lyvecloud.seagate.com:443,https,nginx,text/html,GET,192.55.7.58,/,240136437,192.55.7.58,1,False,Nginx,,,https://console.us-west-1.uat.lyvecloud.seagate.com/customer/dashboard,,
console.us-west-2.stg.lyvecloud.seagate.com,Seagate Lyve Cloud,200,1214,console.us-west-2.stg.lyvecloud.seagate.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-10-28T00:00:00Z,2023-11-22T23:59:59Z,"CN=console.us-west-2.stg.lyvecloud.seagate.com, O=SEAGATE TECHNOLOGY LLC, L=Oklahoma City, ST=Oklahoma, C=US",console.us-west-2.stg.lyvecloud.seagate.com,SEAGATE TECHNOLOGY LLC,*.console.us-west-2.stg.lyvecloud.seagate.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,4d30b7dfd4be7997250f4e6d2ab698a3,574ebf4c3f73ba9a5e0a1a2b8f3e4d28461a6c4020ed4ada2544a365abf93f69,True,ctls,console.us-west-2.stg.lyvecloud.seagate.com,443,https://console.us-west-2.stg.lyvecloud.seagate.com:443,https,nginx,text/html,GET,192.55.7.50,/,240136437,192.55.7.50,1,False,Nginx,,,https://console.us-west-2.stg.lyvecloud.seagate.com/customer/dashboard,,
console.us-west-4-stg.lyvecloud.seagate.com,Seagate Lyve Cloud,200,1214,console.us-west-4-stg.lyvecloud.seagate.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-04-19T00:00:00Z,2024-05-15T23:59:59Z,"CN=console.us-west-4-stg.lyvecloud.seagate.com, O=SEAGATE TECHNOLOGY LLC, L=Oklahoma City, ST=Oklahoma, C=US",console.us-west-4-stg.lyvecloud.seagate.com,SEAGATE TECHNOLOGY LLC,*.console.us-west-4-stg.lyvecloud.seagate.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,e6339c91ed5349d70a15226dcd37b7b0,b0f4138ca2d34415fae5135cd50426550fcec1d051b5d97164d88b284e358cb4,True,ctls,console.us-west-4-stg.lyvecloud.seagate.com,443,https://console.us-west-4-stg.lyvecloud.seagate.com:443,https,nginx,text/html,GET,192.55.7.27,/,240136437,192.55.7.27,1,False,Nginx,,,https://console.us-west-4-stg.lyvecloud.seagate.com/customer/dashboard,,
customer-stories-feed.github.com,GitHub Customer Stories preview,200,166460,customer-stories-feed.github.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-02-21T00:00:00Z,2024-03-20T23:59:59Z,"CN=*.github.io, O=GitHub\, Inc., L=San Francisco, ST=California, C=US",*.github.io,"GitHub, Inc.",githubusercontent.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f45a0dd4c867ee46fb7560d0015132c3,382cd42d33c02bc6678e657ce17b846d0473a7e791cdb35b8ead901af1e11a08,True,ctls,customer-stories-feed.github.com,443,https://customer-stories-feed.github.com:443,https,GitHub.com,text/html,GET,185.199.108.153,/,-1493334710,2606:50c0:8002::153,5016,False,Varnish,,,,,
datapulse.seagate.com,Ressourcen | Seagate Deutschland,200,242897,www.seagate.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-30T00:00:00Z,2024-01-28T23:59:59Z,"CN=www.seagate.com, O=Edgecast Inc., L=Los Angeles, ST=California, C=US",www.seagate.com,Edgecast Inc.,learn.seagate.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,a127f32c84036097448efd98e8e351c7,960074483c11e7b0bd1d8a6385bb065d0130feca0cb70cec0d460db311e95166,,ctls,www.seagate.com,443,https://datapulse.seagate.com:443,https,ECD (frb/670F),text/html,GET,152.199.17.105,/,240136437,152.199.17.105,5496,False,Java,,,https://www.seagate.com/de/de/resources/,http://*.seagate.com,
dev.lyve.seagate.com,403 Forbidden,403,581,dev.lyve.seagate.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-12-22T00:00:00Z,2024-01-05T23:59:59Z,"CN=dev.lyve.seagate.com, O=SEAGATE TECHNOLOGY LLC, L=Oklahoma City, ST=Oklahoma, C=US",dev.lyve.seagate.com,SEAGATE TECHNOLOGY LLC,api.dev.lyve.seagate.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,d5ab7c2de8a3bcc77061d0e474ed8041,1ecc9ebe30559a2ae999ffac61c5511a5e6847dd61de3559974758b28cde8feb,,ctls,dev.lyve.seagate.com,443,https://dev.lyve.seagate.com:443,https,Microsoft-Azure-Application-Gateway/v2,text/html,GET,20.107.196.26,/,169620248,20.107.196.26,14,False,,,,,,
direct.seagate.com,Direktkunden und Lieferanten | Seagate Deutschland,200,155873,www.seagate.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-30T00:00:00Z,2024-01-28T23:59:59Z,"CN=www.seagate.com, O=Edgecast Inc., L=Los Angeles, ST=California, C=US",www.seagate.com,Edgecast Inc.,learn.seagate.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,a127f32c84036097448efd98e8e351c7,960074483c11e7b0bd1d8a6385bb065d0130feca0cb70cec0d460db311e95166,,ctls,www.seagate.com,443,https://direct.seagate.com:443,https,ECD (frb/6737),text/html,GET,152.199.17.105,/,-2083259523,152.199.17.105,3683,False,Java,,,https://www.seagate.com/de/de/direct-partners/,http://seagate.pathfactory.com,
drive.seagate.com,404 - Not found or no permission to access,404,1330,drive.seagate.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2022-12-05T00:00:00Z,2024-01-02T23:59:59Z,"CN=*.eloqua.com, O=Oracle Corporation, L=Redwood City, ST=California, C=US",*.eloqua.com,Oracle Corporation,*.eloqua.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3fbfeefce7683ba5af65885a4c8127d6,046da516e28172f9090c5a58326960c1e6027d501d0e978bf7ff247aa23df8bb,True,ctls,drive.seagate.com,443,https://drive.seagate.com:443,https,,text/html,GET,209.167.231.15,/,-1044085938,209.167.231.15,33,False,Bootstrap,,,,,
drivetrust.seagate.com,Index of /,200,329,,,,,,,,,,,,,,,,,,,,,80,http://drivetrust.seagate.com:80,http,Apache,text/html,GET,134.204.236.18,/,-780928015,134.204.236.18,15,False,Apache,,,,,
eapps.seagate.com,,200,45,eapps.seagate.com,443,True,tls12,TLS_RSA_WITH_AES_256_GCM_SHA384,,2023-03-27T00:00:00Z,2024-04-26T23:59:59Z,"CN=eapps.seagate.com, O=SEAGATE TECHNOLOGY LLC, L=Oklahoma City, ST=Oklahoma, C=US",eapps.seagate.com,SEAGATE TECHNOLOGY LLC,eapps.sing.seagate.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,1704bee7c63010f6995a24cbe80851a5,507f98e50979964d03726b5483035323579b4179a303cb0d85845b00ef4e0f2e,,ctls,eapps.seagate.com,443,https://eapps.seagate.com:443,https,Apache,text/html,GET,134.204.236.45,/,-780928015,134.204.236.45,2,False,Apache,,,,,
enterpriseenrollment.seagate.com,Microsoft Intune admin center,200,39922,intune.microsoft.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-04-20T00:03:25Z,2024-04-14T00:03:25Z,"CN=intune.microsoft.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",intune.microsoft.com,Microsoft Corporation,intune.microsoft.com,"CN=Microsoft Azure TLS Issuing CA 06, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 06,Microsoft Corporation,fbe882ad9daeb5df0f0d14db966ea3c8,d5bab55b00d08eec6b9981deee10c77d19ccdd091bfd836e38b6bc95a281a90d,,ctls,intune.microsoft.com,443,https://enterpriseenrollment.seagate.com:443,https,,text/html,GET,52.236.189.96,/,1631801191,52.236.189.96,4,False,HSTS,azure,True,https://intune.microsoft.com/,,
enterpriseregistration.seagate.com,Service,404,1565,enterpriseregistration.seagate.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2023-02-14T19:36:32Z,2024-02-09T19:36:32Z,"CN=*.enterpriseregistration.windows.net, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",*.enterpriseregistration.windows.net,Microsoft Corporation,enterpriseregistration.windows.net,"CN=Microsoft Azure TLS Issuing CA 06, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 06,Microsoft Corporation,a6e45158afb23e4d3d7ad5975ed54d03,62af4b86a7f8d2913ffabbbb4465a2cd43cdd51d772ff6a8a77cdfe4968a5037,True,ctls,enterpriseregistration.seagate.com,443,https://enterpriseregistration.seagate.com:443,https,,text/html,GET,20.190.137.40,/,-2070773535,20.190.137.40,14,False,HSTS,azure,True,,,
