new,host,a,soa,status_code,cname,ns,aaaa,mx,txt,caa
,adcweb.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,addons.akismet.com,,"ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,addthis.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,adherents.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,adlog.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,admin.sata.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,adserver.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,adwords.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,ae4ba194ec16.web.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,afb9c8ed2224.web.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,agr.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,akismet.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,akismet.com,"192.0.78.24, 192.0.78.25","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,"ns2.akismet.com, ns3.akismet.com, ns4.akismet.com, ns1.akismet.com",,"mx2.ams.automattic.com, mx1.dfw.automattic.com","v=spf1 include:_spf.automattic.com include:sendgrid.net include:ariasystems.net include:mail.zendesk.com -all, google-site-verification=EtOJu7eEjs0n1iFlkpg-e6Zo7gupmWqxRBVwWaeruDU, google-site-verification=DZLoR97vlDkw1YUqbLCRXu7tQnJ-8cVnktCsnBwHpCA",
,akismetcommentsubtext.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,alioth.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,als.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,amarok.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,amfix.blogs.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,amit.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,andrea.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,animaldiversity.ummz.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,anonsvn.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,answers.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,aoeu1aoue.rest.akismet.com,"195.234.111.251, 195.234.111.252","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,"geons3.akismet.com, geons1.akismet.com, geons2.akismet.com",,,,
,api-dbs.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,api-epp.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,api-key.rest.akismet.com,"195.234.111.252, 195.234.111.251","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,"geons3.akismet.com, geons1.akismet.com, geons2.akismet.com",,,,
,api.akismet.com,"195.234.111.252, 195.234.111.251","geons1.akismet.com, hostmaster.automattic.com",NOERROR,,"geons1.akismet.com, geons2.akismet.com, geons3.akismet.com",,,,
,app.simplenote.com,"216.239.34.21, 216.239.36.21, 216.239.32.21, 216.239.38.21","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,google-site-verification=bwqSNalvFYDQ532_4g3LkKJ8Kb9NW6ZQk3aXtDhPcPQ,
,apps.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,archive.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,arie.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,as.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,astronewt.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,audience.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,aurore.d.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,auth-privatepublic.usfa.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,auth.simperium.com,192.0.84.247,"ns1.automattic.com, hostmaster.automattic.com",NOERROR,simperium.com,"ns1.automattic.com, ns3.automattic.com, ns2.automattic.com",,"mx1.dfw.automattic.com, mx2.ams.automattic.com",v=spf1 include:_spf.automattic.com include:mailgun.org ~all,
,auto.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,aws.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,ay.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,b08c7cb3e630.rest.akismet.com,"192.0.96.248, 192.0.96.247, 198.181.116.6, 198.181.117.6, 192.0.74.6","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,"geons1.akismet.com, geons3.akismet.com, geons2.akismet.com",,,,
,b243b6bf7198.rest.akismet.com,"192.0.96.248, 192.0.96.247, 198.181.116.6, 198.181.117.6, 192.0.74.6","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,"geons2.akismet.com, geons3.akismet.com, geons1.akismet.com",,,,
,b2648ac5fe25.web.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,b30a798da6b1.rest.akismet.com,"195.234.111.251, 195.234.111.252","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,"geons2.akismet.com, geons1.akismet.com, geons3.akismet.com",,,,
,b3c26b02d0db.web.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,b3d9b41eaba9.rest.akismet.com,"195.234.111.252, 195.234.111.251","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,"geons1.akismet.com, geons3.akismet.com, geons2.akismet.com",,,,
,b3d9b41eaba9.web.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,b428a037779a.web.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,b51bb1bb6a5c.web.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,b60fbdb747f9.rest.akismet.com,"195.234.111.251, 195.234.111.252","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,"geons1.akismet.com, geons3.akismet.com, geons2.akismet.com",,,,
,b7b55b0fcf4f.web.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,b946f719fcb5.rest.akismet.com,"195.234.111.252, 195.234.111.251","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,"geons1.akismet.com, geons3.akismet.com, geons2.akismet.com",,,,
,b96232deeebf.rest.akismet.com,"195.234.111.251, 195.234.111.252","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,"geons1.akismet.com, geons3.akismet.com, geons2.akismet.com",,,,
,b9749c0d9ba1.rest.akismet.com,"195.234.111.252, 195.234.111.251","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,"geons2.akismet.com, geons3.akismet.com, geons1.akismet.com",,,,
,baby.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,backups35.dca.simperium.com,192.0.98.60,"ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,bad9f3a3f643.web.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,bae1914d80b0.rest.akismet.com,"195.234.111.251, 195.234.111.252, 198.181.117.6, 192.0.74.6","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,"geons3.akismet.com, geons2.akismet.com, geons1.akismet.com",,,,
,base.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,bb0ff507251a.rest.akismet.com,"192.0.96.247, 192.0.96.248, 198.181.116.6, 198.181.117.6, 192.0.74.6","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,"geons2.akismet.com, geons3.akismet.com, geons1.akismet.com",,,,
,bb3de352a42a.web.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,bb5b10a7404c.web.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,bbs.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,bbs.lady.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,bbs.sports.akismet.com,,"ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,bd7526b91a6b.web.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,bdfeca5a1031.web.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,be-x-old.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,be046ac25dad.rest.akismet.com,"195.234.111.251, 195.234.111.252","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,"geons3.akismet.com, geons1.akismet.com, geons2.akismet.com",,,,
,be046ac27dad5.rest.akismet.com,"195.234.111.251, 195.234.111.252","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,"geons1.akismet.com, geons3.akismet.com, geons2.akismet.com",,,,
,be046ac27dad9.rest.akismet.com,"195.234.111.251, 195.234.111.252","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,"geons2.akismet.com, geons1.akismet.com, geons3.akismet.com",,,,
,be14476bce22.web.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,be146ac28dad.rest.akismet.com,"195.234.111.251, 195.234.111.252","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,,,,,
,be246ac27dad6.rest.akismet.com,"192.0.96.248, 192.0.96.247, 198.181.116.6, 198.181.117.6, 192.0.74.6","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,"geons3.akismet.com, geons2.akismet.com, geons1.akismet.com",,,,
,be346ac21dad.rest.akismet.com,"195.234.111.251, 195.234.111.252","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,"geons1.akismet.com, geons2.akismet.com, geons3.akismet.com",,,,
,be346ac27dad3.rest.akismet.com,"195.234.111.251, 195.234.111.252","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,"geons2.akismet.com, geons1.akismet.com, geons3.akismet.com",,,,
,be446ac27dad.rest.akismet.com,"195.234.111.251, 195.234.111.252","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,"geons3.akismet.com, geons1.akismet.com, geons2.akismet.com",,,,
,be446ac27dad2.rest.akismet.com,"195.234.111.251, 195.234.111.252","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,"geons3.akismet.com, geons1.akismet.com, geons2.akismet.com",,,,
,be946ac27dad7.rest.akismet.com,,"geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,"geons3.akismet.com, geons2.akismet.com, geons1.akismet.com",,,,
,bertjan.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,bezies.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,bf776be62a0e.web.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,bill.akismet.com,192.0.90.67,"ns1.automattic.com, hostmaster.automattic.com",NOERROR,"mc.sat.akismet.com, mc2.dfw.akismet.com",,,,,
,blauzahl.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,bloc.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,blog.akismet.com,"192.0.78.13, 192.0.78.12","ns1.wordpress.com, mmmmmm.gmail.com",NOERROR,"akismet.wordpress.com, lb.wordpress.com",,,,,
,blog.developer.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,blog.qa.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,blog.simperium.com,"192.0.78.12, 192.0.78.13","ns1.wordpress.com, mmmmmm.gmail.com",NOERROR,"simperiumblog.wordpress.com, lb.wordpress.com",,,,,
,bluemeringue.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,bluewing.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,bluray.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,bmighty.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,bn.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,bokechengshiyouxiguanfangxiazai.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,book.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,bookstore.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,bradsch.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,brianray.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,bridge.mailpoet.com,172.105.146.89,"ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,2a01:7e01:1::ac69:9259,,,
,bsalazar.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,build.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,buildd.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,business.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,c1.dfw.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,c1fae33a4001.rest.akismet.com,"195.234.111.251, 195.234.111.252","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,"geons1.akismet.com, geons2.akismet.com, geons3.akismet.com",,,,
,c2.dfw.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,c2e08f723e8f.web.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,c3efda2b92eb.web.akismet.com,,"ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,c4026935d3b0.web.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,c4fae33a4007.rest.akismet.com,"195.234.111.252, 195.234.111.251","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,"geons1.akismet.com, geons3.akismet.com, geons2.akismet.com",,,,
,c5fae33a4002.rest.akismet.com,"195.234.111.251, 195.234.111.252","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,"geons2.akismet.com, geons3.akismet.com, geons1.akismet.com",,,,
,c6.sat.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,c65d7d2fa6c1.rest.akismet.com,"195.234.111.252, 195.234.111.251","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,"geons1.akismet.com, geons2.akismet.com, geons3.akismet.com",,,,
,c7.sat.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,c7fae33a4004.rest.akismet.com,"192.0.96.248, 192.0.96.247, 198.181.116.6, 198.181.117.6, 192.0.74.6","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,"geons1.akismet.com, geons2.akismet.com, geons3.akismet.com",,,,
,c7fae33a40045.rest.akismet.com,"195.234.111.252, 195.234.111.251","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,"geons1.akismet.com, geons2.akismet.com, geons3.akismet.com",,,,
,c8.sat.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,c81547d6abab4d618f5d141c81707709.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,ca1701cbd195.web.akismet.com,,"ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,cableproducts.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,campbellbrown.blogs.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,candidatsbe.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,card.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,careers.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,cb1707c08244.rest.akismet.com,"192.0.96.247, 192.0.96.248, 198.181.116.6, 198.181.117.6, 192.0.74.6","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,"geons1.akismet.com, geons2.akismet.com, geons3.akismet.com",,,,
,cbf2d2575987.web.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,ccbn.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,cccbdfe35869.web.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,cd516cd3e2e3.web.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,central.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,cf9b1816611c.web.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,cfae33a4009.rest.akismet.com,,"geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,"geons3.akismet.com, geons1.akismet.com, geons2.akismet.com",,,,
,championsonline.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,chat.happy.tools,192.0.66.77,"ns1.go-vip.net, hostmaster.go-vip.net",NOERROR,scheduler-happy-tools.go-vip.net,,2a04:fa87:fffd::c000:424d,,,
,cheats.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,chkpt.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,city.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,clk.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,club.auto.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,cms.ws.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,collabnet.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,columbia.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,columbusregency.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,comment.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,comment.sports.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,commons.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,communications.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,community.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,computing-dictionary.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,conferences.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,confluence.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,core.trac.akismet.com,,"ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,cosmetic.lady.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,courtjesther.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,cts.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,cube.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,current.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,cw411.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,cyber.law.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,d.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,d0420bab7c4d.web.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,d191c59b87ce.web.akismet.com,,"ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,d27086f9d17d.web.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,d2e7b3bddc2a.rest.akismet.com,"195.234.111.252, 195.234.111.251","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,"geons1.akismet.com, geons3.akismet.com, geons2.akismet.com",,,,
,d444b655c367.web.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,d56011a87392.web.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,d68bcd6b316c.web.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,d72b8ce218ad.web.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,d8157b6b5431.web.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,d8e7b3bddc6a7.rest.akismet.com,"195.234.111.251, 195.234.111.252","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,"geons2.akismet.com, geons3.akismet.com, geons1.akismet.com",,,,
,d9283321d699.rest.akismet.com,"195.234.111.251, 195.234.111.252","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,"geons3.akismet.com, geons2.akismet.com, geons1.akismet.com",,,,
,d9bd9d84bfe5.rest.akismet.com,"195.234.111.252, 195.234.111.251","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,"geons3.akismet.com, geons2.akismet.com, geons1.akismet.com",,,,
,d9e7b3bddc3a.rest.akismet.com,"195.234.111.252, 195.234.111.251","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,"geons1.akismet.com, geons2.akismet.com, geons3.akismet.com",,,,
,da147cbb891d.web.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,daim.project.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,daniel.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,data.book.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,datangyulechengshoucun.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,db.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,db1.sat.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,db2.dfw.akismet.com,192.0.80.18,"ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
