input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,final_url,csp_domains_
santiment.bitfinex.com,Bitfinex | Santiment Integration | Crypto Signals Analysis,200,5675,santiment.bitfinex.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2023-04-09T00:00:00Z,2024-04-08T23:59:59Z,"CN=bitfinex.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",bitfinex.com,"Cloudflare, Inc.",*.test.bitfinex.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",20a3594a64997df8caed29c67f325f6b,4228e2fd2f013413001135e5ae522922e820f5316d27a67c10ac627bc9cf7edd,True,ctls,santiment.bitfinex.com,cloudflare,443,https://santiment.bitfinex.com:443,https,cloudflare,text/html,GET,104.17.21.84,/,190856733,104.17.17.84,HSTS,1,False,True,,
staging.bitfinex.com,Sign in ・ Cloudflare Access,200,31171,ifinex.cloudflareaccess.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-11T00:00:00Z,2023-09-07T23:59:59Z,CN=ssl1075497.cloudflaressl.com,ssl1075497.cloudflaressl.com,,cloudflareaccess.com,"CN=COMODO ECC Domain Validation Secure Server CA 2, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO ECC Domain Validation Secure Server CA 2,COMODO CA Limited,87713b38da05acdabfe6e7ca7d9d65a8,20a161d033636d125bfd59b23b1d246dc3535ed149333b3dba97497ed105e8ad,True,ctls,ifinex.cloudflareaccess.com,cloudflare,443,https://staging.bitfinex.com:443,https,cloudflare,text/html,GET,104.17.21.84,/,-194311714,104.17.18.84,HSTS,87,False,True,https://ifinex.cloudflareaccess.com/cdn-cgi/access/login/www.staging.bitfinex.com?kid=d2f409d1b4833bc501a1ddaf4d2e7d3b1d4fd52bccd308f3bf0569cdfb453633&redirect_url=%2F&meta=eyJraWQiOiJjOWFjMDZjMzk3YzdkNjVkMzhhZDNiZTQ0YTY0OGE4ODgwNWJlYjdhZjNjZGQ2NzdkYjBiZGNmN2VjMWE3MjBlIiwiYWxnIjoiUlMyNTYiLCJ0eXAiOiJKV1QifQ.eyJzZXJ2aWNlX3Rva2VuX3N0YXR1cyI6ZmFsc2UsImlhdCI6MTY4Mzg0MjEwMSwic2VydmljZV90b2tlbl9pZCI6IiIsImF1ZCI6ImQyZjQwOWQxYjQ4MzNiYzUwMWExZGRhZjRkMmU3ZDNiMWQ0ZmQ1MmJjY2QzMDhmM2JmMDU2OWNkZmI0NTM2MzMiLCJob3N0bmFtZSI6Ind3dy5zdGFnaW5nLmJpdGZpbmV4LmNvbSIsImFwcF9zZXNzaW9uX2hhc2giOiIxMzg4ZTVmMDU2NWJmMDk2MjY1YTlmNTJiOWVjOGNiZDUzM2JhZDU2NjFkNTc1ZmRkMzI5NTU3NjIwZWQ1ZDdlIiwibmJmIjoxNjgzODQyMTAxLCJpc193YXJwIjpmYWxzZSwiaXNfZ2F0ZXdheSI6ZmFsc2UsInR5cGUiOiJtZXRhIiwicmVkaXJlY3RfdXJsIjoiXC8iLCJtdGxzX2F1dGgiOnsiY2VydF9pc3N1ZXJfc2tpIjoiIiwiY2VydF9wcmVzZW50ZWQiOmZhbHNlLCJjZXJ0X3NlcmlhbCI6IiIsImNlcnRfaXNzdWVyX2RuIjoiIiwiYXV0aF9zdGF0dXMiOiJOT05FIn0sImF1dGhfc3RhdHVzIjoiTk9ORSJ9.wwSE3ZRYtHcBy8ZepUIuBq_fXiBSF11ZKXNaS8z1oUsJFcrpq3bFo5sqpjkDsMTZes6q_VG_zzy2MbGxHm3NmmCJGetD0kkdXUC8I10bpSaBcvWm_LG77k-iFJtr-zgpm3g78NCyJf0F9rNlU7cfFCpkp5grVVbJYXA3niXxOqGKEJaz1aA6sPNzXNmaslfmjzammEhnFSBzd4sjddv1Vxawhq_csvoOX8VnNPCcl4qCzhOIAsybQ6Ex-7f2Av2QssxehGUNHrICHwAKrNFg66A14sTv5ouYQM_hz-vYlyyoMd1J5us4M_M-WgEFhvxQeAEIqMHQ0SmQPDaDOsrlTA,http://127.0.0.1:*
staking.bitfinex.com,Bitfinex Staking | No hassle | Deposit & Earn,200,4950,staking.bitfinex.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2023-04-09T00:00:00Z,2024-04-08T23:59:59Z,"CN=bitfinex.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",bitfinex.com,"Cloudflare, Inc.",*.test.bitfinex.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",20a3594a64997df8caed29c67f325f6b,4228e2fd2f013413001135e5ae522922e820f5316d27a67c10ac627bc9cf7edd,True,ctls,staking.bitfinex.com,cloudflare,443,https://staking.bitfinex.com:443,https,cloudflare,text/html,GET,104.17.17.84,/,-297855193,104.17.18.84,HSTS,1,False,True,,
static.bitfinex.com,Bitfinex | Cryptocurrency Exchange | Bitcoin Trading | Futures Trading | Margin Trading,200,630087,www.bitfinex.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2023-04-09T00:00:00Z,2024-04-08T23:59:59Z,"CN=bitfinex.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",bitfinex.com,"Cloudflare, Inc.",*.test.bitfinex.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",20a3594a64997df8caed29c67f325f6b,4228e2fd2f013413001135e5ae522922e820f5316d27a67c10ac627bc9cf7edd,True,ctls,www.bitfinex.com,cloudflare,443,https://static.bitfinex.com:443,https,cloudflare,text/html,GET,104.17.19.84,/,1506877856,104.17.18.84,webpack,83,False,True,https://www.bitfinex.com/,
support.bitfinex.com,Security check,403,7715,support.bitfinex.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-17T23:38:40Z,2023-07-16T23:38:39Z,CN=support.bitfinex.com,support.bitfinex.com,,support.bitfinex.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,9ce2f4411dc2531aa6d4c4d5f8c7c958,5eb9b21dc242e2be5cc997e750705867dd41bc32f41cdec3c38ddc4fa0750be5,,ctls,support.bitfinex.com,cloudflare,443,https://support.bitfinex.com:443,https,cloudflare,text/html,GET,104.16.51.111,/,-1279294674,104.16.53.111,Cloudflare,103,False,True,https://support.bitfinex.com/hc/en-us,
terminal.bitfinex.com,,200,1787,terminal.bitfinex.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2023-04-09T00:00:00Z,2024-04-08T23:59:59Z,"CN=bitfinex.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",bitfinex.com,"Cloudflare, Inc.",*.test.bitfinex.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",20a3594a64997df8caed29c67f325f6b,4228e2fd2f013413001135e5ae522922e820f5316d27a67c10ac627bc9cf7edd,True,ctls,terminal.bitfinex.com,cloudflare,443,https://terminal.bitfinex.com:443,https,cloudflare,text/html,GET,104.17.20.84,/,-297855193,104.17.17.84,HSTS,1,False,True,,
tokensales.bitfinex.com,Bitfinex | Cryptocurrency Exchange | Bitcoin Trading | Futures Trading | Margin Trading,200,630087,www.bitfinex.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2023-04-09T00:00:00Z,2024-04-08T23:59:59Z,"CN=bitfinex.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",bitfinex.com,"Cloudflare, Inc.",*.test.bitfinex.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",20a3594a64997df8caed29c67f325f6b,4228e2fd2f013413001135e5ae522922e820f5316d27a67c10ac627bc9cf7edd,True,ctls,www.bitfinex.com,cloudflare,443,https://tokensales.bitfinex.com:443,https,cloudflare,text/html,GET,104.17.21.84,/,-1807124089,104.17.20.84,webpack,83,False,True,https://www.bitfinex.com/posts/649,
trading.bitfinex.com,Bitfinex,200,4112,trading.bitfinex.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2023-04-09T00:00:00Z,2024-04-08T23:59:59Z,"CN=bitfinex.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",bitfinex.com,"Cloudflare, Inc.",*.test.bitfinex.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",20a3594a64997df8caed29c67f325f6b,4228e2fd2f013413001135e5ae522922e820f5316d27a67c10ac627bc9cf7edd,True,ctls,trading.bitfinex.com,cloudflare,443,https://trading.bitfinex.com:443,https,cloudflare,text/html,GET,104.17.21.84,/,1506877856,104.17.17.84,HSTS,1,False,True,,
www.bitfinex.com,Bitfinex | Cryptocurrency Exchange | Bitcoin Trading | Futures Trading | Margin Trading,200,630087,www.bitfinex.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2023-04-09T00:00:00Z,2024-04-08T23:59:59Z,"CN=bitfinex.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",bitfinex.com,"Cloudflare, Inc.",*.test.bitfinex.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",20a3594a64997df8caed29c67f325f6b,4228e2fd2f013413001135e5ae522922e820f5316d27a67c10ac627bc9cf7edd,True,ctls,www.bitfinex.com,cloudflare,443,https://www.bitfinex.com:443,https,cloudflare,text/html,GET,104.17.21.84,/,-13038130,104.17.19.84,webpack,83,False,True,,
www.marketing.bitfinex.com,Bitfinex.com,200,2218,www.marketing.bitfinex.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-05T11:30:55Z,2023-07-04T11:30:54Z,CN=marketing.bitfinex.com,marketing.bitfinex.com,,www.marketing.bitfinex.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,50b1113a5cd7a68081aaa4e47c8f94d9,e56e484ec49b53df1bc838371b363a7a680aa6d95640edc000521357528de1ca,,ctls,www.marketing.bitfinex.com,,443,https://www.marketing.bitfinex.com:443,https,nginx,text/html,GET,91.239.185.72,/,-896608700,91.239.185.72,Nginx,6,False,,,
www.staging.bitfinex.com,Sign in ・ Cloudflare Access,200,31171,ifinex.cloudflareaccess.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-11T00:00:00Z,2023-09-07T23:59:59Z,CN=ssl1075497.cloudflaressl.com,ssl1075497.cloudflaressl.com,,cloudflareaccess.com,"CN=COMODO ECC Domain Validation Secure Server CA 2, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO ECC Domain Validation Secure Server CA 2,COMODO CA Limited,87713b38da05acdabfe6e7ca7d9d65a8,20a161d033636d125bfd59b23b1d246dc3535ed149333b3dba97497ed105e8ad,True,ctls,ifinex.cloudflareaccess.com,cloudflare,443,https://www.staging.bitfinex.com:443,https,cloudflare,text/html,GET,104.17.19.84,/,495071287,104.17.18.84,HSTS,87,False,True,https://ifinex.cloudflareaccess.com/cdn-cgi/access/login/www.staging.bitfinex.com?kid=d2f409d1b4833bc501a1ddaf4d2e7d3b1d4fd52bccd308f3bf0569cdfb453633&redirect_url=%2F&meta=eyJraWQiOiJjOWFjMDZjMzk3YzdkNjVkMzhhZDNiZTQ0YTY0OGE4ODgwNWJlYjdhZjNjZGQ2NzdkYjBiZGNmN2VjMWE3MjBlIiwiYWxnIjoiUlMyNTYiLCJ0eXAiOiJKV1QifQ.eyJzZXJ2aWNlX3Rva2VuX3N0YXR1cyI6ZmFsc2UsImlhdCI6MTY4Mzg0MjEwMCwic2VydmljZV90b2tlbl9pZCI6IiIsImF1ZCI6ImQyZjQwOWQxYjQ4MzNiYzUwMWExZGRhZjRkMmU3ZDNiMWQ0ZmQ1MmJjY2QzMDhmM2JmMDU2OWNkZmI0NTM2MzMiLCJob3N0bmFtZSI6Ind3dy5zdGFnaW5nLmJpdGZpbmV4LmNvbSIsImFwcF9zZXNzaW9uX2hhc2giOiIyZTZmMzRmMzc3YzFhZmMxMDg0YjNjZTVhZjZhOTg2YjJhNzFlYWY1ZmQzYWEyNTQ0NDI2YWU3NWExMmM0Y2U1IiwibmJmIjoxNjgzODQyMTAwLCJpc193YXJwIjpmYWxzZSwiaXNfZ2F0ZXdheSI6ZmFsc2UsInR5cGUiOiJtZXRhIiwicmVkaXJlY3RfdXJsIjoiXC8iLCJtdGxzX2F1dGgiOnsiY2VydF9pc3N1ZXJfc2tpIjoiIiwiY2VydF9wcmVzZW50ZWQiOmZhbHNlLCJjZXJ0X3NlcmlhbCI6IiIsImNlcnRfaXNzdWVyX2RuIjoiIiwiYXV0aF9zdGF0dXMiOiJOT05FIn0sImF1dGhfc3RhdHVzIjoiTk9ORSJ9.UNXF3gPzUAcZN_a9hHh2k4BaIcnk-5Y3LmNwpW6smDEYIP6DOgbSHNtyflTPkZPtehIzjOWfn2-hCHWd7aCcWY5tv5BNkBwr2czEivBpzIa9fLO8Gqk9B1kE5Z3ls8DMYmnfQ4udFzoeJsZhKrz4rYoPDPzEv0Q17J41br_PgSxGZnSN9DsCht90vLXyb6XZDtbf1cxsxUwVChFUrKN8CmH_JMZGFOMf_qchMYOointavd7P_jrwVUcoX00-Kqjtc-T0X-tOMaE6-mwVLmt5VJXnIKx-LqgxcWWhiZ4gVy3h7AvLnL0d1SnXhASSnn6OowfrEYCN55g7p5MXDU0i-w,https:
