new,host,soa,status_code,a,aaaa,cdn,cdn-name,cname,mx,ns,txt,caa,has_internal_ips,internal_ips
[x],doemee.sporza.be,"ns-1579.awsdns-05.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],download.stream.vrt.be,"ns02.vrt.be, domainadmin.vrt.be",NOERROR,80.200.255.58,,,,,,,,,,
[x],drops.stubru.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,185.2.52.209,,,,,,,,,,
[x],dub.ketnet.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],duivelseplusschool.ketnet.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],e.sporza.be,"ns-1579.awsdns-05.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],e.stag.sporza.be,"ns-1579.awsdns-05.co.uk, awsdns-hostmaster.amazon.com",NOERROR,82.196.1.218,,,,,,,,,,
[x],ebalie.canvas.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],ebalie.klara.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],ebu-scaie.lab.vrt.be,"ns02.vrt.be, niels\.laukens.vrt.be",NOERROR,95.130.44.41,,,,,,,,,,
[x],edihttp.lab.vrt.be,"ns02.vrt.be, niels\.laukens.vrt.be",NOERROR,95.130.44.55,,,,,,,,,,
[x],edsheeran-ambassadeurs.events.dewarmsteweek.be,"ns1.ethera.be, dns.tigron.net",NOERROR,86.39.65.98,2a00:6ec0:101:1:0:98:0:1,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],edsheeran-guests.events.dewarmsteweek.be,"ns1.ethera.be, dns.tigron.net",NOERROR,86.39.65.98,2a00:6ec0:101:1:0:98:0:1,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],edsheeran-partners.events.dewarmsteweek.be,"ns1.ethera.be, dns.tigron.net",NOERROR,86.39.65.98,2a00:6ec0:101:1:0:98:0:1,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],edsheeran.events.dewarmsteweek.be,"ns1.ethera.be, dns.tigron.net",NOERROR,86.39.65.98,2a00:6ec0:101:1:0:98:0:1,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],een-be.events.vrt.be,"ns1.ethera.be, dns.tigron.net",NOERROR,86.39.65.98,2a00:6ec0:101:1:0:98:0:1,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],een-lastnightinsoho.events.vrt.be,"ns1.ethera.be, dns.tigron.net",NOERROR,86.39.65.98,2a00:6ec0:101:1:0:98:0:1,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],eenatthemovies-bombshell.events.vrt.be,"ns1.ethera.be, dns.tigron.net",NOERROR,86.39.65.98,2a00:6ec0:101:1:0:98:0:1,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],eenatthemovies-cats.events.vrt.be,,NOERROR,86.39.65.98,2a00:6ec0:101:1:0:98:0:1,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],eenatthemovies-littlewomen.events.vrt.be,"ns1.ethera.be, dns.tigron.net",NOERROR,86.39.65.98,2a00:6ec0:101:1:0:98:0:1,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],eenatthemovies-mijnvader.events.vrt.be,"ns1.ethera.be, dns.tigron.net",NOERROR,86.39.65.98,2a00:6ec0:101:1:0:98:0:1,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],eenavondmetrudivranckx.events.vrt.be,"ns1.ethera.be, dns.tigron.net",NOERROR,86.39.65.98,2a00:6ec0:101:1:0:98:0:1,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],eenstubru-spiderman.events.vrt.be,"ns1.ethera.be, dns.tigron.net",NOERROR,86.39.65.98,2a00:6ec0:101:1:0:98:0:1,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],eenstubrur2ghostbusters.events.vrt.be,"ns1.ethera.be, dns.tigron.net",NOERROR,86.39.65.98,2a00:6ec0:101:1:0:98:0:1,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],eenzomeralsgeenander.events.canvas.be,"ns1.ethera.be, dns.tigron.net",NOERROR,86.39.65.98,2a00:6ec0:101:1:0:98:0:1,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],eenzomeralsgeenandere-test.events.canvas.be,"ns1.ethera.be, dns.tigron.net",NOERROR,86.39.65.98,2a00:6ec0:101:1:0:98:0:1,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],eigenkweek.stubru.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,"13.32.99.10, 13.32.99.44, 13.32.99.56, 13.32.99.64","2600:9000:2251:1a00:b:2b0b:7680:93a1, 2600:9000:2251:5a00:b:2b0b:7680:93a1, 2600:9000:2251:a000:b:2b0b:7680:93a1, 2600:9000:2251:b600:b:2b0b:7680:93a1, 2600:9000:2251:c400:b:2b0b:7680:93a1, 2600:9000:2251:c800:b:2b0b:7680:93a1, 2600:9000:2251:dc00:b:2b0b:7680:93a1, 2600:9000:2251:e200:b:2b0b:7680:93a1",True,cloudfront,,,,,,,
[x],ekpronostiek-stag.sporza.be,"ns-1579.awsdns-05.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],ekpronostiek.sporza.be,"ns-1579.awsdns-05.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],email.vrt.be,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,inbound.campaign.adobe.com,"ns-261.awsdns-32.com, ns-653.awsdns-17.net, ns-1527.awsdns-62.org, ns-1856.awsdns-40.co.uk","v=spf1 redirect=__spf.campaign.adobe.com, google-site-verification=rzZS7fStb0XgbsZLofwEmEnjh1XW565vzTbVka-9NVE",,,
[x],empathic-streaming.lab.vrt.be,"ns02.vrt.be, niels\.laukens.vrt.be",NOERROR,95.130.44.30,,,,,,,,,,
[x],enterpriseenrollment.klara.be,"ns1-07.azure-dns.com, azuredns-hostmaster.microsoft.com, ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,20.91.147.72,,True,azure,"enterpriseenrollment.manage.microsoft.com, manage-pe.trafficmanager.net, pexsucpeu03.swedencentral.cloudapp.azure.com, pexsucpeu01.northeurope.cloudapp.azure.com, pexsucpeu02.westeurope.cloudapp.azure.com",,,,,,
[x],enterpriseenrollment.radio1.be,"ns1-201.azure-dns.com, msnhst.microsoft.com, ns1-07.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,52.236.189.96,,True,azure,"enterpriseenrollment.manage.microsoft.com, manage-pe.trafficmanager.net, pexsucpeu02.westeurope.cloudapp.azure.com, pexsucpeu01.northeurope.cloudapp.azure.com, pexsucpeu03.swedencentral.cloudapp.azure.com",,,,,,
[x],enterpriseenrollment.radio2.be,"ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,52.168.116.128,,True,azure,"enterpriseenrollment.manage.microsoft.com, manage-pe.trafficmanager.net, pexsucpna02.eastus.cloudapp.azure.com",,,,,,
[x],enterpriseenrollment.sporza.be,"ns1-201.azure-dns.com, msnhst.microsoft.com, ns1-07.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,13.74.111.192,,True,azure,"enterpriseenrollment.manage.microsoft.com, manage-pe.trafficmanager.net, pexsucpeu01.northeurope.cloudapp.azure.com, pexsucpeu03.swedencentral.cloudapp.azure.com, pexsucpeu02.westeurope.cloudapp.azure.com",,,,,,
[x],enterpriseenrollment.stubru.be,"ns1-201.azure-dns.com, msnhst.microsoft.com, ns1-07.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,13.74.111.192,,True,azure,"enterpriseenrollment.manage.microsoft.com, manage-pe.trafficmanager.net, pexsucpeu01.northeurope.cloudapp.azure.com, pexsucpeu03.swedencentral.cloudapp.azure.com, pexsucpeu02.westeurope.cloudapp.azure.com",,,,,,
[x],enterpriseregistration.dewarmsteweek.be,"tm1.dns-tm.com, hostmaster.trafficmanager.net",NOERROR,20.190.137.40,,True,azure,"enterpriseregistration.windows.net, adrs.privatelink.msidentity.com, www.tm.prd.adrs.trafficmanager.net",,,,,,
[x],enterpriseregistration.ketnet.be,"internal.akadns.net, hostmaster.akamai.com, tm1.dns-tm.com, hostmaster.trafficmanager.net",NOERROR,20.190.137.40,,True,azure,"enterpriseregistration.windows.net, adrs.privatelink.msidentity.com, www.tm.prd.adrs.akadns.net, www.tm.prd.adrs.trafficmanager.net",,,,,,
[x],enterpriseregistration.klara.be,"internal.akadns.net, hostmaster.akamai.com, tm1.dns-tm.com, hostmaster.trafficmanager.net",NOERROR,20.190.135.40,,True,azure,"enterpriseregistration.windows.net, adrs.privatelink.msidentity.com, www.tm.prd.adrs.akadns.net, www.tm.prd.adrs.trafficmanager.net",,,,,,
[x],enterpriseregistration.radio2.be,"internal.akadns.net, hostmaster.akamai.com",NOERROR,20.190.137.40,,True,azure,"enterpriseregistration.windows.net, adrs.privatelink.msidentity.com, www.tm.prd.adrs.akadns.net",,,,,,
[x],enterpriseregistration.sporza.be,"tm1.dns-tm.com, hostmaster.trafficmanager.net, internal.akadns.net, hostmaster.akamai.com",NOERROR,20.190.137.40,,True,azure,"enterpriseregistration.windows.net, adrs.privatelink.msidentity.com, www.tm.prd.adrs.trafficmanager.net, www.tm.prd.adrs.akadns.net",,,,,,
[x],enterpriseregistration.vrt.be,"internal.akadns.net, hostmaster.akamai.com",NOERROR,20.190.137.40,,True,azure,"enterpriseregistration.windows.net, adrs.privatelink.msidentity.com, www.tm.prd.adrs.akadns.net",,,,,,
[x],enviviorumble1.vrt.be,"ns02.vrt.be, domainadmin.vrt.be",NOERROR,95.130.40.161,,,,,,,,,,
[x],enviviorumble2.vrt.be,"ns02.vrt.be, domainadmin.vrt.be",NOERROR,95.130.40.162,,,,,,,,,,
[x],epg-dev.vrt.be,"ns02.vrt.be, domainadmin.vrt.be",NOERROR,,,,,,,,,,,
[x],epg-stag.vrt.be,"ns-999.awsdns-60.net, awsdns-hostmaster.amazon.com",NOERROR,"52.222.139.104, 52.222.139.43, 52.222.139.93, 52.222.139.9",,True,cloudfront,d27o8fnx7cx7z1.cloudfront.net,,"ns-117.awsdns-14.com, ns-1394.awsdns-46.org, ns-1925.awsdns-48.co.uk, ns-999.awsdns-60.net",,,,
[x],epg.vrt.be,"ns-1028.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,"18.66.97.50, 18.66.97.44, 18.66.97.118, 18.66.97.67",,True,cloudfront,d2q604dmvw9ype.cloudfront.net,,,,,,
[x],eregalerij-gast.events.radio2.be,"ns1.ethera.be, dns.tigron.net",NOERROR,86.39.65.98,2a00:6ec0:101:1:0:98:0:1,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],eregalerij-gasten.events.radio2.be,"ns1.ethera.be, dns.tigron.net",NOERROR,86.39.65.98,2a00:6ec0:101:1:0:98:0:1,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],eregalerij-genodigde.events.radio2.be,"ns1.ethera.be, dns.tigron.net",NOERROR,86.39.65.98,2a00:6ec0:101:1:0:98:0:1,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],eregalerij-genodigden-tickets.events.radio2.be,"ns1.ethera.be, dns.tigron.net",NOERROR,86.39.65.98,2a00:6ec0:101:1:0:98:0:1,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],eregalerij-genodigden.events.radio2.be,"ns1.ethera.be, dns.tigron.net",NOERROR,86.39.65.98,2a00:6ec0:101:1:0:98:0:1,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],eregalerij-relatie.events.radio2.be,"ns1.ethera.be, dns.tigron.net",NOERROR,86.39.65.98,2a00:6ec0:101:1:0:98:0:1,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],eregalerij-relaties-tickets.events.radio2.be,"ns1.ethera.be, dns.tigron.net",NOERROR,86.39.65.98,2a00:6ec0:101:1:0:98:0:1,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],eregalerij-vip-tickets.events.radio2.be,"ns1.ethera.be, dns.tigron.net",NOERROR,86.39.65.98,2a00:6ec0:101:1:0:98:0:1,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],eregalerij-vip.events.radio2.be,"ns1.ethera.be, dns.tigron.net",NOERROR,86.39.65.98,2a00:6ec0:101:1:0:98:0:1,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],eregalerij.radio2.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,193.191.175.66,,,,,,,,,,
[x],eregalerij2022-genodigde-tickets.events.radio2.be,"ns1.ethera.be, dns.tigron.net",NOERROR,86.39.65.98,2a00:6ec0:101:1:0:98:0:1,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],eregalerij2022-relatie-tickets.events.radio2.be,"ns1.ethera.be, dns.tigron.net",NOERROR,86.39.65.98,2a00:6ec0:101:1:0:98:0:1,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],eregalerij2022-vip-tickets.events.radio2.be,"ns1.ethera.be, dns.tigron.net",NOERROR,86.39.65.98,2a00:6ec0:101:1:0:98:0:1,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],eregallerij.radio2.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,193.191.175.166,,,,,,,,,,
[x],events.dewarmsteweek.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,v=spf1 include:ticketing._spf.tickoweb.be -all,,,
[x],events.ketnet.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,v=spf1 include:ticketing._spf.tickoweb.be -all,,,
[x],events.klara.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,v=spf1 include:ticketing._spf.tickoweb.be -all,,,
[x],events.mnm.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,v=spf1 include:ticketing._spf.tickoweb.be -all,,,
[x],events.radio1.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,v=spf1 include:ticketing._spf.tickoweb.be -all,,,
[x],events.radio2.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,v=spf1 include:ticketing._spf.tickoweb.be -all,,,
[x],events.vrt.be,"ns02.vrt.be, domainadmin.vrt.be",NOERROR,,,,,,,,,,,
[x],expojaren.canvas.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,"13.225.78.5, 13.225.78.84, 13.225.78.108, 13.225.78.6","2600:9000:21f3:3600:15:4ee3:8740:93a1, 2600:9000:21f3:da00:15:4ee3:8740:93a1, 2600:9000:21f3:7200:15:4ee3:8740:93a1, 2600:9000:21f3:fa00:15:4ee3:8740:93a1, 2600:9000:21f3:6a00:15:4ee3:8740:93a1, 2600:9000:21f3:200:15:4ee3:8740:93a1, 2600:9000:21f3:ba00:15:4ee3:8740:93a1, 2600:9000:21f3:8a00:15:4ee3:8740:93a1",True,cloudfront,,,,,,,
[x],extra.radio2.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],extra.stubru.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],fcm.vrt.be,"ns02.vrt.be, domainadmin.vrt.be",NOERROR,95.130.40.156,,,,,,,,,,
[x],feed-beta-stag.ketnet.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],feed-beta.ketnet.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],feed-stag.ketnet.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],feed.ketnet.be,,NOERROR,"99.86.4.53, 99.86.4.61, 99.86.4.75, 99.86.4.67",,True,cloudfront,,,,,,,
[x],feesten-brocom.events.stubru.be,,NOERROR,86.39.65.98,2a00:6ec0:101:1:0:98:0:1,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],feesten.events.stubru.be,,NOERROR,86.39.65.98,2a00:6ec0:101:1:0:98:0:1,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],festivals.canvas.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,"13.224.189.127, 13.224.189.91, 13.224.189.84, 13.224.189.51","2600:9000:20eb:3800:1a:23ba:f640:93a1, 2600:9000:20eb:800:1a:23ba:f640:93a1, 2600:9000:20eb:1600:1a:23ba:f640:93a1, 2600:9000:20eb:1400:1a:23ba:f640:93a1, 2600:9000:20eb:8200:1a:23ba:f640:93a1, 2600:9000:20eb:5200:1a:23ba:f640:93a1, 2600:9000:20eb:1c00:1a:23ba:f640:93a1, 2600:9000:20eb:aa00:1a:23ba:f640:93a1",True,cloudfront,,,,,,,
[x],festivalseks.stubru.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,85.255.196.80,,,,,,,,,,
[x],fieropvrt-operaties.events.vrt.be,"ns1.ethera.be, dns.tigron.net",NOERROR,86.39.65.98,2a00:6ec0:101:1:0:98:0:1,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],filedrop-stag.vrt.be,"ns02.vrt.be, domainadmin.vrt.be",NOERROR,95.130.41.71,,,,,,,,,,
[x],files.canvas.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],files.stubru.be,,NOERROR,"13.224.189.83, 13.224.189.75, 13.224.189.112, 13.224.189.64","2600:9000:20eb:8c00:18:317d:ee40:93a1, 2600:9000:20eb:6600:18:317d:ee40:93a1, 2600:9000:20eb:9e00:18:317d:ee40:93a1, 2600:9000:20eb:b800:18:317d:ee40:93a1, 2600:9000:20eb:de00:18:317d:ee40:93a1, 2600:9000:20eb:bc00:18:317d:ee40:93a1, 2600:9000:20eb:3000:18:317d:ee40:93a1, 2600:9000:20eb:1c00:18:317d:ee40:93a1",True,cloudfront,www.stubru.be,,,,,,
[x],filmfestgent.events.canvas.be,,NOERROR,86.39.65.98,2a00:6ec0:101:1:0:98:0:1,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],forum.radio2.be,,NOERROR,"99.86.4.52, 99.86.4.94, 99.86.4.95, 99.86.4.126","2600:9000:2057:a400:c:990:2c80:93a1, 2600:9000:2057:c400:c:990:2c80:93a1, 2600:9000:2057:1600:c:990:2c80:93a1, 2600:9000:2057:2c00:c:990:2c80:93a1, 2600:9000:2057:4200:c:990:2c80:93a1, 2600:9000:2057:5a00:c:990:2c80:93a1, 2600:9000:2057:6600:c:990:2c80:93a1, 2600:9000:2057:a200:c:990:2c80:93a1",True,cloudfront,,,,,,,
[x],fotoarchiefstag.vrt.be,"ns02.vrt.be, domainadmin.vrt.be",NOERROR,95.130.43.9,,,,,,,,,,
[x],fotoweb-stag.vrt.be,"ns02.vrt.be, domainadmin.vrt.be",NOERROR,95.130.40.132,,,,,,,,,,
[x],fotoweb.vrt.be,,NOERROR,95.130.43.91,,,,,,,,,,
[x],frontend-dev.klara.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],frontend-stag.klara.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],galavandegoudenks-guest.events.ketnet.be,,NOERROR,,2a00:6ec0:101:1:0:98:0:1,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],galavandegoudenks-parking.events.ketnet.be,"ns1.ethera.be, dns.tigron.net",NOERROR,,,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],galavandegoudenks-vip.events.ketnet.be,,NOERROR,,2a00:6ec0:101:1:0:98:0:1,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],galavandegoudenks-vip2.events.ketnet.be,"ns1.ethera.be, dns.tigron.net",NOERROR,,,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],galavandegoudenks2021-pers.events.ketnet.be,"ns1.ethera.be, dns.tigron.net",NOERROR,,,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],galavandegoudenks2022pers.events.ketnet.be,"ns1.ethera.be, dns.tigron.net",NOERROR,86.39.65.98,,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],galavandegoudenksvip.events.ketnet.be,,NOERROR,86.39.65.98,,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],game.stubru.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],gasten.vrt.be,"ns02.vrt.be, root.gasten.vrt.be",NOERROR,,,,,,,"ns02.vrt.be, ns01.vrt.be",,,,
[x],geboorteplaat.radio2.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],getsync.vrt.be,,NOERROR,95.130.41.30,,,,,,,,,,
[x],goldencircle.stubru.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],goose-non-stop-30.events.stubru.be,,NOERROR,,2a00:6ec0:101:1:0:98:0:1,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],guest.ouderenmishandeling.events.canvas.be,,NOERROR,86.39.65.98,,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],helden-hasselt-voorstelling11u.events.ketnet.be,"ns1.ethera.be, dns.tigron.net",NOERROR,,,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],helden-roeselare-voorstelling11u.events.ketnet.be,"ns1.ethera.be, dns.tigron.net",NOERROR,,,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],helden-strafferdanooit-gasten.events.ketnet.be,"ns1.ethera.be, dns.tigron.net",NOERROR,,,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],iedereentoegankelijk.radio2.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],ietsmetboeken.canvas.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],igo.clients.connectar.vrt.be,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,ec2-52-18-68-62.eu-west-1.compute.amazonaws.com,,,,,,
[x],images-90s00s-dev.mnm.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],images-90s00s-stag.mnm.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],images-90s00s.mnm.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],images-beatsoflove.stubru.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],images-catchoftheday.stubru.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],images-classics-1000.radio1.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],images-denieuwelichting.stubru.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],images-detijdloze-stag.stubru.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],images-detijdloze.stubru.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],images-dezwaarstelijst-stag.stubru.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],images-dezwaarstelijst.stubru.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],images-ouders.ketnet.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,,
[x],images-stag.sporza.be,"ns1.wcdnga.com, webmaster.wcdnga.com",NOERROR,,,,,"aulfntdhoq.cloudimg.io, aulfntdhoq.cloudimg.io.wcdnga.com",,,,,,
[x],images-zwaarstelijst-dev.stubru.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],images-zwaarstelijst-stag.stubru.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],images-zwaarstelijst.stubru.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],images.sporza.be,"ns1.wcdnga.com, webmaster.wcdnga.com",NOERROR,,,,,"asuwtgovyq.cloudimg.io, asuwtgovyq.cloudimg.io.wcdnga.com",,,,,,
[x],images.vrt.be,"ns1.wcdnga.com, webmaster.wcdnga.com",NOERROR,,,,,"asuwtgovyq.cloudimg.io, asuwtgovyq.cloudimg.io.wcdnga.com",,,,,,
[x],imaginehome.canvas.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],indekijker.ketnet.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,,
[x],infocel.lab.vrt.be,"ns02.vrt.be, niels\.laukens.vrt.be",NOERROR,,,,,,,,,,,
[x],infografiek.lab.vrt.be,"ns02.vrt.be, niels\.laukens.vrt.be",NOERROR,,,,,,,,,,,
[x],innovatie.vrt.be,,NOERROR,,,,,,,,,"letsencrypt.org, amazonaws.com",,
[x],innovation.vrt.be,"ns-1901.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,d40t7e72vq49d.cloudfront.net,,,,,,
[x],interactief.klara.be,,NOERROR,,,,,"player.qualifio.com, varnish.qualifio.com",,,,"digicert.com, letsencrypt.org, globalsign.com",,
[x],interactief.radio1.be,,NOERROR,,,,,"player.qualifio.com, varnish.qualifio.com",,,,"digicert.com, letsencrypt.org, globalsign.com",,
[x],interactief.radio2.be,,NOERROR,,,,,"player.qualifio.com, varnish.qualifio.com",,,,"letsencrypt.org, globalsign.com, digicert.com",,
[x],interactief.sporza.be,,NOERROR,,,,,"player.qualifio.com, varnish.qualifio.com",,,,"letsencrypt.org, digicert.com, globalsign.com",,
[x],interactieveverhalen.ketnet.be,"ns-179.awsdns-22.com, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,,
[x],internejobs.vrt.be,"ns02.vrt.be, domainadmin.vrt.be",NOERROR,,,,,,,,,,,
[x],irisnext.vrt.be,"ns02.vrt.be, domainadmin.vrt.be",NOERROR,,,,,,,,,,,
[x],it-next.sporza.be,"ns-1579.awsdns-05.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,,
