new,host,a,aaaa,cname,soa,status_code,has_internal_ips,internal_ips,ns,cdn,cdn-name,txt,mx,caa,ptr
[x],pt.gamepind.com,,,,"ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],ptb.gamepind.com,,,,"ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],pulse-eagleeye.mypaytm.com,"172.21.113.174, 172.21.113.111",,internal-dml-prod-pulse-eagleeye-1650539579.ap-south-1.elb.amazonaws.com,"ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,True,"172.21.113.174, 172.21.113.111",,,,,,,
[x],pulse-money.mypaytm.com,"172.21.114.117, 172.21.115.36",,internal-dml-signal-superset-dash-291415707.ap-south-1.elb.amazonaws.com,"ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,True,"172.21.114.117, 172.21.115.36",,,,,,,
[x],pulse.mypaytm.com,"172.21.114.117, 172.21.115.36",,internal-dml-signal-superset-dash-291415707.ap-south-1.elb.amazonaws.com,"ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,True,"172.21.114.117, 172.21.115.36",,,,,,,
[x],pulse.paytmmoney.com,23.221.245.182,,"pulse.paytmmoney.com.edgekey.net, e12440.j.akamaiedge.net","n0j.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],pushgateway.pai-risk-stg-paypay.paypay.osmose.paytmlabs.com,"10.225.143.241, 10.225.142.200, 10.225.141.227",,"maquette-pushgateway.internal.ap-northeast-1.staging.paypay.risk.pai.mypaytm.com, internal-nginx-20210223214235300000000002-2075073745.ap-northeast-1.elb.amazonaws.com","ns-1683.awsdns-18.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,"10.225.143.241, 10.225.142.200, 10.225.141.227",,,,,,,
[x],qa-cms-staging.paytm.in,"173.222.107.207, 173.222.107.196","2a02:26f0:ab00::214:8e32, 2a02:26f0:ab00::214:8f48","qa-lb.paytm.in.edgekey.net, e127277.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],qa-ui-staging.paytm.in,"2.16.187.121, 2.16.187.122","2a02:26f0:6c00::210:bb79, 2a02:26f0:6c00::210:bb7a","qa-lb.paytm.in.edgekey.net, e127277.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],qr-cloud.paytm.in,,,"qr-cloud.paytm.in.edgekey.net, e9976.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],query-validator.mypaytm.com,"172.21.60.241, 172.21.60.221",,internal-daas-devops-all-app-alb-1542792226.ap-south-1.elb.amazonaws.com,"ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,True,"172.21.60.241, 172.21.60.221",,,,,,,
[x],rancher.traveltools.mypaytm.com,52.0.81.170,,,"ns-773.awsdns-32.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],recon-nonprod.paytm.com,"10.217.7.112, 10.217.6.12",,,"ns-818.awsdns-38.net, awsdns-hostmaster.amazon.com",NOERROR,True,"10.217.7.112, 10.217.6.12","ns-1189.awsdns-20.org, ns-1962.awsdns-53.co.uk, ns-508.awsdns-63.com, ns-818.awsdns-38.net",,,,,,
[x],recon-prod.paytm.com,,,,"ns-231.awsdns-28.com, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1145.awsdns-15.org, ns-1946.awsdns-51.co.uk, ns-231.awsdns-28.com, ns-615.awsdns-12.net",,,,,,
[x],redash.lending.paytm.com,10.167.0.243,,,"ns-1817.awsdns-35.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,10.167.0.243,,,,,,,
[x],relay.paytmbank.com,103.1.112.196,,,"ns-361.awsdns-45.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],rengine.mypaytm.com,"172.21.50.151, 172.21.50.196",,internal-appsec-mypaytm-432334098.ap-south-1.elb.amazonaws.com,"ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,True,"172.21.50.151, 172.21.50.196",,,,,,,
[x],reporting.lending.paytm.com,10.166.252.184,,,"ns-1817.awsdns-35.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,10.166.252.184,,,,,,,
[x],reports-dashboard.paytm.com,104.75.89.203,,"reports-dashboard.paytm.com.edgekey.net, e14818.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],reports.lending.paytm.com,"10.168.166.149, 10.168.189.179, 10.168.145.115",,,"ns-1817.awsdns-35.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,"10.168.166.149, 10.168.189.179, 10.168.145.115",,,,,,,
[x],reports.paytmmoney.com,"13.234.5.121, 13.232.110.112","2406:da00:a000::dea:579, 2406:da00:a000::de8:6e70",dualstack.reports-prod-1466320892.ap-south-1.elb.amazonaws.com,"ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],risk-analytics-app.paytmbank.com,"35.154.236.167, 3.111.178.146",,risk-prod-frm-riskanalyticsapp-549525782.ap-south-1.elb.amazonaws.com,"ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],ro.gamepind.com,,,,"ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],router.paytm.in,"95.101.111.138, 95.101.111.180","2a02:26f0:480:d::210:f150, 2a02:26f0:480:d::210:f15e","router.paytm.in.edgekey.net, e110161.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],ru.gamepind.com,,,,"ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],rummy.gamepind.com,,,,"ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],sar.paytmbank.com,103.155.0.64,,,"ns-361.awsdns-45.com, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1063.awsdns-04.org, ns-2028.awsdns-61.co.uk, ns-361.awsdns-45.com, ns-681.awsdns-21.net",,,,,,
[x],scubamis.paytm.in,220.226.177.198,,,"ns-29.awsdns-03.com, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1245.awsdns-27.org, ns-2042.awsdns-63.co.uk, ns-29.awsdns-03.com, ns-796.awsdns-35.net",,,,,,
[x],se.gamepind.com,,,,"ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],search.paytmmall.com,"10.41.66.206, 10.41.71.89, 10.41.81.11",,,"ns-1316.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,True,"10.41.66.206, 10.41.71.89, 10.41.81.11",,,,,,,
[x],secreview.mypaytm.com,"172.21.51.126, 172.21.51.49",,internal-secreview-1626701236.ap-south-1.elb.amazonaws.com,"ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,True,"172.21.51.126, 172.21.51.49",,,,,,,
[x],secti-ext.mypaytm.com,15.156.135.5,,threat-intel-lb-620030438.ca-central-1.elb.amazonaws.com,"ns-616.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],secure-ite-internal2.paytmbank.com,"172.23.72.172, 172.23.72.55",,internal-k8s-eksmwite-ingressi-8d559fcce3-1921305575.ap-south-1.elb.amazonaws.com,"ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,True,"172.23.72.172, 172.23.72.55",,,,,,,
[x],secure-ite.paytmbank.com,23.37.32.80,,"secure-ite.paytmbank.edgekey.net, e6487.dscj.akamaiedge.net","n0dscj.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],secure-read-ite-retry-origin.paytmbank.com,199.34.22.18,,,"ns-361.awsdns-45.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],secure-retry-origin-ite.paytmbank.com,199.34.22.18,,,"ns-361.awsdns-45.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],secure-staging.paytmbank.com,"172.23.72.6, 172.23.72.208",,internal-k8s-eksmwsta-ingressm-dda530a68d-707107570.ap-south-1.elb.amazonaws.com,"ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,True,"172.23.72.6, 172.23.72.208",,,,,,,
[x],secure.gamepind.com,"23.53.43.65, 23.53.43.43","2a02:26f0:1700:11::b856:6792, 2a02:26f0:1700:11::b856:6784","secure.gamepind.com.edgekey.net, e121181.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],secure.paytm.com,220.226.177.203,,,"ns-1112.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],secure.paytm.in,104.102.35.103,,"secure.paytm.in.edgekey.net, e9976.j.akamaiedge.net","n0j.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],secure.paytmbank.com,23.222.41.12,,"secure.paytmbank.com.edgekey.net, e6487.j.akamaiedge.net","n0j.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],securebox.gamepind.com,"13.232.21.152, 13.235.32.8, 3.6.198.74",,,"ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],secureconnect-stage.paytm.in,"104.114.73.33, 104.114.73.18","2600:1408:7400::6006:2a2b, 2600:1408:7400::6006:2a2a","qa-lb.paytm.in.edgekey.net, e127277.dsca.akamaiedge.net",,NOERROR,,,,,,,,,
[x],secureconnect.paytm.in,"62.115.252.56, 62.115.252.32","2001:2030:0:17::5f65:8510, 2001:2030:0:17::50ef:fe29","secureconnect.paytm.in.edgekey.net, e98944.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],securegw-dev.paytm.in,104.102.35.103,"2a02:26f0:480:5a7::26f8, 2a02:26f0:480:5aa::26f8","securegw-stage.paytm.in-v2.edgekey.net, e9976.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],securegw-edc-preprod-new.paytm.in,"13.126.189.108, 3.7.205.218",,payment-edc-external-alb-1025127434.ap-south-1.elb.amazonaws.com,"ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],securegw-edc-preprod.paytm.in,"23.50.57.50, 23.50.57.48","2a02:26f0:e0::1732:3629, 2a02:26f0:e0::1732:3621","securegw-edc-preprod.paytm.in.edgekey-staging.net, e36431.dsca.akamaiedge-staging.net","n0dsca.akamaiedge-staging.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],securegw-edc.paytm.in,104.102.35.103,"2a02:26f0:480:5a7::26f8, 2a02:26f0:480:5aa::26f8","securegw-edc.paytm.in-v1.edgekey.net, e9976.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],securegw-offline.paytm.in,104.68.93.127,"2a02:26f0:11a:483::3390, 2a02:26f0:11a:49b::3390","securegw-offline.paytm.in-v3.edgekey.net, e13200.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],securegw-online.paytm.in,"2.19.124.135, 2.19.124.132","2a02:26f0:ab00::214:8f60, 2a02:26f0:ab00::214:8f4a","securegw-online-v1.paytm.in.edgekey.net, e99925.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],securegw-stage.paytm.in,"184.86.103.20, 184.86.103.15","2a02:26f0:3100::1735:2ac2, 2a02:26f0:3100::1735:2ac1","securegw-stage.paytm.in.edgekey.net, e25072.dscj.akamaiedge.net","n0dscj.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],securegw.paytm.in,84.53.164.199,"2a02:26f0:1700:787::26f8, 2a02:26f0:1700:789::26f8","securegw.paytm.in.edgekey.net, e9976.dscj.akamaiedge.net","n0dscj.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"ns-1245.awsdns-27.org, ns-2042.awsdns-63.co.uk, ns-29.awsdns-03.com, ns-796.awsdns-35.net",,,,,,
[x],securegwperf.paytm.in,103.206.165.162,,,"ns-29.awsdns-03.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],secureroom.ap-northeast-1.performance.paypay.risk.pai.mypaytm.com,"13.112.115.127, 18.177.223.171, 52.196.107.63",,nginx-20201202004655296700000002-1021993255.ap-northeast-1.elb.amazonaws.com,"ns-1683.awsdns-18.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],secureroom.ap-northeast-1.production.paypay.risk.pai.mypaytm.com,"52.192.189.62, 13.112.72.80, 52.197.153.224",,nginx-20201203012636458300000002-1429858436.ap-northeast-1.elb.amazonaws.com,"ns-1683.awsdns-18.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],secureroom.ap-northeast-1.staging.paypay.risk.pai.mypaytm.com,"18.177.254.183, 52.192.30.37, 52.69.138.140",,nginx-20201127020524152300000002-74435298.ap-northeast-1.elb.amazonaws.com,"ns-1683.awsdns-18.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],secureroom.ap-northeast-3.staging-dr.paypay.risk.pai.mypaytm.com,"13.208.91.117, 15.152.130.84, 15.152.246.231",,nginx-20220510205719350700000003-387204369.ap-northeast-3.elb.amazonaws.com,"ns-1308.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],securewc.paytm.in,45.113.139.42,,,"ns-29.awsdns-03.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],securex.paytm.in,104.102.35.103,,"securex.paytm.in.edgekey.net, e9976.j.akamaiedge.net","n0j.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],security.mypaytm.com,"172.21.50.84, 172.21.50.49",,internal-portal-lb-821966990.ap-south-1.elb.amazonaws.com,"ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,True,"172.21.50.84, 172.21.50.49",,,,,,,
[x],security.paas.paytm.com,,,,"ns-1112.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],security.paytm.com,"172.65.64.51, 172.65.64.50",,paytm.com,"ns-1112.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1112.awsdns-11.org, ns-1858.awsdns-40.co.uk, ns-249.awsdns-31.com, ns-998.awsdns-60.net",True,cloudflare,"14c34xr771wn93wtdyq9kx1t7j2y1ydb, MS=10282021, MS=6341152B9423543860BFE82B9CBE44FB96BDFB19, MS=ms10282021, OSSRH-82568, amazonses:7XabL68hzjmAMz9xh+xv5zq9p67Z/tGQQl8M4KYcHiM=, amazonses:LWXYzNDz97HfT2/QevyERAj570gnCy9h5ba1SIdHdfA=, amazonses:f2cgo/64/ZR3Wc3M9u8yW+JqF/C6AamF3tP6gjqSzWw=, amazonses:htyWxncjzmnINnrUYG1SIhJOjIDg3XQehwCvBqav3Uo=, apple-domain-verification=Lb2QXBpJpDMp72II, google-site-verification=pPwlV980KnyiBTpL11QH-KNFR8NbPqfNsj404iEMMJg, google-site-verification=y_IZiW0IuexfXK1qw51Gfoqrn0cZOv9glKe8TGhoDqY, k8992rr9s318454k3kklt800h3jffckm, m5gh704hlkqtdys2blf83twdl2r0pwcv, nqh074ffxh6cg354v5qgtv438vbr1fmr, tfxc9ygpq5k65807s5bj9lrm5zkjx99p, v=spf1 ip4:13.127.134.11 ip4:54.240.85.29 ip4:54.240.85.30 include:amazonses.com include:_include1.paytm.com include:_include2.paytm.com include:_spf.salesforce.com include:_spf.google.com include:servers.mcsv.net include:email.onedirect.in -all, zncxhjkw1p4h6rmgbnl85p7678l1s0lb","aspmx.l.google.com, alt1.aspmx.l.google.com, alt2.aspmx.l.google.com, aspmx2.googlemail.com, aspmx3.googlemail.com, aspmx4.googlemail.com, aspmx5.googlemail.com",,
[x],seed.paytm.com,104.103.65.239,,"seed.paytm.com.edgekey.net, e14818.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],seller.paytm.com,173.223.113.148,"2a02:26f0:c900:295::39e2, 2a02:26f0:c900:288::39e2","seller.paytm.com-v1.edgekey.net, e14818.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],sellerv3-staging.paytm.com,219.65.43.11,,,"ns-1112.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],sentry.movies-internal.paytm.com,"13.235.156.24, 43.204.44.129",,,"ns-2.awsdns-00.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],sentry1.lending.paytm.com,"2.20.142.80, 2.20.142.90","2a02:26f0:7100::687e:25b0, 2a02:26f0:7100::687e:257b","sentry1.lending.paytm.com.edgekey.net, e36431.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],serviceability-internal.paytm.com,"10.60.24.47, 10.60.22.133",,,"ns-1112.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,True,"10.60.24.47, 10.60.22.133",,,,,,,
[x],sftp-salesforce.paytm.in,"23.53.42.233, 23.53.43.74","2a02:26f0:1700:11::b856:6796, 2a02:26f0:1700:11::b856:6784","qa-lb.paytm.in.edgekey.net, e127277.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],sftp.lending.paytm.com,13.232.34.103,,,"ns-1817.awsdns-35.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-101.awsdns-12.com, ns-1012.awsdns-62.net, ns-1257.awsdns-29.org, ns-1817.awsdns-35.co.uk",,,,,,
[x],sftp.paytmmoney.com,13.127.228.48,,,"a1-49.akam.net, hostmaster.paytmmoney.com",NOERROR,,,,,,,,,
[x],share.paytmfirstgames.com,"65.1.18.3, 52.66.97.157",,,"ns-1588.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1420.awsdns-49.org, ns-1588.awsdns-06.co.uk, ns-284.awsdns-35.com, ns-947.awsdns-54.net",,,,,,
[x],shiksha.paytmbank.com,23.37.32.80,"2a02:26f0:1700:786::1957, 2a02:26f0:1700:78c::1957","shiksha.paytmbank.com.edgekey.net, e6487.dscj.akamaiedge.net","n0dscj.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],shterm.paas.paytm.com,103.206.164.31,,,"ns-1112.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1112.awsdns-11.org, ns-1858.awsdns-40.co.uk, ns-249.awsdns-31.com, ns-998.awsdns-60.net",,,,,,
[x],si.paytm.com,"3.6.132.55, 13.232.160.42",,subscription-prod-backend-348037236.ap-south-1.elb.amazonaws.com,"ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],signal-api-staging.paytm.com,,,signal-api-staging.ap-south-1.elasticbeanstalk.com,"ns-1320.awsdns-37.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],signal.gamepind.com,,,,"ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],silentbagel-ext.mypaytm.com,"3.6.19.76, 13.126.246.163",,silentbagel-ext-elb-1501025196.ap-south-1.elb.amazonaws.com,"ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],silentbagel-notifier.mypaytm.com,172.21.50.197,,internal-silentbagel-notifier-lb-7053381.ap-south-1.elb.amazonaws.com,"ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,True,172.21.50.197,,,,,,,
[x],sites.paytm.com,23.221.200.91,"2600:1408:7400:388::39e2, 2600:1408:7400:3a9::39e2","sites.paytm.com.edgekey.net, e14818.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],sk.gamepind.com,,,,"ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],skewhelp.ap-northeast-1.production.paypay.gm.pai.mypaytm.com,"3.114.152.73, 52.198.94.176, 54.249.128.50, 54.250.101.32",,nginx-20201103171816415900000001-550201418.ap-northeast-1.elb.amazonaws.com,"ns-1683.awsdns-18.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],sks.gamepind.com,,,,"ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],smtp.paytm.in,"10.188.0.195, 10.188.12.40",,pgp-internal-smtp-38da9f9096aeec3d.elb.ap-south-1.amazonaws.com,"ns-1316.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,True,"10.188.0.195, 10.188.12.40",,,,,,,
[x],soc.mypaytm.com,172.21.50.138,,,"ns-1371.awsdns-43.org, awsdns-hostmaster.amazon.com",NOERROR,True,172.21.50.138,,,,,,,
[x],sonarqube.mypaytm.com,,,internal-app-production-ops-tools-1816921869.ap-south-1.elb.amazonaws.com,"ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],speedtest.paytm.com,104.75.89.203,"2a02:26f0:3500:896::39e2, 2a02:26f0:3500:888::39e2","speedtest.paytm.com.edgekey.net, e14818.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],ssh-ca.mypaytm.com,"172.21.50.110, 172.21.50.53",,,"ns-1371.awsdns-43.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.21.50.110, 172.21.50.53",,,,,,,
[x],sso.mypaytm.com,"10.2.9.111, 10.2.9.163",,internal-saas-keycloak-1561264363.ap-south-1.elb.amazonaws.com,"ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,True,"10.2.9.111, 10.2.9.163",,,,,,,
[x],sso.paytmbank.com,23.196.245.184,"2a02:26f0:1700:78c::1957, 2a02:26f0:1700:786::1957","sso.paytmbank.com.edgekey.net, e6487.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"ns-1063.awsdns-04.org, ns-2028.awsdns-61.co.uk, ns-361.awsdns-45.com, ns-681.awsdns-21.net",,,,,,
[x],stage-api.lending.paytm.com,"3.6.35.182, 52.66.164.62",,lending-platform-staging-686675933.ap-south-1.elb.amazonaws.com,"ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],stage-webapp.paytm.in,13.232.142.53,,,"ns-29.awsdns-03.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],stage.lending.paytm.com,,,,"ns-1069.awsdns-05.org, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1069.awsdns-05.org, ns-73.awsdns-09.com, ns-685.awsdns-21.net, ns-1780.awsdns-30.co.uk",,,,,,
[x],staging-dashboard.paytm.com,23.222.64.188,"2a02:26f0:c900:295::39e2, 2a02:26f0:c900:288::39e2","staging-dashboard.paytm.com.edgekey.net, e14818.dscj.akamaiedge.net","n0dscj.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],staging-dev.paytm.com,"43.204.3.126, 3.7.200.131",,,"ns-1112.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],staging-transportation.paytm.com,"3.7.200.131, 43.204.3.126",,,"ns-1112.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],staging.paytmmall.com,"13.235.231.53, 13.232.121.199",,staging-cart-public-mumbai-alb-986979433.ap-south-1.elb.amazonaws.com,"ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],staging.paytmmoney.com,,,,"a1-49.akam.net, hostmaster.paytmmoney.com",NOERROR,,,,,,,,,
[x],standinginstruction.paytmbank.com,23.37.32.80,"2a02:26f0:1700:786::1957, 2a02:26f0:1700:78c::1957","standinginstruction.paytmbank.com.edgekey.net, e6487.dscj.akamaiedge.net","n0dscj.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],startinternal.ap-northeast-1.production.paypay.gm.pai.mypaytm.com,"52.198.94.176, 54.250.101.32, 3.114.152.73, 54.249.128.50",,nginx-20201103171816415900000001-550201418.ap-northeast-1.elb.amazonaws.com,"ns-1683.awsdns-18.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],static-ite.paytmbank.com,"172.23.72.172, 172.23.72.55",,internal-k8s-eksmwite-ingressi-8d559fcce3-1921305575.ap-south-1.elb.amazonaws.com,"ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,True,"172.23.72.172, 172.23.72.55",,,,,,,
[x],static-staging.lending.paytm.com,23.37.42.154,"2a02:26f0:1700:796::39e2, 2a02:26f0:1700:786::39e2","lms-staging-static.paytm.com.edgekey.net, e14818.dscj.akamaiedge.net","n0dscj.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],static-staging.paytm.in,65.1.232.122,,,"ns-29.awsdns-03.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],static.hero.paytm.ca,"13.32.208.17, 13.32.208.34, 13.32.208.27, 13.32.208.48, 205.251.193.75, 205.251.194.64, 205.251.196.15, 205.251.199.77","2600:9000:2015:4800:1d:39e9:dbc0:93a1, 2600:9000:2015:5800:1d:39e9:dbc0:93a1, 2600:9000:2015:7a00:1d:39e9:dbc0:93a1, 2600:9000:2015:2000:1d:39e9:dbc0:93a1, 2600:9000:2015:ec00:1d:39e9:dbc0:93a1, 2600:9000:2015:3e00:1d:39e9:dbc0:93a1, 2600:9000:2015:2a00:1d:39e9:dbc0:93a1, 2600:9000:2015:a000:1d:39e9:dbc0:93a1",d1oixkj441n4hb.cloudfront.net,"ns-331.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1869.awsdns-41.co.uk, ns-331.awsdns-41.com, ns-576.awsdns-08.net, ns-1039.awsdns-01.org",True,cloudfront,,,,
[x],static.paytmbank.com,23.37.32.80,"2a02:26f0:1700:786::1957, 2a02:26f0:1700:78c::1957","static.paytmbank.com.edgekey.net, e6487.dscj.akamaiedge.net","n0dscj.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],static.paytmmoney.com,23.222.49.166,"2a02:26f0:c900:290::3098, 2a02:26f0:c900:29b::3098","static.paytmmoney.com-v2.edgekey.net, e12440.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],static1.paytm.in,,,"static1.paytm.in.edgekey.net, e9976.j.akamaiedge.net","n0j.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],static2.paytm.in,84.53.164.199,"2a02:26f0:1700:787::26f8, 2a02:26f0:1700:789::26f8","static2.paytm.in-v1.edgekey.net, e9976.dscj.akamaiedge.net","n0dscj.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],static3.paytm.in,,,"static3.paytm.in-v1.edgekey.net, e9976.dscj.akamaiedge.net","n0dscj.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
