new,host,a,soa,ns,status_code,aaaa,cname,mx,txt
,confluencehypersasa.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
,confluencemirror.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","pns11.cloudns.net, pns12.cloudns.net, ns14.cloudns.net, pns13.cloudns.net, pns14.cloudns.net, ns12.cloudns.net, ns11.cloudns.net, ns13.cloudns.net",NOERROR,,,,
,confluenceuser-data-static.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","ns12.cloudns.net, pns14.cloudns.net, pns13.cloudns.net, ns11.cloudns.net, ns14.cloudns.net, pns11.cloudns.net, pns12.cloudns.net, ns13.cloudns.net",NOERROR,,,,
,confluenceusers-container-www-test.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","pns11.cloudns.net, ns11.cloudns.net, ns12.cloudns.net, ns14.cloudns.net, ns13.cloudns.net, pns14.cloudns.net, pns13.cloudns.net, pns12.cloudns.net",NOERROR,,,,
,connectfms4.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","pns13.cloudns.net, ns12.cloudns.net, ns13.cloudns.net, pns12.cloudns.net, pns14.cloudns.net, ns11.cloudns.net, ns14.cloudns.net, pns11.cloudns.net",NOERROR,,,,
,consul.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","ns11.cloudns.net, pns14.cloudns.net, ns13.cloudns.net, pns11.cloudns.net, ns12.cloudns.net, pns13.cloudns.net, ns14.cloudns.net, pns12.cloudns.net",NOERROR,,,,
,containerpostgres.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
,coverage.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
,cpanel.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","ns14.cloudns.net, pns14.cloudns.net, pns11.cloudns.net, pns13.cloudns.net, ns13.cloudns.net, ns12.cloudns.net, ns11.cloudns.net, pns12.cloudns.net",NOERROR,,,,
,cprt1.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
,cri.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
,crmwww-my-oceania.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
,csail.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","pns13.cloudns.net, ns14.cloudns.net, pns14.cloudns.net, ns11.cloudns.net, pns12.cloudns.net, pns11.cloudns.net, ns12.cloudns.net, ns13.cloudns.net",NOERROR,,,,
,ct.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","ns12.cloudns.net, ns13.cloudns.net, pns13.cloudns.net, pns11.cloudns.net, pns12.cloudns.net, ns14.cloudns.net, pns14.cloudns.net, ns11.cloudns.net",NOERROR,,,,
,customers-vpn-backup-accept-domain.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","pns14.cloudns.net, pns12.cloudns.net, ns12.cloudns.net, ns11.cloudns.net, pns11.cloudns.net, pns13.cloudns.net, ns14.cloudns.net, ns13.cloudns.net",NOERROR,,,,
,customersuser.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","pns11.cloudns.net, ns12.cloudns.net, pns12.cloudns.net, pns13.cloudns.net, ns13.cloudns.net, pns14.cloudns.net, ns14.cloudns.net, ns11.cloudns.net",NOERROR,,,,
,d03adm1.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
,daemon.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","ns13.cloudns.net, pns14.cloudns.net, pns11.cloudns.net, pns12.cloudns.net, ns14.cloudns.net, pns13.cloudns.net, ns11.cloudns.net, ns12.cloudns.net",NOERROR,,,,
,dal09-prd-snmid-01a.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","pns11.cloudns.net, ns12.cloudns.net, ns14.cloudns.net, ns11.cloudns.net, pns12.cloudns.net, ns13.cloudns.net, pns13.cloudns.net, pns14.cloudns.net",NOERROR,,,,
,data-prod-db1site.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","ns14.cloudns.net, pns12.cloudns.net, pns13.cloudns.net, ns13.cloudns.net, pns14.cloudns.net, ns11.cloudns.net, ns12.cloudns.net, pns11.cloudns.net",NOERROR,,,,
,data-v2-crm.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","pns13.cloudns.net, ns14.cloudns.net, ns13.cloudns.net, pns11.cloudns.net, ns11.cloudns.net, pns14.cloudns.net, pns12.cloudns.net, ns12.cloudns.net",NOERROR,,,,
,databasemirror-my-oceania.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
,dauntemp.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","ns14.cloudns.net, pns13.cloudns.net, pns11.cloudns.net, ns13.cloudns.net, ns12.cloudns.net, ns11.cloudns.net, pns14.cloudns.net, pns12.cloudns.net",NOERROR,,,,
,db-airflow-gfgrisk.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","pns14.cloudns.net, ns12.cloudns.net, ns14.cloudns.net, pns12.cloudns.net, ns13.cloudns.net, pns13.cloudns.net, ns11.cloudns.net, pns11.cloudns.net",NOERROR,,,,
,db1-auth-auth-antiviruspre.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","pns12.cloudns.net, ns13.cloudns.net, pns13.cloudns.net, ns12.cloudns.net, pns14.cloudns.net, pns11.cloudns.net, ns11.cloudns.net, ns14.cloudns.net",NOERROR,,,,
,dbcorporate-gitvpn.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","ns13.cloudns.net, pns11.cloudns.net, pns14.cloudns.net, pns13.cloudns.net, ns12.cloudns.net, ns14.cloudns.net, ns11.cloudns.net, pns12.cloudns.net",NOERROR,,,,
,dbmsminerva.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","ns11.cloudns.net, pns11.cloudns.net, ns12.cloudns.net, pns13.cloudns.net, pns12.cloudns.net, pns14.cloudns.net, ns13.cloudns.net, ns14.cloudns.net",NOERROR,,,,
,dbmsteamapi.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","pns13.cloudns.net, pns12.cloudns.net, pns11.cloudns.net, pns14.cloudns.net, ns11.cloudns.net, ns14.cloudns.net, ns13.cloudns.net, ns12.cloudns.net",NOERROR,,,,
,dbmstrackermaster-backups-www-test.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","pns13.cloudns.net, pns14.cloudns.net, pns11.cloudns.net, ns13.cloudns.net, ns12.cloudns.net, ns14.cloudns.net, pns12.cloudns.net, ns11.cloudns.net",NOERROR,,,,
,dc-device-service.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","ns11.cloudns.net, pns13.cloudns.net, pns11.cloudns.net, ns12.cloudns.net, pns14.cloudns.net, ns13.cloudns.net, ns14.cloudns.net, pns12.cloudns.net",NOERROR,,,,
,debug-engineering-hostsso-miembros.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
,debug-s3-training.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
,debugpostgres1.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
,deibp9eh1--yellowicen1.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","pns14.cloudns.net, pns12.cloudns.net, ns14.cloudns.net, ns11.cloudns.net, pns13.cloudns.net, ns13.cloudns.net, pns11.cloudns.net, ns12.cloudns.net",NOERROR,,,,
,deli.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","pns12.cloudns.net, ns11.cloudns.net, ns13.cloudns.net, pns14.cloudns.net, pns11.cloudns.net, ns14.cloudns.net, pns13.cloudns.net, ns12.cloudns.net",NOERROR,,,,
,demo-datalogin-loginaccept-domain.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","pns12.cloudns.net, ns11.cloudns.net, ns14.cloudns.net, ns12.cloudns.net, pns13.cloudns.net, ns13.cloudns.net, pns14.cloudns.net, pns11.cloudns.net",NOERROR,,,,
,demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","ns11.cloudns.net, pns13.cloudns.net, pns11.cloudns.net, pns12.cloudns.net, ns14.cloudns.net, ns13.cloudns.net, ns12.cloudns.net, pns14.cloudns.net",NOERROR,,,,
,demoaws.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
,demodoc-helpdesk.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","pns14.cloudns.net, pns13.cloudns.net, ns11.cloudns.net, ns13.cloudns.net, pns12.cloudns.net, ns14.cloudns.net, ns12.cloudns.net, pns11.cloudns.net",NOERROR,,,,
,demomeet.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
,demov1.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
,dentalxp.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
,deploy-dns.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","pns12.cloudns.net, ns13.cloudns.net, ns11.cloudns.net, ns12.cloudns.net, pns13.cloudns.net, pns11.cloudns.net, pns14.cloudns.net, ns14.cloudns.net",NOERROR,,,,
,deployfms1.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
,dev-debug-uploads-mybackups-www-test.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
,dev-reporting.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
,dev-temp-int-database-officebackups-domain.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","pns13.cloudns.net, ns11.cloudns.net, pns12.cloudns.net, ns12.cloudns.net, ns14.cloudns.net, pns14.cloudns.net, ns13.cloudns.net, pns11.cloudns.net",NOERROR,,,,
,developers.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","ns11.cloudns.net, ns14.cloudns.net, pns11.cloudns.net, pns13.cloudns.net, pns14.cloudns.net, ns13.cloudns.net, pns12.cloudns.net, ns12.cloudns.net",NOERROR,,,,
,devenvmember-config.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","ns13.cloudns.net, pns11.cloudns.net, ns11.cloudns.net, pns13.cloudns.net, ns12.cloudns.net, pns14.cloudns.net, pns12.cloudns.net, ns14.cloudns.net",NOERROR,,,,
,devopsalpha.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
,dln-johnst.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","pns14.cloudns.net, ns12.cloudns.net, pns11.cloudns.net, ns14.cloudns.net, ns13.cloudns.net, ns11.cloudns.net, pns12.cloudns.net, pns13.cloudns.net",NOERROR,,,,
,doc-postmanbackups-www-test.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","pns14.cloudns.net, pns11.cloudns.net, ns11.cloudns.net, pns12.cloudns.net, ns13.cloudns.net, ns14.cloudns.net, pns13.cloudns.net, ns12.cloudns.net",NOERROR,,,,
,downloadsbeta.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
,dp-cfi.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
,dreamdinners.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
,ecran.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
,edge-shortwave-shv-01-hel3.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","pns11.cloudns.net, ns14.cloudns.net, ns12.cloudns.net, pns14.cloudns.net, ns13.cloudns.net, pns12.cloudns.net, pns13.cloudns.net, ns11.cloudns.net",NOERROR,,,,
,ejob.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","ns12.cloudns.net, pns13.cloudns.net, ns14.cloudns.net, pns11.cloudns.net, ns11.cloudns.net, ns13.cloudns.net, pns12.cloudns.net, pns14.cloudns.net",NOERROR,,,,
,elasticbeanstalkadmin-acc-backupsauth-antiviruspre.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","ns13.cloudns.net, ns14.cloudns.net, ns12.cloudns.net, pns12.cloudns.net, pns11.cloudns.net, ns11.cloudns.net, pns13.cloudns.net, pns14.cloudns.net",NOERROR,,,,
,elasticbeanstalkint.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","pns11.cloudns.net, ns12.cloudns.net, ns14.cloudns.net, pns14.cloudns.net, pns13.cloudns.net, ns13.cloudns.net, ns11.cloudns.net, pns12.cloudns.net",NOERROR,,,,
,eng-erp-demo.beta.kartpay.com,,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
,engineering-partnerassets-defaultproduction.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","pns13.cloudns.net, pns14.cloudns.net, ns12.cloudns.net, pns11.cloudns.net, ns11.cloudns.net, ns13.cloudns.net, ns14.cloudns.net, pns12.cloudns.net",NOERROR,,,,
,engineeringapi-webconfaccept-domain.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
,engineeringauth-miembros-tunnel-mx.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
,engineeringinfra-sql.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","pns12.cloudns.net, pns11.cloudns.net, ns14.cloudns.net, pns14.cloudns.net, ns11.cloudns.net, ns13.cloudns.net, ns12.cloudns.net, pns13.cloudns.net",NOERROR,,,,
,engineeringv4media.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","ns13.cloudns.net, pns12.cloudns.net, pns14.cloudns.net, ns11.cloudns.net, ns14.cloudns.net, pns11.cloudns.net, ns12.cloudns.net, pns13.cloudns.net",NOERROR,,,,
,epnet.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","ns13.cloudns.net, pns13.cloudns.net, ns11.cloudns.net, ns14.cloudns.net, pns12.cloudns.net, pns14.cloudns.net, pns11.cloudns.net, ns12.cloudns.net",NOERROR,,,,
,epson.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","pns13.cloudns.net, ns12.cloudns.net, ns13.cloudns.net, ns14.cloudns.net, pns14.cloudns.net, pns11.cloudns.net, ns11.cloudns.net, pns12.cloudns.net",NOERROR,,,,
,errordata-log-b2bsystem.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","pns14.cloudns.net, ns11.cloudns.net, ns14.cloudns.net, pns11.cloudns.net, ns12.cloudns.net, pns13.cloudns.net, ns13.cloudns.net, pns12.cloudns.net",NOERROR,,,,
,errorsystemvipreposignup.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","ns11.cloudns.net, pns12.cloudns.net, pns11.cloudns.net, ns12.cloudns.net, pns14.cloudns.net, ns14.cloudns.net, pns13.cloudns.net, ns13.cloudns.net",NOERROR,,,,
,esplive-player-iptv.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","ns13.cloudns.net, pns13.cloudns.net, pns14.cloudns.net, pns11.cloudns.net, ns12.cloudns.net, pns12.cloudns.net, ns14.cloudns.net, ns11.cloudns.net",NOERROR,,,,
,ete-1-1-2.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","pns13.cloudns.net, pns11.cloudns.net, pns12.cloudns.net, ns11.cloudns.net, ns13.cloudns.net, ns14.cloudns.net, ns12.cloudns.net, pns14.cloudns.net",NOERROR,,,,
,europe.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","pns13.cloudns.net, pns11.cloudns.net, ns14.cloudns.net, pns12.cloudns.net, pns14.cloudns.net, ns12.cloudns.net, ns11.cloudns.net, ns13.cloudns.net",NOERROR,,,,
,examplesdefaultproduction.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","ns14.cloudns.net, ns12.cloudns.net, ns11.cloudns.net, ns13.cloudns.net, pns13.cloudns.net, pns11.cloudns.net, pns12.cloudns.net, pns14.cloudns.net",NOERROR,,,,
,fab6-1-sat.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","ns12.cloudns.net, ns11.cloudns.net, pns13.cloudns.net, ns14.cloudns.net, pns14.cloudns.net, pns11.cloudns.net, ns13.cloudns.net, pns12.cloudns.net",NOERROR,,,,
,fbonly-test-bgp-01-del1.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","pns11.cloudns.net, pns12.cloudns.net, ns11.cloudns.net, ns14.cloudns.net, ns13.cloudns.net, pns13.cloudns.net, ns12.cloudns.net, pns14.cloudns.net",NOERROR,,,,
,fdac89.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","ns13.cloudns.net, pns11.cloudns.net, pns12.cloudns.net, pns13.cloudns.net, pns14.cloudns.net, ns12.cloudns.net, ns11.cloudns.net, ns14.cloudns.net",NOERROR,,,,
,fenix.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
,fisb3-2.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
,foodcycle.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
,forum-origin-e-signistrator-hermes.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","ns13.cloudns.net, pns11.cloudns.net, ns14.cloudns.net, pns13.cloudns.net, ns11.cloudns.net, pns14.cloudns.net, ns12.cloudns.net, pns12.cloudns.net",NOERROR,,,,
,fra02-prd-webapp-01b.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
,ftpsint.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
,fw1.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","ns13.cloudns.net, ns12.cloudns.net, ns11.cloudns.net, pns14.cloudns.net, pns13.cloudns.net, pns12.cloudns.net, pns11.cloudns.net, ns14.cloudns.net",NOERROR,,,,
,gajabo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","ns12.cloudns.net, pns14.cloudns.net, pns12.cloudns.net, ns11.cloudns.net, pns13.cloudns.net, ns13.cloudns.net, pns11.cloudns.net, ns14.cloudns.net",NOERROR,,,,
,gateway-beta-b-api3.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
,gcp-lab-miembros.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
,ge-0-2-6.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
,genius-download-3.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","pns14.cloudns.net, ns12.cloudns.net, ns14.cloudns.net, ns13.cloudns.net, ns11.cloudns.net, pns13.cloudns.net, pns12.cloudns.net, pns11.cloudns.net",NOERROR,,,,
,ghwtest.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","ns14.cloudns.net, ns13.cloudns.net, ns11.cloudns.net, pns13.cloudns.net, pns12.cloudns.net, ns12.cloudns.net, pns14.cloudns.net, pns11.cloudns.net",NOERROR,,,,
,gi1-9-9-7.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
,git.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
,group20.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
,gruporcaleds.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
,gsp45-kittyhawk-vb11.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
,gsp51-st14-ssl.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
,gsp57-usw2b-siriv2.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","pns14.cloudns.net, ns12.cloudns.net, pns12.cloudns.net, pns13.cloudns.net, ns11.cloudns.net, ns14.cloudns.net, ns13.cloudns.net, pns11.cloudns.net",NOERROR,,,,
,gsp81-st14.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","ns11.cloudns.net, pns13.cloudns.net, pns14.cloudns.net, pns12.cloudns.net, ns13.cloudns.net, pns11.cloudns.net, ns14.cloudns.net, ns12.cloudns.net",NOERROR,,,,
,h-135-197-228-72.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","pns13.cloudns.net, ns12.cloudns.net, pns11.cloudns.net, ns14.cloudns.net, ns11.cloudns.net, ns13.cloudns.net, pns14.cloudns.net, pns12.cloudns.net",NOERROR,,,,
,h-135-197-236-29.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","pns14.cloudns.net, pns13.cloudns.net, pns11.cloudns.net, ns13.cloudns.net, pns12.cloudns.net, ns14.cloudns.net, ns11.cloudns.net, ns12.cloudns.net",NOERROR,,,,
,h-135-207-128-8.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
,h-135-207-133-74.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","pns14.cloudns.net, pns12.cloudns.net, ns11.cloudns.net, pns13.cloudns.net, ns14.cloudns.net, ns12.cloudns.net, pns11.cloudns.net, ns13.cloudns.net",NOERROR,,,,
,h-135-207-136-72.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
,h-135-207-138-53.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","ns14.cloudns.net, ns13.cloudns.net, pns12.cloudns.net, pns13.cloudns.net, ns12.cloudns.net, pns14.cloudns.net, ns11.cloudns.net, pns11.cloudns.net",NOERROR,,,,
,h-135-207-140-53.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
,h-135-207-177-92.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","pns14.cloudns.net, pns13.cloudns.net, ns14.cloudns.net, pns11.cloudns.net, ns13.cloudns.net, ns11.cloudns.net, pns12.cloudns.net, ns12.cloudns.net",NOERROR,,,,
,h-135-207-181-62.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","ns14.cloudns.net, ns11.cloudns.net, pns13.cloudns.net, pns12.cloudns.net, ns12.cloudns.net, pns11.cloudns.net, pns14.cloudns.net, ns13.cloudns.net",NOERROR,,,,
,h-135-207-181-87.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
,h-135-207-223-73.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","ns14.cloudns.net, pns13.cloudns.net, pns12.cloudns.net, ns12.cloudns.net, pns11.cloudns.net, ns13.cloudns.net, pns14.cloudns.net, ns11.cloudns.net",NOERROR,,,,
,h-135-207-240-15.beta.kartpay.com,3.108.122.205,,,NOERROR,,,,
,h-135-207-240-9.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","pns13.cloudns.net, pns11.cloudns.net, ns12.cloudns.net, pns12.cloudns.net, ns11.cloudns.net, pns14.cloudns.net, ns13.cloudns.net, ns14.cloudns.net",NOERROR,,,,
,h-135-207-255-12.beta.kartpay.com,,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
,h-135-207-3-19.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","ns12.cloudns.net, pns14.cloudns.net, pns12.cloudns.net, pns11.cloudns.net, ns13.cloudns.net, ns14.cloudns.net, ns11.cloudns.net, pns13.cloudns.net",NOERROR,,,,
,h-135-207-31-33.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","pns13.cloudns.net, ns13.cloudns.net, ns14.cloudns.net, pns12.cloudns.net, pns14.cloudns.net, ns11.cloudns.net, ns12.cloudns.net, pns11.cloudns.net",NOERROR,,,,
,h-135-207-35-83.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","pns12.cloudns.net, ns11.cloudns.net, pns13.cloudns.net, pns11.cloudns.net, ns13.cloudns.net, ns14.cloudns.net, pns14.cloudns.net, ns12.cloudns.net",NOERROR,,,,
,h-135-207-54-37.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
,h-135-207-57-58.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","ns13.cloudns.net, pns12.cloudns.net, ns11.cloudns.net, ns12.cloudns.net, ns14.cloudns.net, pns11.cloudns.net, pns14.cloudns.net, pns13.cloudns.net",NOERROR,,,,
,h-135-207-58-65.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","pns14.cloudns.net, ns11.cloudns.net, pns11.cloudns.net, ns13.cloudns.net, ns14.cloudns.net, ns12.cloudns.net, pns13.cloudns.net, pns12.cloudns.net",NOERROR,,,,
,h-135-207-59-17.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
,h-135-207-59-83.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","pns14.cloudns.net, ns12.cloudns.net, ns13.cloudns.net, pns13.cloudns.net, ns11.cloudns.net, pns12.cloudns.net, ns14.cloudns.net, pns11.cloudns.net",NOERROR,,,,
,h-135-207-60-34.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","ns11.cloudns.net, ns14.cloudns.net, pns13.cloudns.net, ns12.cloudns.net, pns11.cloudns.net, pns12.cloudns.net, pns14.cloudns.net, ns13.cloudns.net",NOERROR,,,,
,h-135-207-63-44.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","pns12.cloudns.net, ns11.cloudns.net, ns13.cloudns.net, ns12.cloudns.net, ns14.cloudns.net, pns11.cloudns.net, pns14.cloudns.net, pns13.cloudns.net",NOERROR,,,,
,h-135-207-9-66.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
,h-135-207-98-56.beta.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
