new,host,a,cname,soa,status_code,cdn,cdn-name,ns,txt,aaaa,mx,has_internal_ips,internal_ips,caa
[x],dev-eu-central-1.periscope.tv,146.75.116.65,g.global-ssl.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,,,
[x],dev-eu-west-1.periscope.tv,151.101.176.65,g.global-ssl.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,,,
[x],dev-exp-video-eu-west-1.pscp.tv,199.232.190.164,pscp.tv.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,,,
[x],dev-exp-video-us-west-2.pscp.tv,151.101.178.164,pscp.tv.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,,,
[x],dev-fleets-us-west-2.pscp.tv,"35.165.133.21, 44.236.71.248",,"ns-615.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],dev-fonts.twitter.com,"104.244.42.131, 104.244.42.67, 104.244.42.3, 104.244.42.195",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
[x],dev-guest.periscope.tv,"52.43.236.65, 44.225.73.97",,"ns-599.awsdns-10.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],dev-guest.pscp.tv,"54.188.177.73, 44.236.236.190",,"ns-615.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],dev-hls.periscope.tv,151.101.44.65,g.global-ssl.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,,,
[x],dev-masks.periscope.tv,"13.224.189.17, 13.224.189.16, 13.224.189.95, 13.224.189.15",,"ns-599.awsdns-10.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,
[x],dev-masks.pscp.tv,"52.85.242.39, 52.85.242.45, 52.85.242.12, 52.85.242.17",,"ns-615.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,
[x],dev-notification-service.pscp.tv,54.200.143.56,,"ns-615.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],dev-payman.periscope.tv,"52.39.209.68, 35.162.4.89",,"ns-599.awsdns-10.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],dev-profile.periscope.tv,"13.32.121.18, 13.32.121.73, 13.32.121.6, 13.32.121.69",,"ns-599.awsdns-10.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,
[x],dev-profile.pscp.tv,"108.157.4.8, 108.157.4.77, 108.157.4.106, 108.157.4.43",,"ns-615.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,
[x],dev-proxsee.pscp.tv,"54.213.221.180, 35.166.222.32, 44.240.31.23",,"ns-615.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1333.awsdns-38.org, ns-163.awsdns-20.com, ns-2034.awsdns-62.co.uk, ns-615.awsdns-12.net",,,,,,
[x],dev-public-api-assets.periscope.tv,"18.165.83.109, 18.165.83.112, 18.165.83.73, 18.165.83.95",,"ns-599.awsdns-10.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,
[x],dev-public-api-assets.pscp.tv,,,"ns-615.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,
[x],dev-public-api-ws.periscope.tv,"52.26.67.97, 52.88.100.9",,"ns-599.awsdns-10.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],dev-public-api.periscope.tv,"44.242.69.177, 54.191.146.114",,"ns-599.awsdns-10.net, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1323.awsdns-37.org, ns-1733.awsdns-24.co.uk, ns-506.awsdns-63.com, ns-599.awsdns-10.net",,,,,,
[x],dev-replay.periscope.tv,"99.86.4.94, 99.86.4.25, 99.86.4.24, 99.86.4.22",,"ns-599.awsdns-10.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,
[x],dev-signer-us-west-2.periscope.tv,"44.235.223.119, 52.42.183.39",,"ns-599.awsdns-10.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],dev-signer.periscope.tv,"52.30.146.197, 52.210.70.132",,"ns-599.awsdns-10.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],dev-signer.pscp.tv,"52.209.148.71, 63.33.171.223",,"ns-615.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],dev-tn.periscope.tv,"52.222.236.86, 52.222.236.63, 52.222.236.14, 52.222.236.59",,"ns-599.awsdns-10.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,
[x],dev-transcode-eu-west-1.periscope.tv,"34.250.137.121, 54.194.134.179",,,NOERROR,,,,,,,,,
[x],dev-transcode-proxy-eu-west-1.periscope.tv,"52.18.25.251, 34.247.10.170",,"ns-599.awsdns-10.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],dev-transcode-proxy-eu-west-1.pscp.tv,"52.49.96.132, 52.210.103.27",,"ns-615.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],dev-transcode-proxy-us-west-2.periscope.tv,"52.36.45.125, 35.166.117.204",,"ns-599.awsdns-10.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],dev-transcode-us-west-2.periscope.tv,"52.43.17.26, 52.40.56.154, 34.213.68.10, 52.89.172.31",,"ns-599.awsdns-10.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],dev-transcode-us-west-2.pscp.tv,"52.10.10.149, 52.37.136.178",,"ns-615.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1333.awsdns-38.org, ns-163.awsdns-20.com, ns-2034.awsdns-62.co.uk, ns-615.awsdns-12.net",,,,,,
[x],dev-turn.pscp.tv,"54.155.66.18, 34.251.149.106",,"ns-615.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],dev-us-east-1.periscope.tv,199.232.36.65,g.global-ssl.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,,,
[x],dev-us-west-2.periscope.tv,146.75.116.65,g.global-ssl.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,,,
[x],dev-video-eu-west-1.periscope.tv,"151.101.66.118, 151.101.130.118, 151.101.2.118, 151.101.194.118",web.periscope.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,,,
[x],dev-video-us-west-2.periscope.tv,151.101.246.118,web.periscope.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,,,
[x],dev-video-us-west-2.pscp.tv,146.75.118.164,pscp.tv.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,,,
[x],dev-vidman-eu-west-1.periscope.tv,"52.16.163.245, 52.49.120.195",,"ns-599.awsdns-10.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],dev-vidman-eu-west-1.pscp.tv,"52.49.226.5, 34.251.153.11",,"ns-615.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],dev-vidman-us-west-2.periscope.tv,"54.69.48.51, 52.42.112.109",,"ns-599.awsdns-10.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],dev-vidman-us-west-2.pscp.tv,"54.148.159.123, 52.40.80.198",,"ns-615.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],dev-web-eu-west-1.periscope.tv,"52.209.225.157, 52.31.142.243",,"ns-599.awsdns-10.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],dev-web-eu-west-1.pscp.tv,"52.48.85.141, 54.228.27.8",,"ns-615.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],dev-web-us-west-2.periscope.tv,"35.164.65.154, 35.164.101.89",,"ns-599.awsdns-10.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],dev-web.pscp.tv,,,"ns-615.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],dev-www.pscp.tv,"54.228.27.8, 52.48.85.141",dev-web.pscp.tv,"ns-615.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],devel.vine.co,,,"ns-2008.awsdns-59.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],developer-dev.twitter.com,104.244.42.195,s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com",NOERROR,,,,,,,,,
[x],developer-staging.twitter.com,104.244.42.67,s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
[x],developers-mp-dev.twitter.com,104.244.42.195,s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com",NOERROR,,,,,,,,,
[x],developers-mp.twitter.com,104.244.42.195,s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
[x],developers.twitter.com,"104.244.42.195, 104.244.42.67, 104.244.42.131, 104.244.42.3",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
[x],die.pscp.tv,"52.49.226.5, 34.251.153.11",dev-vidman-eu-west-1.pscp.tv,"ns-615.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],discover.twitter.com,"104.244.42.195, 104.244.42.131, 104.244.42.67, 104.244.42.3",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
[x],diversity.twitter.com,"104.244.42.3, 104.244.42.131, 104.244.42.67, 104.244.42.195",s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
[x],dnt.twimg.com,192.229.233.50,"cs196.wac.edgecastcdn.net, cs2-wac.apr-8315.edgecastdns.net, cs2-wac-eu.8315.ecdns.net, cs672.wac.edgecastcdn.net, cs45.wac.edgecastcdn.net","ns1.edgecastcdn.net, noc.edgecast.com",NOERROR,,,,,2606:2800:134:fa2:1627:1fe:edb:1665,,,,
[x],doc.gnip.com,52.219.193.19,,"ns-482.awsdns-60.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],docs.gnip.com,"13.227.219.41, 13.227.219.106, 13.227.219.65, 13.227.219.122",,"ns-482.awsdns-60.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,"2600:9000:21c7:2a00:7:3fe4:8680:93a1, 2600:9000:21c7:ba00:7:3fe4:8680:93a1, 2600:9000:21c7:7e00:7:3fe4:8680:93a1, 2600:9000:21c7:bc00:7:3fe4:8680:93a1, 2600:9000:21c7:3200:7:3fe4:8680:93a1, 2600:9000:21c7:6a00:7:3fe4:8680:93a1, 2600:9000:21c7:1600:7:3fe4:8680:93a1, 2600:9000:21c7:d400:7:3fe4:8680:93a1",,,,
[x],donate.twitter.com,"104.244.42.195, 104.244.42.3, 104.244.42.67, 104.244.42.131",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
[x],dota2.twitter.com,"104.244.42.131, 104.244.42.67, 104.244.42.3, 104.244.42.195",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
[x],download.twitter.com,199.16.156.18,,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
[x],dreamforce.twitter.com,"104.244.42.131, 104.244.42.195, 104.244.42.3, 104.244.42.67",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
[x],dreamleague.twitter.com,104.244.42.195,s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
[x],dubainye.twitter.com,"104.244.42.3, 104.244.42.131, 104.244.42.195, 104.244.42.67",s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
[x],dugout.twitter.com,"104.244.42.131, 104.244.42.195, 104.244.42.67, 104.244.42.3",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
[x],dxb-api.twitter.com,104.244.45.252,,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,"a.u06.twtrdns.net, b.u06.twtrdns.net, c.u06.twtrdns.net, d.u06.twtrdns.net, b.r06.twtrdns.net, c.r06.twtrdns.net, a.r06.twtrdns.net, d.r06.twtrdns.net",,,,,,
[x],ea.twimg.com,152.199.21.140,cs511.wpc.edgecastcdn.net,"ns1.edgecastcdn.net, noc.edgecast.com",NOERROR,,,,,2606:2800:233:7ee2:97c:ab4c:6c70:be36,,,,
[x],echidna.twitter.com,104.244.42.195,s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
[x],eclipse2017.twitter.com,"104.244.42.67, 104.244.42.131, 104.244.42.3, 104.244.42.195",s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
[x],edge.cnames.video.twimg.com,151.101.44.159,"wildcard.twimg.com, twimg.twitter.map.fastly.net","ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,,,
[x],edl.twitter.com,104.244.42.131,s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
[x],eleague.twitter.com,"104.244.42.195, 104.244.42.3, 104.244.42.131, 104.244.42.67",s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
[x],election.twitter.com,104.244.42.131,s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com",NOERROR,,,,,,,,,
[x],elections.twitter.com,"104.244.42.131, 104.244.42.67, 104.244.42.195, 104.244.42.3",s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
[x],ema.twitter.com,"104.244.42.131, 104.244.42.3, 104.244.42.67, 104.244.42.195",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,"a.r06.twtrdns.net, a.u06.twtrdns.net, b.r06.twtrdns.net, b.u06.twtrdns.net, c.r06.twtrdns.net, c.u06.twtrdns.net, d.r06.twtrdns.net, d.u06.twtrdns.net",,,,,,
[x],email-service.periscope.tv,"52.43.21.161, 54.189.159.99",,"ns-599.awsdns-10.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],email.pscp.tv,"52.40.106.81, 54.148.173.80",,"ns-615.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],embed.periscope.tv,151.101.178.118,web.periscope.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,,,
[x],empire.twitter.com,"104.244.42.195, 104.244.42.3, 104.244.42.67, 104.244.42.131",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
[x],eng.twitter.com,104.244.42.131,s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com",NOERROR,,,,,,,,,
[x],engineering.twitter.com,104.244.42.131,s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
[x],esl.twitter.com,104.244.42.131,s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
[x],esports.twitter.com,"104.244.42.131, 104.244.42.3, 104.244.42.67, 104.244.42.195",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,"a.r06.twtrdns.net, a.u06.twtrdns.net, b.r06.twtrdns.net, b.u06.twtrdns.net, c.r06.twtrdns.net, c.u06.twtrdns.net, d.r06.twtrdns.net, d.u06.twtrdns.net",,,,,,
[x],essence.twitter.com,104.244.42.67,s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com",NOERROR,,,,,,,,,
[x],essencenow.twitter.com,"104.244.42.3, 104.244.42.131, 104.244.42.67, 104.244.42.195",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
[x],events.twitter.com,"199.59.148.207, 199.16.156.115",,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,v=spf1 ip4:167.89.33.219 -all,,"mx4.twitter.com, mx3.twitter.com",,,
[x],facebook.twitter.com,104.244.42.67,s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
[x],facebook3.twitter.com,199.59.148.209,,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
[x],failover.testapp.mopub.com,199.16.156.198,,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,,,,
[x],faith.twitter.com,104.244.42.67,s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,"a.r06.twtrdns.net, a.u06.twtrdns.net, b.r06.twtrdns.net, b.u06.twtrdns.net, c.r06.twtrdns.net, c.u06.twtrdns.net, d.r06.twtrdns.net, d.u06.twtrdns.net",,,,,,
[x],fashionweekldn.twitter.com,"104.244.42.3, 104.244.42.67, 104.244.42.131, 104.244.42.195",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
[x],fashionweekmi.twitter.com,104.244.42.131,s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
[x],fashionweekny.twitter.com,"104.244.42.131, 104.244.42.67, 104.244.42.3, 104.244.42.195",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
[x],fastly-private-purge.twimg.com,104.244.46.7,,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
[x],fastly-public-purge.twimg.com,151.101.44.159,twimg.twitter.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,,,
[x],fastly-purge.twimg.com,199.232.36.159,"fastly-public-purge.twimg.com, twimg.twitter.map.fastly.net","ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,,,
[x],fb-staging.twitter.com,199.59.148.202,,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
[x],fifthharmony.twitter.com,104.244.42.67,s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com",NOERROR,,,,,,,,,
[x],firefox.twitter.com,"104.244.42.195, 104.244.42.67, 104.244.42.131, 104.244.42.3",s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
[x],flightschool-dev.twitter.com,"104.244.42.195, 104.244.42.3, 104.244.42.67, 104.244.42.131",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
[x],flightschool.twitter.com,"104.244.42.131, 104.244.42.3, 104.244.42.67, 104.244.42.195",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
[x],flurry.git.snappytv.com,"140.82.113.3, 198.51.44.8, 198.51.45.8, 198.51.44.72, 198.51.45.72, 205.251.193.165, 205.251.194.8, 205.251.197.3, 205.251.198.171",github.com,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,"ns-421.awsdns-52.com, dns3.p08.nsone.net, ns-1283.awsdns-32.org, dns4.p08.nsone.net, dns1.p08.nsone.net, dns2.p08.nsone.net, ns-520.awsdns-01.net, ns-1707.awsdns-21.co.uk","google-site-verification=UTM-3akMgubp6tQtgEuAkYNYLyYAvpTnnSrDMWoDR3o, MS=ms58704441, adobe-idp-site-verification=b92c9e999aef825edc36e0a3d847d2dbad5b2fc0e05c79ddd7a16139b48ecf4b, krisp-domain-verification=ZlyiK7XLhnaoUQb2hpak1PLY7dFkl1WE, docusign=087098e3-3d46-47b7-9b4e-8a23028154cd, facebook-domain-verification=39xu4jzl7roi7x0n93ldkxjiaarx50, apple-domain-verification=RyQhdzTl6Z6x8ZP4, MS=ms44452932, 1dx40j0v3l3cnnhd973dfvvrm6z1bjk5, stripe-verification=f88ef17321660a01bab1660454192e014defa29ba7b8de9633c69d6b4912217f, MS=6BF03E6AF5CB689E315FB6199603BABF2C88D805, loom-site-verification=f3787154f1154b7880e720a511ea664d, v=spf1 ip4:192.30.252.0/22 include:_netblocks.google.com include:_netblocks2.google.com include:_netblocks3.google.com include:spf.protection.outlook.com include:mail.zendesk.com include:_spf.salesforce.com include:servers.mcsv.net ip4:166.78.69.169 ip4:1, 66.78.69.170 ip4:166.78.71.131 ip4:167.89.101.2 ip4:167.89.101.192/28 ip4:192.254.112.60 ip4:192.254.112.98/31 ip4:192.254.113.10 ip4:192.254.113.101 ip4:192.254.114.176 ip4:62.253.227.114 ~all, atlassian-domain-verification=jjgw98AKv2aeoYFxiL/VFaoyPkn3undEssTRuMg6C/3Fp/iqhkV4HVV7WjYlVeF8","2620:4d:4000:6259:7:8:0:1, 2a00:edc0:6259:7:8::2, 2620:4d:4000:6259:7:8:0:3, 2a00:edc0:6259:7:8::4","aspmx.l.google.com, alt4.aspmx.l.google.com, alt1.aspmx.l.google.com, alt2.aspmx.l.google.com, alt3.aspmx.l.google.com",,,"digicert.com, globalsign.com"
[x],fly.twitter.com,"104.244.42.195, 104.244.42.67, 104.244.42.131, 104.244.42.3",s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
[x],fonts.mopub.com,"192.48.236.2, 192.48.236.1, 192.48.236.4, 192.48.236.3",s.mopub.com,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,,,,
[x],forza.twitter.com,104.244.42.67,s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
[x],forzarc.twitter.com,"104.244.42.195, 104.244.42.67, 104.244.42.3, 104.244.42.131",s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
[x],fox.twitter.com,104.244.42.67,s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
[x],fr.pscp.tv,"15.188.112.17, 35.180.144.186, 35.180.150.219, 15.236.165.244, 13.39.40.116, 15.188.254.63, 35.181.89.216, 35.180.82.171",vidman-eu-west-3.pscp.tv,"ns-615.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],fra-api.twitter.com,104.244.45.254,,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
[x],frenchelection.twitter.com,104.244.42.3,s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com",NOERROR,,,,,,,,,
[x],frenchelections.twitter.com,104.244.42.67,s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com",NOERROR,,,,,,,,,
[x],frenchopen.twitter.com,104.244.42.131,s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
[x],fyffest.twitter.com,104.244.42.67,s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com",NOERROR,,,"a.r06.twtrdns.net, a.u06.twtrdns.net, b.r06.twtrdns.net, b.u06.twtrdns.net, c.r06.twtrdns.net, c.u06.twtrdns.net, d.r06.twtrdns.net, d.u06.twtrdns.net",,,,,,
[x],g-o.twimg.com,"104.244.42.73, 104.244.42.137, 104.244.42.201, 104.244.42.9",,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
[x],g-staging.twimg.com,"104.244.42.73, 104.244.42.201, 104.244.42.9, 104.244.42.137",g-o.twimg.com,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
[x],g.twimg.com,152.199.21.141,cs510.wpc.edgecastcdn.net,"ns1.edgecastcdn.net, noc.edgecast.com",NOERROR,,,,,2606:2800:233:8173:898f:63b3:95c3:79d2,,,,
[x],g2.twimg.com,152.199.21.141,cs510.wpc.edgecastcdn.net,"ns1.edgecastcdn.net, noc.edgecast.com",NOERROR,,,,,2606:2800:233:8173:898f:63b3:95c3:79d2,,,,
[x],gaggle.twitter.com,74.125.205.121,ghs.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,2a00:1450:4010:c0b::79,,,,
[x],gcf.twitter.com,104.244.42.131,s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
[x],gcp-s-o.twitter.com,"104.244.42.67, 104.244.42.195, 104.244.42.131, 104.244.42.3",,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
[x],gdpr-dev.twitter.com,"104.244.42.67, 104.244.42.195, 104.244.42.131, 104.244.42.3",s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com",NOERROR,,,,,,,,,
[x],gdpr-staging.twitter.com,104.244.42.67,s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
[x],geo0.abs.twimg.com,152.199.21.141,cs510.wpc.edgecastcdn.net,"ns1.edgecastcdn.net, noc.edgecast.com",NOERROR,,,,,2606:2800:233:8173:898f:63b3:95c3:79d2,,,,
[x],geo0.twitter.com,104.244.42.65,,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
[x],geo1.twitter.com,"104.244.42.193, 104.244.42.65, 104.244.42.129, 104.244.42.1",,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,"a.u06.twtrdns.net, b.u06.twtrdns.net, c.u06.twtrdns.net, d.u06.twtrdns.net, b.r06.twtrdns.net, c.r06.twtrdns.net, a.r06.twtrdns.net, d.r06.twtrdns.net",,,,,,
[x],geo2.platform.twitter.com,93.184.220.66,"cs472.wac.edgecastcdn.net, cs1-apr-8315.wac.edgecastcdn.net, wac.apr-8315.edgecastdns.net, cs1-lb-eu.8315.ecdns.net, cs41.wac.edgecastcdn.net, platform.twitter.map.fastly.net","ns1.fastly.net, hostmaster.fastly.com, ns1.edgecastcdn.net, noc.edgecast.com",NOERROR,,,,,,,,,
[x],geo2.twitter.com,104.244.42.1,,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
[x],geo3.twitter.com,104.244.42.65,,"a.u06.twtrdns.net, noc\@twitter.com",NOERROR,,,,,,,,,
[x],geo4.twitter.com,"104.244.42.193, 104.244.42.1, 104.244.42.65, 104.244.42.129",,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
[x],geo5.twitter.com,"104.244.42.1, 104.244.42.193, 104.244.42.129, 104.244.42.65",,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
[x],geo6.twitter.com,"104.244.42.129, 104.244.42.193, 104.244.42.1, 104.244.42.65",,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
