new,host,a,cname,soa,has_internal_ips,internal_ips,status_code,txt,cdn,cdn-name,aaaa,ns,mx,caa
[x],antivirus.5ji-www.stamp.frontend.office.prod.clops.pyszne.pl,"10.111.18.77, 10.111.16.153, 10.111.17.86",,"ns-893.awsdns-47.net, awsdns-hostmaster.amazon.com",True,"10.111.18.77, 10.111.16.153, 10.111.17.86",NOERROR,"heritage=external-dns,external-dns/owner=eks-cluster-prod,external-dns/resource=ingress/istio-system/default-office",,,,,,
[x],antivirus.ash4287.www.stamp.frontend.office.prod.clops.pyszne.pl,"10.111.18.77, 10.111.17.86, 10.111.16.153",,"ns-893.awsdns-47.net, awsdns-hostmaster.amazon.com",True,"10.111.18.77, 10.111.17.86, 10.111.16.153",NOERROR,"heritage=external-dns,external-dns/owner=eks-cluster-prod,external-dns/resource=ingress/istio-system/default-office",,,,,,
[x],antivirus.author.stamp.frontend.office.prod.clops.pyszne.pl,"10.111.18.77, 10.111.16.153, 10.111.17.86",,"ns-893.awsdns-47.net, awsdns-hostmaster.amazon.com",True,"10.111.18.77, 10.111.16.153, 10.111.17.86",NOERROR,"heritage=external-dns,external-dns/owner=eks-cluster-prod,external-dns/resource=ingress/istio-system/default-office",,,,,,
[x],antivirus.b.i45-www.stamp.frontend.office.prod.clops.pyszne.pl,"10.111.16.153, 10.111.18.77, 10.111.17.86",,"ns-893.awsdns-47.net, awsdns-hostmaster.amazon.com",True,"10.111.16.153, 10.111.18.77, 10.111.17.86",NOERROR,"heritage=external-dns,external-dns/owner=eks-cluster-prod,external-dns/resource=ingress/istio-system/default-office",,,,,,
[x],antivirus.bazookawww.stamp.frontend.office.prod.clops.pyszne.pl,"10.111.18.77, 10.111.17.86, 10.111.16.153",,"ns-893.awsdns-47.net, awsdns-hostmaster.amazon.com",True,"10.111.18.77, 10.111.17.86, 10.111.16.153",NOERROR,"heritage=external-dns,external-dns/owner=eks-cluster-prod,external-dns/resource=ingress/istio-system/default-office",,,,,,
[x],antivirus.csaww.stamp.frontend.office.prod.clops.pyszne.pl,"10.111.17.86, 10.111.16.153, 10.111.18.77",,"ns-893.awsdns-47.net, awsdns-hostmaster.amazon.com",True,"10.111.17.86, 10.111.16.153, 10.111.18.77",NOERROR,"heritage=external-dns,external-dns/owner=eks-cluster-prod,external-dns/resource=ingress/istio-system/default-office",,,,,,
[x],antivirus.frontend.office.prod.clops.pyszne.pl,"10.111.18.77, 10.111.16.153, 10.111.17.86",,"ns-893.awsdns-47.net, awsdns-hostmaster.amazon.com",True,"10.111.18.77, 10.111.16.153, 10.111.17.86",NOERROR,"heritage=external-dns,external-dns/owner=eks-cluster-prod,external-dns/resource=ingress/istio-system/default-office",,,,,,
[x],antivirus.frontend.office.stag.clops.pyszne.pl,"10.112.16.208, 10.112.17.223, 10.112.18.193",,"ns-460.awsdns-57.com, awsdns-hostmaster.amazon.com",True,"10.112.16.208, 10.112.17.223, 10.112.18.193",NOERROR,"heritage=external-dns,external-dns/owner=eks-cluster-staging-2,external-dns/resource=ingress/istio-system/default-internal",,,,,,
[x],antivirus.jpa.stamp.frontend.office.prod.clops.pyszne.pl,"10.111.16.153, 10.111.18.77, 10.111.17.86",,"ns-893.awsdns-47.net, awsdns-hostmaster.amazon.com",True,"10.111.16.153, 10.111.18.77, 10.111.17.86",NOERROR,"heritage=external-dns,external-dns/owner=eks-cluster-prod,external-dns/resource=ingress/istio-system/default-office",,,,,,
[x],antivirus.lan.frontend.office.prod.clops.pyszne.pl,"10.111.16.153, 10.111.18.77, 10.111.17.86",,"ns-893.awsdns-47.net, awsdns-hostmaster.amazon.com",True,"10.111.16.153, 10.111.18.77, 10.111.17.86",NOERROR,"heritage=external-dns,external-dns/owner=eks-cluster-prod,external-dns/resource=ingress/istio-system/default-office",,,,,,
[x],antivirus.proxy.frontend.office.prod.clops.pyszne.pl,,,"ns-893.awsdns-47.net, awsdns-hostmaster.amazon.com",,,NOERROR,"heritage=external-dns,external-dns/owner=eks-cluster-prod,external-dns/resource=ingress/istio-system/default-office",,,,,,
[x],antivirus.staging1.stamp.frontend.office.prod.clops.pyszne.pl,"10.111.16.153, 10.111.18.77, 10.111.17.86",,"ns-893.awsdns-47.net, awsdns-hostmaster.amazon.com",True,"10.111.16.153, 10.111.18.77, 10.111.17.86",NOERROR,"heritage=external-dns,external-dns/owner=eks-cluster-prod,external-dns/resource=ingress/istio-system/default-office",,,,,,
[x],antivirus.static.lieferando.at,"104.16.21.46, 104.16.22.46","www.lieferando.at, www.lieferando.at.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",,,NOERROR,,True,cloudflare,,,,
[x],antivirus.stg.frontend.office.prod.clops.pyszne.pl,"10.111.16.153, 10.111.17.86, 10.111.18.77",,"ns-893.awsdns-47.net, awsdns-hostmaster.amazon.com",True,"10.111.16.153, 10.111.17.86, 10.111.18.77",NOERROR,"heritage=external-dns,external-dns/owner=eks-cluster-prod,external-dns/resource=ingress/istio-system/default-office",,,,"ns-1253.awsdns-28.org, ns-1573.awsdns-04.co.uk, ns-490.awsdns-61.com, ns-893.awsdns-47.net",,
[x],antivirus.web11676www.stamp.frontend.office.prod.clops.pyszne.pl,,,"ns-893.awsdns-47.net, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,,
[x],antivirus.www.stamp.frontend.office.prod.clops.pyszne.pl,"10.111.18.77, 10.111.17.86, 10.111.16.153",,"ns-893.awsdns-47.net, awsdns-hostmaster.amazon.com",True,"10.111.18.77, 10.111.17.86, 10.111.16.153",NOERROR,"heritage=external-dns,external-dns/owner=eks-cluster-prod,external-dns/resource=ingress/istio-system/default-office",,,,,,
[x],antivirus.www.uppic.stamp.frontend.office.prod.clops.pyszne.pl,"10.111.17.86, 10.111.16.153, 10.111.18.77",,"ns-893.awsdns-47.net, awsdns-hostmaster.amazon.com",True,"10.111.17.86, 10.111.16.153, 10.111.18.77",NOERROR,"heritage=external-dns,external-dns/owner=eks-cluster-prod,external-dns/resource=ingress/istio-system/default-office",,,,,,
[x],antivirus.xec.www.stamp.frontend.office.prod.clops.pyszne.pl,"10.111.17.86, 10.111.16.153, 10.111.18.77",,"ns-893.awsdns-47.net, awsdns-hostmaster.amazon.com",True,"10.111.17.86, 10.111.16.153, 10.111.18.77",NOERROR,"heritage=external-dns,external-dns/owner=eks-cluster-prod,external-dns/resource=ingress/istio-system/default-office",,,,,,
[x],antivirus.yczww.stamp.frontend.office.prod.clops.pyszne.pl,"10.111.18.77, 10.111.17.86, 10.111.16.153",,"ns-893.awsdns-47.net, awsdns-hostmaster.amazon.com",True,"10.111.18.77, 10.111.17.86, 10.111.16.153",NOERROR,,,,,,,
[x],antivirus0113.csgwww.stamp.frontend.office.prod.clops.pyszne.pl,"10.111.18.77, 10.111.16.153, 10.111.17.86",,"ns-893.awsdns-47.net, awsdns-hostmaster.amazon.com",True,"10.111.18.77, 10.111.16.153, 10.111.17.86",NOERROR,,,,,,,
[x],antivirus1.lieferando.at,"104.16.21.46, 104.16.22.46","www.lieferando.at, www.lieferando.at.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",,,NOERROR,,True,cloudflare,,,,
[x],antivirusafoi23j4ofadf-com.frontend.office.prod.clops.pyszne.pl,"10.111.18.77, 10.111.16.153, 10.111.17.86",,"ns-893.awsdns-47.net, awsdns-hostmaster.amazon.com",True,"10.111.18.77, 10.111.16.153, 10.111.17.86",NOERROR,"heritage=external-dns,external-dns/owner=eks-cluster-prod,external-dns/resource=ingress/istio-system/default-office",,,,,,
[x],antivirusbrand.frontend.office.prod.clops.pyszne.pl,"10.111.16.153, 10.111.17.86, 10.111.18.77",,"ns-893.awsdns-47.net, awsdns-hostmaster.amazon.com",True,"10.111.16.153, 10.111.17.86, 10.111.18.77",NOERROR,"heritage=external-dns,external-dns/owner=eks-cluster-prod,external-dns/resource=ingress/istio-system/default-office",,,,,,
[x],antivirusdev1.frontend.office.prod.clops.pyszne.pl,"10.111.17.86, 10.111.16.153, 10.111.18.77",,"ns-893.awsdns-47.net, awsdns-hostmaster.amazon.com",True,"10.111.17.86, 10.111.16.153, 10.111.18.77",NOERROR,"heritage=external-dns,external-dns/owner=eks-cluster-prod,external-dns/resource=ingress/istio-system/default-office",,,,,,
[x],antivirusfreedom.stamp.frontend.office.prod.clops.pyszne.pl,"10.111.16.153, 10.111.18.77, 10.111.17.86",,"ns-893.awsdns-47.net, awsdns-hostmaster.amazon.com",True,"10.111.16.153, 10.111.18.77, 10.111.17.86",NOERROR,"heritage=external-dns,external-dns/owner=eks-cluster-prod,external-dns/resource=ingress/istio-system/default-office",,,,,,
[x],antivirushk5.frontend.office.prod.clops.pyszne.pl,"10.111.18.77, 10.111.16.153, 10.111.17.86",,"ns-893.awsdns-47.net, awsdns-hostmaster.amazon.com",True,"10.111.18.77, 10.111.16.153, 10.111.17.86",NOERROR,"heritage=external-dns,external-dns/owner=eks-cluster-prod,external-dns/resource=ingress/istio-system/default-office",,,,,,
[x],antivirushost-209-149-115-128ww.stamp.frontend.office.prod.clops.pyszne.pl,"10.111.17.86, 10.111.18.77, 10.111.16.153",,"ns-893.awsdns-47.net, awsdns-hostmaster.amazon.com",True,"10.111.17.86, 10.111.18.77, 10.111.16.153",NOERROR,"heritage=external-dns,external-dns/owner=eks-cluster-prod,external-dns/resource=ingress/istio-system/default-office",,,,,,
[x],antiviruspt2.www.stamp.frontend.office.prod.clops.pyszne.pl,"10.111.18.77, 10.111.16.153, 10.111.17.86",,"ns-893.awsdns-47.net, awsdns-hostmaster.amazon.com",True,"10.111.18.77, 10.111.16.153, 10.111.17.86",NOERROR,"heritage=external-dns,external-dns/owner=eks-cluster-prod,external-dns/resource=ingress/istio-system/default-office",,,,"ns-1253.awsdns-28.org, ns-1573.awsdns-04.co.uk, ns-490.awsdns-61.com, ns-893.awsdns-47.net",,
[x],antivirustest6313-www.stamp.frontend.office.prod.clops.pyszne.pl,"10.111.18.77, 10.111.16.153, 10.111.17.86",,"ns-893.awsdns-47.net, awsdns-hostmaster.amazon.com",True,"10.111.18.77, 10.111.16.153, 10.111.17.86",NOERROR,"heritage=external-dns,external-dns/owner=eks-cluster-prod,external-dns/resource=ingress/istio-system/default-office",,,,,,
[x],antivirusuppic.stamp.frontend.office.prod.clops.pyszne.pl,"10.111.16.153, 10.111.17.86, 10.111.18.77",,"ns-893.awsdns-47.net, awsdns-hostmaster.amazon.com",True,"10.111.16.153, 10.111.17.86, 10.111.18.77",NOERROR,"heritage=external-dns,external-dns/owner=eks-cluster-prod,external-dns/resource=ingress/istio-system/default-office",,,,,,
[x],antivirusvpn.frontend.office.prod.clops.pyszne.pl,"10.111.18.77, 10.111.16.153, 10.111.17.86",,"ns-893.awsdns-47.net, awsdns-hostmaster.amazon.com",True,"10.111.18.77, 10.111.16.153, 10.111.17.86",NOERROR,,,,,,,
[x],antivirusvutsrqponmlkji.service.now.comsiva.stamp.frontend.office.prod.clops.pyszne.pl,"10.111.18.77, 10.111.17.86, 10.111.16.153",,"ns-893.awsdns-47.net, awsdns-hostmaster.amazon.com",True,"10.111.18.77, 10.111.17.86, 10.111.16.153",NOERROR,"heritage=external-dns,external-dns/owner=eks-cluster-prod,external-dns/resource=ingress/istio-system/default-office",,,,,,
[x],antiviruswc.www.stamp.frontend.office.prod.clops.pyszne.pl,"10.111.17.86, 10.111.18.77, 10.111.16.153",,"ns-893.awsdns-47.net, awsdns-hostmaster.amazon.com",True,"10.111.17.86, 10.111.18.77, 10.111.16.153",NOERROR,"heritage=external-dns,external-dns/owner=eks-cluster-prod,external-dns/resource=ingress/istio-system/default-office",,,,,,
[x],apache-redirects.takeaway.com,,apache-redirects.takeaway.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",,,NOERROR,,True,cloudflare,,,,
[x],apache-zeroviruses.lieferando.at,"104.16.21.46, 104.16.22.46","www.lieferando.at, www.lieferando.at.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",,,NOERROR,,True,cloudflare,,,,
[x],apex-kassaui.dev.lieferando.de,10.53.1.50,"dev.lieferando.de, dev.kantoor.grib.nl","erin.ns.cloudflare.com, dns.cloudflare.com",True,10.53.1.50,NOERROR,,,,,,,
[x],api-staging.justeattakeaway.com,,,"erin.ns.cloudflare.com, dns.cloudflare.com",,,NOERROR,,,,,,,
[x],api-uncover.staging.lieferando.de,10.201.24.151,staging.takeaway.com,"ns-546.awsdns-04.net, awsdns-hostmaster.amazon.com",True,10.201.24.151,NOERROR,,,,,,,
[x],api-uncover.systesting22.dev.lieferando.de,10.53.1.50,"dev.lieferando.de, dev.kantoor.grib.nl","erin.ns.cloudflare.com, dns.cloudflare.com",True,10.53.1.50,NOERROR,,,,,,,
[x],api.10bis.co.il,"13.107.237.67, 13.107.238.67","api-c8dxf9bzaee5gfa9.z01.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0039.t-0009.fdv2-t-msedge.net, part-0039.t-0009.fdv2-t-msedge.net","ns1.fdv2-t-msedge.net, msnhst.microsoft.com",,,NOERROR,,,,"2620:1ec:4e:1::67, 2620:1ec:4f:1::67",,,
[x],api.bistro.sk,"91.235.52.79, 91.235.53.12, 91.235.53.11, 91.235.53.13",bistro.sk,"ns.rintech.sk, hostmaster.rintech.sk",,,NOERROR,"google-site-verification=JDI2jJKYvxfqwuPGFfSib1WKIaZOKR_KWLhijfGYKuw, MS=ms86802621, google-site-verification=H08fNmgmSHLGMnlyOZPk8DZ5TlFnKQbGuw6oLumz_Dg, google-site-verification=I06RvHLiQZCegh9-1N9ejVki95KzrPgQEcntkqcHdug, v=spf1 ip4:91.235.52.0/22 include:_spf.google.com include:spf.protection.outlook.com include:_spf.jupiter.salesmanago.pl ~all, google-site-verification=lLDI1Lp5kdJhjzfbe5w051ZjQ6rcXyKjjv7RY3dNz10",,,,"ns.rintech.eu, ns.rintech.net, ns.rintech.sk","ASPMX.L.GOOGLE.COM, ALT1.ASPMX.L.GOOGLE.COM, ALT3.ASPMX.L.GOOGLE.COM, ALT2.ASPMX.L.GOOGLE.COM, ALT4.ASPMX.L.GOOGLE.COM",
[x],api.claroecuncover.dev.lieferando.de,10.53.1.50,"dev.lieferando.de, dev.kantoor.grib.nl","erin.ns.cloudflare.com, dns.cloudflare.com",True,10.53.1.50,NOERROR,,,,,,,
[x],api.dev.scoober.com,"10.112.16.72, 10.112.17.180, 10.112.18.123",scoober-internal.ing.x.eks.tkwy-staging.io,"ns-743.awsdns-28.net, awsdns-hostmaster.amazon.com",True,"10.112.16.72, 10.112.17.180, 10.112.18.123",NOERROR,"heritage=external-dns,external-dns/owner=eks-cluster-staging-2,external-dns/resource=ingress/istio-system/scoober-internal",,,,,,
[x],api.eat.ch,"172.67.73.164, 104.26.1.201, 104.26.0.201",,"erin.ns.cloudflare.com, dns.cloudflare.com",,,NOERROR,,True,cloudflare,"2606:4700:20::ac43:49a4, 2606:4700:20::681a:c9, 2606:4700:20::681a:1c9",,,
[x],api.just-eat.fr,"104.18.25.126, 104.18.24.126",api.just-eat.fr.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",,,NOERROR,,True,cloudflare,,,,
[x],api.justeattakeaway.com,,,"erin.ns.cloudflare.com, dns.cloudflare.com",,,NOERROR,_globalsign-domain-verification=ZHk-HicVdTKh1m1g_54oxF_iXJED1Es-ToJxWG9LuG,,,,,,
[x],api.lieferando.at,"104.16.22.46, 104.16.21.46","www.lieferando.at, www.lieferando.at.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",,,NOERROR,,True,cloudflare,,,,
[x],api.p.uncover.dev.lieferando.de,10.53.1.50,"dev.lieferando.de, dev.kantoor.grib.nl","erin.ns.cloudflare.com, dns.cloudflare.com",True,10.53.1.50,NOERROR,,,,,,,
[x],api.pyszne.pl,,api.pyszne.pl.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",,,NOERROR,,,,,,,
[x],api.scoober.com,"104.18.2.59, 104.18.3.59",api.scoober.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",,,NOERROR,,True,cloudflare,,,,
[x],api.staging.lieferando.de,10.201.24.151,staging.takeaway.com,"ns-546.awsdns-04.net, awsdns-hostmaster.amazon.com",True,10.201.24.151,NOERROR,,,,,,,
[x],api.staging.takeaway.com,10.201.24.151,staging.takeaway.com,"ns-546.awsdns-04.net, awsdns-hostmaster.amazon.com",True,10.201.24.151,NOERROR,,,,,,,
[x],api.uncoverment.dev.lieferando.de,10.53.1.50,"dev.lieferando.de, dev.kantoor.grib.nl","erin.ns.cloudflare.com, dns.cloudflare.com",True,10.53.1.50,NOERROR,,,,,,,
[x],api.uncoverwoollie.dev.lieferando.de,10.53.1.50,"dev.lieferando.de, dev.kantoor.grib.nl","erin.ns.cloudflare.com, dns.cloudflare.com",True,10.53.1.50,NOERROR,,,,,,,
[x],apidocuncover.staging.lieferando.de,10.201.24.151,staging.takeaway.com,,True,10.201.24.151,NOERROR,,,,,,,
[x],apm-uncover.dev.lieferando.de,10.53.1.50,"dev.lieferando.de, dev.kantoor.grib.nl","erin.ns.cloudflare.com, dns.cloudflare.com",True,10.53.1.50,NOERROR,,,,,,,
[x],apotheken.uncover.dev.lieferando.de,10.53.1.50,"dev.lieferando.de, dev.kantoor.grib.nl","erin.ns.cloudflare.com, dns.cloudflare.com",True,10.53.1.50,NOERROR,,,,,,,
[x],app-payment.takeaway.com,"104.18.11.68, 104.18.10.68",app-payment.takeaway.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",,,NOERROR,,True,cloudflare,,,,
[x],app-test.eat.ch,"52.210.118.202, 99.80.186.187, 54.171.30.221",dualstack.production-alb-all-1182236680.eu-west-1.elb.amazonaws.com,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,,
[x],app.frontend.computer-virus-verwijderen.clops.lieferando.at,"104.16.22.46, 104.16.21.46","www.lieferando.at, www.lieferando.at.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",,,NOERROR,,True,cloudflare,,,,
[x],app.frontend.prod.avgantiviruscustcust38ersupportnumber.clops.lieferando.at,"104.16.21.46, 104.16.22.46","www.lieferando.at, www.lieferando.at.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",,,NOERROR,,True,cloudflare,,,,
[x],app.frontend.prod.awww-02gantiwww-02iruscustomersupportnumber.clops.lieferando.at,"104.16.22.46, 104.16.21.46","www.lieferando.at, www.lieferando.at.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",,,NOERROR,,True,cloudflare,,,,
[x],app.frontend.prod.clops.pyszne.pl,,,"ns-893.awsdns-47.net, awsdns-hostmaster.amazon.com",,,NOERROR,"heritage=external-dns,external-dns/owner=eks-cluster-prod,external-dns/resource=ingress/istio-system/default-public-denial",,,,,,
[x],app.lieferando.at,"104.16.21.46, 104.16.22.46","www.lieferando.at, www.lieferando.at.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",,,NOERROR,,True,cloudflare,,,,
[x],apparel-de.almarket.demo.lieferando.at,"104.16.21.46, 104.16.22.46","www.lieferando.at, www.lieferando.at.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",,,NOERROR,,True,cloudflare,,,,
[x],apply.staging.lieferando.de,10.201.24.151,staging.takeaway.com,"ns-546.awsdns-04.net, awsdns-hostmaster.amazon.com",True,10.201.24.151,NOERROR,,,,,,,
[x],apps-api.takeaway.com,"104.18.11.68, 104.18.10.68",apps-api.takeaway.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",,,NOERROR,,True,cloudflare,,,,
[x],apps-uncover.dev.lieferando.de,10.53.1.50,"dev.lieferando.de, dev.kantoor.grib.nl","erin.ns.cloudflare.com, dns.cloudflare.com",True,10.53.1.50,NOERROR,,,,,,,
[x],apps.eat.ch,"104.26.1.201, 172.67.73.164, 104.26.0.201",,"erin.ns.cloudflare.com, dns.cloudflare.com",,,NOERROR,,True,cloudflare,"2606:4700:20::681a:1c9, 2606:4700:20::681a:c9, 2606:4700:20::ac43:49a4",,,
[x],apps.scoober.com,"18.173.233.49, 18.173.233.108, 18.173.233.21, 18.173.233.94",,"ns-336.awsdns-42.com, awsdns-hostmaster.amazon.com",,,NOERROR,,True,cloudfront,,,,
[x],appstoreuncover.dev.lieferando.de,10.53.1.50,"dev.lieferando.de, dev.kantoor.grib.nl","erin.ns.cloudflare.com, dns.cloudflare.com",True,10.53.1.50,NOERROR,,,,,,,
[x],aquacombiuncover.dev.lieferando.de,10.53.1.50,"dev.lieferando.de, dev.kantoor.grib.nl","erin.ns.cloudflare.com, dns.cloudflare.com",True,10.53.1.50,NOERROR,,,,,,,
[x],aquaviva-uncover.dev.lieferando.de,10.53.1.50,"dev.lieferando.de, dev.kantoor.grib.nl","erin.ns.cloudflare.com, dns.cloudflare.com",True,10.53.1.50,NOERROR,,,,,,,
[x],aquaviva.uncover.staging.lieferando.de,10.201.24.151,staging.takeaway.com,"ns-546.awsdns-04.net, awsdns-hostmaster.amazon.com",True,10.201.24.151,NOERROR,,,,,,,
[x],ar.uncoverford.dev.lieferando.de,10.53.1.50,"dev.lieferando.de, dev.kantoor.grib.nl","erin.ns.cloudflare.com, dns.cloudflare.com",True,10.53.1.50,NOERROR,,,,,,,
[x],arc-na.dev.lieferando.de,10.53.1.50,"dev.lieferando.de, dev.kantoor.grib.nl","erin.ns.cloudflare.com, dns.cloudflare.com",True,10.53.1.50,NOERROR,,,,,,,
[x],archives.dev.lieferando.de,10.53.1.50,"dev.lieferando.de, dev.kantoor.grib.nl","erin.ns.cloudflare.com, dns.cloudflare.com",True,10.53.1.50,NOERROR,,,,,,,
[x],arete.dev.lieferando.de,10.53.1.50,"dev.lieferando.de, dev.kantoor.grib.nl","erin.ns.cloudflare.com, dns.cloudflare.com",True,10.53.1.50,NOERROR,,,,,,,
[x],areteuncover.dev.lieferando.de,10.53.1.50,"dev.lieferando.de, dev.kantoor.grib.nl","erin.ns.cloudflare.com, dns.cloudflare.com",True,10.53.1.50,NOERROR,,,,,,,
[x],artifactory.takeaway.com,"10.200.223.144, 10.200.223.207, 10.200.223.219, 10.200.223.133, 10.200.223.177, 10.200.223.176",artifactory.int.sre-eks-intsvc-1.tkwy.cloud,"ns-994.awsdns-60.net, awsdns-hostmaster.amazon.com",True,"10.200.223.144, 10.200.223.207, 10.200.223.219, 10.200.223.133, 10.200.223.177, 10.200.223.176",NOERROR,"heritage=external-dns,external-dns/owner=sre-eks-intsvc-1,external-dns/resource=ingress/istio-ingress/istio-int",,,,,,
[x],artifacts.takeaway.com,"10.200.223.177, 10.200.223.144, 10.200.223.176, 10.200.223.219, 10.200.223.207, 10.200.223.133",artifactory.int.sre-eks-intsvc-1.tkwy.cloud,"ns-994.awsdns-60.net, awsdns-hostmaster.amazon.com",True,"10.200.223.177, 10.200.223.144, 10.200.223.176, 10.200.223.219, 10.200.223.207, 10.200.223.133",NOERROR,"heritage=external-dns,external-dns/owner=sre-eks-intsvc-1,external-dns/resource=ingress/istio-ingress/istio-int",,,,,,
[x],asdzxc.avira-free-antivirus.stamp.frontend.office.prod.clops.pyszne.pl,"10.111.16.153, 10.111.17.86, 10.111.18.77",,"ns-893.awsdns-47.net, awsdns-hostmaster.amazon.com",True,"10.111.16.153, 10.111.17.86, 10.111.18.77",NOERROR,"heritage=external-dns,external-dns/owner=eks-cluster-prod,external-dns/resource=ingress/istio-system/default-office",,,,,,
[x],assets.dev.scoober.com,"10.112.16.72, 10.112.17.180, 10.112.18.123",scoober-internal.ing.x.eks.tkwy-staging.io,"ns-743.awsdns-28.net, awsdns-hostmaster.amazon.com",True,"10.112.16.72, 10.112.17.180, 10.112.18.123",NOERROR,"heritage=external-dns,external-dns/owner=eks-cluster-staging-2,external-dns/resource=ingress/istio-system/scoober-internal",,,,,,
[x],assets.internal.scoober.com,,scoober-office.ing.p.eks.tkwy-prod.io,"ns-1715.awsdns-22.co.uk, awsdns-hostmaster.amazon.com",,,NOERROR,"heritage=external-dns,external-dns/owner=eks-cluster-prod,external-dns/resource=ingress/istio-system/scoober-office",,,,,,
[x],assets.just-eat.dk,,assets.just-eat.dk.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",,,NOERROR,,True,cloudflare,,,,
[x],assets.just-eat.fr,"104.18.25.126, 104.18.24.126",assets.just-eat.fr.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",,,NOERROR,,True,cloudflare,,,,
[x],assets.just-eat.no,"104.18.17.142, 104.18.16.142",assets.just-eat.no.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",,,NOERROR,,True,cloudflare,,,,
[x],assets.lieferando.de,"104.18.16.117, 104.18.17.117",assets.lieferando.de.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",,,NOERROR,,True,cloudflare,,,,
[x],assets.pyszne.pl,"104.17.60.56, 104.17.61.56",assets.pyszne.pl.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",,,NOERROR,,True,cloudflare,,,,
[x],assets.scoober.com,"143.204.89.26, 143.204.89.30, 143.204.89.69, 143.204.89.8",,"ns-336.awsdns-42.com, awsdns-hostmaster.amazon.com",,,NOERROR,,True,cloudfront,,,,
[x],assets.takeaway.com,"104.18.11.68, 104.18.10.68",assets.takeaway.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",,,NOERROR,,True,cloudflare,,,,
[x],assets.thuisbezorgd.nl,"104.18.16.33, 104.18.17.33",assets.thuisbezorgd.nl.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",,,NOERROR,,True,cloudflare,,,,
[x],assets1.dev.lieferando.de,10.53.1.50,"dev.lieferando.de, dev.kantoor.grib.nl","erin.ns.cloudflare.com, dns.cloudflare.com",True,10.53.1.50,NOERROR,,,,,,,
[x],at-cdn.citymeal.com,"104.17.205.25, 104.17.206.25",at-cdn.citymeal.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",,,NOERROR,,True,cloudflare,,,,
[x],at.takeawayriders.com,,takeaway-knowledge-base.k.elnino-production.com,"kip.ns.cloudflare.com, dns.cloudflare.com",,,NOERROR,,,,,,,
[x],athenauncover.dev.lieferando.de,10.53.1.50,"dev.lieferando.de, dev.kantoor.grib.nl","erin.ns.cloudflare.com, dns.cloudflare.com",True,10.53.1.50,NOERROR,,,,,,,
[x],atorres-pedidos.shop.uncover.v3.dev.lieferando.de,10.53.1.50,"dev.lieferando.de, dev.kantoor.grib.nl","erin.ns.cloudflare.com, dns.cloudflare.com",True,10.53.1.50,NOERROR,,,,,,,
[x],auth.lieferando.de,"104.18.16.117, 104.18.17.117",auth.lieferando.de.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",,,NOERROR,,True,cloudflare,,,,
[x],auth.www.stamp-antivirus.frontend.office.prod.clops.pyszne.pl,"10.111.17.86, 10.111.16.153, 10.111.18.77",,"ns-893.awsdns-47.net, awsdns-hostmaster.amazon.com",True,"10.111.17.86, 10.111.16.153, 10.111.18.77",NOERROR,"heritage=external-dns,external-dns/owner=eks-cluster-prod,external-dns/resource=ingress/istio-system/default-office",,,,,,
[x],authuncover.staging.lieferando.de,10.201.24.151,staging.takeaway.com,"ns-546.awsdns-04.net, awsdns-hostmaster.amazon.com",True,10.201.24.151,NOERROR,,,,,,,
[x],authyellowfevervaccine.lieferando.at,"104.16.22.46, 104.16.21.46","www.lieferando.at, www.lieferando.at.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",,,NOERROR,,True,cloudflare,,,,
