input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_self_signed,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,tech_,lines,failed,tls_wildcard_certificate,cdn_name,webserver,cdn,csp_domains_,final_url,tls_expired
blog.lieferando.at,Origin DNS error | blog.lieferando.at | Cloudflare,530,6207,blog.lieferando.at,443,True,tls13,TLS_AES_128_GCM_SHA256,,True,2022-05-24T00:00:00Z,2023-05-24T23:59:59Z,CN=*.takeaway.com,*.takeaway.com,,thuisbezorgd.nl,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,58bc922f6875d86c4ec3b134dced31df,e3ca1b04170505f9cd9274d61c863fd35a1cf890b5928de35175d62f9ad96ede,ctls,blog.lieferando.at,443,https://blog.lieferando.at:443,https,text/html,GET,104.16.21.46,/,-936967040,104.16.22.46,Cloudflare,93,False,True,cloudflare,cloudflare,True,,,
blog.lieferando.de,Just a moment...,403,7015,www.lieferando.de,443,True,tls13,TLS_AES_128_GCM_SHA256,,True,2022-05-24T00:00:00Z,2023-05-24T23:59:59Z,CN=*.takeaway.com,*.takeaway.com,,thuisbezorgd.nl,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,58bc922f6875d86c4ec3b134dced31df,e3ca1b04170505f9cd9274d61c863fd35a1cf890b5928de35175d62f9ad96ede,ctls,www.lieferando.de,443,https://blog.lieferando.de:443,https,text/html,GET,104.18.16.117,/,-61872317,104.18.17.117,HSTS,87,False,True,cloudflare,cloudflare,True,,https://www.lieferando.de/blog/,
blog.pyszne.pl,Just a moment...,403,6966,www.pyszne.pl,443,True,tls13,TLS_AES_128_GCM_SHA256,,True,2022-05-24T00:00:00Z,2023-05-24T23:59:59Z,CN=*.takeaway.com,*.takeaway.com,,thuisbezorgd.nl,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,58bc922f6875d86c4ec3b134dced31df,e3ca1b04170505f9cd9274d61c863fd35a1cf890b5928de35175d62f9ad96ede,ctls,www.pyszne.pl,443,https://blog.pyszne.pl:443,https,text/html,GET,104.17.60.56,/,-1545954540,104.17.61.56,HSTS,87,False,True,cloudflare,cloudflare,True,,https://www.pyszne.pl/blog/,
blog.thuisbezorgd.nl,Thuisbezorgd.nl,403,148339,www.thuisbezorgd.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,,True,2022-05-24T00:00:00Z,2023-05-24T23:59:59Z,CN=*.takeaway.com,*.takeaway.com,,thuisbezorgd.nl,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,58bc922f6875d86c4ec3b134dced31df,e3ca1b04170505f9cd9274d61c863fd35a1cf890b5928de35175d62f9ad96ede,ctls,www.thuisbezorgd.nl,443,https://blog.thuisbezorgd.nl:443,https,text/html,GET,104.18.17.33,/,1078179351,104.18.16.33,HSTS,122,False,True,cloudflare,cloudflare,True,,https://www.thuisbezorgd.nl/blog/,
blogbeta.citymeal.com,Takeaway.com,200,590,blogbeta.citymeal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,True,2022-05-24T00:00:00Z,2023-05-24T23:59:59Z,CN=*.takeaway.com,*.takeaway.com,,thuisbezorgd.nl,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,58bc922f6875d86c4ec3b134dced31df,e3ca1b04170505f9cd9274d61c863fd35a1cf890b5928de35175d62f9ad96ede,ctls,blogbeta.citymeal.com,443,https://blogbeta.citymeal.com:443,https,text/html,GET,104.17.206.25,/,-780928015,104.17.205.25,Cloudflare Bot Management,22,False,True,cloudflare,cloudflare,True,,,
blogbeta.takeaway.com,,404,,blogbeta.takeaway.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2022-05-24T00:00:00Z,2023-05-24T23:59:59Z,CN=*.takeaway.com,*.takeaway.com,,thuisbezorgd.nl,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,58bc922f6875d86c4ec3b134dced31df,e3ca1b04170505f9cd9274d61c863fd35a1cf890b5928de35175d62f9ad96ede,ctls,blogbeta.takeaway.com,443,https://blogbeta.takeaway.com:443,https,text/plain,GET,104.18.10.68,/,-1840324437,104.18.11.68,Cloudflare Bot Management,1,False,True,cloudflare,cloudflare,True,,,
bni-marcq.lieferando.at,Origin DNS error | bni-marcq.lieferando.at | Cloudflare,530,6222,bni-marcq.lieferando.at,443,True,tls13,TLS_AES_128_GCM_SHA256,,True,2022-05-24T00:00:00Z,2023-05-24T23:59:59Z,CN=*.takeaway.com,*.takeaway.com,,thuisbezorgd.nl,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,58bc922f6875d86c4ec3b134dced31df,e3ca1b04170505f9cd9274d61c863fd35a1cf890b5928de35175d62f9ad96ede,ctls,bni-marcq.lieferando.at,443,https://bni-marcq.lieferando.at:443,https,text/html,GET,104.16.21.46,/,291484845,104.16.22.46,Cloudflare,93,False,True,cloudflare,cloudflare,True,,,
bonuswinkel.thuisbezorgd.nl,Thuisbezorgd.nl,403,148566,www.thuisbezorgd.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,,True,2022-05-24T00:00:00Z,2023-05-24T23:59:59Z,CN=*.takeaway.com,*.takeaway.com,,thuisbezorgd.nl,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,58bc922f6875d86c4ec3b134dced31df,e3ca1b04170505f9cd9274d61c863fd35a1cf890b5928de35175d62f9ad96ede,ctls,www.thuisbezorgd.nl,443,https://bonuswinkel.thuisbezorgd.nl:443,https,text/html,GET,104.18.16.33,/,1566876603,104.18.17.33,HSTS,122,False,True,cloudflare,cloudflare,True,,https://www.thuisbezorgd.nl/punten,
bookmarks.lieferando.at,Origin DNS error | bookmarks.lieferando.at | Cloudflare,530,6222,bookmarks.lieferando.at,443,True,tls13,TLS_AES_128_GCM_SHA256,,True,2022-05-24T00:00:00Z,2023-05-24T23:59:59Z,CN=*.takeaway.com,*.takeaway.com,,thuisbezorgd.nl,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,58bc922f6875d86c4ec3b134dced31df,e3ca1b04170505f9cd9274d61c863fd35a1cf890b5928de35175d62f9ad96ede,ctls,bookmarks.lieferando.at,443,https://bookmarks.lieferando.at:443,https,text/html,GET,104.16.21.46,/,-1325929300,104.16.22.46,Cloudflare,93,False,True,cloudflare,cloudflare,True,,,
bor-restaurant-api.takeaway.com,,403,16,bor-restaurant-api.takeaway.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2022-05-24T00:00:00Z,2023-05-24T23:59:59Z,CN=*.takeaway.com,*.takeaway.com,,thuisbezorgd.nl,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,58bc922f6875d86c4ec3b134dced31df,e3ca1b04170505f9cd9274d61c863fd35a1cf890b5928de35175d62f9ad96ede,ctls,bor-restaurant-api.takeaway.com,443,https://bor-restaurant-api.takeaway.com:443,https,text/plain,GET,104.18.10.68,/,1253481126,104.18.11.68,Cloudflare Bot Management,1,False,True,cloudflare,cloudflare,True,,,
brand-box.justeattakeaway.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,,,80,http://brand-box.justeattakeaway.com:80,http,text/html,GET,18.66.147.84,/,-1414727459,2600:9000:225e:1a00:8:5150:e880:93a1,Amazon Web Services,20,False,,cloudfront,CloudFront,True,,,
brand.takeaway.com,Login - takeaway,200,25376,brand.justeattakeaway.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-04-12T14:50:53Z,2023-07-11T14:50:52Z,CN=*.justeattakeaway.com,*.justeattakeaway.com,,justeattakeaway.com,"CN=E1, O=Let's Encrypt, C=US",E1,Let's Encrypt,45b84c089266170364381857c611d6d4,71061c2886dceca1a60f9d6f7da89dacc8e6f6cf3ccb51b723e02182dac079f3,ctls,brand.justeattakeaway.com,443,https://brand.takeaway.com:443,https,text/html,GET,104.18.20.130,/,-1310695911,104.18.21.130,Sqreen,188,False,True,cloudflare,cloudflare,True,,https://brand.justeattakeaway.com/auth/?referer=%2F,
bugs.takeaway.com,Forbidden (403),403,68493,yourdelivery.atlassian.net,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2022-11-07T00:00:00Z,2023-12-07T23:59:59Z,"CN=*.atlassian.net, O=Atlassian\, Inc., L=San Francisco, ST=California, C=US",*.atlassian.net,"Atlassian, Inc.",atlassian.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,cf580a615a18a6386f0995fe7cff01e5,e5e8d632c0b86f5bd5ef9a0d55c58ba1fd7776f6bb7c35ca23d85d23281ce58f,ctls,yourdelivery.atlassian.net,443,https://bugs.takeaway.com:443,https,text/html,GET,104.18.10.68,/,900373486,104.18.11.68,Java,82,False,True,cloudflare,AtlassianEdge,True,,https://yourdelivery.atlassian.net/servicedesk/customer/portal/4,
callerid.takeaway.com,,403,16,callerid.takeaway.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2022-05-24T00:00:00Z,2023-05-24T23:59:59Z,CN=*.takeaway.com,*.takeaway.com,,thuisbezorgd.nl,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,58bc922f6875d86c4ec3b134dced31df,e3ca1b04170505f9cd9274d61c863fd35a1cf890b5928de35175d62f9ad96ede,ctls,callerid.takeaway.com,443,https://callerid.takeaway.com:443,https,text/plain,GET,104.18.10.68,/,1253481126,104.18.11.68,Cloudflare Bot Management,1,False,True,cloudflare,cloudflare,True,,,
careers.justeattakeaway.com,Careers at Just Eat Takeaway.com | Just Eat Takeaway.com job opportunities,200,365901,careers.justeattakeaway.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,,2022-06-28T00:00:00Z,2023-07-02T23:59:59Z,CN=careers.justeattakeaway.com,careers.justeattakeaway.com,,careers.justeattakeaway.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,ebcabadc2f86422eb499f647f0109148,2a224de6d755b8926ff0af92d1e13707135e26888f6cbadd67fa6398c741450e,ctls,careers.justeattakeaway.com,443,https://careers.justeattakeaway.com:443,https,text/html,GET,52.208.71.225,/,1654018811,52.17.42.7,Scala,2309,False,,,,,,https://careers.justeattakeaway.com/global/en,
careers.takeaway.com,Just Eat Takeaway Careers | Explore our Job Vacancies,200,425089,careers.justeattakeaway.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,,2022-06-28T00:00:00Z,2023-07-02T23:59:59Z,CN=careers.justeattakeaway.com,careers.justeattakeaway.com,,careers.justeattakeaway.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,ebcabadc2f86422eb499f647f0109148,2a224de6d755b8926ff0af92d1e13707135e26888f6cbadd67fa6398c741450e,ctls,careers.justeattakeaway.com,443,https://careers.takeaway.com:443,https,text/html,GET,52.208.71.225,/,1654018811,52.17.42.7,Scala,2756,False,,,,,,https://careers.justeattakeaway.com/global/en,
carini.lieferando.at,Attention Required! | Cloudflare,403,4517,carini.lieferando.at,443,True,tls13,TLS_AES_128_GCM_SHA256,,True,2022-05-24T00:00:00Z,2023-05-24T23:59:59Z,CN=*.takeaway.com,*.takeaway.com,,thuisbezorgd.nl,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,58bc922f6875d86c4ec3b134dced31df,e3ca1b04170505f9cd9274d61c863fd35a1cf890b5928de35175d62f9ad96ede,ctls,carini.lieferando.at,443,https://carini.lieferando.at:443,https,text/html,GET,104.16.21.46,/,-1949105875,104.16.22.46,Cloudflare Bot Management,94,False,True,cloudflare,cloudflare,True,,,
certificates.takeaway.com,404 Not Found,404,1566,certificates.takeaway.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2022-05-24T00:00:00Z,2023-05-24T23:59:59Z,CN=*.takeaway.com,*.takeaway.com,,thuisbezorgd.nl,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,58bc922f6875d86c4ec3b134dced31df,e3ca1b04170505f9cd9274d61c863fd35a1cf890b5928de35175d62f9ad96ede,ctls,certificates.takeaway.com,443,https://certificates.takeaway.com:443,https,text/html,GET,104.18.10.68,/,1561703771,104.18.11.68,Cloudflare Bot Management,15,False,True,cloudflare,cloudflare,True,,,
ch-cdn.citymeal.com,Takeaway.com,200,590,ch-cdn.citymeal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,True,2022-05-24T00:00:00Z,2023-05-24T23:59:59Z,CN=*.takeaway.com,*.takeaway.com,,thuisbezorgd.nl,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,58bc922f6875d86c4ec3b134dced31df,e3ca1b04170505f9cd9274d61c863fd35a1cf890b5928de35175d62f9ad96ede,ctls,ch-cdn.citymeal.com,443,https://ch-cdn.citymeal.com:443,https,text/html,GET,104.17.205.25,/,-780928015,104.17.206.25,Cloudflare Bot Management,22,False,True,cloudflare,cloudflare,True,,,
ch.citymeal.com,Takeaway.com,200,590,ch.citymeal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,True,2022-05-24T00:00:00Z,2023-05-24T23:59:59Z,CN=*.takeaway.com,*.takeaway.com,,thuisbezorgd.nl,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,58bc922f6875d86c4ec3b134dced31df,e3ca1b04170505f9cd9274d61c863fd35a1cf890b5928de35175d62f9ad96ede,ctls,ch.citymeal.com,443,https://ch.citymeal.com:443,https,text/html,GET,104.17.205.25,/,-780928015,104.17.206.25,Cloudflare Bot Management,22,False,True,cloudflare,cloudflare,True,,,
ch.takeawayriders.com,Switzerland Just Eat Takeaway Knowledge Base,200,3930,ch.takeawayriders.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,,2023-03-27T12:39:50Z,2023-06-25T12:39:49Z,CN=at.takeawayriders.com,at.takeawayriders.com,,www.takeawayriders.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,a321c51ee87b86231628366d3a5f4e52,819da0113cc5f9c8cb0db4e8bdf82569c30c5d401878d537077d27ce2136437a,ctls,ch.takeawayriders.com,443,https://ch.takeawayriders.com:443,https,text/html,GET,49.12.20.104,/,-1614266645,49.12.20.104,WordPress,76,False,,,,,,https://ch.takeawayriders.com?password-protected=login&redirect_to=https%3A%2F%2Fch.takeawayriders.com%2F,
chat.beta.scoober.com,,404,311,chat.beta.scoober.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-03-01T00:00:00Z,2023-12-13T23:59:59Z,CN=beta.scoober.com,beta.scoober.com,,*.beta.scoober.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8aa7e86fb43feb9e91615f94f5d5c751,d62111eea65e6d2366e4c573ee5d8eef558399e377f06df5f00e83b0b707696d,ctls,chat.beta.scoober.com,443,https://chat.beta.scoober.com:443,https,application/xml,GET,13.225.78.97,/,250215232,13.225.78.4,Amazon Web Services,2,False,True,cloudfront,AmazonS3,True,,,
checkout.takeaway.com,Just a moment...,403,6916,www.justeattakeaway.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-04-12T14:50:53Z,2023-07-11T14:50:52Z,CN=*.justeattakeaway.com,*.justeattakeaway.com,,justeattakeaway.com,"CN=E1, O=Let's Encrypt, C=US",E1,Let's Encrypt,45b84c089266170364381857c611d6d4,71061c2886dceca1a60f9d6f7da89dacc8e6f6cf3ccb51b723e02182dac079f3,ctls,www.justeattakeaway.com,443,https://checkout.takeaway.com:443,https,text/html,GET,104.18.10.68,/,1993125082,104.18.11.68,Cloudflare Bot Management,87,False,True,cloudflare,cloudflare,True,,https://www.justeattakeaway.com,
chime.takeawayriders.com,404 Not Found,404,548,chime.takeawayriders.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,True,2023-04-11T04:44:04Z,2024-04-10T04:44:04Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,f3f379f3c31e4ae83eab908593b6dc9b,22c03004f3482be8fa9e82673cbb50d15e0a8b6fef4c52c46d01405746849052,ctls,chime.takeawayriders.com,443,https://chime.takeawayriders.com:443,https,text/html,GET,49.12.20.104,/,566218143,49.12.20.104,HSTS,14,False,,,,,,,
chime01.chime.takeawayriders.com,404 Not Found,404,548,chime01.chime.takeawayriders.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,True,2023-03-29T05:09:22Z,2024-03-28T05:09:22Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,c4d2f63c81a4d4dc182db9820aed55f3,13e706dbebeb8af23f1b9dd74b8daa85e3ff6d87fe3d6baa7a5e15858e1069e6,ctls,chime01.chime.takeawayriders.com,443,https://chime01.chime.takeawayriders.com:443,https,text/html,GET,49.12.20.104,/,566218143,49.12.20.104,HSTS,14,False,,,,,,,
chote.lieferando.at,Origin DNS error | chote.lieferando.at | Cloudflare,530,6210,chote.lieferando.at,443,True,tls13,TLS_AES_128_GCM_SHA256,,True,2022-05-24T00:00:00Z,2023-05-24T23:59:59Z,CN=*.takeaway.com,*.takeaway.com,,thuisbezorgd.nl,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,58bc922f6875d86c4ec3b134dced31df,e3ca1b04170505f9cd9274d61c863fd35a1cf890b5928de35175d62f9ad96ede,ctls,chote.lieferando.at,443,https://chote.lieferando.at:443,https,text/html,GET,104.16.21.46,/,1445195896,104.16.22.46,Cloudflare,93,False,True,cloudflare,cloudflare,True,,,
citymeal.com,Takeaway.com,200,590,www.citymeal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,True,2022-05-24T00:00:00Z,2023-05-24T23:59:59Z,CN=*.takeaway.com,*.takeaway.com,,thuisbezorgd.nl,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,58bc922f6875d86c4ec3b134dced31df,e3ca1b04170505f9cd9274d61c863fd35a1cf890b5928de35175d62f9ad96ede,ctls,www.citymeal.com,443,https://citymeal.com:443,https,text/html,GET,151.101.130.135,/,-780928015,151.101.2.135,HSTS,22,False,True,fastly,cloudflare,True,,https://www.citymeal.com/,
cl215-097.lieferando.at,Origin DNS error | cl215-097.lieferando.at | Cloudflare,530,6222,cl215-097.lieferando.at,443,True,tls13,TLS_AES_128_GCM_SHA256,,True,2022-05-24T00:00:00Z,2023-05-24T23:59:59Z,CN=*.takeaway.com,*.takeaway.com,,thuisbezorgd.nl,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,58bc922f6875d86c4ec3b134dced31df,e3ca1b04170505f9cd9274d61c863fd35a1cf890b5928de35175d62f9ad96ede,ctls,cl215-097.lieferando.at,443,https://cl215-097.lieferando.at:443,https,text/html,GET,104.16.21.46,/,2095951630,104.16.22.46,Cloudflare,93,False,True,cloudflare,cloudflare,True,,,
class.lieferando.at,Origin DNS error | class.lieferando.at | Cloudflare,530,6210,class.lieferando.at,443,True,tls13,TLS_AES_128_GCM_SHA256,,True,2022-05-24T00:00:00Z,2023-05-24T23:59:59Z,CN=*.takeaway.com,*.takeaway.com,,thuisbezorgd.nl,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,58bc922f6875d86c4ec3b134dced31df,e3ca1b04170505f9cd9274d61c863fd35a1cf890b5928de35175d62f9ad96ede,ctls,class.lieferando.at,443,https://class.lieferando.at:443,https,text/html,GET,104.16.21.46,/,1384190277,104.16.22.46,Cloudflare,93,False,True,cloudflare,cloudflare,True,,,
click.connect.justeattakeaway.com,403 - Forbidden: Access is denied.,403,1233,click.connect.justeattakeaway.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,,2022-11-30T00:00:00Z,2023-12-31T23:59:59Z,"CN=click.connect.justeattakeaway.com, O=SALESFORCE.COM\, INC., L=San Francisco, ST=California, C=US",click.connect.justeattakeaway.com,"SALESFORCE.COM, INC.",click.connect.justeattakeaway.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,6e6360892562b17c1abe8ccc457434c3,9ff224467869a98e6860628c48cab39a06fba650823071edcd0507d8118f339d,ctls,click.connect.justeattakeaway.com,443,https://click.connect.justeattakeaway.com:443,https,text/html,GET,13.111.240.25,/,1631801191,13.111.240.25,HSTS,30,False,,,,,,,
click.connect.takeaway.com,403 - Forbidden: Access is denied.,403,1233,click.connect.takeaway.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,,2022-08-08T00:00:00Z,2023-09-08T23:59:59Z,"CN=click.connect.takeaway.com, O=SALESFORCE.COM\, INC., L=San Francisco, ST=California, C=US",click.connect.takeaway.com,"SALESFORCE.COM, INC.",click.connect.takeaway.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,06e038ba0d03c361923e88c657344bf7,5c8b81d6550df322390eacd66cda5a95cdf2e670d27876a2b89f5b9b8f2aa040,ctls,click.connect.takeaway.com,443,https://click.connect.takeaway.com:443,https,text/html,GET,13.111.168.201,/,1631801191,13.111.168.201,HSTS,30,False,,,,,,,
click.ridewith.justeattakeaway.com,403 - Forbidden: Access is denied.,403,1233,click.ridewith.justeattakeaway.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,,2022-06-22T00:00:00Z,2023-07-23T23:59:59Z,"CN=click.ridewith.justeattakeaway.com, O=SALESFORCE.COM\, INC., L=San Francisco, ST=California, C=US",click.ridewith.justeattakeaway.com,"SALESFORCE.COM, INC.",click.ridewith.justeattakeaway.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,193600a7c2a5d6a11de9de4e53c57db6,34590dbed0f85142c405cd4d0f2f8235fad6b6a8904f5845a5de90bc5816ceba,ctls,click.ridewith.justeattakeaway.com,443,https://click.ridewith.justeattakeaway.com:443,https,text/html,GET,128.245.32.77,/,1631801191,128.245.32.77,HSTS,30,False,,,,,,,
click.update.10bis.co.il,403 - Forbidden: Access is denied.,403,1233,click.update.10bis.co.il,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,,2022-12-13T00:00:00Z,2024-01-13T23:59:59Z,"CN=click.update.10bis.co.il, O=SALESFORCE.COM\, INC., L=San Francisco, ST=California, C=US",click.update.10bis.co.il,"SALESFORCE.COM, INC.",click.update.10bis.co.il,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,79e3bc92ac1f1de8216a36acb071466b,3be00c775bee9045fa2f7d897b8f671a3c5f9e12c482dd9a4431fc8db5feac68,ctls,click.update.10bis.co.il,443,https://click.update.10bis.co.il:443,https,text/html,GET,13.111.154.151,/,1631801191,13.111.154.151,HSTS,30,False,,,,,,,
click.update.lieferando.at,403 - Forbidden: Access is denied.,403,1233,click.update.lieferando.at,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,,2022-10-10T00:00:00Z,2023-11-10T23:59:59Z,"CN=click.update.lieferando.at, O=SALESFORCE.COM\, INC., L=San Francisco, ST=California, C=US",click.update.lieferando.at,"SALESFORCE.COM, INC.",click.update.lieferando.at,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,58c0935160f3b6aa027f49662a469f31,e1c4ba35f7e1fa04335a8fdbc3148279cd984ca9949298fdf9fcbcee9a9a4f5d,ctls,click.update.lieferando.at,443,https://click.update.lieferando.at:443,https,text/html,GET,13.111.154.72,/,1631801191,13.111.154.72,HSTS,30,False,,,,,,,
click.update.lieferando.de,403 - Forbidden: Access is denied.,403,1233,click.update.lieferando.de,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,,2022-09-11T00:00:00Z,2023-10-12T23:59:59Z,"CN=click.update.lieferando.de, O=SALESFORCE.COM\, INC., L=San Francisco, ST=California, C=US",click.update.lieferando.de,"SALESFORCE.COM, INC.",click.update.lieferando.de,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b49e52e51587801010ca4230e0b1f3a4,5dc91bf71ae9991dcd9d45b23d777f56248432d17c353a5d9aca74f87c122db4,ctls,click.update.lieferando.de,443,https://click.update.lieferando.de:443,https,text/html,GET,13.111.154.43,/,1631801191,13.111.154.43,HSTS,30,False,,,,,,,
