new,host,a,soa,status_code,mx,txt,cname,aaaa,ns,cdn,cdn-name,has_internal_ips,internal_ips,caa
[x],directory-api-q.app.redbull.com,10.16.99.95,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,True,10.16.99.95,
[x],directory-api.app.redbull.com,10.16.22.120,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,True,10.16.22.120,
[x],directory-api.redbull.com,,,NOERROR,,,,,,,,,,
[x],disco.redbull.com,"99.86.114.71, 99.86.114.72, 99.86.114.125, 99.86.114.43","ns-2024.awsdns-61.co.uk, domains.redbull.com",NOERROR,,,disco-frontend.liiift.io,,,True,cloudfront,,,
[x],dive.redbull.com,"52.222.236.109, 52.222.236.69, 52.222.236.102, 52.222.236.56","ns-2024.awsdns-61.co.uk, domains.redbull.com",NOERROR,,,dive-frontend.liiift.io,,,True,cloudfront,,,
[x],dj-game.redbull.com,"85.112.113.43, 85.112.113.40","n0dscr.akamai.net, hostmaster.akamai.com",NOERROR,,,"ssl01.microsites.redbull.edgesuite.net, a1819.dscr.akamai.net","2a02:26f0:98::58dd:8498, 2a02:26f0:98::58dd:845a",,,,,,
[x],dk.redbull.com,,"pdns91.ultradns.com, domains.redbull.com",NOERROR,redbull-com.mail.protection.outlook.com,v=spf1 include:spf.protection.outlook.com include:_spf.redbull.com include:mail.zendesk.com -all,,,,,,,,
[x],dm.redbull.com,,"pdns91.ultradns.com, domains.redbull.com",NOERROR,redbull-com.mail.protection.outlook.com,"v=spf1 include:spf.protection.outlook.com include:_spf.redbull.com -all, apple-domain-verification=iDV0GYIAFEsC01oX, docusign=0c7efc4d-8a30-49f9-9c40-d095a6719ecd, teamviewer-sso-verification=bde6d4680a9843188749c93488a8f1c9, webexdomainverification.C5UR=0aca39bd-0915-42a6-806e-8045403368ef",,,,,,,,
[x],dmdms-q.redbull.com,91.204.193.173,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],dmdms.redbull.com,91.204.193.163,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],dms.redbull.com,,,NOERROR,,,wildcard.redbull.com.edgekey.net,,,,,,,
[x],dmsconfluence.redbullmediahouse.com,199.119.127.10,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],dmsjira.redbullmediahouse.com,199.119.127.10,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],dns01.redbullmediahouse.com,46.167.162.13,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,"pdns91.ultradns.com, pdns91.ultradns.net, pdns91.ultradns.biz, pdns91.ultradns.org, ns15.ultradns2.com, ns15.ultradns2.org",,,,,
[x],dns02.redbullmediahouse.com,,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],dnsapi.redbullmediahouse.com,46.167.162.12,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],do.redbull.com,,"pdns91.ultradns.com, domains.redbull.com",NOERROR,redbull-com.mail.protection.outlook.com,,,,,,,,,
[x],documentation.redbull.com,213.227.189.20,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,origin.microsites.redbull.com,,,,,,,
[x],dokodemogym.redbull.com,54.248.234.247,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],domains.redbull.com,194.107.83.15,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],download.redbull.com,204.74.99.100,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],downloads.redbull.com,"23.32.238.65, 23.32.238.24, 23.32.238.27, 23.32.238.32, 23.32.238.56","n0dscr.akamai.net, hostmaster.akamai.com",NOERROR,,,"ssl01.microsites.redbull.edgesuite.net, a1819.dscr.akamai.net","2a02:26f0:3500:12::1730:1799, 2a02:26f0:3500:12::1730:17b6",,,,,,
[x],dp-billback.redbull.com,194.107.83.15,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],dpevolution-d.redbull.com,198.22.138.60,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,"pdns91.ultradns.com, pdns91.ultradns.net, pdns91.ultradns.org, pdns91.ultradns.biz, ns15.ultradns2.com, ns15.ultradns2.org",,,,,
[x],driv3rs.redbull.com,204.74.99.100,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],drive.redbull.com,23.212.208.100,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"wildcard.redbull.com.edgekey.net, e7628.x.akamaiedge.net",,,,,,,
[x],e.redbull.com,,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,v=spf1 include:spf.protection.outlook.com include:_spf.redbull.com -all,,,,,,,,
[x],eas-cert.redbull.com,195.177.199.158,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],eas-d.redbull.com,195.177.199.147,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],eas-q.redbull.com,195.177.199.152,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],eas.redbull.com,195.177.199.157,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],ec.redbull.com,,"pdns91.ultradns.com, domains.redbull.com",NOERROR,redbull-com.mail.protection.outlook.com,"v=spf1 include:spf.protection.outlook.com include:_spf.redbull.com -all, R0E0D20170, MS=ms17562101",,,"pdns91.ultradns.com, pdns91.ultradns.net, pdns91.ultradns.org, pdns91.ultradns.biz, ns15.ultradns2.com, ns15.ultradns2.org",,,,,
[x],ecp.redbull.com,195.177.199.156,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,owa.redbull.com,,,,,,,
[x],edge1.qq.redbull.com,194.107.83.146,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],edge1.redbull.com,194.107.83.241,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,"pdns91.ultradns.com, pdns91.ultradns.net, pdns91.ultradns.org, pdns91.ultradns.biz, ns15.ultradns2.com, ns15.ultradns2.org",,,,,
[x],edge2.qq.redbull.com,194.107.83.147,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],edge2.redbull.com,194.107.83.242,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],editorapp-dev.redbull.com,34.107.180.138,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,True,google,,,
[x],editorapp-staging.redbull.com,34.107.241.251,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,True,google,,,
[x],editorapp.redbull.com,34.102.201.190,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,True,google,,,
[x],editorial.redbull.com,"184.25.51.73, 184.25.51.10","n0dscr.akamai.net, hostmaster.akamai.com",NOERROR,,,"ssl01.microsites.redbull.edgesuite.net, a1819.dscr.akamai.net","2a02:26f0:fe00::5c7a:6512, 2a02:26f0:fe00::5c7a:652a",,,,,,
[x],eg.redbull.com,,"pdns91.ultradns.com, domains.redbull.com",NOERROR,redbull-com.mail.protection.outlook.com,,,,,,,,,
[x],elearning.redbull.com,200.143.16.70,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],elements.redbull.com,198.22.138.41,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],em1.redbull.com,,"aisha.ns.cloudflare.com, dns.cloudflare.com",NOERROR,mx.sendgrid.net,v=spf1 ip4:167.89.90.222 -all,u5759861.wl112.sendgrid.net,,,,,,,
[x],email.redbull.com,,"pdns91.ultradns.com, domains.redbull.com",NOERROR,mx.eemms.net,v=spf1 -all,,,,,,,,
[x],emm.redbull.com,91.204.193.170,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],emp-import-modal-d.redbull.com,"44.235.248.187, 44.237.69.133","ns-1870.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,aws1-p-ore-f56-f1802633d909bd81.elb.us-west-2.amazonaws.com,,,,,,,
[x],emp-import-modal-q.redbull.com,34.218.163.227,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],en.redbull.com,"23.72.252.59, 23.72.252.81","n0r.akamai.net, hostmaster.akamai.com",NOERROR,,,"microsites.redbull.edgesuite.net, a445.r.akamai.net",,,,,,,
[x],energydrink-at.redbull.com,"95.100.111.232, 95.100.111.130","n0dscr.akamai.net, hostmaster.akamai.com",NOERROR,,,"ssl01.microsites.redbull.edgesuite.net, a1819.dscr.akamai.net","2a02:26f0:d8::6851:3c08, 2a02:26f0:d8::6851:3c10",,,,,,
[x],energydrink-cz.redbull.com,"104.97.85.25, 104.97.85.11","n0dscr.akamai.net, hostmaster.akamai.com",NOERROR,,,"ssl01.microsites.redbull.edgesuite.net, a1819.dscr.akamai.net","2600:1408:7400::17c7:3f12, 2600:1408:7400::17c7:3f68",,,,,,
[x],energydrink-de.redbull.com,"23.72.252.67, 23.72.252.66","n0dscr.akamai.net, hostmaster.akamai.com",NOERROR,,,"ssl01.microsites.redbull.edgesuite.net, a1819.dscr.akamai.net","2a02:26f0:b200::1748:fc99, 2a02:26f0:b200::1748:fcab",,,,,,
[x],energydrink-fr.redbull.com,"23.55.110.10, 23.55.110.29","n0dscr.akamai.net, hostmaster.akamai.com",NOERROR,,,"ssl01.microsites.redbull.edgesuite.net, a1819.dscr.akamai.net","2a02:26f0:1700:16::b856:fbce, 2a02:26f0:1700:16::b856:fbde",,,,,,
[x],energydrink-it.redbull.com,"104.97.85.25, 104.97.85.11","n0dscr.akamai.net, hostmaster.akamai.com",NOERROR,,,"ssl01.microsites.redbull.edgesuite.net, a1819.dscr.akamai.net","2600:1408:7400::17c7:3f12, 2600:1408:7400::17c7:3f68",,,,,,
[x],energydrink-uk.redbull.com,"23.32.238.48, 23.32.238.56, 23.32.238.65, 23.32.238.83, 23.32.238.19, 23.32.238.24, 23.32.238.27","n0dscr.akamai.net, hostmaster.akamai.com",NOERROR,,,"ssl01.microsites.redbull.edgesuite.net, a1819.dscr.akamai.net","2a02:26f0:3500:12::1730:17b6, 2a02:26f0:3500:12::1730:1799",,,,,,
[x],energydrink-us.redbull.com,"2.16.202.83, 2.16.202.96","n0dscr.akamai.net, hostmaster.akamai.com",NOERROR,,,"ssl01.microsites.redbull.edgesuite.net, a1819.dscr.akamai.net","2a02:26f0:480:e::210:f10e, 2a02:26f0:480:e::210:f10d",,,,,,
[x],energydrink.redbull.com,"23.32.238.27, 23.32.238.32, 23.32.238.56, 23.32.238.65, 23.32.238.24","n0dscr.akamai.net, hostmaster.akamai.com",NOERROR,,,"ssl01.microsites.redbull.edgesuite.net, a1819.dscr.akamai.net","2a02:26f0:3500:12::1730:17b6, 2a02:26f0:3500:12::1730:1799",,,,,,
[x],engagement.redbull.com,213.174.49.43,"pdns91.ultradns.com, domains.redbull.com",NOERROR,redbull-com.mail.protection.outlook.com,"MS=ms49977232, v=spf1 include:spf.protection.outlook.com include:_spf.redbull.com -all",,,,,,,,
[x],engineering.redbull.com,"54.90.158.51, 44.195.217.45","ns-1450.awsdns-53.org, awsdns-hostmaster.amazon.com",NOERROR,,,host.archbee.io,,"ns-1450.awsdns-53.org, ns-1936.awsdns-50.co.uk, ns-417.awsdns-52.com, ns-654.awsdns-17.net",,,,,
[x],enroll.redbull.com,,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],enterdannysmind.redbull.com,"2.19.198.171, 2.19.198.104","n0r.akamai.net, hostmaster.akamai.com",NOERROR,,,"microsites.redbull.edgesuite.net, a445.r.akamai.net",,,,,,,
[x],enterpriseregistration.ms.redbull.com,20.190.137.40,"tm1.dns-tm.com, hostmaster.trafficmanager.net, internal.akadns.net, hostmaster.akamai.com",NOERROR,,,"enterpriseregistration.windows.net, adrs.privatelink.msidentity.com, www.tm.prd.adrs.trafficmanager.net, www.tm.prd.adrs.akadns.net",,,True,azure,,,
[x],epecuen.redbull.com,204.74.99.100,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],epic.redbull.com,"184.25.50.153, 184.25.50.170","n0r.akamai.net, hostmaster.akamai.com",NOERROR,,,"microsites.redbull.edgesuite.net, a445.r.akamai.net",,,,,,,
[x],equipmentdevelopmentform-d.redbull.com,"35.165.184.85, 54.214.213.25","ns-1870.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,aws1-p-ore-f53-abcbc66f02ed1312.elb.us-west-2.amazonaws.com,,,,,,,
[x],equipmentdevelopmentform.redbull.com,35.155.237.37,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],es-vpn01.redbull.com,89.140.161.50,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],es.redbull.com,,"pdns91.ultradns.com, domains.redbull.com",NOERROR,redbull-com.mail.protection.outlook.com,"MS=ms73145592, v=spf1 include:spf.protection.outlook.com include:_spf.redbull.com include:mail.zendesk.com -all",,,,,,,,
[x],esmadpcvr01rb.redbull.com,89.140.161.51,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],estudio.redbull.com,"85.112.113.40, 85.112.113.43","n0r.akamai.net, hostmaster.akamai.com",NOERROR,,,"microsites.redbull.edgesuite.net, a445.r.akamai.net",,,,,,,
[x],eu.canvases.redbull.com,"18.66.97.72, 18.66.97.12, 18.66.97.10, 18.66.97.123","ns-1521.awsdns-62.org, awsdns-hostmaster.amazon.com",NOERROR,,,dhyk05068a9ft.cloudfront.net,"2600:9000:223c:8800:d:7edb:9240:93a1, 2600:9000:223c:3a00:d:7edb:9240:93a1, 2600:9000:223c:ee00:d:7edb:9240:93a1, 2600:9000:223c:fc00:d:7edb:9240:93a1, 2600:9000:223c:bc00:d:7edb:9240:93a1, 2600:9000:223c:dc00:d:7edb:9240:93a1, 2600:9000:223c:6400:d:7edb:9240:93a1, 2600:9000:223c:d000:d:7edb:9240:93a1","ns-1521.awsdns-62.org, ns-1769.awsdns-29.co.uk, ns-64.awsdns-08.com, ns-739.awsdns-28.net",True,cloudfront,,,
[x],event.redbull.com,188.114.83.95,"pdns91.ultradns.com, domains.redbull.com",NOERROR,smtp1-in.getresponse360.pl,"v=spf1 include:_spf.massmail.redbull.com -all, google-site-verification=tUkVsFCf_RlgNk2AqWnVbHUmUJyNtXltwtqt2ML3Iu4",,,,,,,,letsencrypt.org
[x],eventcalendar-d.redbull.com,50.112.36.71,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],eventcalendar.redbull.com,,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],events-dev.redbull.com,34.120.73.12,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,True,google,,,
[x],events-staging.redbull.com,34.117.9.161,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,True,google,,,
[x],eventstats.redbull.com,,"ns-149.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,,,d2ybh9bv4yi306.cloudfront.net,"2600:9000:20c5:3600:b:9ae0:6d80:93a1, 2600:9000:20c5:2c00:b:9ae0:6d80:93a1, 2600:9000:20c5:b000:b:9ae0:6d80:93a1, 2600:9000:20c5:9c00:b:9ae0:6d80:93a1, 2600:9000:20c5:600:b:9ae0:6d80:93a1, 2600:9000:20c5:4600:b:9ae0:6d80:93a1, 2600:9000:20c5:3c00:b:9ae0:6d80:93a1, 2600:9000:20c5:e400:b:9ae0:6d80:93a1","ns-1897.awsdns-45.co.uk, ns-830.awsdns-39.net, ns-149.awsdns-18.com, ns-1471.awsdns-55.org",True,cloudfront,,,
[x],ews.redbull.com,195.177.199.155,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,mail.redbull.com,,,,,,,
[x],explore-staging.redbull.com,2.17.213.158,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"wildcard.microsites.redbull.edgekey.net, e10816.a.akamaiedge.net",,,,,,,
[x],explore.redbull.com,23.215.181.115,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"wildcard.microsites.redbull.edgekey.net, e10816.a.akamaiedge.net",,,,,,,
[x],expressway.redbull.com,54.144.128.85,,NOERROR,,,,,,,,,,
[x],factbook.redbull.com,,"ns-418.awsdns-52.com, hostmaster.cloudfront.net",NOERROR,,,d16uml7fw01jf0.cloudfront.net,,,,,,,
[x],fantasyfactions.redbull.com,15.161.123.40,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],fantasyfootball.redbull.com,213.227.189.20,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,origin.microsites.redbull.com,,,,,,,
[x],fc-vpn.redbull.com,213.153.57.23,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],features.redbull.com,98.129.78.46,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],fedd.redbull.com,91.204.193.186,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],fedp.redbull.com,91.204.193.166,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],fedq.redbull.com,91.204.193.176,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],feedback-q.redbull.com,"104.16.51.111, 104.16.53.111","ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",NOERROR,mail-pod-29.int.zendesk.com,"pod=29, v=spf1 include:mail.zendesk.com ~all",feedback-rbtv-q.zendesk.com,,,True,cloudflare,,,
[x],feedback.redbull.com,"104.16.51.111, 104.16.53.111","ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",NOERROR,mail-pod-29.int.zendesk.com,"pod=29, v=spf1 include:mail.zendesk.com ~all",feedback-rbtv.zendesk.com,,,True,cloudflare,,,
[x],fehosting-q.redbull.com,"18.154.63.88, 18.154.63.41, 18.154.63.63, 18.154.63.83","ns-636.awsdns-15.net, awsdns-hostmaster.amazon.com",NOERROR,,,d3d9x1hwwpuzhj.cloudfront.net,"2600:9000:243d:2e00:4:5122:9c0:93a1, 2600:9000:243d:2400:4:5122:9c0:93a1, 2600:9000:243d:f600:4:5122:9c0:93a1, 2600:9000:243d:ba00:4:5122:9c0:93a1, 2600:9000:243d:5200:4:5122:9c0:93a1, 2600:9000:243d:7600:4:5122:9c0:93a1, 2600:9000:243d:9200:4:5122:9c0:93a1, 2600:9000:243d:de00:4:5122:9c0:93a1","ns-1678.awsdns-17.co.uk, ns-264.awsdns-33.com, ns-636.awsdns-15.net, ns-1333.awsdns-38.org",True,cloudfront,,,
[x],fehosting-s.redbull.com,"108.138.217.97, 108.138.217.35, 108.138.217.93, 108.138.217.79","ns-736.awsdns-28.net, awsdns-hostmaster.amazon.com",NOERROR,,,d2ogw8j4yaahh1.cloudfront.net,"2600:9000:2487:2e00:1d:2522:3d40:93a1, 2600:9000:2487:1400:1d:2522:3d40:93a1, 2600:9000:2487:1800:1d:2522:3d40:93a1, 2600:9000:2487:a200:1d:2522:3d40:93a1, 2600:9000:2487:a800:1d:2522:3d40:93a1, 2600:9000:2487:a600:1d:2522:3d40:93a1, 2600:9000:2487:e400:1d:2522:3d40:93a1, 2600:9000:2487:3000:1d:2522:3d40:93a1","ns-1398.awsdns-46.org, ns-1805.awsdns-33.co.uk, ns-224.awsdns-28.com, ns-736.awsdns-28.net",True,cloudfront,,,
[x],festival.redbull.com,80.120.169.239,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,origin.microsites-js.redbull.com,,,,,,,
[x],festivalguidelines-integration.redbull.com,98.129.78.50,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],festivalguidelines-staging.redbull.com,98.129.78.50,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],festivalguidelines.redbull.com,98.129.78.50,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],festivals.redbull.com,204.74.99.100,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],fi.redbull.com,,"pdns91.ultradns.com, domains.redbull.com",NOERROR,redbull-com.mail.protection.outlook.com,"v=spf1 include:spf.protection.outlook.com include:_spf.redbull.com include:mail.zendesk.com -all, MS=ms83746889",,,,,,,,
[x],files.app.redbull.com,194.107.83.17,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],fitness.redbull.com,204.74.99.100,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],flavorcatch.redbull.com,"18.164.68.21, 18.164.68.76, 18.164.68.8, 18.164.68.39","ns-1918.awsdns-47.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,d3nb91a7h5grug.cloudfront.net,"2600:9000:23d4:7000:a:ab7a:7e00:93a1, 2600:9000:23d4:3400:a:ab7a:7e00:93a1, 2600:9000:23d4:be00:a:ab7a:7e00:93a1, 2600:9000:23d4:f200:a:ab7a:7e00:93a1, 2600:9000:23d4:3a00:a:ab7a:7e00:93a1, 2600:9000:23d4:2c00:a:ab7a:7e00:93a1, 2600:9000:23d4:7400:a:ab7a:7e00:93a1, 2600:9000:23d4:b400:a:ab7a:7e00:93a1","ns-519.awsdns-00.net, ns-265.awsdns-33.com, ns-1179.awsdns-19.org, ns-1918.awsdns-47.co.uk",True,cloudfront,,,
[x],flavorcatchsummer.redbull.com,,"ns-418.awsdns-52.com, hostmaster.cloudfront.net",NOERROR,,,dnk134x95cn6b.cloudfront.net,,,,,,,
[x],flip-run-game.redbull.com,"104.97.85.11, 104.97.85.25","n0dscr.akamai.net, hostmaster.akamai.com",NOERROR,,,"ssl01.microsites.redbull.edgesuite.net, a1819.dscr.akamai.net","2600:1408:7400::17c7:3f12, 2600:1408:7400::17c7:3f68",,,,,,
[x],fluegel.redbull.com,204.74.99.100,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,"pdns91.ultradns.com, pdns91.ultradns.net, pdns91.ultradns.org, pdns91.ultradns.biz, ns15.ultradns2.com, ns15.ultradns2.org",,,,,
[x],fluegelfuerdich.redbull.com,"173.222.107.14, 173.222.107.21","n0r.akamai.net, hostmaster.akamai.com",NOERROR,,,"microsites.redbull.edgesuite.net, a445.r.akamai.net",,,,,,,
[x],flugplan.redbull.com,46.38.251.123,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,"pdns91.ultradns.com, pdns91.ultradns.net, pdns91.ultradns.org, pdns91.ultradns.biz, ns15.ultradns2.com, ns15.ultradns2.org",,,,,
[x],flugtagglasaj.redbull.com,,,NOERROR,,,,,,,,,,
[x],foilinggeneration.redbull.com,204.74.99.100,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,"pdns91.ultradns.com, pdns91.ultradns.net, pdns91.ultradns.org, pdns91.ultradns.biz, ns15.ultradns2.com, ns15.ultradns2.org",,,,,
[x],fonts-api-dev.redbull.com,"108.157.4.37, 108.157.4.40, 108.157.4.27, 108.157.4.83","ns-1084.awsdns-07.org, awsdns-hostmaster.amazon.com",NOERROR,,,d28f0p6ny7ywdl.cloudfront.net,"2600:9000:2315:da00:1b:7fbd:da40:93a1, 2600:9000:2315:ae00:1b:7fbd:da40:93a1, 2600:9000:2315:2400:1b:7fbd:da40:93a1, 2600:9000:2315:cc00:1b:7fbd:da40:93a1, 2600:9000:2315:4c00:1b:7fbd:da40:93a1, 2600:9000:2315:f000:1b:7fbd:da40:93a1, 2600:9000:2315:ee00:1b:7fbd:da40:93a1, 2600:9000:2315:d400:1b:7fbd:da40:93a1","ns-603.awsdns-11.net, ns-1084.awsdns-07.org, ns-1645.awsdns-13.co.uk, ns-5.awsdns-00.com",True,cloudfront,,,
[x],fonts.redbullmediahouse.com,184.30.17.64,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"wildcard.microsites.redbull.edgekey.net, e10816.a.akamaiedge.net",,,,,,,
[x],football-game.redbull.com,"23.55.110.29, 23.55.110.10","n0dscr.akamai.net, hostmaster.akamai.com",NOERROR,,,"ssl01.microsites.redbull.edgesuite.net, a1819.dscr.akamai.net","2a02:26f0:1700:16::b856:fbde, 2a02:26f0:1700:16::b856:fbce",,,,,,
[x],forecast-staging.redbull.com,10.16.107.90,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,"pdns91.ultradns.com, pdns91.ultradns.net, pdns91.ultradns.org, pdns91.ultradns.biz, ns15.ultradns2.com, ns15.ultradns2.org",,,True,10.16.107.90,
[x],forecast.redbull.com,,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],forms.redbull.com,23.37.58.153,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"wildcard.redbull.com.edgekey.net, e7628.x.akamaiedge.net",,,,,,,
[x],fotoweb.vie.redbullmediahouse.com,10.174.190.168,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,"pdns91.ultradns.com, pdns91.ultradns.net, pdns91.ultradns.biz, pdns91.ultradns.org, ns15.ultradns2.com, ns15.ultradns2.org",,,True,10.174.190.168,
[x],fr-vpn01.redbull.com,62.23.65.226,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],fr.redbull.com,,"pdns91.ultradns.com, domains.redbull.com",NOERROR,redbull-com.mail.protection.outlook.com,"v=spf1 include:spf.protection.outlook.com include:_spf.redbull.com include:mail.zendesk.com -all, MS=ms91096731",,,"pdns91.ultradns.com, pdns91.ultradns.net, pdns91.ultradns.org, pdns91.ultradns.biz, ns15.ultradns2.com, ns15.ultradns2.org",,,,,
[x],fr.redbullmusicacademy.com,"184.25.51.83, 184.25.51.11","n0dscr.akamai.net, hostmaster.akamai.com",NOERROR,,,"ssl03.microsites.redbull.edgesuite.net, a1790.dscr.akamai.net","2a02:26f0:fe00::5c7a:6508, 2a02:26f0:fe00::5c7a:6529",,,,,,
[x],freegoods-d.redbull.com,"44.235.248.187, 44.237.69.133","ns-1870.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,aws1-p-ore-f56-f1802633d909bd81.elb.us-west-2.amazonaws.com,,,,,,,
[x],freegoods-s.redbull.com,34.223.204.159,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],freegoods.redbull.com,54.190.254.0,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],ftp.microsites.redbull.com,80.120.169.246,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],ftp.redbullmediahouse.com,91.204.193.140,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],futureunderground.redbull.com,204.74.99.100,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],games.redbull.com,204.74.99.100,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],garage.redbull.com,"172.67.37.88, 104.22.3.72, 104.22.2.72","rajeev.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,skopesa.mendrhub.com,"2606:4700:10::ac43:2558, 2606:4700:10::6816:348, 2606:4700:10::6816:248",,True,cloudflare,,,
[x],ge.redbull.com,,"pdns91.ultradns.com, domains.redbull.com",NOERROR,redbull-com.mail.protection.outlook.com,"R0E0D20170, v=spf1 include:spf.protection.outlook.com include:_spf.redbull.com include:mail.zendesk.com -all",,,,,,,,
[x],generali.redbullmediahouse.com,,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
