new,host,a,soa,status_code,cname,cdn,cdn-name,aaaa,ns,has_internal_ips,internal_ips,txt,mx,caa
,ideaservice.lenovo.com.cn,"59.61.88.218, 119.233.254.9","a24-65.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,ievents-us-hls.lenovo.com,"2.19.204.84, 2.16.103.8","n0z.akamai.net, hostmaster.akamai.com",NOERROR,"ievents-us-hls.lenovo.com.akamaized.net, a1663.z.akamai.net",,,,,,,,,
,iknow.lenovo.com.cn,43.255.226.147,"a24-65.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,image.lenovo.com,103.30.232.152,,NOERROR,melody.gtm.lenovo.com,,,,,,,,,
,images.em.lenovo.com,,"ns-418.awsdns-52.com, hostmaster.cloudfront.net",NOERROR,"lenovo.images.maas.zetaglobal.net, d3gnv5nx1utrz4.cloudfront.net",,,,,,,,,
,images.motorola.com,206.19.230.82,"ns1.motorolamobility.com, internic.motorola.com",NOERROR,destiny.motorola.com,,,,,,,,,
,img.mbgstore.lenovo.com.cn,128.1.77.226,"ns1.trpcdn.net, postmaster.trpcdn.net",NOERROR,"img.lenovomm.com.trpcdn.net, u996.v.trpcdn.net",,,,,,,,,
,in.motorola.com,"23.55.163.72, 23.55.163.60","n0dscq.akamai.net, hostmaster.akamai.com",NOERROR,"in.motorola.com.edgesuite.net, a1475.dscq.akamai.net",,,"2a02:26f0:3500:e::1732:8359, 2a02:26f0:3500:e::1732:834e",,,,,,
,inapi.gtm.lenovo.com,103.30.234.25,,NOERROR,,,,,,,,,,
,inapi.lenovo.com,146.196.114.124,"a1-79.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,india.moli.lenovo.com,"13.127.118.233, 15.207.150.193","ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,moli-in-prod-1002825615.ap-south-1.elb.amazonaws.com,,,,,,,,,
,info.lenovo.com,12.130.131.126,"ns1.responsys.net, hostmaster.responsys.com",NOERROR,,,,,"ns1.responsys.net, ns2.responsys.net",,,v=spf1 ip4:12.130.136.0/22 ip4:12.130.153.0/24 ip4:12.130.154.0/24 -all,"imh.rsys2.net, imh2.rsys2.net",
,info.lenovo.com.cn,43.255.226.106,"a24-65.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,infoboard.csw.lenovo.com,"13.32.27.107, 13.32.27.10, 13.32.27.114, 13.32.27.120","ns-1511.awsdns-60.org, awsdns-hostmaster.amazon.com",NOERROR,infoboard-csw-lenovo.com,True,cloudfront,,"ns-1511.awsdns-60.org, ns-160.awsdns-20.com, ns-1925.awsdns-48.co.uk, ns-807.awsdns-36.net",,,,,
,infosmart.lenovo.com.cn,43.255.226.159,"a24-65.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,ingress-oobe.naea1.uds.lenovo.com,"52.0.67.163, 35.153.92.140, 35.171.237.241","ns-1423.awsdns-49.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,ingress.cnno1.holo-one.lenovo.com,"69.230.221.32, 69.234.209.19, 52.82.126.87","ns-2705.awsdns-cn-41.biz, awsdns-hostmaster.amazon.com",NOERROR,h1-holo-waf-prod-758675534.cn-northwest-1.elb.amazonaws.com.cn,,,,,,,,,
,ingress.euwe1.holo-one.lenovo.com,"18.196.14.141, 18.198.118.13, 52.59.64.145","ns-632.awsdns-15.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,ingress.naea1.holo-one.lenovo.com,"34.232.8.58, 107.21.190.34, 34.196.242.56","ns-632.awsdns-15.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,ingress.naea1.uds.lenovo.com,"52.45.156.231, 52.73.198.169, 54.237.53.239","ns-1423.awsdns-49.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,ingress.uds-qa.lenovo.com,"52.206.134.40, 34.231.46.80, 50.17.199.7","ns-1316.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,ink-au.lenovo.com,,"a1-79.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,ink-gb.lenovo.com,"13.227.173.128, 13.227.173.74, 13.227.173.30, 13.227.173.77","ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,d5tbg71z015s6.cloudfront.net,True,cloudfront,,"ns-1925.awsdns-48.co.uk, ns-329.awsdns-41.com, ns-1332.awsdns-38.org, ns-817.awsdns-38.net",,,,,
,ink.lenovo.com,"52.222.214.56, 52.222.214.100, 52.222.214.102, 52.222.214.11","ns-1502.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,d374l8t4mjd2tc.cloudfront.net,True,cloudfront,,"ns-1502.awsdns-59.org, ns-1994.awsdns-57.co.uk, ns-437.awsdns-54.com, ns-640.awsdns-16.net",,,,,
,intl.motorola.com,,"ns1.motorolamobility.com, internic.motorola.com",NOERROR,,,,,,,,,"alt2.aspmx.l.google.com, alt1.aspmx.l.google.com, alt4.aspmx.l.google.com, alt3.aspmx.l.google.com, aspmx.l.google.com",
,investor.motorola.com,"144.188.128.112, 144.188.129.107","il93m-il12.mot-mobility.com, hostmaster.il93m-il12.mot-mobility.com",NOERROR,usa-df.fweb.motorolamobility.com,,,,,,,,,
,invoice.17.lenovo.com.cn,43.255.226.14,"a24-65.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,io.motorola.com,"144.188.128.112, 144.188.129.107","il93m-il12.mot-mobility.com, hostmaster.il93m-il12.mot-mobility.com",NOERROR,usa-df.fweb.motorolamobility.com,,,,il93m-il12.mot-mobility.com,,,,,
,iot.lenovo.com,43.255.227.63,"a1-79.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,iottimev1.lenovo.com.cn,39.97.4.41,"a24-65.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,ip.lenovo.com,146.196.114.51,"a1-79.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,ip.lenovo.com.cn,39.107.222.167,"a24-65.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,ipgpassport.lenovo.com,58.247.171.36,"a1-79.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,ipgpassportuat.lenovo.com,58.247.171.38,"a1-79.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,ipm.lenovo.com.cn,43.255.226.122,"a24-65.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,ipmpd.mbgcdn.lenovo.com.cn,103.212.12.1,"vip3.alidns.com, hostmaster.hichina.com",NOERROR,,,,,,,,,,
,ips.lenovo.com,43.255.226.122,"a1-79.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,ips.lenovo.com.cn,43.255.226.33,"vip1.alidns.com, hostmaster.hichina.com",NOERROR,gtm-cn-i7m2iit0403.gtm-a2b9.com,,,,,,,,,
,ips.mbgstore.lenovo.com.cn,47.108.203.17,"vip3.alidns.com, hostmaster.hichina.com",NOERROR,,,,,,,,,,
,iseus01.lenovo.com,,,NOERROR,,,,,,,,,,
,israel.motorola.com,"184.24.77.46, 184.24.77.71","n0q.akamai.net, hostmaster.akamai.com",NOERROR,"israel.motorola.com.edgesuite.net, a493.q.akamai.net",,,,,,,,,
,it-it.support.motorola.com,138.1.126.141,"dnsmasterac01.rightnowtech.com, root.rightnowtech.com",NOERROR,motorola-global-portal-it.custhelp.com,True,oracle,,"ednsac02.rightnowtech.com, ns2.p17.dynect.net, ns1.p17.dynect.net, ns3.p17.dynect.net, ns4.p17.dynect.net, ednsac01.rightnowtech.com",,,,,
,its.lenovo.com.cn,43.255.226.120,"a24-65.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,itsechelp.lenovo.com,"52.6.191.88, 34.233.246.197","ns-59.awsdns-07.com, awsdns-hostmaster.amazon.com",NOERROR,vpc-secreview.us-east-1.elasticbeanstalk.com,,,,,,,,,
,jira.ecommerce.gtm.lenovo.com,103.30.232.226,,NOERROR,,,,,,,,,,
,jira.xpaas.gtm.lenovo.com,"103.30.234.195, 43.255.227.6, 104.232.254.31, 103.244.56.239, 210.12.225.43, 106.38.19.43",,NOERROR,,,,,,,,,,
,jiradmz.xpaas.gtm.lenovo.com,"103.30.234.200, 210.12.225.99, 103.244.56.248, 104.232.254.35, 43.255.226.225, 106.38.19.101","f5-hk01.gtm.lenovo.com, hostmaster.f5-hk01.gtm.lenovo.com",NOERROR,,,,,,,,,,
,jobs.lenovo.com,74.217.56.210,"ns-753.awsdns-30.net, awsdns-hostmaster.amazon.com",NOERROR,lenovo.avature.net,,,,,,,v=spf1 redirect=spf.avature.net,smtp-iatsapp-en11.avature.net,
,join.gtm.lenovo.com,"104.232.228.10, 144.188.128.107, 210.12.225.17, 43.255.226.226, 124.127.169.21, 43.255.226.139, 103.30.234.42",,NOERROR,,,,,,,,,,
,join.lenovo.com,"103.30.234.42, 104.232.228.10, 144.188.128.107, 43.255.226.139, 43.255.226.226, 210.12.225.17, 124.127.169.21",,NOERROR,join.gtm.lenovo.com,,,,,,,,,
,jp-jp.support.motorola.com,138.1.126.141,"dnsmasterac01.rightnowtech.com, root.rightnowtech.com",NOERROR,motorola-global-portal-jp.custhelp.com,True,oracle,,,,,,,
,jpserver.lenovo.com,103.30.235.167,"a1-79.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,jr.lenovo.com,,"a1-79.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,jrlx.lenovo.com.cn,146.196.114.60,"a24-65.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,js.lenovo.com.cn,128.1.77.226,"ns1.trpcdn.net, postmaster.trpcdn.net",NOERROR,"js.mbgcdn.lenovo.com.cn, js.lenovo.com.cn.trpcdn.net, u996.v.trpcdn.net",,,,,,,,,
,jyhshop.lenovo.com.cn,118.145.19.132,"a24-65.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,jzh.lenovo.com.cn,39.106.201.95,"a24-65.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,jzhapp.lenovo.com.cn,"163.181.92.229, 163.181.92.227, 163.181.92.225, 163.181.92.228, 163.181.92.226, 163.181.92.232, 163.181.92.230, 163.181.92.231","ns1.vip.cdngslb.com, root.cdngslb.com",NOERROR,jzhapp.lenovo.com.cn.w.cdngslb.com,,,,,,,,,
,jzhcs.lenovo.com.cn,"180.163.40.36, 180.163.40.37, 180.163.40.38, 180.163.40.41, 180.163.40.19, 180.163.40.34, 180.163.40.35","ns3.kunluncan.com, root.taobao.com",NOERROR,jzhcs.lenovo.com.cn.w.kunluncan.com,,,,,,,,,
,jzhfile.lenovo.com.cn,43.255.227.10,"a24-65.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,k.lenovo.com,43.255.224.202,"a1-79.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,k12.lenovo.com.cn,43.255.225.247,"vip3.alidns.com, hostmaster.hichina.com",NOERROR,"lvs.lenovo.com.cn, lvs-dy-a-outer.lefile.cn",,,,,,,,,
,kaiju-rest-prod.motorola.com,34.120.175.238,"ns1.motorolamobility.com, internic.motorola.com",NOERROR,,True,google,,,,,,,
,kaiju-solr-prod.motorola.com,34.120.227.7,"ns1.motorolamobility.com, internic.motorola.com",NOERROR,,True,google,,,,,,,
,kaiju-solr-test.motorola.com,34.120.5.85,"ns1.motorolamobility.com, internic.motorola.com",NOERROR,,True,google,,,,,,,
,kaiju.motorola.com,"216.239.36.21, 216.239.38.21, 216.239.32.21, 216.239.34.21","ns1.motorolamobility.com, internic.motorola.com",NOERROR,,,,,,,,google-site-verification=SWxxrkF1bfMqjKJcVPnANZJOGEM1saSzRrz7GUjuEBI,,
,kas.lenovo.com.cn,43.255.226.122,"a24-65.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,kb.lenovo.com,104.232.254.24,"a1-79.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,kf.cube.lenovo.com,58.215.167.11,"a1-79.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,knola.lenovo.com,"52.4.7.229, 52.54.58.35","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,knola-us-prod-server-839039526.us-east-1.elb.amazonaws.com,,,,,,,,,
,ko-kr.support.motorola.com,138.1.126.141,"dnsmasterac01.rightnowtech.com, root.rightnowtech.com",NOERROR,motorola-global-kor.custhelp.com,True,oracle,,,,,,,
,kr.motorola.com,179.191.165.65,"ns1.azionedge.net, admin.azion.com",NOERROR,"kr.motorola.com.cdn.vtex.com, isu1eem340.map.azionedge.net",,,,,,,,,
,kt.lenovo.com,106.37.218.119,"a1-79.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,laapi.csw.lenovo.com.cn,,"a24-65.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,lab.thinkcloud.lenovo.com,20.212.55.116,"a1-79.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,las-bounce.lenovo.com,192.28.155.63,"a1-79.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,v=spf1 include:mktomail.com ~all,las-bounce.lenovo.com,
,las.moli.lenovo.com,"18.231.38.137, 18.231.18.88","ns-2034.awsdns-62.co.uk, awsdns-hostmaster.amazon.com",NOERROR,moli-las-prod-1725134632.sa-east-1.elb.amazonaws.com,,,,,,,,,
,launcher.lenovo.com,120.133.57.64,"a1-79.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,lav.lenovo.com.cn,124.238.232.248,"a24-65.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,lbc.lenovo.com,43.255.226.44,"a1-79.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,lcc.gtm.lenovo.com,103.244.56.250,,NOERROR,,,,,,,,,,
,lcc.lenovo.com,103.244.56.250,,NOERROR,lcc.gtm.lenovo.com,,,,,,,,,
,lccftp.lenovo.com,103.30.232.30,"a1-79.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,lcfc01.blt.lenovo.com,103.244.59.239,"ns1.alidns.com, hostmaster.hichina.com",NOERROR,,,,,,,,,,
,lcse.lenovo.com.cn,43.255.226.135,"a24-65.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,ld.lenovo.com,146.196.115.10,"a1-79.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,ldc-fast.mbgcdn.lenovo.com.cn,"116.163.40.100, 118.122.13.191, 211.137.95.101, 218.60.98.100, 36.104.133.219, 36.170.90.53, 36.189.15.191, 36.250.228.86, 101.207.252.191, 112.29.198.100, 112.31.163.74","ns3.bytedns.com, dnsadmin.bytedance.com",NOERROR,"ldc-fast.lenovo.com.cn.volcgslb.com, sx-region-v4.volcgtm.com",,,,,,,,,
,ldc-open.lenovo.com.cn,39.107.71.235,"vip3.alidns.com, hostmaster.hichina.com",NOERROR,ldc-open.mbgcdn.lenovo.com.cn,,,,,,,,,
,ldc-open.mbgcdn.lenovo.com.cn,39.107.71.235,"vip3.alidns.com, hostmaster.hichina.com",NOERROR,,,,,,,,,,
,ldc-slb.mbgcdn.lenovo.com.cn,39.96.145.252,"vip3.alidns.com, hostmaster.hichina.com",NOERROR,,,,,,,,,,
,ldc.lenovo.com.cn,39.107.71.235,"vip3.alidns.com, hostmaster.hichina.com, ns1.trpcdn.net, postmaster.trpcdn.net",NOERROR,"ldc.mbgcdn.lenovo.com.cn, ldc.lenovo.com.cn.trpcdn.net, uz95.v.trpcdn.net",,,,,,,,,
,ldc.mbgcdn.lenovo.com.cn,39.107.71.235,"vip3.alidns.com, hostmaster.hichina.com, ns1.trpcdn.net, postmaster.trpcdn.net",NOERROR,"ldc.lenovo.com.cn.trpcdn.net, uz95.v.trpcdn.net",,,,,,,,,
,ldiplusstatus.uds.lenovo.com,52.215.192.131,"ns-1711.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",NOERROR,ffq32ccyhqzl.stspg-customer.com,,,,,,,,,"letsencrypt.org, globalsign.com;"
,ldistatus.uds.lenovo.com,52.215.192.133,"ns-1711.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",NOERROR,fml0qwfkkb54.stspg-customer.com,,,,,,,,,"letsencrypt.org, globalsign.com;"
,le-credit.lenovo.com,146.196.114.60,"a1-79.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,le-reporting.gtm.lenovo.com,103.30.232.126,,NOERROR,,,,,,,,,,
,le-reporting.lenovo.com,103.244.56.126,,NOERROR,le-reporting.gtm.lenovo.com,,,,,,,,,
,leakage.lenovo.com,114.55.101.32,"a1-79.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,learning.lenovo.com,"18.208.39.163, 100.24.157.224","ns-572.awsdns-07.net, awsdns-hostmaster.amazon.com",NOERROR,"lenovo.docebosaas.com, us-c.docebopaas.com",,,,,,,,,
,learningcenter.lenovo.com,146.196.115.71,"a1-79.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,leask.lenovo.com,,,NOERROR,leask.lcf5.lenovo.com,,,,,,,,,
,lecloud-pc.mbgstore.lenovo.com.cn,39.102.42.211,"vip3.alidns.com, hostmaster.hichina.com",NOERROR,,,,,,,,,,
,lecloud.mbgstore.lenovo.com.cn,39.102.42.211,"vip3.alidns.com, hostmaster.hichina.com",NOERROR,,,,,,,,,,
,legion.lenovo.com,"172.66.43.91, 172.66.40.165","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,legion.lenovo.com.cdn.cloudflare.net,True,cloudflare,"2606:4700:3108::ac42:2b5b, 2606:4700:3108::ac42:28a5",,,,,,
,legionzone.mbgcdn.lenovo.com.cn,39.105.137.161,"vip3.alidns.com, hostmaster.hichina.com",NOERROR,,,,,,,,,,
,lena.lenovo.com,"52.77.11.158, 54.179.100.30","ns-1125.awsdns-12.org, awsdns-hostmaster.amazon.com",NOERROR,lena-1686939797.ap-southeast-1.elb.amazonaws.com,,,,,,,,,
,lenbpreturns.lenovo.com,43.255.227.47,"a1-79.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,lencare.gtm.lenovo.com,84.252.116.69,,NOERROR,,,,,,,,,,
,lencare.lenovo.com,43.255.224.57,"a1-79.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,lenovo-comms.lenovo.com,13.111.67.8,"a1-79.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,v=spf1 ip4:13.111.75.172 -all,reply.s11.exacttarget.com,
,lenovo.com.cn,"23.1.201.53, 193.108.91.79, 96.7.49.67, 2.16.40.64, 84.53.139.64, 2.16.130.65, 95.100.173.66","a24-65.akam.net, hexing1.lenovo.com",NOERROR,,,,2600:1403:a::40,"a3-67.akam.net, a28-66.akam.net, a11-64.akam.net, a24-65.akam.net, a1-79.akam.net, a8-64.akam.net",,,"17vcwy6t9t1fzkvyft1m6fmjh4tbqvy7, M40+S88aJZUbdeQwKmnlw29VOiGzEo2yMzS0MB/YUH4=, v=spf1 include:spf.messagelabs.com include:spf.protection.outlook.com ~all, globalsign-domain-verification=XnoVTmLawBoJDB4FgNGCZPxTiIO9oZM6B08RFtobJn, MS=ms56431158, vmuNE4qPHfKyfTS92GgOJH2p5y4ZUQQz+hIDvJj49V0=","cluster9a.us.messagelabs.com, cluster9.us.messagelabs.com",
,lenovoapps.motorola.com,100.65.191.2,"ns1.motorolamobility.com, internic.motorola.com",NOERROR,,,,,,True,100.65.191.2,,,
,lenovoedu.lenovo.com,104.232.228.17,"a1-79.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,lenovointernetus.lenovo.com,10.38.21.18,"a1-79.akam.net, hexing1.lenovo.com",NOERROR,,,,,,True,10.38.21.18,,,
,lenovomm-ad-sdk.mbgcdn.lenovo.com.cn,"49.233.120.121, 82.157.72.64, 81.70.124.219","vip3.alidns.com, hostmaster.hichina.com",NOERROR,,,,,,,,,,
,lenovomm-ad-trace.mbgcdn.lenovo.com.cn,"49.233.99.210, 81.70.124.148, 49.233.246.57","vip3.alidns.com, hostmaster.hichina.com",NOERROR,,,,,,,,,,
,lenovomobilesupport.lenovo.com,2.21.18.210,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"lenovomobilesupport.lenovo.com.edgekey.net, lenovomobilesupport.lenovo.com.edgekey.net.globalredir.akadns.net, e7741.x.akamaiedge.net",,,,,,,,,
,lenovopress.lenovo.com,64.49.237.61,"a1-79.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,lenovovpn-hk.motorola.com,144.188.132.10,"ns1.motorolamobility.com, internic.motorola.com",NOERROR,,,,,,,,,,
,lenovovpn-il.motorola.com,,"ns1.motorolamobility.com, internic.motorola.com",NOERROR,,,,,,,,,,
,lenvip.lenovo.com,"52.205.121.0, 54.197.133.69","ns-624.awsdns-14.net, awsdns-hostmaster.amazon.com",NOERROR,lenovo-sampling.nexus.bazaarvoice.com,,,,,,,,,
,lepack.lenovo.com,43.255.227.78,"a1-79.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,lepay.lenovo.com,146.196.114.60,"a1-79.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,lesc.lenovo.com,104.232.225.105,"a1-79.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,less.naea1.uds.lenovo.com,"104.18.27.244, 104.18.26.244","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,less.naea1.uds.lenovo.com.cdn.cloudflare.net,True,cloudflare,,,,,,,
,lex.lenovo.com.cn,8.141.56.98,"a24-65.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,lfx.gtm.lenovo.com,84.252.116.17,,NOERROR,,,,,,,,,,
,lgc.lenovo.com.cn,221.122.108.121,"a24-65.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,lhp.lenovo.com.cn,43.255.226.145,"a24-65.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,li.lenovo.com.cn,43.255.226.169,"a24-65.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,licp.lenovo.com,43.255.226.8,"a1-79.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,liferay.euwe1.uds.lenovo.com,"3.69.73.213, 52.29.193.80, 52.28.129.49","ns-1423.awsdns-49.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,linkapptest.lenovo.com,,"a1-79.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,linux.lenovo.com,103.30.232.221,"a1-79.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,lion.motorola.com,34.111.190.51,"ns1.motorolamobility.com, internic.motorola.com",NOERROR,,True,google,,,,,,,
,lis.gtm.lenovo.com,103.30.234.183,,NOERROR,,,,,,,,,,
,lis.lenovo.com,103.30.234.183,,NOERROR,lis.gtm.lenovo.com,,,,,,,,,
,lite.euwe1.holo-one.lenovo.com,"99.86.91.95, 99.86.91.45, 99.86.91.39, 99.86.91.77","ns-392.awsdns-49.com, awsdns-hostmaster.amazon.com",NOERROR,d36f8y3v1xhen3.cloudfront.net,True,cloudfront,"2600:9000:2117:1000:16:791e:57c0:93a1, 2600:9000:2117:3800:16:791e:57c0:93a1, 2600:9000:2117:b000:16:791e:57c0:93a1, 2600:9000:2117:d600:16:791e:57c0:93a1, 2600:9000:2117:2200:16:791e:57c0:93a1, 2600:9000:2117:c200:16:791e:57c0:93a1, 2600:9000:2117:2e00:16:791e:57c0:93a1, 2600:9000:2117:fc00:16:791e:57c0:93a1","ns-1518.awsdns-61.org, ns-1600.awsdns-08.co.uk, ns-392.awsdns-49.com, ns-753.awsdns-30.net",,,,,
,live-play.retaildev.lenovo.com,"23.236.102.19, 23.236.102.14, 23.236.102.15","ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"live-play.retaildev.lenovo.com.hdlv4.pilidns.com, default.dlsplay.vdn.pilidns.com, default.play.vdn.pilidns.com",,,,,,,,,
,live-play.retailuat.lenovo.com,"23.236.102.19, 23.236.102.14, 23.236.102.15","ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"live-play.retailuat.lenovo.com.hdlv4.pilidns.com, default.dlsplay.vdn.pilidns.com, default.play.vdn.pilidns.com",,,,,,,,,
,live.lenovo.com,,"ns-1106.awsdns-cn-05.net, awsdns-hostmaster.amazon.com",NOERROR,d10ynj6feibl60.cloudfront.cn,,,,,,,,,
,live.lenovo.com.cn,138.113.147.154,"dns1.wswebcdn.org, webmaster.glb0.lxdns.com",NOERROR,live.lenovo.com.cn.wswebcdn.com,,,,,,,,,
,live.retaildev.lenovo.com,"23.236.102.19, 23.236.102.14, 23.236.102.15","ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"live.retaildev.lenovo.com.pubv4.pilidns.com, default.dlspub.vdn.pilidns.com, default.publish.vdn.pilidns.com",,,,,,,,,
,live.retailuat.lenovo.com,"23.236.102.19, 23.236.102.14, 23.236.102.15","ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"live.retailuat.lenovo.com.pubv4.pilidns.com, default.dlspub.vdn.pilidns.com, default.publish.vdn.pilidns.com",,,,"ns3.dnsv5.com, ns4.dnsv5.com",,,,,
,live.smartedu.lenovo.com,71.131.252.238,"a1-79.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,liveclub.lenovo.com.cn,139.217.10.9,"ns1-01.azure-dns.cn, waboa.microsoft.com",NOERROR,clubminisite.chinacloudapp.cn,,,,,,,,,
,liveupdate7.lenovo.com.cn,43.255.226.106,"a24-65.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,lms.lenovo.com,43.255.226.157,"a1-79.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,lms.lenovo.com.cn,43.255.226.157,"a24-65.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,lmsa.dev.cloud.lenovo.com,"52.88.121.151, 35.167.34.210","ns-1838.awsdns-37.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,lmsa.prod.cloud.lenovo.com,"3.234.160.212, 3.233.22.50","ns-1202.awsdns-22.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,"ns-1202.awsdns-22.org, ns-1576.awsdns-05.co.uk, ns-450.awsdns-56.com, ns-987.awsdns-59.net",,,,,
,localhost.motorola.com.br,127.0.0.1,"ns1.motorolamobility.com, internic.motorola.com",NOERROR,,,,,,True,127.0.0.1,,,
,lockscrcdn.mbgcdn.lenovo.com.cn,185.232.56.147,"ns1.trpcdn.net, postmaster.trpcdn.net",NOERROR,"lockscrcdn.lenovomm.cn.trpcdn.net, u996.v.trpcdn.net",,,,,,,,,
,log-smart.lenovo.com,43.255.226.193,"a1-79.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,log.lenovo.com.cn,43.255.226.122,"a24-65.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,login.cochat.lenovo.com,104.102.54.176,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"cochat.lenovo.com.edgekey.net, cochat.lenovo.com.edgekey.net.globalredir.akadns.net, e16590.x.akamaiedge.net",,,,,,,,,
,login.lenovo.com,146.196.114.55,"a1-79.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,login.motorola.com,,"ns1.motorolamobility.com, internic.motorola.com",NOERROR,,,,,,,,,"alt1.aspmx.l.google.com, alt2.aspmx.l.google.com, aspmx.l.google.com, alt4.aspmx.l.google.com, alt3.aspmx.l.google.com",
