input,title,status_code,content_length,tls_host,tls_port,tls_tls_version,tls_cipher,tls_not_before,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,lines,tech_,cdn,tls_expired,tls_self_signed
care.lenovo.com.cn,����������֧��,,506,care.lenovo.com.cn,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-05-25T00:00:00Z,"CN=*.lenovo.com.cn, O=Lenovo (Beijing) Limited, ST=Beijing, C=CN",*.lenovo.com.cn,Lenovo (Beijing) Limited,"CN=Secure Site Pro CA G2, OU=www.digicert.com, O=DigiCert Inc, C=US",Secure Site Pro CA G2,DigiCert Inc,ctls,care.lenovo.com.cn,443,https://care.lenovo.com.cn:443,https,Microsoft-IIS/10.0,text/html,GET,43.255.226.120,18,Windows Server,,,
cas.wx.lenovo.com,Server explosion,,1199,,,,,,,,,,,,,,443,https://cas.wx.lenovo.com:443,https,Tengine,text/html,GET,47.98.45.123,42,Tengine,,,
cas.wx.lenovo.com.cn,Server explosion,,1199,,,,,,,,,,,,,,443,https://cas.wx.lenovo.com.cn:443,https,Tengine,text/html,GET,47.98.45.123,42,Tengine,,,
cbp.lenovo.com,工作台 管理 微端,,8833,cbp.lenovo.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-03T00:00:00Z,"CN=*.lenovo.com, O=Lenovo (Beijing) Limited, ST=Beijing, C=CN",*.lenovo.com,Lenovo (Beijing) Limited,"CN=Secure Site Pro CA G2, OU=www.digicert.com, O=DigiCert Inc, C=US",Secure Site Pro CA G2,DigiCert Inc,ctls,cbp.lenovo.com,443,https://cbp.lenovo.com:443,https,earth,text/html,GET,146.196.115.98,10,Vue.js,,,
cbp.lenovo.com.cn,工作台 管理 微端,,8833,cbp.lenovo.com.cn,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-03T00:00:00Z,"CN=*.lenovo.com.cn, O=Lenovo (Beijing) Limited, ST=Beijing, C=CN",*.lenovo.com.cn,Lenovo (Beijing) Limited,"CN=Secure Site Pro CA G2, OU=www.digicert.com, O=DigiCert Inc, C=US",Secure Site Pro CA G2,DigiCert Inc,ctls,cbp.lenovo.com.cn,443,https://cbp.lenovo.com.cn:443,https,earth,text/html,GET,146.196.115.98,10,Vue.js,,,
cbs.lenovo.com.cn,中国方案服务运营管理系统,,16703,cbs.lenovo.com.cn,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-03T00:00:00Z,"CN=*.lenovo.com.cn, O=Lenovo (Beijing) Limited, ST=Beijing, C=CN",*.lenovo.com.cn,Lenovo (Beijing) Limited,"CN=Secure Site Pro CA G2, OU=www.digicert.com, O=DigiCert Inc, C=US",Secure Site Pro CA G2,DigiCert Inc,ctls,cbs.lenovo.com.cn,443,https://cbs.lenovo.com.cn:443,https,nginx,text/html,GET,43.255.226.233,187,Nginx,,,
cc-absolute-edu.naea1.uds.lenovo.com,,,,cc-absolute-edu.naea1.uds.lenovo.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-23T00:00:00Z,"CN=feedback.uds.lenovo.com, O=LENOVO (UNITED STATES) INC., L=Morrisville, ST=North Carolina, C=US",feedback.uds.lenovo.com,LENOVO (UNITED STATES) INC.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,cc-absolute-edu.naea1.uds.lenovo.com,443,https://cc-absolute-edu.naea1.uds.lenovo.com:443,https,cloudflare,,GET,104.18.26.244,1,Cloudflare Bot Management,True,,
cc.lenovo.com,超融合_私有云_服务器虚拟化_云桌面 - 联想AIO云计算,,63054,cc.lenovo.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-07-30T00:00:00Z,CN=www.lenovocloud.com,www.lenovocloud.com,,"CN=TrustAsia RSA DV TLS CA G2, O=TrustAsia Technologies\, Inc., C=CN",TrustAsia RSA DV TLS CA G2,"TrustAsia Technologies, Inc.",ctls,cc.lenovo.com,443,https://cc.lenovo.com:443,https,nginx,text/html,GET,114.113.233.249,1244,PHP,,,
ccs.lenovo.com,联想智慧健康,,3873,ccs.lenovo.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-03T00:00:00Z,"CN=*.lenovo.com, O=Lenovo (Beijing) Limited, ST=Beijing, C=CN",*.lenovo.com,Lenovo (Beijing) Limited,"CN=Secure Site Pro CA G2, OU=www.digicert.com, O=DigiCert Inc, C=US",Secure Site Pro CA G2,DigiCert Inc,ctls,ccs.lenovo.com,443,https://ccs.lenovo.com:443,https,istio-envoy,text/html,GET,43.255.226.110,37,Kong:2.0.4,,,
cdn.uds-qa.lenovo.com,ERROR: The request could not be satisfied,,915,,,,,,,,,,,,,,80,http://cdn.uds-qa.lenovo.com:80,http,CloudFront,text/html,GET,52.222.214.108,20,Amazon Web Services,True,,
cdnams.mbgstore.lenovo.com.cn,,,121,,,,,,,,,,,,,,80,http://cdnams.mbgstore.lenovo.com.cn:80,http,,application/json,GET,39.108.234.34,1,,,,
cdnyhq.lenovo.com.cn,,,46,,,,,,,,,,,,,,80,http://cdnyhq.lenovo.com.cn:80,http,openresty,application/json,GET,124.236.103.53,1,OpenResty,,,
cdnzui.mbgcdn.lenovo.com.cn,ERROR: ACCESS DENIED,,231,cdnzui.mbgcdn.lenovo.com.cn,443,tls13,TLS_AES_256_GCM_SHA384,2022-09-07T00:00:00Z,CN=www.baishan.com,www.baishan.com,,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,cdnzui.mbgcdn.lenovo.com.cn,443,https://cdnzui.mbgcdn.lenovo.com.cn:443,https,web cache,text/html,GET,128.1.77.226,4,,,,
cdo-tst.lenovo.com,,,4513,cdo-tst.lenovo.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2019-11-21T00:00:00Z,"CN=cdo-tst.lenovo.com, OU=Intelligent Retail, O=Lenovo (Beijing) Limited, ST=Beijing, C=CN",cdo-tst.lenovo.com,Lenovo (Beijing) Limited,"CN=Secure Site Pro CA G2, OU=www.digicert.com, O=DigiCert Inc, C=US",Secure Site Pro CA G2,DigiCert Inc,ctls,cdo-tst.lenovo.com,443,https://cdo-tst.lenovo.com:443,https,nginx,text/html,GET,146.196.114.78,15,Nginx,,True,
checkout.lenovo.com,Lenovo Online Store - Billing - DESIGN MODE,,49033,checkout.lenovo.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,"CN=checkout.lenovo.com, O=Lenovo (Beijing) Limited, ST=Beijing, C=CN",checkout.lenovo.com,Lenovo (Beijing) Limited,"CN=Secure Site Pro CA G2, OU=www.digicert.com, O=DigiCert Inc, C=US",Secure Site Pro CA G2,DigiCert Inc,ctls,checkout.lenovo.com,443,https://checkout.lenovo.com:443,https,Apache,text/html,GET,45.60.33.126,1233,Varnish,True,,
chinabp.lenovo.com,大联想伙伴网_渠道合作伙伴_开放伙伴_注册伙伴_一站式门户以及数字化智能化服务与赋能平台,,166231,bp.lenovo.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-03T00:00:00Z,"CN=*.lenovo.com, O=Lenovo (Beijing) Limited, ST=Beijing, C=CN",*.lenovo.com,Lenovo (Beijing) Limited,"CN=Secure Site Pro CA G2, OU=www.digicert.com, O=DigiCert Inc, C=US",Secure Site Pro CA G2,DigiCert Inc,ctls,bp.lenovo.com,443,https://chinabp.lenovo.com:443,https,nginx,text/html,GET,43.255.226.176,1,Nginx,,,
cisguanjia.mbgcdn.lenovo.com.cn,403 Forbidden,,582,cisguanjia.mbgcdn.lenovo.com.cn,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-24T00:00:00Z,"CN=*.lenovo.com.cn, O=Lenovo (Beijing) Limited, ST=Beijing, C=CN",*.lenovo.com.cn,Lenovo (Beijing) Limited,"CN=Secure Site CA G2, OU=www.digicert.com, O=DigiCert Inc, C=US",Secure Site CA G2,DigiCert Inc,ctls,cisguanjia.mbgcdn.lenovo.com.cn,443,https://cisguanjia.mbgcdn.lenovo.com.cn:443,https,,text/html,GET,39.107.29.156,26,HSTS,,,
cispcmgr.lenovo.com.cn,,,10,cispcmgr.lenovo.com.cn,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-24T00:00:00Z,"CN=*.lenovo.com.cn, O=Lenovo (Beijing) Limited, ST=Beijing, C=CN",*.lenovo.com.cn,Lenovo (Beijing) Limited,"CN=Secure Site CA G2, OU=www.digicert.com, O=DigiCert Inc, C=US",Secure Site CA G2,DigiCert Inc,ctls,cispcmgr.lenovo.com.cn,443,https://cispcmgr.lenovo.com.cn:443,https,,,GET,39.107.29.156,1,Node.js,,,
cispcmgr.mbgcdn.lenovo.com.cn,403 Forbidden,,580,cispcmgr.mbgcdn.lenovo.com.cn,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-24T00:00:00Z,"CN=*.lenovo.com.cn, O=Lenovo (Beijing) Limited, ST=Beijing, C=CN",*.lenovo.com.cn,Lenovo (Beijing) Limited,"CN=Secure Site CA G2, OU=www.digicert.com, O=DigiCert Inc, C=US",Secure Site CA G2,DigiCert Inc,ctls,cispcmgr.mbgcdn.lenovo.com.cn,443,https://cispcmgr.mbgcdn.lenovo.com.cn:443,https,,text/html,GET,39.107.29.156,26,HSTS,,,
class-ap.smartedu.lenovo.com,Smart Classroom,,5597,class-ap.smartedu.lenovo.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-04-21T00:00:00Z,"CN=*.smartedu.lenovo.com, O=Lenovo (Beijing) Limited, ST=Beijing, C=CN",*.smartedu.lenovo.com,Lenovo (Beijing) Limited,"CN=Secure Site Pro CA G2, OU=www.digicert.com, O=DigiCert Inc, C=US",Secure Site Pro CA G2,DigiCert Inc,ctls,class-ap.smartedu.lenovo.com,443,https://class-ap.smartedu.lenovo.com:443,https,,text/html,GET,46.137.214.129,5,HSTS,,,
class.smartedu.lenovo.com,smart-class-login,,930,class.smartedu.lenovo.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-04-21T00:00:00Z,"CN=*.smartedu.lenovo.com, O=Lenovo (Beijing) Limited, ST=Beijing, C=CN",*.smartedu.lenovo.com,Lenovo (Beijing) Limited,"CN=Secure Site Pro CA G2, OU=www.digicert.com, O=DigiCert Inc, C=US",Secure Site Pro CA G2,DigiCert Inc,ctls,class.smartedu.lenovo.com,443,https://class.smartedu.lenovo.com:443,https,,text/html,GET,52.83.127.18,1,HSTS,,,
classification.lenovo.com,Lenovo Login,,2993,classification.lenovo.com,443,tls13,TLS_AES_128_GCM_SHA256,2022-09-14T00:00:00Z,"CN=classification.lenovo.com, O=Lenovo (Beijing) Limited, ST=Beijing, C=CN",classification.lenovo.com,Lenovo (Beijing) Limited,"CN=Secure Site Pro CA G2, OU=www.digicert.com, O=DigiCert Inc, C=US",Secure Site Pro CA G2,DigiCert Inc,ctls,classification.lenovo.com,443,https://classification.lenovo.com:443,https,Apache/2.4.52 (Ubuntu),text/html,GET,3.92.109.81,71,Ubuntu,,,
click.lenovo.com,Not Found,,245,click.lenovo.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-10T00:00:00Z,CN=*.lenovo.com,*.lenovo.com,,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,ctls,click.lenovo.com,443,https://click.lenovo.com:443,https,Tengine/2.1.0,text/html,GET,139.219.0.75,17,Tengine,,,
click.lenovo.com.cn,New Document,,461,click.lenovo.com.cn,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-08-03T00:00:00Z,"CN=*.lenovo.com.cn, O=Lenovo (Beijing) Limited, ST=Beijing, C=CN",*.lenovo.com.cn,Lenovo (Beijing) Limited,"CN=Secure Site Pro CA G2, OU=www.digicert.com, O=DigiCert Inc, C=US",Secure Site Pro CA G2,DigiCert Inc,ctls,click.lenovo.com.cn,443,https://click.lenovo.com.cn:443,https,nginx,text/html,GET,42.159.86.81,19,Nginx,,,
clk.mbgcdn.lenovo.com.cn,ERROR: ACCESS DENIED,,231,clk.mbgcdn.lenovo.com.cn,443,tls13,TLS_AES_256_GCM_SHA384,2022-09-07T00:00:00Z,CN=www.baishan.com,www.baishan.com,,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,clk.mbgcdn.lenovo.com.cn,443,https://clk.mbgcdn.lenovo.com.cn:443,https,web cache,text/html,GET,128.1.77.226,4,,,,
cloud-service.mbgcdn.lenovo.com.cn,,,19,cloud-service.mbgcdn.lenovo.com.cn,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-13T00:00:00Z,"CN=*.lenovomm.com, O=北京神奇工场科技有限公司, ST=北京市, C=CN",*.lenovomm.com,北京神奇工场科技有限公司,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,ctls,cloud-service.mbgcdn.lenovo.com.cn,443,https://cloud-service.mbgcdn.lenovo.com.cn:443,https,,text/plain,GET,39.103.7.52,2,,,,
cloud.lenovo.com,联想乐云-随时随地数据随行,,3123,lecloud.lenovo.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-05-16T00:00:00Z,"CN=*.lenovo.com, O=联想（北京）有限公司, ST=北京市, C=CN",*.lenovo.com,联想（北京）有限公司,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,ctls,lecloud.lenovo.com,443,https://cloud.lenovo.com:443,https,,text/html,GET,39.102.42.211,1,Node.js,,,
cloud.mbgstore.lenovo.com.cn,,,33,cloud.mbgstore.lenovo.com.cn,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-06T00:00:00Z,"CN=*.lenovomm.cn, O=北京神奇工场科技有限公司, ST=Beijing, C=CN",*.lenovomm.cn,北京神奇工场科技有限公司,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,ctls,cloud.mbgstore.lenovo.com.cn,443,https://cloud.mbgstore.lenovo.com.cn:443,https,,application/json,GET,47.93.36.156,1,Spring,,,
cloudapi.mbgcdn.lenovo.com.cn,403 Forbidden,,580,cloudapi.mbgcdn.lenovo.com.cn,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-13T00:00:00Z,"CN=*.lenovomm.com, O=北京神奇工场科技有限公司, ST=北京市, C=CN",*.lenovomm.com,北京神奇工场科技有限公司,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,ctls,cloudapi.mbgcdn.lenovo.com.cn,443,https://cloudapi.mbgcdn.lenovo.com.cn:443,https,,text/html,GET,39.107.230.253,26,HSTS,,,
cloudboard.lenovo.com,,,16207,cloudboard.lenovo.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-27T00:00:00Z,CN=cloudboard.lenovo.com,cloudboard.lenovo.com,,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,cloudboard.lenovo.com,443,https://cloudboard.lenovo.com:443,https,,text/html,GET,47.93.50.168,274,HSTS,,,
cloudops.thinkcloud.lenovo.com,,,21,cloudops.thinkcloud.lenovo.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-29T00:00:00Z,"CN=*.thinkcloud.lenovo.com, O=Lenovo (Beijing) Limited, ST=Beijing, C=CN",*.thinkcloud.lenovo.com,Lenovo (Beijing) Limited,"CN=Secure Site Pro CA G2, OU=www.digicert.com, O=DigiCert Inc, C=US",Secure Site Pro CA G2,DigiCert Inc,ctls,cloudops.thinkcloud.lenovo.com,443,https://cloudops.thinkcloud.lenovo.com:443,https,,text/plain,GET,120.133.15.5,1,HSTS,,,
cloudrest.mbgcdn.lenovo.com.cn,,,19,cloudrest.mbgcdn.lenovo.com.cn,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-13T00:00:00Z,"CN=*.lenovomm.com, O=北京神奇工场科技有限公司, ST=北京市, C=CN",*.lenovomm.com,北京神奇工场科技有限公司,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,ctls,cloudrest.mbgcdn.lenovo.com.cn,443,https://cloudrest.mbgcdn.lenovo.com.cn:443,https,,text/plain,GET,112.126.71.177,2,,,,
club.lenovo.com.cn,联想社区论坛_联想电脑_联想手机_ThinkPad_Motorola-官方论坛,,76962,club.lenovo.com.cn,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-08-03T00:00:00Z,"CN=*.lenovo.com.cn, O=Lenovo (Beijing) Limited, ST=Beijing, C=CN",*.lenovo.com.cn,Lenovo (Beijing) Limited,"CN=Secure Site Pro CA G2, OU=www.digicert.com, O=DigiCert Inc, C=US",Secure Site Pro CA G2,DigiCert Inc,ctls,club.lenovo.com.cn,443,https://club.lenovo.com.cn:443,https,nginx,text/html,GET,42.159.96.48,1457,PHP,,,
clubimg.lenovo.com.cn,,,52,,,,,,,,,,,,,,80,http://clubimg.lenovo.com.cn:80,http,,text/html,GET,163.171.128.148,6,,,,
cm.dxp.lenovo.com,Web App - Unavailable,,1892,cm.dxp.lenovo.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-01T00:00:00Z,CN=cm.dxp.lenovo.com,cm.dxp.lenovo.com,,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,cm.dxp.lenovo.com,443,https://cm.dxp.lenovo.com:443,https,,text/html,GET,40.70.147.21,74,,True,,
cms-dev.xue.lenovo.com.cn,天骄学堂运营平台,,22063,sso-dev.xue.lenovo.com.cn,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-05T00:00:00Z,"CN=*.xue.lenovo.com.cn, O=联想（北京）有限公司, ST=北京市, C=CN",*.xue.lenovo.com.cn,联想（北京）有限公司,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,ctls,sso-dev.xue.lenovo.com.cn,443,https://cms-dev.xue.lenovo.com.cn:443,https,,text/html,GET,223.202.211.130,318,Spring,,,
cms.csw.lenovo.com,Service Unavailable,,268,cms.csw.lenovo.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-09-19T00:00:00Z,"CN=cms.csw.lenovo.com, O=Lenovo Technology Sdn. Bhd., L=Petaling Jaya, ST=Selangor, C=MY",cms.csw.lenovo.com,Lenovo Technology Sdn. Bhd.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,cms.csw.lenovo.com,443,https://cms.csw.lenovo.com:443,https,AkamaiGHost,text/html,GET,104.102.48.128,9,,,,
cmsdev.lenovo.com.cn,,,,cmsdev.lenovo.com.cn,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-24T00:00:00Z,"CN=*.lenovo.com.cn, O=Lenovo (Beijing) Limited, ST=Beijing, C=CN",*.lenovo.com.cn,Lenovo (Beijing) Limited,"CN=Secure Site CA G2, OU=www.digicert.com, O=DigiCert Inc, C=US",Secure Site CA G2,DigiCert Inc,ctls,cmsdev.lenovo.com.cn,443,https://cmsdev.lenovo.com.cn:443,https,,,GET,39.105.123.68,1,,,,
cn-api-test.lenovo.com,404 Not Found,,548,cn-api-test.lenovo.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-03T00:00:00Z,"CN=*.lenovo.com, O=Lenovo (Beijing) Limited, ST=Beijing, C=CN",*.lenovo.com,Lenovo (Beijing) Limited,"CN=Secure Site Pro CA G2, OU=www.digicert.com, O=DigiCert Inc, C=US",Secure Site Pro CA G2,DigiCert Inc,ctls,cn-api-test.lenovo.com,443,https://cn-api-test.lenovo.com:443,https,nginx,text/html,GET,103.244.56.252,14,Nginx,,,
cn-api.gtm.lenovo.com,404 Not Found,,548,cn-api.gtm.lenovo.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-03T00:00:00Z,"CN=*.lenovo.com, O=Lenovo (Beijing) Limited, ST=Beijing, C=CN",*.lenovo.com,Lenovo (Beijing) Limited,"CN=Secure Site Pro CA G2, OU=www.digicert.com, O=DigiCert Inc, C=US",Secure Site Pro CA G2,DigiCert Inc,ctls,cn-api.gtm.lenovo.com,443,https://cn-api.gtm.lenovo.com:443,https,nginx,text/html,GET,104.232.254.29,14,Nginx,,,
cn.download.lenovo.com,,,10,cn.download.lenovo.com,443,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2022-06-28T00:00:00Z,"CN=a248.e.akamai.net, O=Akamai Technologies\, Inc., L=Cambridge, ST=Massachusetts, C=US",a248.e.akamai.net,"Akamai Technologies, Inc.","CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,cn.download.lenovo.com,443,https://cn.download.lenovo.com:443,https,AkamaiNetStorage,,GET,23.213.161.6,2,,,,
cn.sso.lenovo.com,HTTP Status 404 – Not Found,,678,cn.sso.lenovo.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-03-17T00:00:00Z,"CN=sso.lenovo.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sso.lenovo.com,"Cloudflare, Inc.","CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,cn.sso.lenovo.com,443,https://cn.sso.lenovo.com:443,https,cloudflare,text/html,GET,104.18.17.79,1,Cloudflare Bot Management,True,,
cnapp.cochat.lenovo.com,,,46,cnapp.cochat.lenovo.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-11-22T00:00:00Z,"CN=us.download.lenovo.com, O=Lenovo Technology Sdn. Bhd., L=Petaling Jaya, ST=Selangor, C=MY",us.download.lenovo.com,Lenovo Technology Sdn. Bhd.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,cnapp.cochat.lenovo.com,443,https://cnapp.cochat.lenovo.com:443,https,nginx,application/json,GET,104.102.54.176,1,Nginx,,,
cochat.lenovo.com,,,6179,myhubmobile.lenovo.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-03-07T00:00:00Z,"CN=*.lenovo.com, O=Lenovo Technology Sdn. Bhd., L=Petaling Jaya, ST=Selangor, C=MY",*.lenovo.com,Lenovo Technology Sdn. Bhd.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,myhubmobile.lenovo.com,443,https://cochat.lenovo.com:443,https,AkamaiNetStorage,text/html,GET,104.102.54.176,10,HSTS,,,
codata.lenovo.com,CoData,,674,codata.lenovo.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-13T00:00:00Z,"CN=codata.lenovo.com, O=Lenovo (Beijing) Limited, ST=Beijing, C=CN",codata.lenovo.com,Lenovo (Beijing) Limited,"CN=Secure Site Pro CA G2, OU=www.digicert.com, O=DigiCert Inc, C=US",Secure Site Pro CA G2,DigiCert Inc,ctls,codata.lenovo.com,443,https://codata.lenovo.com:443,https,Apache,text/html,GET,43.255.226.174,1,HSTS,,,
colaborador.motorola.com.br,"Motorola: Smartphones 5G, Acessórios e Ofertas",,1921304,colaborador.motorola.com.br,443,tls13,TLS_AES_256_GCM_SHA384,2023-03-30T00:39:15Z,CN=colaborador.motorola.com.br,colaborador.motorola.com.br,,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ctls,colaborador.motorola.com.br,443,https://colaborador.motorola.com.br:443,https,,text/html,GET,179.191.182.65,374,React,,,
collect-vgs.mbgcdn.lenovo.com.cn,Welcome to OpenResty!,,562,collect-vgs.mbgcdn.lenovo.com.cn,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-10T00:00:00Z,CN=*.vgs.lenovo.com.cn,*.vgs.lenovo.com.cn,,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,collect-vgs.mbgcdn.lenovo.com.cn,443,https://collect-vgs.mbgcdn.lenovo.com.cn:443,https,,text/html,GET,39.96.148.187,24,,,,
collect.vgs.lenovo.com.cn,Welcome to OpenResty!,,563,collect.vgs.lenovo.com.cn,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-10T00:00:00Z,CN=*.vgs.lenovo.com.cn,*.vgs.lenovo.com.cn,,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,collect.vgs.lenovo.com.cn,443,https://collect.vgs.lenovo.com.cn:443,https,,text/html,GET,39.96.148.187,24,,,,
comment-dev.mbgstore.lenovo.com.cn,,,41,comment-dev.mbgstore.lenovo.com.cn,443,tls13,TLS_AES_128_GCM_SHA256,2023-02-06T00:00:00Z,"CN=*.lenovomm.cn, O=北京神奇工场科技有限公司, ST=Beijing, C=CN",*.lenovomm.cn,北京神奇工场科技有限公司,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,ctls,comment-dev.mbgstore.lenovo.com.cn,443,https://comment-dev.mbgstore.lenovo.com.cn:443,https,,text/html,GET,47.93.127.89,2,,,,
commercial.lenovo.com,,,168879,commercial.lenovo.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-03-07T00:00:00Z,"CN=*.lenovo.com, O=Lenovo Technology Sdn. Bhd., L=Petaling Jaya, ST=Selangor, C=MY",*.lenovo.com,Lenovo Technology Sdn. Bhd.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,commercial.lenovo.com,443,https://commercial.lenovo.com:443,https,,text/html,GET,23.212.208.169,661,HSTS,,,
