new,host,a,cname,soa,status_code,ns,cdn,cdn-name,txt,has_internal_ips,internal_ips,mx,aaaa,caa
[x],connect-ap.merck.com,155.91.136.20,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],connect-cn-test.merck.com,155.91.144.200,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,"dmtu.mt.ns.els-gms.att.net, cmtu.mt.ns.els-gms.att.net, ns6.customer.level3.net, ns9.customer.level3.net, dbru.br.ns.els-gms.att.net, cbru.br.ns.els-gms.att.net",,,,,,,,
[x],connect-ctc.merck.com,155.91.34.20,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],connect-emea.merck.com,155.91.77.20,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],connect-hh.merck.com,155.91.34.121,connect-hh.merck.com.akadns.net,"internal.akadns.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],connect-jp.merck.com,,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],connect-ktc.merck.com,155.91.27.30,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],connect-test.merck.com,155.91.27.212,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],connect2.merck.com,155.91.27.150,connect2.merck.com.akadns.net,"internal.akadns.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],connectmobile-ap.merck.com,155.91.136.51,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],connectmobile-au.merck.com,155.91.139.51,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],connectmobile-emea.merck.com,155.91.77.51,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],connectmobile-jp.merck.com,155.91.165.51,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],connectmobile.merck.com,155.91.77.151,"connectmobile.merck2.com.akadns.net, emeamobile.merck2.com.akadns.net","internal.akadns.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],cookbook.msd.com,83.169.79.138,,"cbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],cpedge.merck.com,155.91.27.108,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],cy-isales.merck.com,155.91.34.214,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],daffy.merck.com,,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,v=spf1 a -all,,,,,
[x],deepminer.dev.rwdex.merck.com,,,,NOERROR,,,,,,,,,
[x],dehcc.email.msd.com,80.250.97.65,,"ns1.anlx.net, hostmaster.anlx.net",NOERROR,"ns4.anlx.net, ns5.anlx.net, ns1.anlx.net, ns2.anlx.net, ns3.anlx.net",,,"spf2.0/pra a mx -all, v=spf1 a mx -all",,,dehcc.email.msd.com,,
[x],delphi.merck.com,155.91.16.170,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,"dmtu.mt.ns.els-gms.att.net, cmtu.mt.ns.els-gms.att.net, ns6.customer.level3.net, ns9.customer.level3.net, dbru.br.ns.els-gms.att.net, cbru.br.ns.els-gms.att.net",,,,,,,,
[x],demo1-isales.merck.com,155.91.34.83,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,"dmtu.mt.ns.els-gms.att.net, cmtu.mt.ns.els-gms.att.net, ns6.customer.level3.net, ns9.customer.level3.net, dbru.br.ns.els-gms.att.net, cbru.br.ns.els-gms.att.net",,,,,,,,
[x],demo2-isales.merck.com,155.91.34.155,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],deush-sfn-dmz-217.merck.com,,,,NOERROR,,,,,,,,,
[x],dev-mma-admin.merck.com,"18.66.147.114, 18.66.147.95, 18.66.147.53, 18.66.147.123",d4ittjaexcvwv.cloudfront.net,"ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,True,cloudfront,,,,,,
[x],dev098-isales.merck.com,155.91.34.229,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],dev099-isales.merck.com,155.91.34.230,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],dev1-isales.merck.com,155.91.34.82,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],dev100-isales.merck.com,155.91.34.226,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],dev3-isales.merck.com,155.91.34.106,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],dev4-isales.merck.com,155.91.34.157,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],dev5-isales.merck.com,155.91.34.161,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],dev5-mma-admin.merck.com,"18.244.114.79, 18.244.114.81, 18.244.114.9, 18.244.114.69",d3geipys81t9gm.cloudfront.net,"ns-1517.awsdns-61.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1998.awsdns-57.co.uk, ns-1517.awsdns-61.org, ns-800.awsdns-36.net, ns-234.awsdns-29.com",True,cloudfront,,,,,,
[x],dev6-isales.merck.com,,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],dev8-isales.merck.com,155.91.34.187,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],dialin.merck.com,155.91.34.141,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],disclosure.msd.com,62.209.169.126,,"cbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],dmc.msd.com,136.147.129.27,,"cbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,v=spf1 include:cust-spf.exacttarget.com -all,,,reply-mx.s7.exacttarget.com,,
[x],dmwcloud.merck.com,129.147.73.208,lbaas-shared-prodpvt-01.opc.oracleoutsourcing.com,"ns1.p04.dynect.net, hostmaster.oracle.com",NOERROR,,,,,,,,,
[x],download.merck.com,155.91.27.91,webim.merck.com,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],dracoedruncdev.merck.com,,dqqp42opp7mhh.cloudfront.net,"ns-103.awsdns-12.com, awsdns-hostmaster.amazon.com",NOERROR,,True,cloudfront,,,,,,
[x],dsr.merck.com,"13.248.198.0, 76.223.68.176",dsr-gdpr-prod.apps.europe.cf.webappsp.com,"cbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],dsr.msd.com,"76.223.68.176, 13.248.198.0",dsr-gdpr-prod.apps.europe.cf.webappsp.com,"cbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],dvdol-dev.merck.com,,d1op2v5b65vxcu.cloudfront.net,"ns-418.awsdns-52.com, hostmaster.cloudfront.net",NOERROR,,,,,,,,,
[x],dz-isales.merck.com,155.91.34.162,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],ebpmac1.merck.com,"18.197.236.84, 35.156.5.105, 3.65.238.38","4a35f83b10d74a3fa8ae172804d3af3847276e7a42b8f4d780a7c127.vanity-sites.appiancloud.com, cloud_us-east-1_glb_5.appiancloud.com","ns-426.awsdns-53.com, awsdns-hostmaster.amazon.com",NOERROR,,,,v=spf1 include:us-east-1.spf.appiancloud.com include:us-east-1.spf.outbound-mail.appian-customer.com ip4:54.209.19.9 ip4:54.208.15.54 ip4:54.209.19.148 ip4:54.209.20.112 ~all,,,mail-us-east-1.mail.appiancloud.com,,
[x],ebpmac1uat.merck.com,"18.197.236.84, 3.65.238.38, 35.156.5.105","5fe38558061839281b978968c6e0d7ae26a0107535041165fac49f9c.vanity-sites.appiancloud.com, cloud_us-east-1_glb_5.appiancloud.com","ns-426.awsdns-53.com, awsdns-hostmaster.amazon.com",NOERROR,,,,v=spf1 include:us-east-1.spf.appiancloud.com include:us-east-1.spf.outbound-mail.appian-customer.com ip4:54.209.19.9 ip4:54.208.15.54 ip4:54.209.19.148 ip4:54.209.20.112 ~all,,,mail-us-east-1.mail.appiancloud.com,,
[x],ebpmac2.merck.com,"3.65.238.38, 18.197.236.84, 35.156.5.105","8cdb6ee44bf25da94da14ea61eadd274c3ada595132b9923282c3815.vanity-sites.appiancloud.com, cloud_us-east-1_glb_5.appiancloud.com","ns-426.awsdns-53.com, awsdns-hostmaster.amazon.com",NOERROR,,,,v=spf1 include:us-east-1.spf.appiancloud.com include:us-east-1.spf.outbound-mail.appian-customer.com ip4:54.209.19.9 ip4:54.208.15.54 ip4:54.209.19.148 ip4:54.209.20.112 ~all,,,mail-us-east-1.mail.appiancloud.com,,
[x],ebpmac2dev1.merck.com,"13.50.128.62, 16.170.183.159, 13.51.54.153","5fb03e9c1e3730731993bf2242e79409769a8cd9f9efbb1e845195af.vanity-sites.appiancloud.com, cloud_us-east-1_glb_5.appiancloud.com","ns-426.awsdns-53.com, awsdns-hostmaster.amazon.com",NOERROR,,,,v=spf1 include:us-east-1.spf.appiancloud.com include:us-east-1.spf.outbound-mail.appian-customer.com ip4:54.209.19.9 ip4:54.208.15.54 ip4:54.209.19.148 ip4:54.209.20.112 ~all,,,mail-us-east-1.mail.appiancloud.com,,
[x],ebpmac2dev2.merck.com,"35.156.5.105, 3.65.238.38, 18.197.236.84","46c952a43c8d412146854195afb83c6a84ca7d7b55b59969ae6620c9.vanity-sites.appiancloud.com, cloud_us-east-1_glb_5.appiancloud.com","ns-426.awsdns-53.com, awsdns-hostmaster.amazon.com",NOERROR,,,,v=spf1 include:us-east-1.spf.appiancloud.com include:us-east-1.spf.outbound-mail.appian-customer.com ip4:54.209.19.9 ip4:54.208.15.54 ip4:54.209.19.148 ip4:54.209.20.112 ~all,,,mail-us-east-1.mail.appiancloud.com,,
[x],ebpmac2eng1.merck.com,"18.194.205.34, 52.59.131.169, 3.124.161.209","3593626211eb2e151dbf3e9c743267d73c1abb5fc17caa7007f86f67.vanity-sites.appiancloud.com, cloud_us-east-1_glb_3.appiancloud.com","ns-426.awsdns-53.com, awsdns-hostmaster.amazon.com",NOERROR,,,,v=spf1 include:us-east-1.spf.appiancloud.com include:us-east-1.spf.outbound-mail.appian-customer.com ip4:54.209.19.9 ip4:54.208.15.54 ip4:54.209.19.148 ip4:54.209.20.112 ~all,,,mail-us-east-1.mail.appiancloud.com,,
[x],ebpmac2tst1.merck.com,"18.197.236.84, 35.156.5.105, 3.65.238.38","100c8c4717294a333d428056e35f0c475c1f4e1ce9cd1c78fafb0e0d.vanity-sites.appiancloud.com, cloud_us-east-1_glb_5.appiancloud.com","ns-426.awsdns-53.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],ebpmac2uat.merck.com,"52.14.32.9, 3.132.195.42, 3.136.12.60","0613690828e01f151fc49b4c1d1d8ac5b5874b6621640c2eb5a22f82.vanity-sites.appiancloud.com, cloud_us-east-1_glb_5.appiancloud.com","ns-426.awsdns-53.com, awsdns-hostmaster.amazon.com",NOERROR,,,,v=spf1 include:us-east-1.spf.appiancloud.com include:us-east-1.spf.outbound-mail.appian-customer.com ip4:54.209.19.9 ip4:54.208.15.54 ip4:54.209.19.148 ip4:54.209.20.112 ~all,,,mail-us-east-1.mail.appiancloud.com,,
[x],ebpmac3.merck.com,"18.197.236.84, 35.156.5.105, 3.65.238.38","61776ab78a77703dbedc8b0a252b69c02840fb8ea02d9ddbbf7ab288.vanity-sites.appiancloud.com, cloud_us-east-1_glb_5.appiancloud.com","ns-426.awsdns-53.com, awsdns-hostmaster.amazon.com",NOERROR,,,,v=spf1 include:us-east-1.spf.appiancloud.com include:us-east-1.spf.outbound-mail.appian-customer.com ip4:54.209.19.9 ip4:54.208.15.54 ip4:54.209.19.148 ip4:54.209.20.112 ~all,,,mail-us-east-1.mail.appiancloud.com,,
[x],ebpmac4.merck.com,"35.156.5.105, 3.65.238.38, 18.197.236.84","a7c8dcb2a70a6cac2b6b36bc2217e1e4d5419f1da611a080db03a5b2.vanity-sites.appiancloud.com, cloud_us-east-1_glb_5.appiancloud.com","ns-426.awsdns-53.com, awsdns-hostmaster.amazon.com",NOERROR,,,,v=spf1 include:us-east-1.spf.appiancloud.com include:us-east-1.spf.outbound-mail.appian-customer.com ip4:54.209.19.9 ip4:54.208.15.54 ip4:54.209.19.148 ip4:54.209.20.112 ~all,,,mail-us-east-1.mail.appiancloud.com,,
[x],ebpmac4uat.merck.com,"13.41.119.176, 18.134.52.195, 52.56.188.53","461c8f0ec88c992d45c65f23d45de694869395c1ec63800069724b16.vanity-sites.appiancloud.com, cloud_us-east-1_glb_5.appiancloud.com","ns-426.awsdns-53.com, awsdns-hostmaster.amazon.com",NOERROR,,,,v=spf1 include:us-east-1.spf.appiancloud.com include:us-east-1.spf.outbound-mail.appian-customer.com ip4:54.209.19.9 ip4:54.208.15.54 ip4:54.209.19.148 ip4:54.209.20.112 ~all,,,mail-us-east-1.mail.appiancloud.com,,
[x],eccmlab.merck.com,155.91.27.154,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],edm-mt.merck.com,,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],eg-isales.merck.com,155.91.34.159,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],egate-emea-test.merck.com,155.91.77.112,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],egate-emea.merck.com,155.91.77.113,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],egate-int.merck.com,155.91.60.42,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],egate-test.merck.com,155.91.27.211,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],eggdrop.merck.com,155.91.6.229,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],eggroll.merck.com,155.91.6.230,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],egps.msd.com,,*.apps.asia.cf.webappsp.com,"cbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],egpstest.msd.com,"13.248.206.15, 76.223.76.171",,"cbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],email.msd.com,80.250.97.65,,"ns1.anlx.net, hostmaster.anlx.net",NOERROR,"ns5.anlx.net, ns1.anlx.net, ns2.anlx.net, ns3.anlx.net, ns4.anlx.net",,,"spf2.0/pra mx a ip4:81.91.104.0/24 ip4:80.250.97.0/24 -all, v=spf1 mx a ip4:81.91.104.0/24 ip4:80.250.97.0/24 -all",,,email.msd.com,,
[x],emeac.email.msd.com,,,"ns1.anlx.net, hostmaster.anlx.net",NOERROR,,True,google,,,,,,
[x],engagezone.msd.com,185.79.166.79,,"cbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],eoperations.msd.com,83.169.79.135,,"cbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],epp-it.merck.com,,,,NOERROR,,,,,,,,,
[x],epublish-live-nv-albssl-4.merck.com,,,,NOERROR,,,,,,,,,
[x],eu-trk.email.msd.com,81.91.104.133,,"ns1.anlx.net, hostmaster.anlx.net",NOERROR,,,,,,,,,
[x],eucan2-isales.merck.com,155.91.34.105,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],exgimas.merck.com,"108.138.17.121, 108.138.17.111, 108.138.17.107, 108.138.17.54",d3kh6i8bdj6uww.cloudfront.net,"ns-352.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1343.awsdns-39.org, ns-352.awsdns-44.com, ns-596.awsdns-10.net, ns-1736.awsdns-25.co.uk",True,cloudfront,,,,,,
[x],externalone.merck.com,155.91.34.132,externalone.merck.com.akadns.net,"internal.akadns.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],ezassetmanager-uat.merck.com,,,,NOERROR,,,,,,,,,
[x],ezmmyapps-test.merck.com,155.91.60.38,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],ezmmyapps.merck.com,155.91.34.196,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],facilitiesrequests.merck.com,40.90.65.54,"wandoapp.sodexonet.com, azglfd1jsx898.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0017.t-0009.fb-t-msedge.net, global-entry-fb-afdthirdparty-unicast-first.trafficmanager.net, sof01r3a.msedge.net, part-0017.t-0009.fdv2-t-msedge.net, part-0017.t-0009.fb-t-msedge.net","ns1.fdv2-t-msedge.net, msnhst.microsoft.com, ns1.fb-t-msedge.net",NOERROR,,,,,,,,2620:1ec:27::cafe:2193,
[x],featuregen.merck.com,,d1ahmfd2h2qpa2.cloudfront.net,"ns-715.awsdns-25.net, awsdns-hostmaster.amazon.com",NOERROR,,True,cloudfront,,,,,,
[x],fellowship.msd.com,"13.248.206.15, 76.223.76.171",redirect-prod-asia.apps.asia.cf.webappsp.com,"cbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,"ns9.customer.level3.net, cbru.br.ns.els-gms.att.net, cmtu.mt.ns.els-gms.att.net, ns6.customer.level3.net",,,,,,,,
[x],fintoolkit-dev.merck.com,,,,NOERROR,,,,,,,,,
[x],fixit.merck.com,155.91.59.231,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],flosum.merck.com,"13.227.219.65, 13.227.219.35, 13.227.219.113, 13.227.219.58",d3r6hdeysiyenn.cloudfront.net,"ns-1358.awsdns-41.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1358.awsdns-41.org, ns-1922.awsdns-48.co.uk, ns-211.awsdns-26.com, ns-906.awsdns-49.net",True,cloudfront,,,,,,
[x],fuse-ut.merck.com,155.91.31.30,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,"ns9.customer.level3.net, dbru.br.ns.els-gms.att.net, cbru.br.ns.els-gms.att.net, dmtu.mt.ns.els-gms.att.net, cmtu.mt.ns.els-gms.att.net, ns6.customer.level3.net",,,,,,,,
[x],fuse.merck.com,155.91.7.30,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],galadriel.merck.com,155.91.34.56,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,"cmtu.mt.ns.els-gms.att.net, ns6.customer.level3.net, ns9.customer.level3.net, dbru.br.ns.els-gms.att.net, cbru.br.ns.els-gms.att.net, dmtu.mt.ns.els-gms.att.net",,,,,,,,
[x],gatekeeper.merck.com,155.91.6.10,brain.merck.com,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],gbcraf-sfn-ctp.merck.com,54.144.128.85,,,NOERROR,,,,,,,,,
[x],gcmapi.merck.com,155.91.27.235,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,"ns6.customer.level3.net, ns9.customer.level3.net, dbru.br.ns.els-gms.att.net, cbru.br.ns.els-gms.att.net, dmtu.mt.ns.els-gms.att.net, cmtu.mt.ns.els-gms.att.net",,,,,,,,
[x],gctosearch.msd.com,,d3cp53b6t5wi0z.cloudfront.net,"ns-418.awsdns-52.com, hostmaster.cloudfront.net",NOERROR,,,,,,,,,
[x],ghhvpc.merck.com,,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],gin.merck.com,,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],github.merck.com,"75.2.16.51, 99.83.236.178",*.apps.americas.cf.webappsp.com,"cbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],glaucomafocus-webcast-2010-i.msd.com,78.136.60.134,,"cbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],glaucomafocus-webcast-2011-i.msd.com,78.136.60.134,,"cbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],glaucomafocus-webcast-2011-iii.msd.com,78.136.60.134,,"cbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],gmsasearch-sit.merck.com,"143.204.215.71, 143.204.215.77, 143.204.215.120, 143.204.215.125",d1c2qb22zdjwcb.cloudfront.net,"ns-1967.awsdns-53.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-1380.awsdns-44.org, ns-1967.awsdns-53.co.uk, ns-215.awsdns-26.com, ns-925.awsdns-51.net",True,cloudfront,,,,,,
[x],gmsasearch-sit.msd.com,"52.85.61.34, 52.85.61.74, 52.85.61.32, 52.85.61.63",d1c2qb22zdjwcb.cloudfront.net,"ns-1967.awsdns-53.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-215.awsdns-26.com, ns-1967.awsdns-53.co.uk, ns-1380.awsdns-44.org, ns-925.awsdns-51.net",True,cloudfront,,,,,,
[x],gocedge-dev.merck.com,,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],gocedge.merck.com,,d3f1j9xhzf4tj7.cloudfront.net,"ns-418.awsdns-52.com, hostmaster.cloudfront.net",NOERROR,,,,,,,,,
[x],gonzo.merck.com,155.91.34.170,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],gr-isales.merck.com,155.91.34.85,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],grantplanprod.msd.com,162.44.200.195,sp.grantplan.com,"dnsus.imshealth.com, plydnsds.us.imshealth.com",NOERROR,,,,,,,,,
[x],grantplantest.msd.com,"13.248.206.15, 76.223.76.171",,"cbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],grover.merck.com,155.91.4.104,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],gulf-isales.merck.com,155.91.34.108,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],healthmatters.merck.com,155.91.16.27,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],hema-esymposium.msd.com,78.136.60.134,,"cbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],hipadmin.merck.com,,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],hk-isales.merck.com,155.91.34.167,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,"dbru.br.ns.els-gms.att.net, cbru.br.ns.els-gms.att.net, dmtu.mt.ns.els-gms.att.net, cmtu.mt.ns.els-gms.att.net, ns6.customer.level3.net, ns9.customer.level3.net",,,,,,,,
[x],hr-isales.merck.com,155.91.34.188,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],hu-isales.merck.com,155.91.34.186,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],hubie.merck.com,,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,v=spf1 a -all,,,,,
[x],iapi-test.msd.com,,,,NOERROR,,,,,,,,,
[x],icm.merck.com,,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],icu-esymposium.msd.com,78.136.60.134,,"cbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],icu-esymposium2012.msd.com,78.136.60.134,,"cbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,"cbru.br.ns.els-gms.att.net, cmtu.mt.ns.els-gms.att.net, ns6.customer.level3.net, ns9.customer.level3.net",,,,,,,,
[x],id-isales.merck.com,155.91.34.89,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],identifying-cd-uc-patients-webcast-evening.msd.com,78.136.60.134,,"cbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],identity-ut.merck.com,155.91.27.149,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],identity.merck.com,155.91.34.171,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],identity.msd.com,"99.83.236.178, 75.2.16.51",apps.merckvip.apps.americas.cf.webappsp.com,"cbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],idfed-offnet.merck.com,172.16.1.250,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,True,172.16.1.250,,,
[x],idms-tst.merck.com,155.91.27.135,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],idms.merck.com,,idms.merck.com.akadns.net,"internal.akadns.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],ie2-isales.merck.com,155.91.34.217,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],ifi-esymposium.msd.com,78.136.60.134,,"cbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],igw2.merck.com,155.91.1.100,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],igw3.merck.com,155.91.6.10,brain.merck.com,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],igw6.merck.com,"195.72.79.66, 195.99.94.2",,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
