input,title,status_code,content_length,tls_host,tls_port,tls_tls_version,tls_cipher,tls_not_before,tls_subject_dn,tls_subject_cn,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,tech_,lines,cdn,tls_subject_org_,tls_expired
link-types-config.production.linktr.ee,,,243,link-types-config.production.linktr.ee,443,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,CN=link-types-config.production.linktr.ee,link-types-config.production.linktr.ee,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,link-types-config.production.linktr.ee,443,https://link-types-config.production.linktr.ee:443,https,AmazonS3,application/xml,GET,52.222.214.44,Amazon Web Services,2,True,,
link-types-config.qa.linktr.ee,,,243,link-types-config.qa.linktr.ee,443,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,CN=link-types-config.qa.linktr.ee,link-types-config.qa.linktr.ee,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,link-types-config.qa.linktr.ee,443,https://link-types-config.qa.linktr.ee:443,https,AmazonS3,application/xml,GET,13.32.99.119,Amazon Web Services,2,True,,
link-types.qa.linktr.ee,,,63,link-types.qa.linktr.ee,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,CN=link-types.qa.linktr.ee,link-types.qa.linktr.ee,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,link-types.qa.linktr.ee,443,https://link-types.qa.linktr.ee:443,https,,application/json,GET,35.164.49.57,,1,,,
links.linktr.ee,,,42,links.linktr.ee,443,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,CN=links.linktr.ee,links.linktr.ee,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,links.linktr.ee,443,https://links.linktr.ee:443,https,,application/json,GET,52.222.236.53,Amazon Web Services,1,True,,
linktr.ee,"Link in bio tool: Everything you are, in one simple link | Linktree",,921820,linktr.ee,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-18T20:27:38Z,CN=linktr.ee,linktr.ee,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ctls,linktr.ee,443,https://linktr.ee:443,https,GatsbyHosting,text/html,GET,151.101.194.133,webpack,1294,True,,
linktree-web.production.linktr.ee,linktree-web,,434,linktree-web.production.linktr.ee,443,tls13,TLS_AES_128_GCM_SHA256,2023-05-09T00:00:00Z,CN=linktree-web.production.linktr.ee,linktree-web.production.linktr.ee,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,linktree-web.production.linktr.ee,443,https://linktree-web.production.linktr.ee:443,https,AmazonS3,text/html,GET,18.66.122.94,Amazon Web Services,1,True,,
linktree-web.qa.linktr.ee,linktree-web,,418,linktree-web.qa.linktr.ee,443,tls13,TLS_AES_128_GCM_SHA256,2023-05-09T00:00:00Z,CN=linktree-web.qa.linktr.ee,linktree-web.qa.linktr.ee,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,linktree-web.qa.linktr.ee,443,https://linktree-web.qa.linktr.ee:443,https,AmazonS3,text/html,GET,52.222.236.118,Amazon Web Services,1,True,,
linktree.com,"Link in bio tool: Everything you are, in one simple link | Linktree",,921820,linktr.ee,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-18T20:27:38Z,CN=linktr.ee,linktr.ee,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ctls,linktr.ee,443,https://linktree.com:443,https,GatsbyHosting,text/html,GET,151.101.194.133,webpack,1294,True,,
linktreepublicapi.qa.linktr.ee,,,42,linktreepublicapi.qa.linktr.ee,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-08T00:00:00Z,CN=linktreepublicapi.qa.linktr.ee,linktreepublicapi.qa.linktr.ee,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,linktreepublicapi.qa.linktr.ee,443,https://linktreepublicapi.qa.linktr.ee:443,https,,application/json,GET,54.184.108.124,,1,,,
login.odesli.co,Songlink/Odesli,,36123,odesli.co,443,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-03-01T08:36:13Z,CN=odesli.co,odesli.co,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ctls,odesli.co,443,https://login.odesli.co:443,https,Vercel,text/html,GET,104.18.103.2,webpack,1,True,,
login.staging.odesli.co,Songlink/Odesli,,36116,staging.odesli.co,443,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-02-27T23:45:30Z,CN=staging.odesli.co,staging.odesli.co,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ctls,staging.odesli.co,443,https://login.staging.odesli.co:443,https,Vercel,text/html,GET,104.18.102.2,webpack,1,True,,
lookerbot-s3.production.linktr.ee,,,255,lookerbot-s3.production.linktr.ee,443,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,CN=lookerbot-s3.production.linktr.ee,lookerbot-s3.production.linktr.ee,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,lookerbot-s3.production.linktr.ee,443,https://lookerbot-s3.production.linktr.ee:443,https,AmazonS3,application/xml,GET,18.66.147.119,Amazon Web Services,2,True,,
lookerbot.production.linktr.ee,Error,,139,lookerbot.production.linktr.ee,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,CN=lookerbot.production.linktr.ee,lookerbot.production.linktr.ee,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,lookerbot.production.linktr.ee,443,https://lookerbot.production.linktr.ee:443,https,,text/html,GET,44.239.125.193,Node.js,11,,,
ltp.linktr.ee,,,23,ltp.linktr.ee,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-11T22:57:11Z,CN=ltp.linktr.ee,ltp.linktr.ee,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ctls,ltp.linktr.ee,443,https://ltp.linktr.ee:443,https,,application/json,GET,151.101.2.133,Varnish,1,True,,
ltp.production.linktr.ee,,,23,ltp.production.linktr.ee,443,tls13,TLS_AES_128_GCM_SHA256,2023-05-09T00:00:00Z,CN=ltp.production.linktr.ee,ltp.production.linktr.ee,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,ltp.production.linktr.ee,443,https://ltp.production.linktr.ee:443,https,,application/json,GET,13.32.121.43,Amazon Web Services,1,True,,
lttransactions.production.linktr.ee,,,55,lttransactions.production.linktr.ee,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,CN=lttransactions.production.linktr.ee,lttransactions.production.linktr.ee,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,lttransactions.production.linktr.ee,443,https://lttransactions.production.linktr.ee:443,https,,application/json,GET,54.191.133.101,Node.js,1,,,
lttransactions.qa.linktr.ee,,,55,lttransactions.qa.linktr.ee,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-08T00:00:00Z,CN=lttransactions.qa.linktr.ee,lttransactions.qa.linktr.ee,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,lttransactions.qa.linktr.ee,443,https://lttransactions.qa.linktr.ee:443,https,,application/json,GET,35.81.50.0,Node.js,1,,,
maestro.production.linktr.ee,Error,,139,maestro.production.linktr.ee,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-08T00:00:00Z,CN=maestro.production.linktr.ee,maestro.production.linktr.ee,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,maestro.production.linktr.ee,443,https://maestro.production.linktr.ee:443,https,,text/html,GET,54.71.223.111,Node.js,11,,,
matching.production.linktr.ee,,,13,matching.production.linktr.ee,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,CN=matching.production.linktr.ee,matching.production.linktr.ee,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,matching.production.linktr.ee,443,https://matching.production.linktr.ee:443,https,,text/html,GET,54.214.106.61,,1,,,
matching.qa.linktr.ee,,,13,matching.qa.linktr.ee,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,CN=matching.qa.linktr.ee,matching.qa.linktr.ee,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,matching.qa.linktr.ee,443,https://matching.qa.linktr.ee:443,https,,text/html,GET,35.155.142.193,,1,,,
mfe-activation-stepper.production.linktr.ee,mfe-activation-stepper,,458,mfe-activation-stepper.production.linktr.ee,443,tls13,TLS_AES_128_GCM_SHA256,2022-11-15T00:00:00Z,CN=mfe-activation-stepper.production.linktr.ee,mfe-activation-stepper.production.linktr.ee,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,mfe-activation-stepper.production.linktr.ee,443,https://mfe-activation-stepper.production.linktr.ee:443,https,AmazonS3,text/html,GET,65.9.66.91,Amazon Web Services,1,True,,
mfe-activation-stepper.qa.linktr.ee,mfe-activation-stepper,,442,mfe-activation-stepper.qa.linktr.ee,443,tls13,TLS_AES_128_GCM_SHA256,2022-11-09T00:00:00Z,CN=mfe-activation-stepper.qa.linktr.ee,mfe-activation-stepper.qa.linktr.ee,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,mfe-activation-stepper.qa.linktr.ee,443,https://mfe-activation-stepper.qa.linktr.ee:443,https,AmazonS3,text/html,GET,18.66.122.54,Amazon Web Services,1,True,,
mfe-appearance.production.linktr.ee,mfe-appearance,,426,mfe-appearance.production.linktr.ee,443,tls13,TLS_AES_128_GCM_SHA256,2023-03-29T00:00:00Z,CN=mfe-appearance.production.linktr.ee,mfe-appearance.production.linktr.ee,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,mfe-appearance.production.linktr.ee,443,https://mfe-appearance.production.linktr.ee:443,https,AmazonS3,text/html,GET,65.9.66.111,Amazon Web Services,1,True,,
mfe-appearance.qa.linktr.ee,mfe-appearance,,410,mfe-appearance.qa.linktr.ee,443,tls13,TLS_AES_128_GCM_SHA256,2023-03-29T00:00:00Z,CN=mfe-appearance.qa.linktr.ee,mfe-appearance.qa.linktr.ee,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,mfe-appearance.qa.linktr.ee,443,https://mfe-appearance.qa.linktr.ee:443,https,AmazonS3,text/html,GET,13.32.99.85,Amazon Web Services,1,True,,
mfe-billing.qa.linktr.ee,mfe-billing,,398,mfe-billing.qa.linktr.ee,443,tls13,TLS_AES_128_GCM_SHA256,2023-02-27T00:00:00Z,CN=mfe-billing.qa.linktr.ee,mfe-billing.qa.linktr.ee,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,mfe-billing.qa.linktr.ee,443,https://mfe-billing.qa.linktr.ee:443,https,AmazonS3,text/html,GET,18.66.97.99,Amazon Web Services,1,True,,
mfe-fep-h-poc.production.linktr.ee,mfe-fep-h-poc,,422,mfe-fep-h-poc.production.linktr.ee,443,tls13,TLS_AES_128_GCM_SHA256,2023-02-15T00:00:00Z,CN=mfe-fep-h-poc.production.linktr.ee,mfe-fep-h-poc.production.linktr.ee,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,mfe-fep-h-poc.production.linktr.ee,443,https://mfe-fep-h-poc.production.linktr.ee:443,https,AmazonS3,text/html,GET,13.32.121.122,Amazon Web Services,1,True,,
mfe-fep-h-poc.qa.linktr.ee,mfe-fep-h-poc,,406,mfe-fep-h-poc.qa.linktr.ee,443,tls13,TLS_AES_128_GCM_SHA256,2023-02-15T00:00:00Z,CN=mfe-fep-h-poc.qa.linktr.ee,mfe-fep-h-poc.qa.linktr.ee,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,mfe-fep-h-poc.qa.linktr.ee,443,https://mfe-fep-h-poc.qa.linktr.ee:443,https,AmazonS3,text/html,GET,143.204.89.126,Amazon Web Services,1,True,,
mfe-geotarget.production.linktr.ee,mfe-geotarget,,536,mfe-geotarget.production.linktr.ee,443,tls13,TLS_AES_128_GCM_SHA256,2023-05-05T00:00:00Z,CN=mfe-geotarget.production.linktr.ee,mfe-geotarget.production.linktr.ee,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,mfe-geotarget.production.linktr.ee,443,https://mfe-geotarget.production.linktr.ee:443,https,AmazonS3,text/html,GET,99.86.4.87,Amazon Web Services,1,True,,
mfe-onboarding.qa.linktr.ee,Linktree | Create an account for free,,2674,mfe-onboarding.qa.linktr.ee,443,tls13,TLS_AES_128_GCM_SHA256,2023-03-03T00:00:00Z,CN=mfe-onboarding.qa.linktr.ee,mfe-onboarding.qa.linktr.ee,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,mfe-onboarding.qa.linktr.ee,443,https://mfe-onboarding.qa.linktr.ee:443,https,AmazonS3,text/html,GET,52.222.214.34,Amazon Web Services,41,True,,
mfe-uni-login.qa.linktr.ee,,,255,mfe-uni-login.qa.linktr.ee,443,tls13,TLS_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,CN=mfe-uni-login.qa.linktr.ee,mfe-uni-login.qa.linktr.ee,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,mfe-uni-login.qa.linktr.ee,443,https://mfe-uni-login.qa.linktr.ee:443,https,AmazonS3,application/xml,GET,18.66.97.4,Amazon Web Services,2,True,,
monolith-qa-alpha.linktr.ee,403 Forbidden,,520,monolith-qa-alpha.linktr.ee,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,CN=monolith-qa-alpha.linktr.ee,monolith-qa-alpha.linktr.ee,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,monolith-qa-alpha.linktr.ee,443,https://monolith-qa-alpha.linktr.ee:443,https,awselb/2.0,text/html,GET,35.83.57.1,,13,,,
monolith-qa-bravo.linktr.ee,403 Forbidden,,520,monolith-qa-bravo.linktr.ee,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-09T00:00:00Z,CN=monolith-qa-bravo.linktr.ee,monolith-qa-bravo.linktr.ee,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,monolith-qa-bravo.linktr.ee,443,https://monolith-qa-bravo.linktr.ee:443,https,awselb/2.0,text/html,GET,34.211.201.21,,13,,,
monolith-qa-charlie.linktr.ee,403 Forbidden,,520,monolith-qa-charlie.linktr.ee,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,CN=monolith-qa-charlie.linktr.ee,monolith-qa-charlie.linktr.ee,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,monolith-qa-charlie.linktr.ee,443,https://monolith-qa-charlie.linktr.ee:443,https,awselb/2.0,text/html,GET,44.236.213.114,,13,,,
monolith-qa-core-apps.linktr.ee,403 Forbidden,,520,monolith-qa-core-apps.linktr.ee,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-03T00:00:00Z,CN=monolith-qa-core-apps.linktr.ee,monolith-qa-core-apps.linktr.ee,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,monolith-qa-core-apps.linktr.ee,443,https://monolith-qa-core-apps.linktr.ee:443,https,awselb/2.0,text/html,GET,35.161.56.140,,13,,,
monolith-qa-delta.linktr.ee,403 Forbidden,,118,monolith-qa-delta.linktr.ee,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-09T00:00:00Z,CN=monolith-qa-delta.linktr.ee,monolith-qa-delta.linktr.ee,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,monolith-qa-delta.linktr.ee,443,https://monolith-qa-delta.linktr.ee:443,https,awselb/2.0,text/html,GET,44.231.0.33,,7,,,
monolith-qa-foxtrot.linktr.ee,403 Forbidden,,520,monolith-qa-foxtrot.linktr.ee,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,CN=monolith-qa-foxtrot.linktr.ee,monolith-qa-foxtrot.linktr.ee,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,monolith-qa-foxtrot.linktr.ee,443,https://monolith-qa-foxtrot.linktr.ee:443,https,awselb/2.0,text/html,GET,52.25.195.228,,13,,,
monolith-qa-golf.linktr.ee,403 Forbidden,,118,monolith-qa-golf.linktr.ee,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,CN=monolith-qa-golf.linktr.ee,monolith-qa-golf.linktr.ee,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,monolith-qa-golf.linktr.ee,443,https://monolith-qa-golf.linktr.ee:443,https,awselb/2.0,text/html,GET,34.211.171.13,,7,,,
monolith-qa-hotel.linktr.ee,403 Forbidden,,520,monolith-qa-hotel.linktr.ee,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,CN=monolith-qa-hotel.linktr.ee,monolith-qa-hotel.linktr.ee,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,monolith-qa-hotel.linktr.ee,443,https://monolith-qa-hotel.linktr.ee:443,https,awselb/2.0,text/html,GET,52.10.150.214,,13,,,
monolith-qa-india.linktr.ee,403 Forbidden,,520,monolith-qa-india.linktr.ee,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,CN=monolith-qa-india.linktr.ee,monolith-qa-india.linktr.ee,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,monolith-qa-india.linktr.ee,443,https://monolith-qa-india.linktr.ee:443,https,awselb/2.0,text/html,GET,52.43.23.116,,13,,,
monolith-qa-juliett.linktr.ee,403 Forbidden,,118,monolith-qa-juliett.linktr.ee,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,CN=monolith-qa-juliett.linktr.ee,monolith-qa-juliett.linktr.ee,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,monolith-qa-juliett.linktr.ee,443,https://monolith-qa-juliett.linktr.ee:443,https,awselb/2.0,text/html,GET,52.89.53.104,,7,,,
monolith-qa-kilo.linktr.ee,403 Forbidden,,520,monolith-qa-kilo.linktr.ee,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,CN=monolith-qa-kilo.linktr.ee,monolith-qa-kilo.linktr.ee,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,monolith-qa-kilo.linktr.ee,443,https://monolith-qa-kilo.linktr.ee:443,https,awselb/2.0,text/html,GET,44.241.161.214,,13,,,
monolith-qa-lima.linktr.ee,403 Forbidden,,118,monolith-qa-lima.linktr.ee,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-08T00:00:00Z,CN=monolith-qa-lima.linktr.ee,monolith-qa-lima.linktr.ee,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,monolith-qa-lima.linktr.ee,443,https://monolith-qa-lima.linktr.ee:443,https,awselb/2.0,text/html,GET,34.218.117.10,,7,,,
monolith-qa-mike.linktr.ee,403 Forbidden,,118,monolith-qa-mike.linktr.ee,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,CN=monolith-qa-mike.linktr.ee,monolith-qa-mike.linktr.ee,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,monolith-qa-mike.linktr.ee,443,https://monolith-qa-mike.linktr.ee:443,https,awselb/2.0,text/html,GET,35.155.125.219,,7,,,
monolith-qa-oscar.linktr.ee,403 Forbidden,,520,monolith-qa-oscar.linktr.ee,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,CN=monolith-qa-oscar.linktr.ee,monolith-qa-oscar.linktr.ee,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,monolith-qa-oscar.linktr.ee,443,https://monolith-qa-oscar.linktr.ee:443,https,awselb/2.0,text/html,GET,44.237.226.190,,13,,,
monolith-qa-staging.linktr.ee,403 Forbidden,,520,monolith-qa-staging.linktr.ee,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-12T00:00:00Z,CN=monolith-qa-staging.linktr.ee,monolith-qa-staging.linktr.ee,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,monolith-qa-staging.linktr.ee,443,https://monolith-qa-staging.linktr.ee:443,https,awselb/2.0,text/html,GET,54.190.173.16,,13,,,
mylink.page,Songlink/Odesli,,36123,odesli.co,443,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-03-01T08:36:13Z,CN=odesli.co,odesli.co,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ctls,odesli.co,443,https://mylink.page:443,https,Vercel,text/html,GET,76.76.21.21,webpack,1,,,
newsletter.linktr.ee,,,23,newsletter.linktr.ee,443,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,CN=newsletter.linktr.ee,newsletter.linktr.ee,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,newsletter.linktr.ee,443,https://newsletter.linktr.ee:443,https,,application/json,GET,18.66.97.36,Amazon Web Services,1,True,,
notification-manager.production.linktr.ee,,,2879,notification-manager.production.linktr.ee,443,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,CN=notification-manager.production.linktr.ee,notification-manager.production.linktr.ee,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,notification-manager.production.linktr.ee,443,https://notification-manager.production.linktr.ee:443,https,AmazonS3,text/html,GET,13.32.99.79,Amazon Web Services,13,True,,
notifications.linktr.ee,,,2879,linktr.ee,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-18T20:27:38Z,CN=linktr.ee,linktr.ee,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ctls,linktr.ee,443,https://notifications.linktr.ee:443,https,AmazonS3,text/html,GET,146.75.122.133,Varnish,13,True,,
notifications.production.linktr.ee,,,2736,notifications.production.linktr.ee,443,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,CN=notifications.production.linktr.ee,notifications.production.linktr.ee,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,notifications.production.linktr.ee,443,https://notifications.production.linktr.ee:443,https,AmazonS3,text/html,GET,13.32.99.118,Amazon Web Services,13,True,,
notifications.qa.linktr.ee,403 Forbidden,,425,notifications.qa.linktr.ee,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-15T08:56:33Z,CN=*.qa.linktr.ee,*.qa.linktr.ee,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ctls,notifications.qa.linktr.ee,443,https://notifications.qa.linktr.ee:443,https,Varnish,text/html,GET,151.101.2.133,Varnish,18,True,,
odesli.co,Songlink/Odesli,,36123,odesli.co,443,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-03-01T08:36:13Z,CN=odesli.co,odesli.co,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ctls,odesli.co,443,https://odesli.co:443,https,Vercel,text/html,GET,76.76.21.21,webpack,1,,,
onboarding.platform.linktr.ee,,,30,onboarding.platform.linktr.ee,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-15T00:00:00Z,CN=onboarding.platform.linktr.ee,onboarding.platform.linktr.ee,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,onboarding.platform.linktr.ee,443,https://onboarding.platform.linktr.ee:443,https,,text/html,GET,35.155.57.110,,1,,,
passionfund.linktr.ee,"Link in bio tool: Everything you are, in one simple link | Linktree",,921820,linktr.ee,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-18T20:27:38Z,CN=linktr.ee,linktr.ee,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ctls,linktr.ee,443,https://passionfund.linktr.ee:443,https,GatsbyHosting,text/html,GET,151.101.194.133,webpack,1294,True,,
payments.linktr.ee,,,23,payments.linktr.ee,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-08T00:00:00Z,CN=payments.linktr.ee,payments.linktr.ee,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,payments.linktr.ee,443,https://payments.linktr.ee:443,https,,application/json,GET,54.191.95.119,,1,,,
paypal-payments.linktr.ee,,,23,paypal-payments.linktr.ee,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-31T00:00:00Z,CN=paypal-payments.linktr.ee,paypal-payments.linktr.ee,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,paypal-payments.linktr.ee,443,https://paypal-payments.linktr.ee:443,https,,application/json,GET,54.245.138.85,,1,,,
playlist.link,Songlink/Odesli,,36123,odesli.co,443,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-03-01T08:36:13Z,CN=odesli.co,odesli.co,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ctls,odesli.co,443,https://playlist.link:443,https,Vercel,text/html,GET,76.76.21.21,webpack,1,,,
pods.link,Songlink/Odesli,,36123,odesli.co,443,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-03-01T08:36:13Z,CN=odesli.co,odesli.co,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ctls,odesli.co,443,https://pods.link:443,https,Vercel,text/html,GET,76.76.21.21,webpack,1,,,
