new,host,a,aaaa,cname,soa,ns,status_code,cdn,cdn-name,has_internal_ips,internal_ips,mx,caa,txt
[x],betastagingshare-b2bsystem.proxy.brave.com,"13.32.145.9, 13.32.145.116, 13.32.145.51, 13.32.145.2",,d1v01e3aef8dm5.cloudfront.net,,,NOERROR,True,cloudfront,,,,,
[x],betav2-oceania-mx.proxy.brave.com,"18.66.112.48, 18.66.112.15, 18.66.112.82, 18.66.112.126","2600:9000:223f:d200:b:dfaf:7b40:93a1, 2600:9000:223f:2000:b:dfaf:7b40:93a1, 2600:9000:223f:ee00:b:dfaf:7b40:93a1, 2600:9000:223f:5c00:b:dfaf:7b40:93a1, 2600:9000:223f:1a00:b:dfaf:7b40:93a1, 2600:9000:223f:9c00:b:dfaf:7b40:93a1, 2600:9000:223f:ce00:b:dfaf:7b40:93a1, 2600:9000:223f:f000:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-1624.awsdns-11.co.uk, ns-253.awsdns-31.com, ns-782.awsdns-33.net, ns-1144.awsdns-15.org",NOERROR,True,cloudfront,,,,,
[x],betavpn.proxy.brave.com,"52.85.132.51, 52.85.132.8, 52.85.132.40, 52.85.132.122, 205.251.192.253, 205.251.195.14, 205.251.196.120, 205.251.198.88","2600:9000:2073:9e00:b:dfaf:7b40:93a1, 2600:9000:2073:4c00:b:dfaf:7b40:93a1, 2600:9000:2073:8400:b:dfaf:7b40:93a1, 2600:9000:2073:7600:b:dfaf:7b40:93a1, 2600:9000:2073:5600:b:dfaf:7b40:93a1, 2600:9000:2073:6a00:b:dfaf:7b40:93a1, 2600:9000:2073:7c00:b:dfaf:7b40:93a1, 2600:9000:2073:9c00:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-782.awsdns-33.net, ns-1624.awsdns-11.co.uk, ns-253.awsdns-31.com, ns-1144.awsdns-15.org",NOERROR,True,cloudfront,,,,,
[x],betsy.proxy.brave.com,"18.66.112.15, 18.66.112.48, 18.66.112.82, 18.66.112.126","2600:9000:223f:b000:b:dfaf:7b40:93a1, 2600:9000:223f:c400:b:dfaf:7b40:93a1, 2600:9000:223f:d400:b:dfaf:7b40:93a1, 2600:9000:223f:e600:b:dfaf:7b40:93a1, 2600:9000:223f:0:b:dfaf:7b40:93a1, 2600:9000:223f:2600:b:dfaf:7b40:93a1, 2600:9000:223f:4400:b:dfaf:7b40:93a1, 2600:9000:223f:9c00:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-253.awsdns-31.com, ns-782.awsdns-33.net, ns-1144.awsdns-15.org, ns-1624.awsdns-11.co.uk",NOERROR,True,cloudfront,,,,,
[x],bf04.proxy.brave.com,"65.9.86.104, 65.9.86.115, 65.9.86.91, 65.9.86.42","2600:9000:2104:1800:b:dfaf:7b40:93a1, 2600:9000:2104:0:b:dfaf:7b40:93a1, 2600:9000:2104:4600:b:dfaf:7b40:93a1, 2600:9000:2104:1200:b:dfaf:7b40:93a1, 2600:9000:2104:fc00:b:dfaf:7b40:93a1, 2600:9000:2104:600:b:dfaf:7b40:93a1, 2600:9000:2104:a00:b:dfaf:7b40:93a1, 2600:9000:2104:ea00:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-782.awsdns-33.net, ns-1144.awsdns-15.org, ns-1624.awsdns-11.co.uk, ns-253.awsdns-31.com",NOERROR,True,cloudfront,,,,,
[x],bid459q.proxy.brave.com,"18.66.112.15, 18.66.112.48, 18.66.112.126, 18.66.112.82","2600:9000:223f:8600:b:dfaf:7b40:93a1, 2600:9000:223f:8a00:b:dfaf:7b40:93a1, 2600:9000:223f:6400:b:dfaf:7b40:93a1, 2600:9000:223f:7400:b:dfaf:7b40:93a1, 2600:9000:223f:fe00:b:dfaf:7b40:93a1, 2600:9000:223f:9800:b:dfaf:7b40:93a1, 2600:9000:223f:d200:b:dfaf:7b40:93a1, 2600:9000:223f:a800:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-253.awsdns-31.com, ns-1624.awsdns-11.co.uk, ns-1144.awsdns-15.org, ns-782.awsdns-33.net",NOERROR,True,cloudfront,,,,,
[x],bid462g.proxy.brave.com,"18.66.112.82, 18.66.112.48, 18.66.112.15, 18.66.112.126","2600:9000:223f:6000:b:dfaf:7b40:93a1, 2600:9000:223f:3800:b:dfaf:7b40:93a1, 2600:9000:223f:9400:b:dfaf:7b40:93a1, 2600:9000:223f:8000:b:dfaf:7b40:93a1, 2600:9000:223f:c400:b:dfaf:7b40:93a1, 2600:9000:223f:8e00:b:dfaf:7b40:93a1, 2600:9000:223f:2c00:b:dfaf:7b40:93a1, 2600:9000:223f:3400:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-782.awsdns-33.net, ns-1144.awsdns-15.org, ns-1624.awsdns-11.co.uk, ns-253.awsdns-31.com",NOERROR,True,cloudfront,,,,,
[x],bid466y.proxy.brave.com,"18.66.112.126, 18.66.112.48, 18.66.112.82, 18.66.112.15","2600:9000:223f:9800:b:dfaf:7b40:93a1, 2600:9000:223f:9c00:b:dfaf:7b40:93a1, 2600:9000:223f:da00:b:dfaf:7b40:93a1, 2600:9000:223f:1600:b:dfaf:7b40:93a1, 2600:9000:223f:d800:b:dfaf:7b40:93a1, 2600:9000:223f:b800:b:dfaf:7b40:93a1, 2600:9000:223f:c200:b:dfaf:7b40:93a1, 2600:9000:223f:fc00:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-1144.awsdns-15.org, ns-1624.awsdns-11.co.uk, ns-253.awsdns-31.com, ns-782.awsdns-33.net",NOERROR,True,cloudfront,,,,,
[x],bid468a.proxy.brave.com,"65.9.86.104, 65.9.86.42, 65.9.86.115, 65.9.86.91","2600:9000:2104:ca00:b:dfaf:7b40:93a1, 2600:9000:2104:a000:b:dfaf:7b40:93a1, 2600:9000:2104:8000:b:dfaf:7b40:93a1, 2600:9000:2104:4600:b:dfaf:7b40:93a1, 2600:9000:2104:a400:b:dfaf:7b40:93a1, 2600:9000:2104:6c00:b:dfaf:7b40:93a1, 2600:9000:2104:4a00:b:dfaf:7b40:93a1, 2600:9000:2104:6400:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-1144.awsdns-15.org, ns-1624.awsdns-11.co.uk, ns-253.awsdns-31.com, ns-782.awsdns-33.net",NOERROR,True,cloudfront,,,,,
[x],bid46ir.proxy.brave.com,"18.66.248.71, 18.66.248.84, 18.66.248.76, 18.66.248.63","2600:9000:224a:3400:b:dfaf:7b40:93a1, 2600:9000:224a:9a00:b:dfaf:7b40:93a1, 2600:9000:224a:9200:b:dfaf:7b40:93a1, 2600:9000:224a:1c00:b:dfaf:7b40:93a1, 2600:9000:224a:8400:b:dfaf:7b40:93a1, 2600:9000:224a:3e00:b:dfaf:7b40:93a1, 2600:9000:224a:1a00:b:dfaf:7b40:93a1, 2600:9000:224a:e000:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-1624.awsdns-11.co.uk, ns-253.awsdns-31.com, ns-782.awsdns-33.net, ns-1144.awsdns-15.org",NOERROR,True,cloudfront,,,,,
[x],bid46lf.proxy.brave.com,"99.84.88.16, 99.84.88.105, 99.84.88.97, 99.84.88.107","2600:9000:2304:de00:b:dfaf:7b40:93a1, 2600:9000:2304:c000:b:dfaf:7b40:93a1, 2600:9000:2304:4e00:b:dfaf:7b40:93a1, 2600:9000:2304:b600:b:dfaf:7b40:93a1, 2600:9000:2304:2a00:b:dfaf:7b40:93a1, 2600:9000:2304:a800:b:dfaf:7b40:93a1, 2600:9000:2304:fe00:b:dfaf:7b40:93a1, 2600:9000:2304:1000:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-1144.awsdns-15.org, ns-1624.awsdns-11.co.uk, ns-253.awsdns-31.com, ns-782.awsdns-33.net",NOERROR,True,cloudfront,,,,,
[x],bid46lp.proxy.brave.com,"18.66.112.15, 18.66.112.82, 18.66.112.126, 18.66.112.48",,d1v01e3aef8dm5.cloudfront.net,,,NOERROR,True,cloudfront,,,,,
[x],bid46mb.proxy.brave.com,"18.66.112.48, 18.66.112.82, 18.66.112.126, 18.66.112.15","2600:9000:223f:6800:b:dfaf:7b40:93a1, 2600:9000:223f:e800:b:dfaf:7b40:93a1, 2600:9000:223f:f200:b:dfaf:7b40:93a1, 2600:9000:223f:8000:b:dfaf:7b40:93a1, 2600:9000:223f:7200:b:dfaf:7b40:93a1, 2600:9000:223f:9a00:b:dfaf:7b40:93a1, 2600:9000:223f:4e00:b:dfaf:7b40:93a1, 2600:9000:223f:7000:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,,,NOERROR,True,cloudfront,,,,,
[x],bid46p1.proxy.brave.com,"18.66.112.48, 18.66.112.15, 18.66.112.82, 18.66.112.126","2600:9000:223f:2000:b:dfaf:7b40:93a1, 2600:9000:223f:b200:b:dfaf:7b40:93a1, 2600:9000:223f:4000:b:dfaf:7b40:93a1, 2600:9000:223f:6e00:b:dfaf:7b40:93a1, 2600:9000:223f:d400:b:dfaf:7b40:93a1, 2600:9000:223f:e000:b:dfaf:7b40:93a1, 2600:9000:223f:7000:b:dfaf:7b40:93a1, 2600:9000:223f:5200:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-782.awsdns-33.net, ns-1144.awsdns-15.org, ns-1624.awsdns-11.co.uk, ns-253.awsdns-31.com",NOERROR,True,cloudfront,,,,,
[x],bid46rt.proxy.brave.com,"52.85.132.122, 52.85.132.51, 52.85.132.8, 52.85.132.40, 205.251.192.253, 205.251.195.14, 205.251.196.120, 205.251.198.88","2600:9000:2073:9000:b:dfaf:7b40:93a1, 2600:9000:2073:f200:b:dfaf:7b40:93a1, 2600:9000:2073:8200:b:dfaf:7b40:93a1, 2600:9000:2073:9200:b:dfaf:7b40:93a1, 2600:9000:2073:2200:b:dfaf:7b40:93a1, 2600:9000:2073:8a00:b:dfaf:7b40:93a1, 2600:9000:2073:a400:b:dfaf:7b40:93a1, 2600:9000:2073:5800:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-253.awsdns-31.com, ns-782.awsdns-33.net, ns-1144.awsdns-15.org, ns-1624.awsdns-11.co.uk",NOERROR,True,cloudfront,,,,,
[x],bid46sh.proxy.brave.com,"65.9.86.42, 65.9.86.91, 65.9.86.115, 65.9.86.104","2600:9000:2104:c600:b:dfaf:7b40:93a1, 2600:9000:2104:6800:b:dfaf:7b40:93a1, 2600:9000:2104:4a00:b:dfaf:7b40:93a1, 2600:9000:2104:fc00:b:dfaf:7b40:93a1, 2600:9000:2104:c00:b:dfaf:7b40:93a1, 2600:9000:2104:6a00:b:dfaf:7b40:93a1, 2600:9000:2104:5800:b:dfaf:7b40:93a1, 2600:9000:2104:4c00:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-1624.awsdns-11.co.uk, ns-253.awsdns-31.com, ns-782.awsdns-33.net, ns-1144.awsdns-15.org",NOERROR,True,cloudfront,,,,,
[x],bid46t0.proxy.brave.com,"13.32.145.2, 13.32.145.116, 13.32.145.51, 13.32.145.9","2600:9000:20e1:7a00:b:dfaf:7b40:93a1, 2600:9000:20e1:5600:b:dfaf:7b40:93a1, 2600:9000:20e1:400:b:dfaf:7b40:93a1, 2600:9000:20e1:c800:b:dfaf:7b40:93a1, 2600:9000:20e1:8e00:b:dfaf:7b40:93a1, 2600:9000:20e1:fe00:b:dfaf:7b40:93a1, 2600:9000:20e1:3e00:b:dfaf:7b40:93a1, 2600:9000:20e1:6a00:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-782.awsdns-33.net, ns-1144.awsdns-15.org, ns-1624.awsdns-11.co.uk, ns-253.awsdns-31.com",NOERROR,True,cloudfront,,,,,
[x],bid47ag.proxy.brave.com,"18.66.112.48, 18.66.112.126, 18.66.112.15, 18.66.112.82","2600:9000:223f:8a00:b:dfaf:7b40:93a1, 2600:9000:223f:a800:b:dfaf:7b40:93a1, 2600:9000:223f:d200:b:dfaf:7b40:93a1, 2600:9000:223f:fe00:b:dfaf:7b40:93a1, 2600:9000:223f:9800:b:dfaf:7b40:93a1, 2600:9000:223f:6400:b:dfaf:7b40:93a1, 2600:9000:223f:7400:b:dfaf:7b40:93a1, 2600:9000:223f:8600:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-1144.awsdns-15.org, ns-253.awsdns-31.com, ns-1624.awsdns-11.co.uk, ns-782.awsdns-33.net",NOERROR,True,cloudfront,,,,,
[x],bid47cg.proxy.brave.com,"18.66.112.126, 18.66.112.48, 18.66.112.15, 18.66.112.82","2600:9000:223f:fe00:b:dfaf:7b40:93a1, 2600:9000:223f:a800:b:dfaf:7b40:93a1, 2600:9000:223f:9800:b:dfaf:7b40:93a1, 2600:9000:223f:8a00:b:dfaf:7b40:93a1, 2600:9000:223f:8600:b:dfaf:7b40:93a1, 2600:9000:223f:7400:b:dfaf:7b40:93a1, 2600:9000:223f:d200:b:dfaf:7b40:93a1, 2600:9000:223f:6400:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-782.awsdns-33.net, ns-253.awsdns-31.com, ns-1624.awsdns-11.co.uk, ns-1144.awsdns-15.org",NOERROR,True,cloudfront,,,,,
[x],bid47dx.proxy.brave.com,"18.66.112.126, 18.66.112.48, 18.66.112.15, 18.66.112.82","2600:9000:223f:7800:b:dfaf:7b40:93a1, 2600:9000:223f:4200:b:dfaf:7b40:93a1, 2600:9000:223f:a600:b:dfaf:7b40:93a1, 2600:9000:223f:aa00:b:dfaf:7b40:93a1, 2600:9000:223f:3200:b:dfaf:7b40:93a1, 2600:9000:223f:1200:b:dfaf:7b40:93a1, 2600:9000:223f:8e00:b:dfaf:7b40:93a1, 2600:9000:223f:9400:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-1144.awsdns-15.org, ns-1624.awsdns-11.co.uk, ns-253.awsdns-31.com, ns-782.awsdns-33.net",NOERROR,True,cloudfront,,,,,
[x],bid47e6.proxy.brave.com,"18.66.112.15, 18.66.112.48, 18.66.112.126, 18.66.112.82","2600:9000:2487:f000:b:dfaf:7b40:93a1, 2600:9000:2487:fe00:b:dfaf:7b40:93a1, 2600:9000:2487:9800:b:dfaf:7b40:93a1, 2600:9000:2487:4e00:b:dfaf:7b40:93a1, 2600:9000:2487:c400:b:dfaf:7b40:93a1, 2600:9000:2487:cc00:b:dfaf:7b40:93a1, 2600:9000:2487:1a00:b:dfaf:7b40:93a1, 2600:9000:2487:7600:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,,"ns-1144.awsdns-15.org, ns-1624.awsdns-11.co.uk, ns-253.awsdns-31.com, ns-782.awsdns-33.net",NOERROR,True,cloudfront,,,,,
[x],bid47fq.proxy.brave.com,"18.66.248.63, 18.66.248.76, 18.66.248.71, 18.66.248.84","2600:9000:224a:3a00:b:dfaf:7b40:93a1, 2600:9000:224a:1200:b:dfaf:7b40:93a1, 2600:9000:224a:3e00:b:dfaf:7b40:93a1, 2600:9000:224a:9600:b:dfaf:7b40:93a1, 2600:9000:224a:9a00:b:dfaf:7b40:93a1, 2600:9000:224a:6c00:b:dfaf:7b40:93a1, 2600:9000:224a:4200:b:dfaf:7b40:93a1, 2600:9000:224a:8a00:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-253.awsdns-31.com, ns-782.awsdns-33.net, ns-1144.awsdns-15.org, ns-1624.awsdns-11.co.uk",NOERROR,True,cloudfront,,,,,
[x],bid47hg.proxy.brave.com,"18.66.112.15, 18.66.112.126, 18.66.112.48, 18.66.112.82","2600:9000:223f:5a00:b:dfaf:7b40:93a1, 2600:9000:223f:f600:b:dfaf:7b40:93a1, 2600:9000:223f:2600:b:dfaf:7b40:93a1, 2600:9000:223f:b200:b:dfaf:7b40:93a1, 2600:9000:223f:9800:b:dfaf:7b40:93a1, 2600:9000:223f:da00:b:dfaf:7b40:93a1, 2600:9000:223f:9a00:b:dfaf:7b40:93a1, 2600:9000:223f:4800:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-1144.awsdns-15.org, ns-1624.awsdns-11.co.uk, ns-253.awsdns-31.com, ns-782.awsdns-33.net",NOERROR,True,cloudfront,,,,,
[x],bid47hp.proxy.brave.com,"18.244.146.75, 18.244.146.7, 18.244.146.107, 18.244.146.76, 205.251.195.14","2600:9000:26de:3600:b:dfaf:7b40:93a1, 2600:9000:26de:4a00:b:dfaf:7b40:93a1, 2600:9000:26de:b600:b:dfaf:7b40:93a1, 2600:9000:26de:6600:b:dfaf:7b40:93a1, 2600:9000:26de:e00:b:dfaf:7b40:93a1, 2600:9000:26de:8e00:b:dfaf:7b40:93a1, 2600:9000:26de:f800:b:dfaf:7b40:93a1, 2600:9000:26de:c200:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-253.awsdns-31.com, ns-782.awsdns-33.net, ns-1144.awsdns-15.org, ns-1624.awsdns-11.co.uk",NOERROR,True,cloudfront,,,,,
[x],bid47jw.proxy.brave.com,"13.32.145.9, 13.32.145.116, 13.32.145.2, 13.32.145.51",,d1v01e3aef8dm5.cloudfront.net,,,NOERROR,True,cloudfront,,,,,
[x],bid47ku.proxy.brave.com,"18.66.112.82, 18.66.112.48, 18.66.112.15, 18.66.112.126","2600:9000:223f:3200:b:dfaf:7b40:93a1, 2600:9000:223f:7400:b:dfaf:7b40:93a1, 2600:9000:223f:d600:b:dfaf:7b40:93a1, 2600:9000:223f:8c00:b:dfaf:7b40:93a1, 2600:9000:223f:3800:b:dfaf:7b40:93a1, 2600:9000:223f:3400:b:dfaf:7b40:93a1, 2600:9000:223f:f400:b:dfaf:7b40:93a1, 2600:9000:223f:9000:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-1144.awsdns-15.org, ns-1624.awsdns-11.co.uk, ns-253.awsdns-31.com, ns-782.awsdns-33.net",NOERROR,True,cloudfront,,,,,
[x],bid47lo.proxy.brave.com,"52.85.132.40, 52.85.132.8, 52.85.132.122, 52.85.132.51, 205.251.192.253, 205.251.195.14, 205.251.196.120, 205.251.198.88","2600:9000:2073:5600:b:dfaf:7b40:93a1, 2600:9000:2073:6a00:b:dfaf:7b40:93a1, 2600:9000:2073:9e00:b:dfaf:7b40:93a1, 2600:9000:2073:9c00:b:dfaf:7b40:93a1, 2600:9000:2073:8400:b:dfaf:7b40:93a1, 2600:9000:2073:4c00:b:dfaf:7b40:93a1, 2600:9000:2073:7c00:b:dfaf:7b40:93a1, 2600:9000:2073:7600:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-253.awsdns-31.com, ns-782.awsdns-33.net, ns-1144.awsdns-15.org, ns-1624.awsdns-11.co.uk",NOERROR,True,cloudfront,,,,,
[x],bid47ph.proxy.brave.com,"18.66.112.82, 18.66.112.126, 18.66.112.15, 18.66.112.48","2600:9000:223f:6600:b:dfaf:7b40:93a1, 2600:9000:223f:8400:b:dfaf:7b40:93a1, 2600:9000:223f:c200:b:dfaf:7b40:93a1, 2600:9000:223f:0:b:dfaf:7b40:93a1, 2600:9000:223f:1400:b:dfaf:7b40:93a1, 2600:9000:223f:2200:b:dfaf:7b40:93a1, 2600:9000:223f:3200:b:dfaf:7b40:93a1, 2600:9000:223f:5400:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-253.awsdns-31.com, ns-782.awsdns-33.net, ns-1144.awsdns-15.org, ns-1624.awsdns-11.co.uk",NOERROR,True,cloudfront,,,,,
[x],bid47pv.proxy.brave.com,"65.9.86.42, 65.9.86.91, 65.9.86.104, 65.9.86.115","2600:9000:2104:a600:b:dfaf:7b40:93a1, 2600:9000:2104:fe00:b:dfaf:7b40:93a1, 2600:9000:2104:8200:b:dfaf:7b40:93a1, 2600:9000:2104:9c00:b:dfaf:7b40:93a1, 2600:9000:2104:b600:b:dfaf:7b40:93a1, 2600:9000:2104:f800:b:dfaf:7b40:93a1, 2600:9000:2104:e600:b:dfaf:7b40:93a1, 2600:9000:2104:d600:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-782.awsdns-33.net, ns-1144.awsdns-15.org, ns-1624.awsdns-11.co.uk, ns-253.awsdns-31.com",NOERROR,True,cloudfront,,,,,
[x],bid47s5.proxy.brave.com,"13.32.145.51, 13.32.145.116, 13.32.145.9, 13.32.145.2","2600:9000:20e1:8e00:b:dfaf:7b40:93a1, 2600:9000:20e1:c800:b:dfaf:7b40:93a1, 2600:9000:20e1:5600:b:dfaf:7b40:93a1, 2600:9000:20e1:6a00:b:dfaf:7b40:93a1, 2600:9000:20e1:7a00:b:dfaf:7b40:93a1, 2600:9000:20e1:400:b:dfaf:7b40:93a1, 2600:9000:20e1:fe00:b:dfaf:7b40:93a1, 2600:9000:20e1:3e00:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-1624.awsdns-11.co.uk, ns-1144.awsdns-15.org, ns-782.awsdns-33.net, ns-253.awsdns-31.com",NOERROR,True,cloudfront,,,,,
[x],bid47va.proxy.brave.com,"18.66.112.126, 18.66.112.82, 18.66.112.15, 18.66.112.48","2600:9000:223f:a800:b:dfaf:7b40:93a1, 2600:9000:223f:fe00:b:dfaf:7b40:93a1, 2600:9000:223f:6400:b:dfaf:7b40:93a1, 2600:9000:223f:9800:b:dfaf:7b40:93a1, 2600:9000:223f:8a00:b:dfaf:7b40:93a1, 2600:9000:223f:7400:b:dfaf:7b40:93a1, 2600:9000:223f:d200:b:dfaf:7b40:93a1, 2600:9000:223f:8600:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-782.awsdns-33.net, ns-1624.awsdns-11.co.uk, ns-253.awsdns-31.com, ns-1144.awsdns-15.org",NOERROR,True,cloudfront,,,,,
[x],bid47wh.proxy.brave.com,"18.66.112.126, 18.66.112.15, 18.66.112.82, 18.66.112.48","2600:9000:223f:d200:b:dfaf:7b40:93a1, 2600:9000:223f:7400:b:dfaf:7b40:93a1, 2600:9000:223f:a800:b:dfaf:7b40:93a1, 2600:9000:223f:8a00:b:dfaf:7b40:93a1, 2600:9000:223f:9800:b:dfaf:7b40:93a1, 2600:9000:223f:fe00:b:dfaf:7b40:93a1, 2600:9000:223f:8600:b:dfaf:7b40:93a1, 2600:9000:223f:6400:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-782.awsdns-33.net, ns-253.awsdns-31.com, ns-1144.awsdns-15.org, ns-1624.awsdns-11.co.uk",NOERROR,True,cloudfront,,,,,
[x],bignsmallsegofreesource.brave.com,,,,"chip.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,,,,,,,
[x],bitgo-proxy.internal.brave.com,,,,"chip.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,,,,,,,
[x],blog-acc-accantiviruspre.proxy.brave.com,"18.66.112.126, 18.66.112.48, 18.66.112.82, 18.66.112.15",,d1v01e3aef8dm5.cloudfront.net,,,NOERROR,True,cloudfront,,,,,
[x],blog.brave.com,"18.66.248.55, 18.66.248.54, 18.66.248.50, 18.66.248.122","2600:9000:224a:200:6:d0d2:780:93a1, 2600:9000:224a:7c00:6:d0d2:780:93a1, 2600:9000:224a:2c00:6:d0d2:780:93a1, 2600:9000:224a:9a00:6:d0d2:780:93a1, 2600:9000:224a:4e00:6:d0d2:780:93a1, 2600:9000:224a:800:6:d0d2:780:93a1, 2600:9000:224a:3400:6:d0d2:780:93a1, 2600:9000:224a:ac00:6:d0d2:780:93a1",d16w0ph6f167fi.cloudfront.net,"ns-2029.awsdns-61.co.uk, awsdns-hostmaster.amazon.com","ns-2029.awsdns-61.co.uk, ns-363.awsdns-45.com, ns-774.awsdns-32.net, ns-1445.awsdns-52.org",NOERROR,True,cloudfront,,,,,
[x],blogqaproxy-vpn.proxy.brave.com,"18.66.112.15, 18.66.112.82, 18.66.112.126, 18.66.112.48","2600:9000:223f:f000:b:dfaf:7b40:93a1, 2600:9000:223f:c200:b:dfaf:7b40:93a1, 2600:9000:223f:7a00:b:dfaf:7b40:93a1, 2600:9000:223f:7800:b:dfaf:7b40:93a1, 2600:9000:223f:3c00:b:dfaf:7b40:93a1, 2600:9000:223f:0:b:dfaf:7b40:93a1, 2600:9000:223f:c400:b:dfaf:7b40:93a1, 2600:9000:223f:b200:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-1144.awsdns-15.org, ns-1624.awsdns-11.co.uk, ns-253.awsdns-31.com, ns-782.awsdns-33.net",NOERROR,True,cloudfront,,,,,
[x],blondie3.proxy.brave.com,"18.244.146.7, 18.244.146.107, 18.244.146.76, 18.244.146.75, 205.251.195.14","2600:9000:26de:8e00:b:dfaf:7b40:93a1, 2600:9000:26de:b600:b:dfaf:7b40:93a1, 2600:9000:26de:c200:b:dfaf:7b40:93a1, 2600:9000:26de:f800:b:dfaf:7b40:93a1, 2600:9000:26de:e00:b:dfaf:7b40:93a1, 2600:9000:26de:4a00:b:dfaf:7b40:93a1, 2600:9000:26de:3600:b:dfaf:7b40:93a1, 2600:9000:26de:6600:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-782.awsdns-33.net, ns-1624.awsdns-11.co.uk, ns-253.awsdns-31.com, ns-1144.awsdns-15.org",NOERROR,True,cloudfront,,,,,
[x],bns.proxy.brave.com,"18.66.112.82, 18.66.112.126, 18.66.112.48, 18.66.112.15",,d1v01e3aef8dm5.cloudfront.net,,,NOERROR,True,cloudfront,,,,,
