input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,lines,failed,tech_,location,final_url,csp_domains_,tls_expired,tls_wildcard_certificate,cdn_name,cdn
rwww.usaa.com,Business and Partner Access | USAA,200,4001,aksvc.usaa.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-24T00:00:00Z,2024-04-25T23:59:59Z,"CN=rmobileapps.usaa.com, O=United Services Automobile Association, L=San Antonio, ST=Texas, C=US, serialNumber=1447376, businessCategory=Private Organization, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionCountry=US",rmobileapps.usaa.com,United Services Automobile Association,test-shops.usaa360.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,5144e5fb41d00fcbcb07a414a159bf33,28229593a2e3b3d8d62d965e466c3fd22ac8a3b4717b45c289c0b5ad72de925e,ctls,aksvc.usaa.com,443,https://rwww.usaa.com:443,https,USAA-Service,text/html,GET,23.208.148.202,/,-485427770,23.208.148.202,87,False,HSTS,,https://aksvc.usaa.com/akamailogin/login.html?orgurl=LOGURLTmVauB2kL70p3k+hSQ6SwX5lMlOsrcvw4dMObmJd0dDzeQbeaZi+hC4G6iwMvTzh,,,,,
s.usaa.com,Enable Cookies  | USAA | USAA,200,4052,mobile.usaa.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-07-28T00:00:00Z,2023-08-22T23:59:59Z,"CN=mobile.usaa.com, O=United Services Automobile Association, L=San Antonio, ST=Texas, C=US, serialNumber=1447376, businessCategory=Private Organization, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionCountry=US",mobile.usaa.com,United Services Automobile Association,api.usaa.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,32c8bca94f05870cfaf08122b339cbe7,3ae7e7509719fb23a7cf11f992cf8b0a6918c09e9ae3d11b44a7021f3bfde70f,ctls,mobile.usaa.com,443,https://s.usaa.com:443,https,USAA-Service,text/html,GET,23.201.246.224,/,1923106949,23.201.246.224,53,False,React,,https://mobile.usaa.com/?view=home&fromwww=true&akredirect=true,,,,,
s1.utv.usaa.com,Access Denied,403,268,s1.utv.usaa.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-02-20T00:00:00Z,2024-03-22T23:59:59Z,"CN=wsb2b.usaa.com, O=United Services Automobile Association, L=San Antonio, ST=Texas, C=US, serialNumber=1447376, businessCategory=Private Organization, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionCountry=US",wsb2b.usaa.com,United Services Automobile Association,v.utvqa.usaa.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,22c03f3d05b29315881a50d2a475876c,bf1a652305182e6d413e64c8f67fe110857e3f8cf431a640dddc06337d4b6c1b,ctls,s1.utv.usaa.com,443,https://s1.utv.usaa.com:443,https,AkamaiGHost,text/html,GET,23.1.106.55,/,-711802152,23.1.106.55,10,False,,,,,,,,
s1.utvqa.usaa.com,Access Denied,403,270,,,,,,,,,,,,,,,,,,,,80,http://s1.utvqa.usaa.com:80,http,AkamaiGHost,text/html,GET,23.1.106.55,/,680481200,23.1.106.55,10,False,,,,,,,,
san.usaa.com,,200,2,san.usaa.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-01-05T00:00:00Z,2024-02-05T23:59:59Z,"CN=san.usaa.com, O=United Services Automobile Association, L=San Antonio, ST=Texas, C=US, serialNumber=1447376, businessCategory=Private Organization, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionCountry=US",san.usaa.com,United Services Automobile Association,statmcstg.usaa.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,3ad75aefdbfb4cf84ea47f8b2fa4d7bf,32c53c98680d1dff92225e63271f1be590f3779719b640a34efda4e9ccfa0738,ctls,san.usaa.com,443,https://san.usaa.com:443,https,,text/html,GET,23.41.253.100,/,-2088429648,2a02:26f0:1700:386::e9,1,False,,,,,,,,
securemail.usaa.com,"System Error
	      | USAA",200,44196,securemail.usaa.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-02-20T00:00:00Z,2024-03-22T23:59:59Z,"CN=wsb2b.usaa.com, O=United Services Automobile Association, L=San Antonio, ST=Texas, C=US, serialNumber=1447376, businessCategory=Private Organization, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionCountry=US",wsb2b.usaa.com,United Services Automobile Association,v.utvqa.usaa.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,22c03f3d05b29315881a50d2a475876c,bf1a652305182e6d413e64c8f67fe110857e3f8cf431a640dddc06337d4b6c1b,ctls,securemail.usaa.com,443,https://securemail.usaa.com:443,https,USAA-Honesty,text/html,GET,23.212.201.112,/,-485427770,23.212.201.112,165,False,HSTS,,,,,,,
securemailtest.usaa.com,"System Error
	      | USAA",200,44196,securemailtest.usaa.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-24T00:00:00Z,2023-11-23T23:59:59Z,"CN=rwww.usaa.com, O=United Services Automobile Association, L=San Antonio, ST=Texas, C=US, serialNumber=1447376, businessCategory=Private Organization, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionCountry=US",rwww.usaa.com,United Services Automobile Association,rmapi-a.usaa.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,8703d086a65c009842328ed10ad5dc95,fe772e5ce9d92e9309e48ea266adc8cc7ed5d1fe04539b40c0214ad014804de4,ctls,securemailtest.usaa.com,443,https://securemailtest.usaa.com:443,https,USAA-Service,text/html,GET,23.208.148.202,/,-485427770,23.208.148.202,165,False,HSTS,,,,,,,
shopping.usaa.com,Enable Cookies  | USAA | USAA,200,4051,www.usaa.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-08-19T00:00:00Z,2023-09-19T23:59:59Z,"CN=www.usaa.com, O=United Services Automobile Association, L=San Antonio, ST=Texas, C=US, serialNumber=1447376, businessCategory=Private Organization, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionCountry=US",www.usaa.com,United Services Automobile Association,api-a.usaa.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,d42e7990240fd2a1fbc5b5b4bbc20495,171d96ef84b46897119db1b50a2c08cb3ef0543f31835bc786befecaf9840670,ctls,www.usaa.com,443,https://shopping.usaa.com:443,https,USAA-Service,text/html,GET,23.201.246.224,/,2102838841,23.201.246.224,53,False,React,,https://www.usaa.com/inet/pages/diamonds_jewelry_main?akredirect=true,,,,,
statmcstg.usaa.com,Business and Partner Access | USAA,200,4001,aksvc.usaa.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-24T00:00:00Z,2024-04-25T23:59:59Z,"CN=rmobileapps.usaa.com, O=United Services Automobile Association, L=San Antonio, ST=Texas, C=US, serialNumber=1447376, businessCategory=Private Organization, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionCountry=US",rmobileapps.usaa.com,United Services Automobile Association,test-shops.usaa360.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,5144e5fb41d00fcbcb07a414a159bf33,28229593a2e3b3d8d62d965e466c3fd22ac8a3b4717b45c289c0b5ad72de925e,ctls,aksvc.usaa.com,443,https://statmcstg.usaa.com:443,https,USAA-Honesty,text/html,GET,23.208.148.202,/,-485427770,23.208.148.202,87,False,HSTS,,https://aksvc.usaa.com/akamailogin/login.html?orgurl=LOGURLGgl4cj5kb%2ffsQnZCjz4%2frv0VxYOWv3tUSZl7HFgcaUyp8EsKEdIRsfRhboWMTUe8IYHw+1Y90XEFiuAfkHTcyA%3d%3d,,,,,
statmcstgnow.usaa.com,Business and Partner Access | USAA,200,4001,aksvc.usaa.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-24T00:00:00Z,2024-04-25T23:59:59Z,"CN=rmobileapps.usaa.com, O=United Services Automobile Association, L=San Antonio, ST=Texas, C=US, serialNumber=1447376, businessCategory=Private Organization, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionCountry=US",rmobileapps.usaa.com,United Services Automobile Association,test-shops.usaa360.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,5144e5fb41d00fcbcb07a414a159bf33,28229593a2e3b3d8d62d965e466c3fd22ac8a3b4717b45c289c0b5ad72de925e,ctls,aksvc.usaa.com,443,https://statmcstgnow.usaa.com:443,https,USAA-Honesty,text/html,GET,23.201.246.213,/,-485427770,23.201.246.213,87,False,HSTS,,https://aksvc.usaa.com/akamailogin/login.html?orgurl=LOGURLoi4lh2uvYJ3kTKOeEgIM0XvcItPT8ss%2fXqH3uzty5rrkbfoihInnfapW+WbdeHVqkuLSjrwex5YWbWj5Ut4FUw%3d%3d,,,,,
statmcwip.usaa.com,Business and Partner Access | USAA,200,4001,aksvc.usaa.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-24T00:00:00Z,2024-04-25T23:59:59Z,"CN=rmobileapps.usaa.com, O=United Services Automobile Association, L=San Antonio, ST=Texas, C=US, serialNumber=1447376, businessCategory=Private Organization, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionCountry=US",rmobileapps.usaa.com,United Services Automobile Association,test-shops.usaa360.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,5144e5fb41d00fcbcb07a414a159bf33,28229593a2e3b3d8d62d965e466c3fd22ac8a3b4717b45c289c0b5ad72de925e,ctls,aksvc.usaa.com,443,https://statmcwip.usaa.com:443,https,USAA-Honesty,text/html,GET,23.201.246.213,/,-485427770,23.201.246.213,87,False,HSTS,,https://aksvc.usaa.com/akamailogin/login.html?orgurl=LOGURLwEOge3tu5nyZXGAoZF1tn6HnrPQggk0EfS0GoZRIZdH0R3dOX82SH4tYvtGNgaSmqw7nW831pU+Br2rwAcriOw%3d%3d,,,,,
stories.usaa.com,USAA Stories - USAA Community,200,104842,communities.usaa.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-09-19T00:00:00Z,2023-10-20T23:59:59Z,"CN=da.usaa.com, O=United Services Automobile Association, L=San Antonio, ST=Texas, C=US, serialNumber=1447376, businessCategory=Private Organization, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionCountry=US",da.usaa.com,United Services Automobile Association,www.usaa-advocacy.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,1024cb75471913e2386aa0636388e67a,aa1a0a407bc35303b38ca7842c7a780c113479ede08accc37500b5ca55ab2afc,ctls,communities.usaa.com,443,https://stories.usaa.com:443,https,Apache,text/html,GET,23.212.207.81,/,-485427770,23.212.207.81,1799,False,PHP,,https://communities.usaa.com/t5/USAA-Stories/ct-p/USAA-Stories,,,,,
survey.usaa.com,,200,5072,survey.usaa.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-11T00:00:00Z,2024-04-25T23:59:59Z,"CN=usaacloud.com, O=United Services Automobile Association, L=San Antonio, ST=Texas, C=US, serialNumber=1447376, businessCategory=Private Organization, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionCountry=US",usaacloud.com,United Services Automobile Association,appraisals.usaa360.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,82dd120ff79ce22bb5b4997e6434f745,4d2f70653873499ebd763d54e666648be5c91a046fa5e90fe7bd768f32ba0c85,ctls,survey.usaa.com,443,https://survey.usaa.com:443,https,,text/html,GET,23.212.210.116,/,-485427770,23.212.210.116,27,False,HSTS,,https://survey.usaa.com/login,https://sjc1.qualtrics.com/csp-report,,,,
t.exmac.usaa.com,404 Not Found,404,196,t.exmac.usaa.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-09-22T00:00:00Z,2023-09-22T23:59:59Z,"CN=res.exmac.usaa.com, O=USAA, L=San Antonio, ST=Texas, C=US",res.exmac.usaa.com,USAA,t.exmac.usaa.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,0c7672bae9705b9196a98fd644f3abd3,92e10bd75f15caebee0ef4940c330325cb3c18bdd3d1f3dba93934eeb280ddde,ctls,t.exmac.usaa.com,443,https://t.exmac.usaa.com:443,https,Apache,text/html,GET,44.240.121.140,/,-780928015,54.186.79.117,8,False,Apache,,,,,,,
t.exsac.usaa.com,404 Not Found,404,196,t.exsac.usaa.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-09-22T00:00:00Z,2023-09-22T23:59:59Z,"CN=res.exsac.usaa.com, O=USAA, L=San Antonio, ST=Texas, C=US",res.exsac.usaa.com,USAA,t.exsac.usaa.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,cc10536387e189fe8e8a84a6b4093b8b,92aba13adfcad5ba3b871d1f11bd906195b73233c88f0b1377b0e5210d2bc9cf,ctls,t.exsac.usaa.com,443,https://t.exsac.usaa.com:443,https,Apache,text/html,GET,35.164.48.140,/,-780928015,44.242.71.129,8,False,Apache,,,,,,,
tags.usaa.com,,200,1143,tags.usaa.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-11T00:00:00Z,2024-04-25T23:59:59Z,"CN=usaacloud.com, O=United Services Automobile Association, L=San Antonio, ST=Texas, C=US, serialNumber=1447376, businessCategory=Private Organization, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionCountry=US",usaacloud.com,United Services Automobile Association,appraisals.usaa360.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,82dd120ff79ce22bb5b4997e6434f745,4d2f70653873499ebd763d54e666648be5c91a046fa5e90fe7bd768f32ba0c85,ctls,tags.usaa.com,443,https://tags.usaa.com:443,https,nginx,text/html,GET,23.212.210.116,/,-485427770,23.212.210.116,36,False,Nginx,,,,,,,
techx.usaa.com,USAA TECHX 2015,200,10143,techx.usaa.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-02-20T00:00:00Z,2024-03-22T23:59:59Z,"CN=wsb2b.usaa.com, O=United Services Automobile Association, L=San Antonio, ST=Texas, C=US, serialNumber=1447376, businessCategory=Private Organization, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionCountry=US",wsb2b.usaa.com,United Services Automobile Association,v.utvqa.usaa.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,22c03f3d05b29315881a50d2a475876c,bf1a652305182e6d413e64c8f67fe110857e3f8cf431a640dddc06337d4b6c1b,ctls,techx.usaa.com,443,https://techx.usaa.com:443,https,AkamaiNetStorage,text/html,GET,23.212.201.112,/,1864250944,23.212.201.112,241,False,,,,,,,,
testb2bapi.usaa.com,,403,420,testb2bapi.usaa.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-06-16T00:00:00Z,2023-07-17T23:59:59Z,"CN=testb2bapi.usaa.com, O=United Services Automobile Association, L=San Antonio, ST=Texas, C=US, serialNumber=1447376, businessCategory=Private Organization, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionCountry=US",testb2bapi.usaa.com,United Services Automobile Association,eip.testb2bapi.usaa.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,c6a19cb2014a42616277cce396e70235,b1ebc9a64508e478b0111f57965b60ae6a46203dd3022fca3956502b87d068a5,ctls,testb2bapi.usaa.com,80,http://testb2bapi.usaa.com:80,http,USAA-Honesty,text/html,GET,23.212.220.47,/,-485427770,23.212.220.47,3,False,HSTS,,https://testb2bapi.usaa.com/serverbusy/eserverbusy403.html?RuleID=&AKGHOSTSERVICE=23.37.226.222&AKGHOSTIP=23.212.220.47&AKREQUESTID=2a92517f&AKURL=/,,,,,
testb2blsapi.usaa.com,,403,420,testb2blsapi.usaa.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-24T00:00:00Z,2024-04-25T23:59:59Z,"CN=rmobileapps.usaa.com, O=United Services Automobile Association, L=San Antonio, ST=Texas, C=US, serialNumber=1447376, businessCategory=Private Organization, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionCountry=US",rmobileapps.usaa.com,United Services Automobile Association,test-shops.usaa360.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,5144e5fb41d00fcbcb07a414a159bf33,28229593a2e3b3d8d62d965e466c3fd22ac8a3b4717b45c289c0b5ad72de925e,ctls,testb2blsapi.usaa.com,443,https://testb2blsapi.usaa.com:443,https,USAA-Honesty,text/html,GET,23.201.246.213,/,-485427770,23.201.246.213,3,False,HSTS,,,,,,,
testto.usaa.com,Enable Cookies  | USAA | USAA,200,4051,www.usaa.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-08-19T00:00:00Z,2023-09-19T23:59:59Z,"CN=www.usaa.com, O=United Services Automobile Association, L=San Antonio, ST=Texas, C=US, serialNumber=1447376, businessCategory=Private Organization, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionCountry=US",www.usaa.com,United Services Automobile Association,api-a.usaa.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,d42e7990240fd2a1fbc5b5b4bbc20495,171d96ef84b46897119db1b50a2c08cb3ef0543f31835bc786befecaf9840670,ctls,www.usaa.com,443,https://testto.usaa.com:443,https,USAA-Integrity,text/html,GET,23.208.148.202,/,-485427770,23.208.148.202,53,False,React,,https://www.usaa.com/?akredirect=true,,,,,
tms.usaa.com,,404,11,tms.usaa.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-09-19T00:00:00Z,2023-10-20T23:59:59Z,"CN=da.usaa.com, O=United Services Automobile Association, L=San Antonio, ST=Texas, C=US, serialNumber=1447376, businessCategory=Private Organization, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionCountry=US",da.usaa.com,United Services Automobile Association,www.usaa-advocacy.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,1024cb75471913e2386aa0636388e67a,aa1a0a407bc35303b38ca7842c7a780c113479ede08accc37500b5ca55ab2afc,ctls,tms.usaa.com,443,https://tms.usaa.com:443,https,AkamaiNetStorage,,GET,23.212.207.81,/,-485427770,23.212.207.81,2,False,HSTS,,,,,,,
usaa.com,Enable Cookies  | USAA | USAA,200,4051,www.usaa.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-08-19T00:00:00Z,2023-09-19T23:59:59Z,"CN=www.usaa.com, O=United Services Automobile Association, L=San Antonio, ST=Texas, C=US, serialNumber=1447376, businessCategory=Private Organization, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionCountry=US",www.usaa.com,United Services Automobile Association,api-a.usaa.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,d42e7990240fd2a1fbc5b5b4bbc20495,171d96ef84b46897119db1b50a2c08cb3ef0543f31835bc786befecaf9840670,ctls,www.usaa.com,443,https://usaa.com:443,https,USAA-Honesty,text/html,GET,23.201.247.149,/,-485427770,23.201.247.149,53,False,React,,https://www.usaa.com/?akredirect=true,,,,,
utv.usaa.com,USAA (WF usaa.) - Sign In,200,19050,usaa.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-03-06T00:00:00Z,2024-04-05T23:59:59Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,"Okta, Inc.",okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5b26cffb69d835f23a5808a11c559ec6,bcdaf3d9ff624a29d6bb80899cd53e91f426d7145d70254a124c46e880c55a8b,ctls,usaa.okta.com,80,http://utv.usaa.com:80,http,nginx,text/html,GET,23.1.106.55,/,-485427770,23.1.106.55,485,False,Nginx,,https://usaa.okta.com/login/login.htm?fromURI=%2Fapp%2Fusaa_qumuutvprod_1%2Fexknxs816snhye7hG0x7%2Fsso%2Fsaml%3FSAMLRequest%3DnZNdb9owFIbv%252Bysi34OTQAhYgESLtiF1W1ZYL3pTmXAyrDp26mOn9N%252FPDqyim8ZFryydLz%252Fve%252Bwp8lo2bOHsXt3BswO0UXSopULWZWbEGcU0R4FM8RqQ2ZKtF19vWdqPWWO01aWW5Gq1nBFM41E6iSd5vh1m4youkzSblNs4zZPBOIkn3CczGA2HWxLdg0Gh1Yz4MSRaITpYKbRcWR%252BK00EvznrJYJOmLB2zJHsg0dKjCcVt17W3tkFGqUPO%252B%252FrJ8n6pa8qbpos8PrvaOdt6vN1jQuHwpA44Tkao9q%252BQ7z%252FHh5wiahoUkuiTNiV0BsxIxSVC4Ck4omjhLVKclF4LtRPq12VbtsciZF82m6JXfF9vSLRABBPgb7RCV4NZg2lFCT%252Fvbs%252Fk2LbfSQpqWgEvYBptLJcdagU7CZYeD69VirKzgwYDfCuZX01DHevsNGdrvIzL%252F6CReQD5m%252BM0fUrPZp9uatg3P221LLRnef3Iwwnu19xerg4RsetVXSmzhisUoCyJ1kW4%252F4fjUlQCzNHI%252F%252FD7FUipX24McOv3ao0DMj%252BKei%252FDa6P%252F%252For5bw%253D%253D%26RelayState%3Ds206290977b458f0c1259cb027138109a2905e644b,pendo-static-5634101834153984.storage.googleapis.com,,True,,
utvovr.usaa.com,Invalid URL,400,208,,,,,,,,,,,,,,,,,,,,80,http://utvovr.usaa.com:80,http,AkamaiGHost,text/html,GET,23.1.106.55,/,255969568,23.1.106.55,8,False,,,,,,,,
v.utv.usaa.com,Access Denied,403,267,,,,,,,,,,,,,,,,,,,,80,http://v.utv.usaa.com:80,http,AkamaiGHost,text/html,GET,23.1.106.55,/,-1461263047,23.1.106.55,10,False,,,,,,,,
v.utvqa.usaa.com,Access Denied,403,269,v.utvqa.usaa.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-02-20T00:00:00Z,2024-03-22T23:59:59Z,"CN=wsb2b.usaa.com, O=United Services Automobile Association, L=San Antonio, ST=Texas, C=US, serialNumber=1447376, businessCategory=Private Organization, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionCountry=US",wsb2b.usaa.com,United Services Automobile Association,v.utvqa.usaa.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,22c03f3d05b29315881a50d2a475876c,bf1a652305182e6d413e64c8f67fe110857e3f8cf431a640dddc06337d4b6c1b,ctls,v.utvqa.usaa.com,443,https://v.utvqa.usaa.com:443,https,AkamaiGHost,text/html,GET,23.1.106.55,/,89786238,23.1.106.55,10,False,,,,,,,,
vendorss.usaa.com,,200,216,vendorss.usaa.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-02-20T00:00:00Z,2024-03-22T23:59:59Z,"CN=wsb2b.usaa.com, O=United Services Automobile Association, L=San Antonio, ST=Texas, C=US, serialNumber=1447376, businessCategory=Private Organization, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionCountry=US",wsb2b.usaa.com,United Services Automobile Association,v.utvqa.usaa.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,22c03f3d05b29315881a50d2a475876c,bf1a652305182e6d413e64c8f67fe110857e3f8cf431a640dddc06337d4b6c1b,ctls,vendorss.usaa.com,443,https://vendorss.usaa.com:443,https,USAA-Integrity,text/html,GET,23.212.201.112,/,-485427770,23.212.201.112,6,False,HSTS,,,URL=../psp/ps/?cmd=login,,,,
videos.usaa.com,Access Denied,403,265,,,,,,,,,,,,,,,,,,,,80,http://videos.usaa.com:80,http,AkamaiGHost,text/html,GET,95.101.44.190,/,2079526711,95.101.44.190,10,False,,,,,,,,
vlapi.usaa.com,"System Error
	      | USAA",200,44196,vlapi.usaa.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-02-20T00:00:00Z,2024-03-22T23:59:59Z,"CN=wsb2b.usaa.com, O=United Services Automobile Association, L=San Antonio, ST=Texas, C=US, serialNumber=1447376, businessCategory=Private Organization, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionCountry=US",wsb2b.usaa.com,United Services Automobile Association,v.utvqa.usaa.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,22c03f3d05b29315881a50d2a475876c,bf1a652305182e6d413e64c8f67fe110857e3f8cf431a640dddc06337d4b6c1b,ctls,vlapi.usaa.com,80,http://vlapi.usaa.com:80,http,USAA-Integrity,text/html,GET,23.212.201.112,/,-485427770,23.212.201.112,165,False,HSTS,,https://vlapi.usaa.com/serverbusy/eserverbusy403.html?RuleID=&AKGHOSTSERVICE=23.37.226.215&AKGHOSTIP=23.212.201.112&AKREQUESTID=c3470a9&AKURL=/,,,,,
vod.utv.usaa.com,Access Denied,403,269,,,,,,,,,,,,,,,,,,,,80,http://vod.utv.usaa.com:80,http,AkamaiGHost,text/html,GET,23.1.106.55,/,944179540,23.1.106.55,10,False,,,,,,,,
vod.utvqa.usaa.com,Access Denied,403,271,vod.utvqa.usaa.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-02-20T00:00:00Z,2024-03-22T23:59:59Z,"CN=wsb2b.usaa.com, O=United Services Automobile Association, L=San Antonio, ST=Texas, C=US, serialNumber=1447376, businessCategory=Private Organization, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionCountry=US",wsb2b.usaa.com,United Services Automobile Association,v.utvqa.usaa.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,22c03f3d05b29315881a50d2a475876c,bf1a652305182e6d413e64c8f67fe110857e3f8cf431a640dddc06337d4b6c1b,ctls,vod.utvqa.usaa.com,443,https://vod.utvqa.usaa.com:443,https,AkamaiGHost,text/html,GET,23.1.106.55,/,145609890,23.1.106.55,10,False,,,,,,,,
