input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,final_url,a_,tech_,lines,failed,tls_mismatched,tls_wildcard_certificate,csp_domains_,tls_self_signed,tls_subject_org_,cdn_name,cdn,tls_expired
api.stage-12.dailymotion.com,,403,16,AS41690,"DAILYMOTION For peering related business, please mail peering@dailymotion.com",FR,195.8.214.0/23,api.stage-12.dailymotion.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-20T00:00:00Z,2023-06-18T23:59:59Z,CN=api.stage-01.dailymotion.com,api.stage-01.dailymotion.com,api.stage-70.dailymotion.com,"CN=ZeroSSL RSA Domain Secure Site CA, O=ZeroSSL, C=AT",ZeroSSL RSA Domain Secure Site CA,ZeroSSL,18782c8b790e95d0980c44bc52b4b84d,e13ed36607377466d68be64c0d5d4846cf45f335a720ad67da34c1d02c75c8d9,ctls,api.stage-12.dailymotion.com,443,https://api.stage-12.dailymotion.com:443,https,,text/plain,GET,195.8.215.129,/,1721631795,,195.8.215.129,,1,False,,,,,,,,
api.stage-13.dailymotion.com,,403,16,AS41690,"DAILYMOTION For peering related business, please mail peering@dailymotion.com",FR,195.8.214.0/23,api.stage-13.dailymotion.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-20T00:00:00Z,2023-06-18T23:59:59Z,CN=api.stage-01.dailymotion.com,api.stage-01.dailymotion.com,api.stage-70.dailymotion.com,"CN=ZeroSSL RSA Domain Secure Site CA, O=ZeroSSL, C=AT",ZeroSSL RSA Domain Secure Site CA,ZeroSSL,18782c8b790e95d0980c44bc52b4b84d,e13ed36607377466d68be64c0d5d4846cf45f335a720ad67da34c1d02c75c8d9,ctls,api.stage-13.dailymotion.com,443,https://api.stage-13.dailymotion.com:443,https,,text/plain,GET,195.8.215.129,/,1721631795,,195.8.215.129,,1,False,,,,,,,,
api.stage-19.dailymotion.com,,403,16,AS41690,"DAILYMOTION For peering related business, please mail peering@dailymotion.com",FR,195.8.214.0/23,api.stage-19.dailymotion.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-20T00:00:00Z,2023-06-18T23:59:59Z,CN=api.stage-01.dailymotion.com,api.stage-01.dailymotion.com,api.stage-70.dailymotion.com,"CN=ZeroSSL RSA Domain Secure Site CA, O=ZeroSSL, C=AT",ZeroSSL RSA Domain Secure Site CA,ZeroSSL,18782c8b790e95d0980c44bc52b4b84d,e13ed36607377466d68be64c0d5d4846cf45f335a720ad67da34c1d02c75c8d9,ctls,api.stage-19.dailymotion.com,443,https://api.stage-19.dailymotion.com:443,https,,text/plain,GET,195.8.215.129,/,1721631795,,195.8.215.129,,1,False,,,,,,,,
api.stage-20.dailymotion.com,,403,16,AS41690,"DAILYMOTION For peering related business, please mail peering@dailymotion.com",FR,195.8.214.0/23,api.stage-20.dailymotion.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-20T00:00:00Z,2023-06-18T23:59:59Z,CN=api.stage-01.dailymotion.com,api.stage-01.dailymotion.com,api.stage-70.dailymotion.com,"CN=ZeroSSL RSA Domain Secure Site CA, O=ZeroSSL, C=AT",ZeroSSL RSA Domain Secure Site CA,ZeroSSL,18782c8b790e95d0980c44bc52b4b84d,e13ed36607377466d68be64c0d5d4846cf45f335a720ad67da34c1d02c75c8d9,ctls,api.stage-20.dailymotion.com,443,https://api.stage-20.dailymotion.com:443,https,,text/plain,GET,195.8.215.129,/,1721631795,,195.8.215.129,,1,False,,,,,,,,
api.stage-21.dailymotion.com,,403,16,AS41690,"DAILYMOTION For peering related business, please mail peering@dailymotion.com",FR,195.8.214.0/23,api.stage-21.dailymotion.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-20T00:00:00Z,2023-06-18T23:59:59Z,CN=api.stage-01.dailymotion.com,api.stage-01.dailymotion.com,api.stage-70.dailymotion.com,"CN=ZeroSSL RSA Domain Secure Site CA, O=ZeroSSL, C=AT",ZeroSSL RSA Domain Secure Site CA,ZeroSSL,18782c8b790e95d0980c44bc52b4b84d,e13ed36607377466d68be64c0d5d4846cf45f335a720ad67da34c1d02c75c8d9,ctls,api.stage-21.dailymotion.com,443,https://api.stage-21.dailymotion.com:443,https,,text/plain,GET,195.8.215.129,/,1721631795,,195.8.215.129,,1,False,,,,,,,,
api.stage-26.dailymotion.com,,403,16,AS41690,"DAILYMOTION For peering related business, please mail peering@dailymotion.com",FR,195.8.214.0/23,api.stage-26.dailymotion.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-20T00:00:00Z,2023-06-18T23:59:59Z,CN=api.stage-01.dailymotion.com,api.stage-01.dailymotion.com,api.stage-70.dailymotion.com,"CN=ZeroSSL RSA Domain Secure Site CA, O=ZeroSSL, C=AT",ZeroSSL RSA Domain Secure Site CA,ZeroSSL,18782c8b790e95d0980c44bc52b4b84d,e13ed36607377466d68be64c0d5d4846cf45f335a720ad67da34c1d02c75c8d9,ctls,api.stage-26.dailymotion.com,443,https://api.stage-26.dailymotion.com:443,https,,text/plain,GET,195.8.215.129,/,1721631795,,195.8.215.129,,1,False,,,,,,,,
api.stage-28.dailymotion.com,,403,16,AS41690,"DAILYMOTION For peering related business, please mail peering@dailymotion.com",FR,195.8.214.0/23,api.stage-28.dailymotion.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-20T00:00:00Z,2023-06-18T23:59:59Z,CN=api.stage-01.dailymotion.com,api.stage-01.dailymotion.com,api.stage-70.dailymotion.com,"CN=ZeroSSL RSA Domain Secure Site CA, O=ZeroSSL, C=AT",ZeroSSL RSA Domain Secure Site CA,ZeroSSL,18782c8b790e95d0980c44bc52b4b84d,e13ed36607377466d68be64c0d5d4846cf45f335a720ad67da34c1d02c75c8d9,ctls,api.stage-28.dailymotion.com,443,https://api.stage-28.dailymotion.com:443,https,,text/plain,GET,195.8.215.129,/,1721631795,,195.8.215.129,,1,False,,,,,,,,
api.stage-29.dailymotion.com,,403,16,AS41690,"DAILYMOTION For peering related business, please mail peering@dailymotion.com",FR,195.8.214.0/23,api.stage-29.dailymotion.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-20T00:00:00Z,2023-06-18T23:59:59Z,CN=api.stage-01.dailymotion.com,api.stage-01.dailymotion.com,api.stage-70.dailymotion.com,"CN=ZeroSSL RSA Domain Secure Site CA, O=ZeroSSL, C=AT",ZeroSSL RSA Domain Secure Site CA,ZeroSSL,18782c8b790e95d0980c44bc52b4b84d,e13ed36607377466d68be64c0d5d4846cf45f335a720ad67da34c1d02c75c8d9,ctls,api.stage-29.dailymotion.com,443,https://api.stage-29.dailymotion.com:443,https,,text/plain,GET,195.8.215.129,/,1721631795,,195.8.215.129,,1,False,,,,,,,,
api.stage-34.dailymotion.com,,403,16,AS41690,"DAILYMOTION For peering related business, please mail peering@dailymotion.com",FR,195.8.214.0/23,api.stage-34.dailymotion.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-20T00:00:00Z,2023-06-18T23:59:59Z,CN=api.stage-01.dailymotion.com,api.stage-01.dailymotion.com,api.stage-70.dailymotion.com,"CN=ZeroSSL RSA Domain Secure Site CA, O=ZeroSSL, C=AT",ZeroSSL RSA Domain Secure Site CA,ZeroSSL,18782c8b790e95d0980c44bc52b4b84d,e13ed36607377466d68be64c0d5d4846cf45f335a720ad67da34c1d02c75c8d9,ctls,api.stage-34.dailymotion.com,443,https://api.stage-34.dailymotion.com:443,https,,text/plain,GET,195.8.215.129,/,1721631795,,195.8.215.129,,1,False,,,,,,,,
api.stage-35.dailymotion.com,,403,16,AS41690,"DAILYMOTION For peering related business, please mail peering@dailymotion.com",FR,195.8.214.0/23,api.stage-35.dailymotion.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-20T00:00:00Z,2023-06-18T23:59:59Z,CN=api.stage-01.dailymotion.com,api.stage-01.dailymotion.com,api.stage-70.dailymotion.com,"CN=ZeroSSL RSA Domain Secure Site CA, O=ZeroSSL, C=AT",ZeroSSL RSA Domain Secure Site CA,ZeroSSL,18782c8b790e95d0980c44bc52b4b84d,e13ed36607377466d68be64c0d5d4846cf45f335a720ad67da34c1d02c75c8d9,ctls,api.stage-35.dailymotion.com,443,https://api.stage-35.dailymotion.com:443,https,,text/plain,GET,195.8.215.129,/,1721631795,,195.8.215.129,,1,False,,,,,,,,
api.stage-38.dailymotion.com,,403,16,AS41690,"DAILYMOTION For peering related business, please mail peering@dailymotion.com",FR,195.8.214.0/23,api.stage-38.dailymotion.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-20T00:00:00Z,2023-06-18T23:59:59Z,CN=api.stage-01.dailymotion.com,api.stage-01.dailymotion.com,api.stage-70.dailymotion.com,"CN=ZeroSSL RSA Domain Secure Site CA, O=ZeroSSL, C=AT",ZeroSSL RSA Domain Secure Site CA,ZeroSSL,18782c8b790e95d0980c44bc52b4b84d,e13ed36607377466d68be64c0d5d4846cf45f335a720ad67da34c1d02c75c8d9,ctls,api.stage-38.dailymotion.com,443,https://api.stage-38.dailymotion.com:443,https,,text/plain,GET,195.8.215.129,/,1721631795,,195.8.215.129,,1,False,,,,,,,,
api.stage-40.dailymotion.com,,403,16,AS41690,"DAILYMOTION For peering related business, please mail peering@dailymotion.com",FR,195.8.214.0/23,api.stage-40.dailymotion.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-20T00:00:00Z,2023-06-18T23:59:59Z,CN=api.stage-01.dailymotion.com,api.stage-01.dailymotion.com,api.stage-70.dailymotion.com,"CN=ZeroSSL RSA Domain Secure Site CA, O=ZeroSSL, C=AT",ZeroSSL RSA Domain Secure Site CA,ZeroSSL,18782c8b790e95d0980c44bc52b4b84d,e13ed36607377466d68be64c0d5d4846cf45f335a720ad67da34c1d02c75c8d9,ctls,api.stage-40.dailymotion.com,443,https://api.stage-40.dailymotion.com:443,https,,text/plain,GET,195.8.215.129,/,1721631795,,195.8.215.129,,1,False,,,,,,,,
api.stage-41.dailymotion.com,,403,16,AS41690,"DAILYMOTION For peering related business, please mail peering@dailymotion.com",FR,195.8.214.0/23,api.stage-41.dailymotion.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-20T00:00:00Z,2023-06-18T23:59:59Z,CN=api.stage-01.dailymotion.com,api.stage-01.dailymotion.com,api.stage-70.dailymotion.com,"CN=ZeroSSL RSA Domain Secure Site CA, O=ZeroSSL, C=AT",ZeroSSL RSA Domain Secure Site CA,ZeroSSL,18782c8b790e95d0980c44bc52b4b84d,e13ed36607377466d68be64c0d5d4846cf45f335a720ad67da34c1d02c75c8d9,ctls,api.stage-41.dailymotion.com,443,https://api.stage-41.dailymotion.com:443,https,,text/plain,GET,195.8.215.129,/,1721631795,,195.8.215.129,,1,False,,,,,,,,
api.stage-42.dailymotion.com,,403,16,AS41690,"DAILYMOTION For peering related business, please mail peering@dailymotion.com",FR,195.8.214.0/23,api.stage-42.dailymotion.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-20T00:00:00Z,2023-06-18T23:59:59Z,CN=api.stage-01.dailymotion.com,api.stage-01.dailymotion.com,api.stage-70.dailymotion.com,"CN=ZeroSSL RSA Domain Secure Site CA, O=ZeroSSL, C=AT",ZeroSSL RSA Domain Secure Site CA,ZeroSSL,18782c8b790e95d0980c44bc52b4b84d,e13ed36607377466d68be64c0d5d4846cf45f335a720ad67da34c1d02c75c8d9,ctls,api.stage-42.dailymotion.com,443,https://api.stage-42.dailymotion.com:443,https,,text/plain,GET,195.8.215.129,/,1721631795,,195.8.215.129,,1,False,,,,,,,,
api.stage-44.dailymotion.com,,403,16,AS41690,"DAILYMOTION For peering related business, please mail peering@dailymotion.com",FR,195.8.214.0/23,api.stage-44.dailymotion.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-20T00:00:00Z,2023-06-18T23:59:59Z,CN=api.stage-01.dailymotion.com,api.stage-01.dailymotion.com,api.stage-70.dailymotion.com,"CN=ZeroSSL RSA Domain Secure Site CA, O=ZeroSSL, C=AT",ZeroSSL RSA Domain Secure Site CA,ZeroSSL,18782c8b790e95d0980c44bc52b4b84d,e13ed36607377466d68be64c0d5d4846cf45f335a720ad67da34c1d02c75c8d9,ctls,api.stage-44.dailymotion.com,443,https://api.stage-44.dailymotion.com:443,https,,text/plain,GET,195.8.215.129,/,1721631795,,195.8.215.129,,1,False,,,,,,,,
api.stage-48.dailymotion.com,,403,16,AS41690,"DAILYMOTION For peering related business, please mail peering@dailymotion.com",FR,195.8.214.0/23,api.stage-48.dailymotion.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-20T00:00:00Z,2023-06-18T23:59:59Z,CN=api.stage-01.dailymotion.com,api.stage-01.dailymotion.com,api.stage-70.dailymotion.com,"CN=ZeroSSL RSA Domain Secure Site CA, O=ZeroSSL, C=AT",ZeroSSL RSA Domain Secure Site CA,ZeroSSL,18782c8b790e95d0980c44bc52b4b84d,e13ed36607377466d68be64c0d5d4846cf45f335a720ad67da34c1d02c75c8d9,ctls,api.stage-48.dailymotion.com,443,https://api.stage-48.dailymotion.com:443,https,,text/plain,GET,195.8.215.129,/,1721631795,,195.8.215.129,,1,False,,,,,,,,
api.stage-49.dailymotion.com,,403,16,AS41690,"DAILYMOTION For peering related business, please mail peering@dailymotion.com",FR,195.8.214.0/23,api.stage-49.dailymotion.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-20T00:00:00Z,2023-06-18T23:59:59Z,CN=api.stage-01.dailymotion.com,api.stage-01.dailymotion.com,api.stage-70.dailymotion.com,"CN=ZeroSSL RSA Domain Secure Site CA, O=ZeroSSL, C=AT",ZeroSSL RSA Domain Secure Site CA,ZeroSSL,18782c8b790e95d0980c44bc52b4b84d,e13ed36607377466d68be64c0d5d4846cf45f335a720ad67da34c1d02c75c8d9,ctls,api.stage-49.dailymotion.com,443,https://api.stage-49.dailymotion.com:443,https,,text/plain,GET,195.8.215.129,/,1721631795,,195.8.215.129,,1,False,,,,,,,,
api.stage-52.dailymotion.com,,403,16,AS41690,"DAILYMOTION For peering related business, please mail peering@dailymotion.com",FR,195.8.214.0/23,api.stage-52.dailymotion.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-20T00:00:00Z,2023-06-18T23:59:59Z,CN=api.stage-01.dailymotion.com,api.stage-01.dailymotion.com,api.stage-70.dailymotion.com,"CN=ZeroSSL RSA Domain Secure Site CA, O=ZeroSSL, C=AT",ZeroSSL RSA Domain Secure Site CA,ZeroSSL,18782c8b790e95d0980c44bc52b4b84d,e13ed36607377466d68be64c0d5d4846cf45f335a720ad67da34c1d02c75c8d9,ctls,api.stage-52.dailymotion.com,443,https://api.stage-52.dailymotion.com:443,https,,text/plain,GET,195.8.215.129,/,1721631795,,195.8.215.129,,1,False,,,,,,,,
api.stage-56.dailymotion.com,,403,16,AS41690,"DAILYMOTION For peering related business, please mail peering@dailymotion.com",FR,195.8.214.0/23,api.stage-56.dailymotion.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-20T00:00:00Z,2023-06-18T23:59:59Z,CN=api.stage-01.dailymotion.com,api.stage-01.dailymotion.com,api.stage-70.dailymotion.com,"CN=ZeroSSL RSA Domain Secure Site CA, O=ZeroSSL, C=AT",ZeroSSL RSA Domain Secure Site CA,ZeroSSL,18782c8b790e95d0980c44bc52b4b84d,e13ed36607377466d68be64c0d5d4846cf45f335a720ad67da34c1d02c75c8d9,ctls,api.stage-56.dailymotion.com,443,https://api.stage-56.dailymotion.com:443,https,,text/plain,GET,195.8.215.129,/,1721631795,,195.8.215.129,,1,False,,,,,,,,
api.stage-57.dailymotion.com,,403,16,AS41690,"DAILYMOTION For peering related business, please mail peering@dailymotion.com",FR,195.8.214.0/23,api.stage-57.dailymotion.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-20T00:00:00Z,2023-06-18T23:59:59Z,CN=api.stage-01.dailymotion.com,api.stage-01.dailymotion.com,api.stage-70.dailymotion.com,"CN=ZeroSSL RSA Domain Secure Site CA, O=ZeroSSL, C=AT",ZeroSSL RSA Domain Secure Site CA,ZeroSSL,18782c8b790e95d0980c44bc52b4b84d,e13ed36607377466d68be64c0d5d4846cf45f335a720ad67da34c1d02c75c8d9,ctls,api.stage-57.dailymotion.com,443,https://api.stage-57.dailymotion.com:443,https,,text/plain,GET,195.8.215.129,/,1721631795,,195.8.215.129,,1,False,,,,,,,,
api.stage-58.dailymotion.com,,403,16,AS41690,"DAILYMOTION For peering related business, please mail peering@dailymotion.com",FR,195.8.214.0/23,api.stage-58.dailymotion.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-20T00:00:00Z,2023-06-18T23:59:59Z,CN=api.stage-01.dailymotion.com,api.stage-01.dailymotion.com,api.stage-70.dailymotion.com,"CN=ZeroSSL RSA Domain Secure Site CA, O=ZeroSSL, C=AT",ZeroSSL RSA Domain Secure Site CA,ZeroSSL,18782c8b790e95d0980c44bc52b4b84d,e13ed36607377466d68be64c0d5d4846cf45f335a720ad67da34c1d02c75c8d9,ctls,api.stage-58.dailymotion.com,443,https://api.stage-58.dailymotion.com:443,https,,text/plain,GET,195.8.215.129,/,1721631795,,195.8.215.129,,1,False,,,,,,,,
api.stage-62.dailymotion.com,,403,16,AS41690,"DAILYMOTION For peering related business, please mail peering@dailymotion.com",FR,195.8.214.0/23,api.stage-62.dailymotion.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-20T00:00:00Z,2023-06-18T23:59:59Z,CN=api.stage-01.dailymotion.com,api.stage-01.dailymotion.com,api.stage-70.dailymotion.com,"CN=ZeroSSL RSA Domain Secure Site CA, O=ZeroSSL, C=AT",ZeroSSL RSA Domain Secure Site CA,ZeroSSL,18782c8b790e95d0980c44bc52b4b84d,e13ed36607377466d68be64c0d5d4846cf45f335a720ad67da34c1d02c75c8d9,ctls,api.stage-62.dailymotion.com,443,https://api.stage-62.dailymotion.com:443,https,,text/plain,GET,195.8.215.129,/,1721631795,,195.8.215.129,,1,False,,,,,,,,
api.stage-63.dailymotion.com,,403,16,AS41690,"DAILYMOTION For peering related business, please mail peering@dailymotion.com",FR,195.8.214.0/23,api.stage-63.dailymotion.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-20T00:00:00Z,2023-06-18T23:59:59Z,CN=api.stage-01.dailymotion.com,api.stage-01.dailymotion.com,api.stage-70.dailymotion.com,"CN=ZeroSSL RSA Domain Secure Site CA, O=ZeroSSL, C=AT",ZeroSSL RSA Domain Secure Site CA,ZeroSSL,18782c8b790e95d0980c44bc52b4b84d,e13ed36607377466d68be64c0d5d4846cf45f335a720ad67da34c1d02c75c8d9,ctls,api.stage-63.dailymotion.com,443,https://api.stage-63.dailymotion.com:443,https,,text/plain,GET,195.8.215.129,/,1721631795,,195.8.215.129,,1,False,,,,,,,,
api.stage-64.dailymotion.com,,403,16,AS41690,"DAILYMOTION For peering related business, please mail peering@dailymotion.com",FR,195.8.214.0/23,api.stage-64.dailymotion.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-20T00:00:00Z,2023-06-18T23:59:59Z,CN=api.stage-01.dailymotion.com,api.stage-01.dailymotion.com,api.stage-70.dailymotion.com,"CN=ZeroSSL RSA Domain Secure Site CA, O=ZeroSSL, C=AT",ZeroSSL RSA Domain Secure Site CA,ZeroSSL,18782c8b790e95d0980c44bc52b4b84d,e13ed36607377466d68be64c0d5d4846cf45f335a720ad67da34c1d02c75c8d9,ctls,api.stage-64.dailymotion.com,443,https://api.stage-64.dailymotion.com:443,https,,text/plain,GET,195.8.215.129,/,1721631795,,195.8.215.129,,1,False,,,,,,,,
api.stage-69.dailymotion.com,,403,16,AS41690,"DAILYMOTION For peering related business, please mail peering@dailymotion.com",FR,195.8.214.0/23,api.stage-69.dailymotion.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-20T00:00:00Z,2023-06-18T23:59:59Z,CN=api.stage-01.dailymotion.com,api.stage-01.dailymotion.com,api.stage-70.dailymotion.com,"CN=ZeroSSL RSA Domain Secure Site CA, O=ZeroSSL, C=AT",ZeroSSL RSA Domain Secure Site CA,ZeroSSL,18782c8b790e95d0980c44bc52b4b84d,e13ed36607377466d68be64c0d5d4846cf45f335a720ad67da34c1d02c75c8d9,ctls,api.stage-69.dailymotion.com,443,https://api.stage-69.dailymotion.com:443,https,,text/plain,GET,195.8.215.129,/,1721631795,,195.8.215.129,,1,False,,,,,,,,
api.stage-70.dailymotion.com,,403,16,AS41690,"DAILYMOTION For peering related business, please mail peering@dailymotion.com",FR,195.8.214.0/23,api.stage-70.dailymotion.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-20T00:00:00Z,2023-06-18T23:59:59Z,CN=api.stage-01.dailymotion.com,api.stage-01.dailymotion.com,api.stage-70.dailymotion.com,"CN=ZeroSSL RSA Domain Secure Site CA, O=ZeroSSL, C=AT",ZeroSSL RSA Domain Secure Site CA,ZeroSSL,18782c8b790e95d0980c44bc52b4b84d,e13ed36607377466d68be64c0d5d4846cf45f335a720ad67da34c1d02c75c8d9,ctls,api.stage-70.dailymotion.com,443,https://api.stage-70.dailymotion.com:443,https,,text/plain,GET,195.8.215.129,/,1721631795,,195.8.215.129,,1,False,,,,,,,,
april.style.stage-67.dailymotion.com,,401,,AS41690,"DAILYMOTION For peering related business, please mail peering@dailymotion.com",FR,195.8.214.0/23,april.style.stage-67.dailymotion.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-25T00:00:00Z,2023-06-23T23:59:59Z,CN=*.dailymotion.com,*.dailymotion.com,dailymotion.com,"CN=ZeroSSL RSA Domain Secure Site CA, O=ZeroSSL, C=AT",ZeroSSL RSA Domain Secure Site CA,ZeroSSL,8783e5a30b1fbffe558a21494002925b,95fee5e205f6b2371b98bc9a9f124c7053e2a08e6967f8bcc7963f69bf33dfe4,ctls,april.style.stage-67.dailymotion.com,443,https://april.style.stage-67.dailymotion.com:443,https,,text/html,GET,195.8.215.140,/,-1840324437,,195.8.215.140,Basic,1,False,True,True,,,,,,
autodiscover.dailymotion.com,dailymotion - Sign In,200,19647,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,40.104.0.0/15,dailymotion.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-06T00:00:00Z,2024-04-05T23:59:59Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5b26cffb69d835f23a5808a11c559ec6,bcdaf3d9ff624a29d6bb80899cd53e91f426d7145d70254a124c46e880c55a8b,ctls,dailymotion.okta.com,80,http://autodiscover.dailymotion.com:80,http,nginx,text/html,GET,40.99.150.120,/,,https://dailymotion.okta.com/login/login.htm?fromURI=%2Fapp%2Foffice365%2Fexkd5on9g0totoKEi2p5%2Fsso%2Fwsfed%2Fpassive%3Fclient-request-id%3D3a9ed934-f642-ba35-fc40-ad8e663f4518%26username%3D%26wa%3Dwsignin1.0%26wtrealm%3Durn%253afederation%253aMicrosoftOnline%26wctx%3Destsredirect%253d2%2526estsrequest%253drQQIARAAjVE7bNNQAMyLU5OWQqtOHZHF1ODYL7YTx6ICJ3WbNJ_WSdzQIBQ5jt04ifPS2E4aV907oUqIpQIGxgoWJlQWJoZOlWChMMBWVUJCDKgDA4lYGHsnnU664aS7BQyGoXCb_ocIOVaSNgxIavrY_Yfe3NQs-_mFkPjNHf-5__qxcU-aPwQzddVsDy3kmKgT1pB1BIiG43RtgaKQ67QRaoWRYZiazkS5cU6hgUq9BeAUgHMAjvyxKMPDeCQG4zw9YpyOxMJxg1ENRqPJWoSukWydrZFqjaPJ-ijmeCMa5zl45p9ZE12nERkL6pme_ss_aaCeVe0i2znEnoClTSeRtHNbklSGfcVmdsolZSWlFPRupZAemDsibam04zB6dsiQDwbdRtb08nAzWag2K4lGJA89SZT4FJveULOwXJGHSqKocFZx4BbE5QpX307lcqVWn1xvGVG231Q34l5U6SWcPs11UFWXt0uka7tLnW4-s1bK69HqQDrCrrT0GwwfLWWhzgmGo67eMeunAfAtAC4C07RfCAbxWd-875bvMgBeToxOMd8tvho6d5PPA1-_Py2GwMkEVbTWE5uhDW-Vcsq86MGivRwrDdt6a7WvVDwrU1bbS6Ee1CQpvcgL8AAHBzh-jE8GsVkfgSXX4TkOfuJg_5rvePIKf55eB2fT7BSutVXTsucWdgmzXnVQS-8Qwi6xY9lVTRu7vtp2dZsQHhKjCuLR3t7e-xu-y5sf9k8-fnn26UfqYuZOppmVK7xLuUa6CaXGChUr0CKV8UIxSk5l8rC11TRyrCzJorz4Fw2,2603:1026:c0d:6a::8,Nginx,481,False,,True,https://oinmanager.okta.com,,"Okta, Inc.",,,
