new,host,a,soa,status_code,mx,txt,cdn,cdn-name,cname,has_internal_ips,internal_ips,aaaa,ns,caa
,id-be.originenergy.com.au,"18.66.112.82, 18.66.112.70, 18.66.112.59, 18.66.112.83","ns-711.awsdns-24.net, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,"id-be.prod.prod.etrm.io, d37xkdwaqe6bft.cloudfront.net",,,"2600:9000:223f:200:12:d2e5:5a40:93a1, 2600:9000:223f:d600:12:d2e5:5a40:93a1, 2600:9000:223f:6200:12:d2e5:5a40:93a1, 2600:9000:223f:a00:12:d2e5:5a40:93a1, 2600:9000:223f:7400:12:d2e5:5a40:93a1, 2600:9000:223f:3400:12:d2e5:5a40:93a1, 2600:9000:223f:fc00:12:d2e5:5a40:93a1, 2600:9000:223f:1c00:12:d2e5:5a40:93a1","ns-455.awsdns-56.com, ns-1461.awsdns-54.org, ns-1564.awsdns-03.co.uk, ns-711.awsdns-24.net",
,id-be.staging.originenergy.com.au,"18.66.122.38, 18.66.122.119, 18.66.122.49, 18.66.122.109","ns-1259.awsdns-29.org, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,"id-be.staging.non-prod.etrm.io, d10pk1uidpmsu3.cloudfront.net",,,"2600:9000:2250:8200:18:21ba:1ec0:93a1, 2600:9000:2250:be00:18:21ba:1ec0:93a1, 2600:9000:2250:6800:18:21ba:1ec0:93a1, 2600:9000:2250:4200:18:21ba:1ec0:93a1, 2600:9000:2250:e000:18:21ba:1ec0:93a1, 2600:9000:2250:c800:18:21ba:1ec0:93a1, 2600:9000:2250:b600:18:21ba:1ec0:93a1, 2600:9000:2250:1200:18:21ba:1ec0:93a1","ns-1934.awsdns-49.co.uk, ns-536.awsdns-03.net, ns-1259.awsdns-29.org, ns-184.awsdns-23.com",
,id-be.test.originenergy.com.au,"13.225.78.57, 13.225.78.96, 13.225.78.105, 13.225.78.45","ns-1727.awsdns-23.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,"id-be.test.non-prod.etrm.io, dx9xefuh2vza1.cloudfront.net",,,"2600:9000:21f3:3400:7:fea2:9640:93a1, 2600:9000:21f3:7200:7:fea2:9640:93a1, 2600:9000:21f3:2200:7:fea2:9640:93a1, 2600:9000:21f3:4600:7:fea2:9640:93a1, 2600:9000:21f3:fa00:7:fea2:9640:93a1, 2600:9000:21f3:3c00:7:fea2:9640:93a1, 2600:9000:21f3:3200:7:fea2:9640:93a1, 2600:9000:21f3:1000:7:fea2:9640:93a1","ns-1432.awsdns-51.org, ns-1727.awsdns-23.co.uk, ns-380.awsdns-47.com, ns-978.awsdns-58.net",
,id-preprod-b.originenergy.com.au,,"ns-418.awsdns-52.com, hostmaster.cloudfront.net",NOERROR,,,,,d6dzne5e7eso0.cloudfront.net,,,,,
,id-preprod-be.origindigital-pac.com.au,,"ns-418.awsdns-52.com, hostmaster.cloudfront.net",NOERROR,,,,,d2v6wsmrdcb1z.cloudfront.net,,,,,
,id-preprod.origindigital-pac.com.au,"108.138.17.119, 108.138.17.127, 108.138.17.38, 108.138.17.102","ns-1821.awsdns-35.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,d3gqjuuj8ak63w.cloudfront.net,,,"2600:9000:2491:f000:12:c1dd:7b00:93a1, 2600:9000:2491:1800:12:c1dd:7b00:93a1, 2600:9000:2491:3400:12:c1dd:7b00:93a1, 2600:9000:2491:4800:12:c1dd:7b00:93a1, 2600:9000:2491:5a00:12:c1dd:7b00:93a1, 2600:9000:2491:6e00:12:c1dd:7b00:93a1, 2600:9000:2491:8a00:12:c1dd:7b00:93a1, 2600:9000:2491:9c00:12:c1dd:7b00:93a1","ns-370.awsdns-46.com, ns-539.awsdns-03.net, ns-1465.awsdns-55.org, ns-1821.awsdns-35.co.uk",
,id.dev.originenergy.com.au,"13.249.9.77, 13.249.9.109, 13.249.9.38, 13.249.9.113","ns-1686.awsdns-18.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,d18a2jhahb0py2.cloudfront.net,,,"2600:9000:2171:6200:13:94cc:9680:93a1, 2600:9000:2171:aa00:13:94cc:9680:93a1, 2600:9000:2171:b600:13:94cc:9680:93a1, 2600:9000:2171:7e00:13:94cc:9680:93a1, 2600:9000:2171:a00:13:94cc:9680:93a1, 2600:9000:2171:4600:13:94cc:9680:93a1, 2600:9000:2171:e600:13:94cc:9680:93a1, 2600:9000:2171:6a00:13:94cc:9680:93a1","ns-297.awsdns-37.com, ns-847.awsdns-41.net, ns-1097.awsdns-09.org, ns-1686.awsdns-18.co.uk",
,id.originenergy.com.au,"52.222.174.22, 52.222.174.114, 52.222.174.126, 52.222.174.84","ns-45.awsdns-05.com, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,d2nljugyn5ko39.cloudfront.net,,,"2600:9000:218d:fa00:16:46d:fd40:93a1, 2600:9000:218d:4800:16:46d:fd40:93a1, 2600:9000:218d:9a00:16:46d:fd40:93a1, 2600:9000:218d:7c00:16:46d:fd40:93a1, 2600:9000:218d:4200:16:46d:fd40:93a1, 2600:9000:218d:dc00:16:46d:fd40:93a1, 2600:9000:218d:5000:16:46d:fd40:93a1, 2600:9000:218d:ee00:16:46d:fd40:93a1","ns-916.awsdns-50.net, ns-1209.awsdns-23.org, ns-1615.awsdns-09.co.uk, ns-45.awsdns-05.com",
,id.preprod.originenergy.com.au,"13.224.132.129, 13.224.132.80, 13.224.132.77, 13.224.132.3","ns-1821.awsdns-35.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,"id-preprod.origindigital-pac.com.au, d3gqjuuj8ak63w.cloudfront.net",,,"2600:9000:21c7:a200:12:c1dd:7b00:93a1, 2600:9000:21c7:8600:12:c1dd:7b00:93a1, 2600:9000:21c7:8800:12:c1dd:7b00:93a1, 2600:9000:21c7:4200:12:c1dd:7b00:93a1, 2600:9000:21c7:9200:12:c1dd:7b00:93a1, 2600:9000:21c7:da00:12:c1dd:7b00:93a1, 2600:9000:21c7:fe00:12:c1dd:7b00:93a1, 2600:9000:21c7:8000:12:c1dd:7b00:93a1","ns-1465.awsdns-55.org, ns-1821.awsdns-35.co.uk, ns-370.awsdns-46.com, ns-539.awsdns-03.net",
,id.staging.originenergy.com.au,,"ns-418.awsdns-52.com, hostmaster.cloudfront.net",NOERROR,,,,,ddg0klvdg3wm7.cloudfront.net,,,,,
,id.test.originenergy.com.au,"143.204.231.28, 143.204.231.7, 143.204.231.115, 143.204.231.107","ns-1332.awsdns-38.org, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,"id-test.origindigital-dac.com.au, d2c2wyma7vckyt.cloudfront.net",,,"2600:9000:2113:9c00:13:cc04:940:93a1, 2600:9000:2113:ac00:13:cc04:940:93a1, 2600:9000:2113:1c00:13:cc04:940:93a1, 2600:9000:2113:1600:13:cc04:940:93a1, 2600:9000:2113:2400:13:cc04:940:93a1, 2600:9000:2113:2200:13:cc04:940:93a1, 2600:9000:2113:8000:13:cc04:940:93a1, 2600:9000:2113:ba00:13:cc04:940:93a1","ns-1745.awsdns-26.co.uk, ns-655.awsdns-17.net, ns-313.awsdns-39.com, ns-1332.awsdns-38.org",
,im-ds.originenergy.com.au,"13.237.28.148, 52.63.117.26, 52.62.138.4","ns-99.awsdns-12.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,lb-ext-1262204475.ap-southeast-2.elb.amazonaws.com,,,,"ns-1456.awsdns-54.org, ns-1910.awsdns-46.co.uk, ns-654.awsdns-17.net, ns-99.awsdns-12.com",
,im-extra-test.originenergy.com.au,,"slen.gtm.idc.telstra.com, hostmaster.slen.gtm.idc.telstra.com",NOERROR,,,,,,,,,slen.gtm.idc.telstra.com,
,im-extra.originenergy.com.au,,"slen.gtm.idc.telstra.com, hostmaster.slen.gtm.idc.telstra.com",NOERROR,,,,,,,,,"slen.gtm.idc.telstra.com, exhi.gtm.idc.telstra.com",
,im-pp-ds.originenergy.com.au,"54.253.145.73, 3.106.65.85, 54.252.79.5","ns-99.awsdns-12.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,pp-lb-ext-278837901.ap-southeast-2.elb.amazonaws.com,,,,,
,im-pp.originenergy.com.au,"54.253.145.73, 3.106.65.85, 54.252.79.5","ns-99.awsdns-12.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,pp-lb-ext-278837901.ap-southeast-2.elb.amazonaws.com,,,,,
,im-stage.originenergy.com.au,"18.66.147.128, 18.66.147.55, 18.66.147.78, 18.66.147.82","ns-223.awsdns-27.com, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,d2oc6c7p5in9in.cloudfront.net,,,,"ns-566.awsdns-06.net, ns-2036.awsdns-62.co.uk, ns-223.awsdns-27.com, ns-1292.awsdns-33.org",
,im.originenergy.com.au,"52.85.132.77, 52.85.132.94, 52.85.132.95, 52.85.132.123, 205.251.192.190, 205.251.195.24, 205.251.196.89, 205.251.199.226","ns-2018.awsdns-60.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,d2j70o93yrzltp.cloudfront.net,,,"2600:9000:2073:9000:b:ab23:f40:93a1, 2600:9000:2073:2000:b:ab23:f40:93a1, 2600:9000:2073:0:b:ab23:f40:93a1, 2600:9000:2073:a000:b:ab23:f40:93a1, 2600:9000:2073:7600:b:ab23:f40:93a1, 2600:9000:2073:ca00:b:ab23:f40:93a1, 2600:9000:2073:a600:b:ab23:f40:93a1, 2600:9000:2073:8e00:b:ab23:f40:93a1","ns-1113.awsdns-11.org, ns-190.awsdns-23.com, ns-792.awsdns-35.net, ns-2018.awsdns-60.co.uk",
,image.lpg.originenergy.com.au,"104.126.37.153, 104.126.37.177","n0dscx.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,"tlsprovisioning-san-s10-4.edgekey.net, e91587.dscx.akamaiedge.net",,,"2a02:26f0:3500:1b::1724:a386, 2a02:26f0:3500:1b::1724:a39c",,
,image.retail.originenergy.com.au,23.2.226.47,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,"akamai-san54.exacttarget.com.edgekey.net, e17466.x.akamaiedge.net",,,,,
,incap-im.originenergy.com.au,52.237.241.62,"ns-54.awsdns-06.com, awsdns-hostmaster.amazon.com",NOERROR,,,True,azure,,,,,,
,incap-m-corp.originenergy.com.au,13.75.156.132,"ns-54.awsdns-06.com, awsdns-hostmaster.amazon.com",NOERROR,,,True,azure,,,,,,
,int-dev.originenergy.com.au,52.65.182.151,"ns-99.awsdns-12.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,boomi-dev-elb-328141026.ap-southeast-2.elb.amazonaws.com,,,,,
,int-test.originenergy.com.au,"52.222.236.60, 52.222.236.101, 52.222.236.64, 52.222.236.90","ns-54.awsdns-06.com, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,
,iproc.originenergy.com.au,,"ns-54.awsdns-06.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,jbhifi.api.fe.originenergy.com.au,"3.104.137.213, 54.66.198.253, 13.237.59.62","ns-1470.awsdns-55.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,jbhifi.fe-dev.originenergy.com.au,"13.224.189.62, 13.224.189.94, 13.224.189.7, 13.224.189.64","ns-1607.awsdns-08.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,d1espy3r7o18do.cloudfront.net,,,,"ns-1059.awsdns-04.org, ns-1607.awsdns-08.co.uk, ns-423.awsdns-52.com, ns-680.awsdns-21.net",
,jbhifi.fe-stg.originenergy.com.au,"108.138.51.86, 108.138.51.99, 108.138.51.23, 108.138.51.81, 205.251.193.78","ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,d1wrukpy1gl57w.cloudfront.net,,,,"ns-810.awsdns-37.net, ns-1053.awsdns-03.org, ns-1642.awsdns-13.co.uk, ns-334.awsdns-41.com",
,legacy-oerl.upstream.originenergy.com.au,,,NOERROR,,,,,legacy-oerl-upstream.gslb.originenergy.com.au,,,,,
,legacy-owa.originenergy.com.au,,"slen.gtm.idc.telstra.com, hostmaster.slen.gtm.idc.telstra.com",NOERROR,,,,,,,,,"exhi.gtm.idc.telstra.com, slen.gtm.idc.telstra.com",
,localhost.lpg.originenergy.com.au,127.0.0.1,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,True,127.0.0.1,,,
,localhost.originenergy.com.au,127.0.0.1,"ns-54.awsdns-06.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,True,127.0.0.1,,,
,m.ecomms.originenergy.com.au,"3.106.145.91, 54.66.56.0","ns-99.awsdns-12.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,originenergy-mkt-prod5-wp47w-59846451.ap-southeast-2.elb.amazonaws.com,,,,,
,m.originenergy.com.au,119.9.38.130,"ns-54.awsdns-06.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,mail-tracking.oe.originenergy.com.au,"52.89.1.92, 52.42.148.35, 35.167.160.200","ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,"r.us-west-2.awstrack.me, r.delegate.us-west-2.awstrack.me, baconredirects-elb-mev7rf5mv7m-1287676624.us-west-2.elb.amazonaws.com",,,,"ns-1475.awsdns-56.org, ns-1769.awsdns-29.co.uk, ns-332.awsdns-41.com, ns-560.awsdns-06.net",
,mail.originenergy.com.au,"54.243.60.31, 52.207.128.88","ns-1714.awsdns-22.co.uk, awsdns-hostmaster.amazon.com",NOERROR,mail555.messagelabs.com,,,,cluster5a.us.messagelabs.com,,,,,
,mail.reward.originenergy.com.au,54.252.217.215,"ns-54.awsdns-06.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,mailbackup.originenergy.com.au,203.20.195.133,"ns-54.awsdns-06.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,me.originenergy.com.au,,,NOERROR,,,,,me.gslb.originenergy.com.au,,,,,
,mi.originenergy.com.au,"13.32.145.84, 13.32.145.44, 13.32.145.26, 13.32.145.3","ns-324.awsdns-40.com, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,d2n7e128blzunx.cloudfront.net,,,,"ns-324.awsdns-40.com, ns-1112.awsdns-11.org, ns-856.awsdns-43.net, ns-1737.awsdns-25.co.uk",
,movingservices.originenergy.com.au,52.65.208.4,"ns-54.awsdns-06.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,mta.retail.originenergy.com.au,13.111.127.46,"ns-54.awsdns-06.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,mydata.cdr.originenergy.com.au,,"alexis.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,"alexis.ns.cloudflare.com, sureena.ns.cloudflare.com",
,nex.odcdn.com.au,10.201.243.252,"ns-484.awsdns-60.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,True,10.201.243.252,,,
,ocs.originenergy.com.au,203.20.196.75,"ns-54.awsdns-06.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,oe.originenergy.com.au,208.75.92.100,"ns-54.awsdns-06.com, awsdns-hostmaster.amazon.com",NOERROR,inbound-smtp.us-west-2.amazonaws.com,v=spf1 include:amazonses.com ~all,,,,,,,,
,oetest.originenergy.com.au,208.75.92.133,"ns-54.awsdns-06.com, awsdns-hostmaster.amazon.com",NOERROR,inbound-smtp.us-west-2.amazonaws.com,v=spf1 include:amazonses.com ~all,,,,,,,,
,oliex.originenergy.com.au,20.211.10.104,"tm1.dns-tm.com, hostmaster.trafficmanager.net",NOERROR,,,True,azure,"oliex-origin.msappproxy.net, 97160e56-eb00-44fe-b31d-0d6d351c636d.tenant.runtime.msappproxy.net, cwap-aus1-runtime.routing.msappproxy.net, aus.proxy-2.appproxy.msidentity.com, www.tm.aus.proxy-2.appproxy.trafficmanager.net",,,,,
,olms-uat.originenergy.com.au,"203.20.195.86, 203.20.195.186","slen.gtm.idc.telstra.com, hostmaster.slen.gtm.idc.telstra.com",NOERROR,,,,,,,,,"slen.gtm.idc.telstra.com, exhi.gtm.idc.telstra.com",
,olms.originenergy.com.au,,"slen.gtm.idc.telstra.com, hostmaster.slen.gtm.idc.telstra.com",NOERROR,,,,,,,,,"slen.gtm.idc.telstra.com, exhi.gtm.idc.telstra.com",
,online-gw.originenergy.com.au,,"ns-418.awsdns-52.com, hostmaster.cloudfront.net",NOERROR,,,,,d2xdpa95i6g0yg.cloudfront.net,,,,,
,origin.online-gw.originenergy.com.au,,,NOERROR,,,,,online-gw.gslb.originenergy.com.au,,,,,
,origindigital-pac.com.au,,"ns-10.awsdns-01.com, awsdns-hostmaster.amazon.com",NOERROR,inbound-smtp.us-east-1.amazonaws.com,"v=spf1 include:amazonses.com ~all, facebook-domain-verification=quhlgz38zj3uwd04sjovx5c5y42r5l, google-site-verification=JeZCnwmVfEH6UcSAjiFj4vpWTHEJpqz4zL465Y-uct8, google-site-verification=YI980JZewsVzMrNtx6iCZwfTQdygu9TU_i-lcGb07EQ",,,,,,,"ns-10.awsdns-01.com, ns-647.awsdns-16.net, ns-1252.awsdns-28.org, ns-1832.awsdns-37.co.uk","amazon.com, amazonaws.com, amazontrust.com, awstrust.com"
,originenergy.com.au,"99.86.91.97, 99.86.91.102, 99.86.91.98, 99.86.91.14","ns-54.awsdns-06.com, awsdns-hostmaster.amazon.com",NOERROR,"mx2.hc852-37.ap.iphmx.com, mx1.hc852-37.ap.iphmx.com","XKyYnON1fVSiNFhexQYALj9QmyldH/6yxy/jq9CrEwmd4C0Rg2eToWjSC5vJIX46Q9p6er2iJjKPqeEaZhGztg==, \""v=spf1 mx include:spf.protection.outlook.com include:mailcontrol.com ip4:203.20.196.0/24 include:esa.hc852-37.ap.iphmx.com include:spfa.originenergy.com.au, adobe-idp-site-verification=cfb9973b1a5fcb92d0df8af292cd038166ba53a0d4b7b6425ff11dc630c134fe, adobe-sign-verification=101e76e895d3438ac32ef47f24e219a8, ahrefs-site-verification_79265bb1eb668b7d49ed91f942f921f49b44e5b2892a6466695be7142f64bc9f, amazonses:1eQ6snJi3IOXeaavRVk5FbnA+1pObS864Jqm4hy+Ph4=, amazonses:6LnWPz7WZEYwitrMcX8FLUeNtj3MBgVv1sTNu4EBskY=, amazonses:BgEN0ykGl1Y4ntshsgJR7tgqE/I8n7fhnRZjCDppk5k=, amazonses:Jz5EaKVa4gaCpDFcBdhSGpq2ZVHq1YDt/jrp6YF4AAY=, amazonses:QIL29UoPglPQ3S1T6z+C+Q/MVuhrKmTo0TlGokGvfQs=, atlassian-domain-verification=Ici6ZLHdiuA7VDl9CbnH4zga5AEcIDC1Iu+rkRw6a6OLUjcrbLbJ4MlS7MEvix41, facebook-domain-verification=quhlgz38zj3uwd04sjovx5c5y42r5l, globalsign-domain-verification=asnCRhRiOLbEGFRO-Qmn7XtUc1llLZz8p0kCV4s-VR, google-site-verification=3GIgSYdjm-dDX26stJN2t2Rf2CquAaf6sfkd88gKI3s, google-site-verification=FAKoI2LTUW7SBZ50-3gwUDVFZFsRFwfOLz2CB965Nio, google-site-verification=KxD6mljU68DKNgHmLJMbdkDprK7Lzx17Ahhn2PFI30E, google-site-verification=WZDWhpOlgrGXFhbEmScwiVkDRkt1pPaKRIfq1rzw27o, have-i-been-pwned-verification=c65e7a80b3ddb6239e6f09921d735a36, include:_spf-dc10.sapsf.com ~all\"", include:spf.boreal-is.com, twilio-domain-verification=4196326c7ee1dc1481b2ccec060b757f, zapier-domain-verification-challenge=f07fe6e3-1ac6-4752-af23-27581e6b527c, 1password-site-verification=ZCWPR5JGIBFVTAFP7MPH2ZXUUY, 3DrzIKSJGgS1w7GVO_VOeZU, MS=ms56582967",True,cloudfront,,,,,"ns-1282.awsdns-32.org, ns-1747.awsdns-26.co.uk, ns-54.awsdns-06.com, ns-998.awsdns-60.net","securetrust.com, amazon.com, amazonaws.com, amazontrust.com, digicert.com, globalsign.com, letsencrypt.org, pki.goog, awstrust.com"
,otportal.originenergy.com.au,49.255.177.250,"ns-54.awsdns-06.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,otportal01.originenergy.com.au,49.255.177.250,"ns-54.awsdns-06.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,otportal02.originenergy.com.au,49.255.177.254,"ns-54.awsdns-06.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,peoplecentral.originenergy.com.au,"143.204.89.19, 143.204.89.67, 143.204.89.29, 143.204.89.121","ns-54.awsdns-06.com, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,
,plan.originenergy.com.au,"52.222.236.91, 52.222.236.57, 52.222.236.40, 52.222.236.97","ns-533.awsdns-02.net, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,d3kc2u5d2dju03.cloudfront.net,,,"2600:9000:2550:d000:1a:9068:e8c0:93a1, 2600:9000:2550:2600:1a:9068:e8c0:93a1, 2600:9000:2550:c000:1a:9068:e8c0:93a1, 2600:9000:2550:a200:1a:9068:e8c0:93a1, 2600:9000:2550:fa00:1a:9068:e8c0:93a1, 2600:9000:2550:4c00:1a:9068:e8c0:93a1, 2600:9000:2550:f000:1a:9068:e8c0:93a1, 2600:9000:2550:e00:1a:9068:e8c0:93a1","ns-1475.awsdns-56.org, ns-1872.awsdns-42.co.uk, ns-417.awsdns-52.com, ns-533.awsdns-02.net",
,plans.api.odcdn.com.au,"13.224.222.94, 13.224.222.12, 13.224.222.70, 13.224.222.44","ns-1982.awsdns-55.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,dukrtz4ipqy34.cloudfront.net,,,,"ns-1471.awsdns-55.org, ns-1982.awsdns-55.co.uk, ns-266.awsdns-33.com, ns-830.awsdns-39.net",
,prd-admin.mydata.cdr.originenergy.com.au,"104.18.40.111, 172.64.147.145","alexis.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,True,cloudflare,,,,"2606:4700:4400::6812:286f, 2606:4700:4400::ac40:9391",,
,pre-prod-online.originenergy.com.au,,,NOERROR,,,,,pre-prod-online.gslb.originenergy.com.au,,,,,
,preprod.digital.api.odcdn.com.au,,"ns-418.awsdns-52.com, hostmaster.cloudfront.net",NOERROR,,,,,d2y6aa1490edjg.cloudfront.net,,,,,
,preprod.distributorlookup.api.odcdn.com.au,,"ns-418.awsdns-52.com, hostmaster.cloudfront.net",NOERROR,,,,,d1v82bh56rt10h.cloudfront.net,,,,,
,preprod.ftr.api.odcdn.com.au,,"ns-418.awsdns-52.com, hostmaster.cloudfront.net",NOERROR,,,,,d2vz6ttx3886fl.cloudfront.net,,,,,
,preprod.plans.api.odcdn.com.au,,"ns-418.awsdns-52.com, hostmaster.cloudfront.net",NOERROR,,,,,d3h3i5dt0wlljj.cloudfront.net,,,,,
,processsafety.originenergy.com.au,"52.62.201.129, 54.79.209.181, 54.253.159.246","ns-99.awsdns-12.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,internet-redirector-1137885757.ap-southeast-2.elb.amazonaws.com,,,,,
,prodtest.im.originenergy.com.au,"13.224.189.35, 13.224.189.38, 13.224.189.103, 13.224.189.32","ns-49.awsdns-06.com, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,d3myvw73dmar63.cloudfront.net,,,"2600:9000:20eb:8600:1d:a0b0:82c0:93a1, 2600:9000:20eb:9000:1d:a0b0:82c0:93a1, 2600:9000:20eb:d200:1d:a0b0:82c0:93a1, 2600:9000:20eb:f400:1d:a0b0:82c0:93a1, 2600:9000:20eb:600:1d:a0b0:82c0:93a1, 2600:9000:20eb:e00:1d:a0b0:82c0:93a1, 2600:9000:20eb:4600:1d:a0b0:82c0:93a1, 2600:9000:20eb:7600:1d:a0b0:82c0:93a1","ns-49.awsdns-06.com, ns-668.awsdns-19.net, ns-1158.awsdns-16.org, ns-1830.awsdns-36.co.uk",
,products.originenergy.com.au,,"ns-10.awsdns-01.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,products.rack.origindigital-pac.com.au,,,,,
,products.rack.origindigital-pac.com.au,,"ns-10.awsdns-01.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,public.mydata.cdr.originenergy.com.au,"104.18.40.111, 172.64.147.145","alexis.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,True,cloudflare,,,,"2606:4700:4400::ac40:9391, 2606:4700:4400::6812:286f",,
,r172.ecomms.originenergy.com.au,172.82.242.172,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,r174.ecomms.originenergy.com.au,172.82.242.174,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,r175.ecomms.originenergy.com.au,172.82.242.175,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,"ns-1527.awsdns-62.org, ns-1856.awsdns-40.co.uk, ns-261.awsdns-32.com, ns-653.awsdns-17.net",
,r177.ecomms.originenergy.com.au,172.82.242.177,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,r178.ecomms.originenergy.com.au,172.82.242.178,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,remote.originenergy.com.au,,,NOERROR,,,,,access.originenergy.com.au,,,,,
,reneweclipse.originenergy.com.au,"54.79.240.247, 13.237.134.104, 13.237.118.78","ns-1240.awsdns-27.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,"reneweclipse.originenergy.com.au.cname.mendix.net, elb.bbl-prod-10.ap-southeast-2.mendixcloud.net",,,"2406:da1c:b15:1602:3ff3:6738:d908:30fa, 2406:da1c:b15:1601:223e:128a:8a0c:2a0, 2406:da1c:b15:1600:2d29:9d64:ac51:3164",,
,reports.originenergy.com.au,119.9.38.130,"ns-54.awsdns-06.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,retail-prod-crm.originenergy.com.au,,"slen.gtm.idc.telstra.com, hostmaster.slen.gtm.idc.telstra.com",NOERROR,,,,,,,,,"slen.gtm.idc.telstra.com, exhi.gtm.idc.telstra.com",
,reward.originenergy.com.au,54.79.120.137,"ns-54.awsdns-06.com, awsdns-hostmaster.amazon.com",NOERROR,mail.reward.originenergy.com.au,v=spf1 a:mail.reward.originenergy.com.au include:amazonses.com -all,,,,,,,,
,salesplan-api-staging.api.origindigital-pac.com.au,"18.66.248.38, 18.66.248.90, 18.66.248.101, 18.66.248.122","ns-172.awsdns-21.com, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,91m5he7lvk.execute-api.ap-southeast-2.amazonaws.com,,,,,
,sanmet.originenergy.com.au,"63.140.62.160, 63.140.62.164, 63.140.62.135","ns201.adobe.net, hostmaster.adobe.com",NOERROR,,,,,originenergy.com.au.ssl.sc.omtrdc.net,,,,,digicert.com
,secure.originenergy.com.au,,"ns-418.awsdns-52.com, hostmaster.cloudfront.net",NOERROR,,,,,d3lhqkjsrqyjsg.cloudfront.net,,,,,
